setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
3.62,3.40,6.62,26.90,2.49,nan
3.62,3.41,6.74,26.90,2.50,nan
3.62,3.44,6.86,21.52,2.51,nan
3.62,3.45,6.95,18.83,2.48,nan
3.62,3.47,7.05,24.21,2.50,nan
3.62,3.49,7.10,32.28,2.50,nan
3.62,3.51,7.17,21.52,2.50,nan
3.62,3.53,7.22,24.21,2.50,nan
3.62,3.55,7.29,29.59,2.50,nan
3.62,3.57,7.31,13.45,2.51,nan
3.62,3.59,7.36,-430.40,2.49,nan
3.62,3.60,7.36,-903.84,2.50,nan
3.62,3.62,7.39,-1191.67,2.59,nan
3.62,3.62,7.36,-1148.63,2.40,nan
3.62,3.63,7.29,-909.22,2.53,nan
4.00,3.63,7.19,-629.46,2.47,nan
4.00,3.63,6.98,1570.96,2.55,nan
4.00,3.64,6.81,1425.70,2.45,nan
4.00,3.65,6.50,930.74,2.53,nan
4.00,3.67,6.21,546.07,2.49,nan
4.00,3.68,6.04,355.08,2.51,nan
4.00,3.70,5.78,234.03,2.50,nan
4.00,3.74,5.42,112.98,5.32,nan
4.00,3.76,5.32,94.15,2.58,nan
4.00,3.78,5.20,64.56,2.49,nan
4.00,3.80,5.13,51.11,2.52,nan
4.00,3.81,5.16,48.42,2.50,nan
4.00,3.83,5.20,45.73,2.48,nan
4.00,3.85,5.37,26.90,2.49,nan
4.00,3.87,5.52,32.28,2.50,nan
4.00,3.89,5.76,34.97,2.50,nan
4.00,3.91,5.92,26.90,2.50,nan
4.00,3.93,6.16,26.90,2.54,nan
4.00,3.95,6.31,34.97,2.45,nan
4.00,3.97,6.50,-406.19,2.52,nan
4.00,3.98,6.59,-930.74,2.48,nan
4.00,4.00,6.74,-1188.98,2.53,nan
4.00,4.00,6.79,-1127.11,2.47,nan
4.00,4.01,6.81,-933.43,2.51,nan
4.00,4.01,6.76,-656.36,2.49,nan
4.00,4.01,6.62,-406.19,2.50,nan
4.00,4.00,6.47,-207.13,2.50,nan
4.00,4.00,6.16,-48.42,2.50,nan
4.00,4.00,5.92,61.87,2.50,nan
4.00,4.00,5.49,142.57,2.50,nan
4.00,4.00,5.18,164.09,2.50,nan
4.00,4.00,4.68,145.26,2.50,nan
4.00,4.00,4.32,86.08,2.50,nan
4.00,4.00,3.74,45.73,2.50,nan
4.00,4.00,3.36,-5.38,2.50,nan
4.00,4.00,2.83,-32.28,2.50,nan
4.00,4.00,2.49,-24.21,2.50,nan
4.00,4.00,2.04,0.00,2.50,nan
4.00,4.00,1.77,-5.38,2.50,nan
4.00,4.00,1.44,-5.38,2.50,nan
4.00,4.00,1.25,-5.38,2.50,nan
4.00,4.00,1.01,-2.69,2.50,nan
4.00,4.00,0.89,-2.69,2.50,nan
3.17,4.00,0.72,-2.69,2.50,nan
3.17,4.00,0.65,-1514.47,2.50,nan
3.17,3.99,0.53,-1414.94,2.50,nan
3.17,3.97,0.46,-933.43,2.55,nan
3.17,3.96,0.26,-605.25,2.45,nan
3.17,3.94,0.12,-398.12,2.50,nan
3.17,3.93,-0.14,-266.31,2.50,nan
3.17,3.91,-0.36,-172.16,2.52,nan
3.17,3.89,-0.72,-129.12,2.48,nan
3.17,3.87,-1.01,-107.60,2.51,nan
3.17,3.85,-1.46,-86.08,2.49,nan
3.17,3.83,-1.77,-64.56,2.56,nan
3.17,3.82,-2.30,-61.87,2.44,nan
3.17,3.80,-2.66,-64.56,2.51,nan
3.17,3.78,-3.24,-51.11,2.53,nan
3.17,3.76,-3.60,-45.73,2.46,nan
3.17,3.74,-4.15,-53.80,2.52,nan
3.17,3.72,-4.65,-40.35,2.49,nan
3.17,3.70,-4.96,-40.35,2.54,nan
3.17,3.68,-5.23,-48.42,2.45,nan
3.17,3.66,-5.61,-48.42,2.50,nan
3.17,3.64,-5.83,-37.66,2.51,nan
3.17,3.62,-6.12,-43.04,2.49,nan
3.17,3.60,-6.28,-51.11,2.50,nan
3.17,3.58,-6.50,-34.97,2.52,nan
3.17,3.56,-6.62,-40.35,2.48,nan
3.17,3.55,-6.76,-48.42,2.61,nan
3.17,3.53,-6.86,-40.35,2.44,nan
3.17,3.51,-6.98,-40.35,2.49,nan
3.17,3.49,-7.05,-48.42,2.46,nan
3.17,3.47,-7.15,-45.73,2.52,nan
3.17,3.45,-7.19,-37.66,2.48,nan
3.17,3.43,-7.24,-45.73,2.52,nan
3.17,3.41,-7.29,-48.42,2.50,nan
3.17,3.39,-7.34,-37.66,2.51,nan
3.17,3.37,-7.36,-40.35,2.47,nan
3.17,3.35,-7.39,-51.11,2.51,nan
3.17,3.33,-7.41,-40.35,2.48,nan
3.17,3.31,-7.43,-40.35,2.50,nan
3.17,3.29,-7.43,-48.42,2.50,nan
3.17,3.28,-7.46,-43.04,2.52,nan
3.17,3.26,-7.46,-34.97,2.51,nan
3.17,3.24,-7.48,-48.42,2.48,nan
3.17,3.22,-7.48,29.59,2.56,nan
2.94,3.20,-7.48,578.35,2.49,nan
2.94,3.18,-7.48,-83.39,2.45,nan
2.94,3.17,-7.48,-239.41,2.56,nan
2.94,3.15,-7.46,-196.37,2.46,nan
2.94,3.13,-7.43,-147.95,2.50,nan
2.94,3.11,-7.43,-96.84,2.49,nan
2.94,3.09,-7.41,-83.39,2.50,nan
2.94,3.08,-7.39,-78.01,2.50,nan
2.94,3.06,-7.39,-61.87,2.49,nan
2.94,3.04,-7.36,-51.11,2.53,nan
2.94,3.02,-7.36,-56.49,2.53,nan
2.94,3.00,-7.34,-51.11,2.45,nan
2.94,2.98,-7.34,177.54,2.51,nan
2.94,2.96,-7.34,761.27,2.52,nan
2.94,2.95,-7.31,1110.97,2.47,nan
2.94,2.94,-7.31,1191.67,2.50,nan
2.94,2.93,-7.24,1016.82,2.50,nan
2.94,2.93,-7.17,739.75,2.50,nan
2.94,2.93,-7.00,535.31,2.46,nan
2.94,2.93,-6.83,247.48,2.53,nan
2.94,2.94,-6.50,45.73,2.51,nan
2.94,2.94,-6.26,-83.39,2.49,nan
2.94,2.94,-5.83,-112.98,2.49,nan
2.94,2.94,-5.49,-158.71,2.50,nan
2.94,2.94,-4.96,-104.91,2.52,nan
2.94,2.94,-4.60,-88.77,2.47,nan
2.94,2.94,-4.03,-83.39,2.54,nan
2.94,2.94,-3.65,-18.83,2.48,nan
2.94,2.94,-3.07,8.07,2.51,nan
2.94,2.94,-2.71,-5.38,2.48,nan
2.94,2.94,-2.23,8.07,2.51,nan
2.94,2.94,-1.80,5.38,2.61,nan
2.94,2.94,-1.56,0.00,2.39,nan
2.94,2.94,-1.37,0.00,2.48,nan
2.94,2.94,-1.10,0.00,2.54,nan
2.94,2.94,-0.96,0.00,2.44,nan
2.94,2.94,-0.79,0.00,2.53,nan
2.94,2.94,-0.70,0.00,2.46,nan
2.94,2.94,-0.58,0.00,2.54,nan
2.94,2.94,-0.53,0.00,2.48,nan
2.94,2.94,-0.43,0.00,2.50,nan
2.94,2.94,-0.38,0.00,2.50,nan
2.94,2.94,-0.31,0.00,2.50,nan
2.94,2.94,-0.29,0.00,2.52,nan
3.96,2.94,-0.24,0.00,2.49,nan
3.96,2.94,-0.22,1522.54,2.49,nan
3.96,2.95,-0.17,1398.80,2.51,nan
3.96,2.96,-0.10,930.74,2.50,nan
3.96,2.98,0.00,594.49,2.50,nan
3.96,2.99,0.12,381.98,2.53,nan
3.96,3.01,0.36,247.48,2.47,nan
3.96,3.03,0.55,161.40,2.52,nan
3.96,3.05,0.89,123.74,2.50,nan
3.96,3.06,1.15,96.84,2.49,nan
3.96,3.08,1.58,61.87,2.50,nan
3.96,3.10,1.89,53.80,2.50,nan
3.96,3.12,2.40,51.11,2.52,nan
3.96,3.14,2.73,40.35,2.48,nan
3.96,3.16,3.29,34.97,2.50,nan
3.96,3.18,3.65,34.97,2.49,nan
3.96,3.20,4.20,34.97,2.48,nan
3.96,3.22,4.53,21.52,2.50,nan
3.96,3.24,4.96,29.59,2.50,nan
3.96,3.26,5.25,37.66,2.55,nan
3.96,3.27,5.61,24.21,2.45,nan
3.96,3.29,5.83,29.59,2.50,nan
3.96,3.31,6.09,34.97,2.50,nan
3.96,3.33,6.26,26.90,2.50,nan
3.96,3.35,6.45,21.52,2.51,nan
3.96,3.37,6.57,32.28,2.50,nan
3.96,3.39,6.74,29.59,2.52,nan
3.96,3.41,6.83,21.52,2.48,nan
3.96,3.43,6.95,29.59,2.52,nan
3.96,3.45,7.00,32.28,2.48,nan
3.96,3.47,7.10,21.52,2.53,nan
3.96,3.49,7.15,29.59,2.47,nan
3.96,3.51,7.22,34.97,2.51,nan
3.96,3.53,7.27,26.90,2.49,nan
3.96,3.54,7.31,26.90,2.54,nan
3.96,3.56,7.34,34.97,2.47,nan
3.96,3.58,7.39,26.90,2.52,nan
3.96,3.60,7.39,24.21,2.48,nan
3.96,3.62,7.43,32.28,2.53,nan
3.96,3.64,7.43,32.28,2.49,nan
3.96,3.66,7.46,21.52,2.49,nan
3.96,3.68,7.48,26.90,2.54,nan
3.96,3.70,7.48,32.28,2.45,nan
2.21,3.72,7.51,21.52,2.51,nan
2.21,3.73,7.51,-2993.97,2.49,nan
2.21,3.74,7.51,-2797.60,2.50,nan
2.21,3.73,7.41,-1829.20,2.49,nan
2.21,3.72,7.29,-1175.53,2.50,nan
2.21,3.71,6.98,-750.51,2.49,nan
2.21,3.69,6.69,-486.89,2.50,nan
2.21,3.67,6.14,-309.35,2.50,nan
2.21,3.66,5.71,-207.13,2.50,nan
2.21,3.64,4.94,-150.64,2.50,nan
2.21,3.62,4.39,-123.74,2.50,nan
2.21,3.60,3.45,-94.15,2.52,nan
2.21,3.58,2.81,-67.25,2.48,nan
2.21,3.56,1.75,-64.56,2.49,nan
2.21,3.54,1.01,-61.87,2.51,nan
2.21,3.52,-0.07,-45.73,2.49,nan
2.21,3.51,-0.79,-48.42,2.51,nan
2.21,3.49,-1.77,-53.80,2.49,nan
2.21,3.47,-2.37,-43.04,2.50,nan
2.21,3.45,-3.19,-43.04,2.50,nan
2.21,3.43,-3.65,-48.42,2.50,nan
2.21,3.41,-4.27,-48.42,2.49,nan
2.21,3.39,-4.65,-37.66,2.51,nan
2.21,3.37,-5.11,-45.73,2.50,nan
2.21,3.35,-5.40,-45.73,2.50,nan
2.21,3.33,-5.76,-43.04,2.71,nan
2.21,3.31,-5.95,-40.35,2.30,nan
2.21,3.29,-6.21,-48.42,2.50,nan
2.21,3.27,-6.35,-34.97,2.51,nan
2.21,3.26,-6.55,-40.35,2.53,nan
2.21,3.24,-6.67,-51.11,2.46,nan
2.21,3.22,-6.81,-43.04,2.50,nan
2.21,3.20,-6.91,-37.66,2.47,nan
2.21,3.18,-7.00,-48.42,2.53,nan
2.21,3.15,-7.10,-40.35,2.98,nan
2.21,3.14,-7.15,-37.66,2.00,nan
2.21,3.11,-7.22,-37.66,3.38,nan
2.21,3.10,-7.24,-48.42,1.63,nan
2.21,3.08,-7.29,-37.66,2.49,nan
2.21,3.06,-7.34,-43.04,2.54,nan
2.21,3.04,-7.36,-51.11,2.46,nan
2.21,3.03,-7.39,-40.35,2.50,nan
2.21,3.01,-7.41,-40.35,2.50,nan
2.21,2.99,-7.43,-48.42,2.54,nan
3.05,2.97,-7.46,-43.04,2.50,nan
3.05,2.95,-7.48,2996.66,2.50,nan
3.05,2.95,-7.48,2781.46,2.44,nan
3.05,2.95,-7.39,1796.92,2.54,nan
3.05,2.96,-7.27,1137.87,2.47,nan
3.05,2.98,-6.95,720.92,2.53,nan
3.05,2.99,-6.69,454.61,2.47,nan
3.05,3.01,-6.14,107.60,2.53,nan
3.05,3.03,-5.71,-484.20,2.47,nan
3.05,3.04,-4.96,-901.15,2.51,nan
3.05,3.05,-4.41,-1027.58,2.49,nan
3.05,3.06,-3.57,-949.57,2.50,nan
3.05,3.06,-3.00,-761.27,2.53,nan
3.05,3.06,-2.13,-527.24,2.47,nan
3.05,3.06,-1.56,-317.42,2.50,nan
3.05,3.06,-0.79,-112.98,2.50,nan
3.05,3.05,-0.34,0.00,2.50,nan
3.05,3.05,0.22,102.22,2.50,nan
3.05,3.05,0.48,137.19,2.51,nan
3.05,3.05,0.77,115.67,2.50,nan
3.05,3.05,0.89,78.01,2.50,nan
3.05,3.05,0.94,51.11,2.50,nan
3.05,3.05,0.91,53.80,2.50,nan
3.05,3.05,0.79,8.07,2.50,nan
3.05,3.05,0.72,-5.38,2.50,nan
3.05,3.05,0.58,-8.07,2.51,nan
3.05,3.05,0.48,-10.76,2.58,nan
3.05,3.05,0.36,-8.07,2.46,nan
3.05,3.05,0.29,-2.69,2.45,nan
3.05,3.05,0.22,-2.69,2.49,nan
3.05,3.05,0.17,-2.69,2.51,nan
3.05,3.05,0.12,-2.69,2.50,nan
3.05,3.05,0.12,0.00,2.50,nan
3.05,3.05,0.10,0.00,2.50,nan
3.05,3.05,0.07,0.00,2.55,nan
3.05,3.05,0.07,0.00,2.44,nan
3.05,3.05,0.07,0.00,2.55,nan
3.05,3.05,0.05,0.00,2.48,nan
3.05,3.05,0.05,0.00,2.49,nan
3.05,3.05,0.02,0.00,2.49,nan
3.05,3.05,0.02,0.00,2.54,nan
3.05,3.05,0.02,13.45,2.49,nan
3.05,3.05,0.02,0.00,2.46,nan
3.05,3.05,0.02,0.00,2.50,nan
2.81,3.05,0.00,0.00,2.50,nan
2.81,3.05,0.00,-1546.75,2.52,nan
2.81,3.04,0.00,-1406.87,2.49,nan
2.81,3.03,-0.02,-938.81,2.53,nan
2.81,3.01,-0.10,-605.25,2.46,nan
2.81,3.00,-0.26,-395.43,2.53,nan
2.81,2.98,-0.41,-252.86,2.53,nan
2.81,2.96,-0.70,-180.23,2.48,nan
2.81,2.94,-0.91,-139.88,2.46,nan
2.81,2.92,-1.29,-107.60,2.51,nan
2.81,2.91,-1.56,-78.01,2.50,nan
2.81,2.89,-2.04,-69.94,2.50,nan
2.81,2.87,-2.35,-69.94,2.50,nan
2.81,2.85,-2.88,139.88,2.50,nan
2.81,2.83,-3.26,704.78,2.50,nan
2.81,2.82,-3.79,1097.52,2.51,nan
2.81,2.81,-4.12,1135.18,2.48,nan
2.81,2.80,-4.56,1027.58,2.50,nan
2.81,2.80,-4.75,766.65,2.50,nan
2.81,2.80,-4.96,508.41,2.50,nan
2.81,2.80,-5.04,290.52,2.50,nan
2.81,2.80,-5.01,56.49,2.50,nan
2.81,2.81,-4.94,-67.25,2.49,nan
2.81,2.81,-4.72,-99.53,2.50,nan
2.81,2.81,-4.53,-147.95,2.52,nan
2.81,2.81,-4.17,-121.05,2.48,nan
2.81,2.81,-3.88,-126.43,2.54,nan
2.81,2.81,-3.45,-86.08,2.46,nan
2.81,2.81,-3.12,-32.28,2.51,nan
2.81,2.81,-2.64,-21.52,2.49,nan
2.81,2.81,-2.33,8.07,2.50,nan
2.81,2.81,-1.92,16.14,2.50,nan
2.81,2.81,-1.65,10.76,2.50,nan
2.81,2.81,-1.34,2.69,2.50,nan
2.81,2.81,-1.15,0.00,2.50,nan
2.81,2.81,-0.94,0.00,2.50,nan
2.81,2.81,-0.82,0.00,2.50,nan
2.81,2.81,-0.67,0.00,2.50,nan
2.81,2.81,-0.58,0.00,2.50,nan
2.81,2.81,-0.48,0.00,2.50,nan
2.81,2.81,-0.43,0.00,2.51,nan
2.81,2.81,-0.36,0.00,2.54,nan
2.81,2.81,-0.34,0.00,2.50,nan
2.81,2.81,-0.29,0.00,2.46,nan
2.81,2.81,-0.24,0.00,2.50,nan
3.19,2.81,-0.19,0.00,2.56,nan
3.19,2.81,-0.17,1546.75,2.44,nan
3.19,2.82,-0.12,1385.35,2.53,nan
3.19,2.83,-0.07,914.60,2.47,nan
3.19,2.85,0.02,589.11,2.55,nan
3.19,2.86,0.14,376.60,2.45,nan
3.19,2.88,0.38,242.10,2.49,nan
3.19,2.90,0.58,166.78,2.50,nan
3.19,2.92,0.91,126.43,2.53,nan
3.19,2.93,1.18,91.46,2.47,nan
3.19,2.95,1.61,61.87,2.52,nan
3.19,2.97,1.92,56.49,2.47,nan
3.19,2.99,2.40,53.80,2.52,nan
3.19,3.01,2.76,34.97,2.47,nan
3.19,3.03,3.31,34.97,2.51,nan
3.19,3.05,3.69,40.35,2.49,nan
3.19,3.07,4.22,32.28,2.50,nan
3.19,3.09,4.56,26.90,2.50,nan
3.19,3.10,5.01,32.28,2.50,nan
3.19,3.12,5.28,32.28,2.50,nan
3.19,3.14,5.64,21.52,2.50,nan
3.19,3.16,5.85,-443.85,2.50,nan
3.19,3.18,6.12,-914.60,2.50,nan
3.19,3.19,6.26,-1183.60,2.50,nan
3.19,3.20,6.43,-1129.80,2.50,nan
3.19,3.20,6.47,-928.05,2.50,nan
3.19,3.20,6.47,-613.32,2.49,nan
3.19,3.20,6.40,-373.91,2.50,nan
3.19,3.20,6.21,-174.85,2.50,nan
3.19,3.20,6.04,-8.07,2.51,nan
3.19,3.20,5.68,69.94,2.54,nan
3.19,3.19,5.42,118.36,2.45,nan
3.19,3.19,4.96,142.57,2.49,nan
3.19,3.19,4.65,118.36,2.51,nan
3.19,3.19,4.10,104.91,2.49,nan
3.19,3.19,3.74,67.25,2.51,nan
3.19,3.19,3.19,37.66,2.55,nan
3.19,3.19,2.83,-16.14,2.44,nan
3.19,3.19,2.33,-40.35,2.50,nan
3.19,3.19,2.04,-26.90,2.50,nan
3.19,3.19,1.65,-16.14,2.55,nan
3.19,3.19,1.44,-2.69,2.45,nan
3.19,3.19,1.18,-2.69,2.50,nan
4.32,3.19,1.01,-2.69,2.55,nan
4.32,3.19,0.84,1498.33,2.44,nan
4.32,3.20,0.74,1379.97,2.50,nan
4.32,3.21,0.67,917.29,2.50,nan
4.32,3.23,0.67,583.73,2.52,nan
4.32,3.24,0.74,368.53,2.54,nan
4.32,3.26,0.84,242.10,2.46,nan
4.32,3.28,1.06,172.16,2.52,nan
4.32,3.30,1.22,126.43,2.48,nan
4.32,3.32,1.53,86.08,2.52,nan
4.32,3.34,1.80,61.87,2.48,nan
4.32,3.35,2.21,56.49,2.52,nan
4.32,3.37,2.52,51.11,2.47,nan
4.32,3.39,3.02,34.97,2.51,nan
4.32,3.41,3.36,37.66,2.49,nan
4.32,3.43,3.88,40.35,2.54,nan
4.32,3.45,4.22,29.59,2.46,nan
4.32,3.47,4.70,26.90,2.52,nan
4.32,3.49,4.99,34.97,2.48,nan
4.32,3.51,5.40,29.59,2.52,nan
4.32,3.53,5.61,21.52,2.48,nan
4.32,3.55,5.92,32.28,2.51,nan
4.32,3.56,6.09,32.28,2.48,nan
4.32,3.59,6.33,18.83,2.51,nan
4.32,3.61,6.47,24.21,2.49,nan
4.32,3.62,6.64,32.28,2.51,nan
4.32,3.64,6.76,21.52,2.57,nan
4.32,3.66,6.88,24.21,2.44,nan
4.32,3.68,6.95,34.97,2.49,nan
4.32,3.70,7.07,24.21,2.49,nan
4.32,3.72,7.12,21.52,2.50,nan
4.32,3.74,7.19,32.28,2.50,nan
4.32,3.76,7.24,26.90,2.54,nan
4.32,3.78,7.31,18.83,2.46,nan
4.32,3.80,7.34,29.59,2.53,nan
4.32,3.82,7.39,32.28,2.48,nan
4.32,3.84,7.41,18.83,2.50,nan
4.32,3.86,7.43,26.90,2.50,nan
4.32,3.87,7.46,32.28,2.50,nan
4.32,3.89,7.48,21.52,2.49,nan
4.32,3.91,7.48,26.90,2.50,nan
4.32,3.93,7.51,32.28,2.50,nan
4.32,3.95,7.51,26.90,2.50,nan
4.32,3.97,7.53,21.52,2.50,nan
4.32,3.99,7.53,26.90,2.50,nan
3.13,4.01,7.53,29.59,2.50,nan
3.13,4.03,7.55,-2996.66,2.53,nan
3.13,4.03,7.53,-2789.53,2.47,nan
3.13,4.02,7.46,-1813.06,2.51,nan
3.13,4.01,7.27,-1148.63,2.49,nan
3.13,4.00,7.05,-739.75,2.50,nan
3.13,3.98,6.62,-468.06,2.49,nan
3.13,3.97,6.24,-303.97,2.50,nan
3.13,3.95,5.59,-209.82,2.56,nan
3.13,3.93,5.08,-156.02,2.46,nan
3.13,3.91,4.22,-118.36,2.49,nan
3.13,3.89,3.62,-88.77,2.51,nan
3.13,3.87,2.61,-72.63,2.52,nan
3.13,3.85,1.92,-75.32,2.47,nan
3.13,3.84,0.82,-53.80,2.53,nan
3.13,3.82,0.10,-48.42,2.47,nan
3.13,3.80,-0.96,-53.80,2.52,nan
3.13,3.78,-1.61,-51.11,2.47,nan
3.13,3.76,-2.52,-40.35,2.53,nan
3.13,3.74,-3.07,-48.42,2.52,nan
3.13,3.72,-3.76,-51.11,2.46,nan
3.13,3.70,-4.20,-37.66,2.51,nan
3.13,3.67,-4.89,-37.66,3.75,nan
3.13,3.66,-5.20,-40.35,1.81,nan
3.13,3.64,-5.47,-40.35,1.91,nan
3.13,3.62,-5.71,-40.35,2.51,nan
3.13,3.60,-6.02,-48.42,2.51,nan
3.13,3.59,-6.19,-43.04,2.49,nan
3.13,3.56,-6.43,-40.35,2.49,nan
3.13,3.55,-6.55,-48.42,2.49,nan
3.13,3.53,-6.74,-45.73,2.51,nan
3.13,3.51,-6.83,-37.66,2.48,nan
3.13,3.49,-6.95,-43.04,2.51,nan
3.13,3.47,-7.03,-48.42,2.50,nan
3.13,3.45,-7.12,-37.66,2.49,nan
3.13,3.43,-7.17,-40.35,2.50,nan
3.13,3.41,-7.24,-48.42,2.54,nan
3.13,3.39,-7.27,-40.35,2.45,nan
3.13,3.37,-7.31,-40.35,2.50,nan
3.13,3.35,-7.34,-48.42,2.50,nan
3.13,3.33,-7.39,-43.04,2.51,nan
3.13,3.31,-7.41,-34.97,2.50,nan
3.13,3.30,-7.43,-48.42,2.49,nan
3.13,3.28,-7.43,-48.42,2.50,nan
2.85,3.26,-7.46,-37.66,2.50,nan
2.85,3.24,-7.46,-43.04,2.50,nan
2.85,3.22,-7.48,-51.11,2.51,nan
2.85,3.20,-7.48,-37.66,2.49,nan
2.85,3.18,-7.51,-40.35,2.51,nan
2.85,3.16,-7.51,-48.42,2.54,nan
2.85,3.14,-7.51,-40.35,2.45,nan
2.85,3.12,-7.51,-40.35,2.50,nan
2.85,3.10,-7.53,-45.73,2.50,nan
2.85,3.08,-7.53,-43.04,2.50,nan
2.85,3.07,-7.53,-34.97,2.50,nan
2.85,3.05,-7.53,-48.42,2.50,nan
2.85,3.03,-7.53,-45.73,2.49,nan
2.85,3.01,-7.55,-37.66,2.51,nan
2.85,2.99,-7.55,-40.35,2.49,nan
2.85,2.97,-7.55,-48.42,2.51,nan
2.85,2.95,-7.55,-37.66,2.53,nan
2.85,2.93,-7.58,-40.35,2.48,nan
2.85,2.91,-7.58,-48.42,2.52,nan
2.85,2.89,-7.58,207.13,2.46,nan
2.85,2.87,-7.58,772.03,2.51,nan
2.85,2.86,-7.58,1145.94,2.49,nan
2.85,2.85,-7.55,1186.29,2.53,nan
2.85,2.85,-7.48,1000.68,2.46,nan
2.85,2.84,-7.36,761.27,2.51,nan
2.85,2.85,-7.22,486.89,2.50,nan
2.85,2.85,-6.95,212.51,2.52,nan
2.85,2.85,-6.71,29.59,2.49,nan
2.85,2.85,-6.31,-67.25,2.52,nan
2.85,2.85,-6.00,-139.88,2.47,nan
2.85,2.85,-5.49,-164.09,2.50,nan
2.85,2.86,-5.13,-131.81,2.55,nan
2.85,2.86,-4.56,-110.29,2.48,nan
2.85,2.86,-4.17,-67.25,2.46,nan
2.85,2.85,-3.57,-34.97,2.53,nan
2.85,2.85,-3.19,24.21,2.48,nan
2.85,2.85,-2.64,18.83,2.51,nan
2.85,2.85,-2.30,5.38,2.50,nan
2.85,2.85,-1.87,0.00,2.54,nan
2.85,2.85,-1.63,0.00,2.48,nan
2.85,2.85,-1.32,0.00,2.47,nan
2.85,2.85,-1.15,0.00,2.50,nan
2.85,2.85,-0.94,13.45,2.50,nan
2.92,2.85,-0.82,0.00,2.50,nan
2.92,2.86,-0.70,1519.85,2.51,nan
2.92,2.87,-0.60,1374.59,2.49,nan
2.92,2.88,-0.46,793.55,2.51,nan
2.92,2.89,-0.34,-18.83,2.50,nan
2.92,2.90,-0.10,-454.61,2.49,nan
2.92,2.91,0.05,-728.99,2.50,nan
2.92,2.92,0.31,-801.62,2.50,nan
2.92,2.92,0.50,-753.20,2.50,nan
2.92,2.93,0.77,-559.52,2.50,nan
2.92,2.93,0.91,-381.98,2.50,nan
2.92,2.93,1.13,-209.82,2.50,nan
2.92,2.92,1.25,-67.25,2.50,nan
2.92,2.92,1.37,26.90,2.50,nan
2.92,2.92,1.46,86.08,2.52,nan
2.92,2.92,1.53,112.98,2.48,nan
2.92,2.92,1.53,75.32,2.51,nan
2.92,2.92,1.49,64.56,2.49,nan
2.92,2.92,1.41,61.87,2.50,nan
2.92,2.92,1.25,26.90,2.50,nan
2.92,2.92,1.13,-10.76,2.50,nan
2.92,2.92,0.94,0.00,2.52,nan
2.92,2.92,0.82,-5.38,2.49,nan
2.92,2.92,0.65,8.07,2.50,nan
2.92,2.92,0.55,-2.69,2.50,nan
2.92,2.92,0.43,-2.69,2.52,nan
2.92,2.92,0.36,-2.69,2.44,nan
2.92,2.92,0.29,2.69,2.56,nan
2.92,2.92,0.24,0.00,2.48,nan
2.92,2.92,0.19,0.00,2.50,nan
2.92,2.92,0.17,0.00,2.49,nan
2.92,2.92,0.14,0.00,2.53,nan
2.92,2.92,0.14,0.00,2.51,nan
2.92,2.92,0.12,0.00,2.48,nan
2.92,2.92,0.10,0.00,2.49,nan
2.92,2.92,0.07,0.00,2.50,nan
2.92,2.92,0.07,0.00,2.53,nan
2.92,2.92,0.05,0.00,2.47,nan
2.92,2.92,0.05,0.00,2.48,nan
2.92,2.92,0.05,0.00,2.50,nan
2.92,2.92,0.02,0.00,2.50,nan
2.92,2.92,0.02,0.00,2.54,nan
2.92,2.92,0.02,2.69,2.46,nan
2.92,2.92,0.02,0.00,2.55,nan
2.92,2.92,0.00,0.00,2.46,nan
2.71,2.92,0.00,0.00,2.49,nan
2.71,2.92,0.00,-1525.23,2.50,nan
2.71,2.91,0.00,-1423.01,2.49,nan
2.71,2.90,-0.02,-941.50,2.51,nan
2.71,2.88,-0.12,-610.63,2.50,nan
2.71,2.87,-0.24,-406.19,2.50,nan
2.71,2.85,-0.46,-263.62,2.50,nan
2.71,2.83,-0.62,-180.23,2.50,nan
2.71,2.81,-0.96,-134.50,2.50,nan
2.71,2.79,-1.22,-110.29,2.51,nan
2.71,2.77,-1.63,-91.46,2.48,nan
2.71,2.76,-1.94,10.76,2.51,nan
2.71,2.74,-2.45,599.87,2.50,nan
2.71,2.72,-2.78,1027.58,2.49,nan
2.71,2.71,-3.31,1194.36,2.54,nan
2.71,2.70,-3.65,1073.31,2.46,nan
2.71,2.70,-4.05,868.87,2.50,nan
2.71,2.70,-4.27,589.11,2.49,nan
2.71,2.70,-4.46,314.73,2.54,nan
2.71,2.71,-4.53,99.53,2.50,nan
2.71,2.71,-4.51,-21.52,2.45,nan
2.71,2.71,-4.41,-83.39,2.52,nan
2.71,2.71,-4.20,-185.61,2.48,nan
2.71,2.71,-4.00,-137.19,2.50,nan
2.71,2.71,-3.67,-121.05,2.50,nan
2.71,2.71,-3.38,-80.70,2.50,nan
2.71,2.71,-2.95,-45.73,2.50,nan
2.71,2.71,-2.64,-13.45,2.50,nan
2.71,2.71,-2.21,24.21,2.52,nan
2.71,2.71,-1.92,18.83,2.49,nan
2.71,2.71,-1.56,5.38,2.54,nan
2.71,2.71,-1.34,0.00,2.45,nan
2.71,2.71,-1.08,0.00,2.53,nan
2.71,2.71,-0.94,0.00,2.50,nan
2.71,2.71,-0.74,0.00,2.50,nan
2.71,2.71,-0.65,0.00,2.47,nan
2.71,2.71,-0.55,0.00,2.54,nan
