setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
4.16,3.15,6.86,nan,21.52,2.52
4.16,3.16,6.98,nan,29.59,2.61
4.16,3.18,7.05,nan,26.90,2.37
4.16,3.20,7.15,nan,18.83,2.50
4.16,3.22,7.19,nan,26.90,2.53
4.16,3.24,7.27,nan,32.28,2.46
4.16,3.26,7.29,nan,18.83,2.50
4.16,3.28,7.34,nan,26.90,2.51
4.16,3.30,7.36,nan,29.59,2.48
3.76,3.32,7.41,nan,21.52,2.53
3.76,3.34,7.43,nan,21.52,2.51
3.76,3.36,7.46,nan,29.59,2.54
3.76,3.38,7.46,nan,24.21,2.42
3.76,3.40,7.48,nan,21.52,2.64
3.76,3.42,7.48,nan,26.90,2.37
3.76,3.44,7.51,nan,24.21,2.50
3.76,3.45,7.51,nan,18.83,2.54
3.76,3.47,7.53,nan,26.90,2.68
3.76,3.49,7.53,nan,32.28,2.29
3.76,3.51,7.53,nan,18.83,2.49
3.76,3.53,7.55,nan,24.21,2.49
3.76,3.55,7.55,nan,29.59,2.49
3.76,3.57,7.55,nan,21.52,2.50
3.76,3.59,7.55,nan,21.52,2.51
3.76,3.61,7.55,nan,32.28,2.49
3.76,3.63,7.58,nan,24.21,2.56
3.76,3.65,7.58,nan,18.83,2.46
3.76,3.67,7.58,nan,26.90,2.50
3.76,3.69,7.58,nan,24.21,2.52
2.56,3.71,7.58,nan,18.83,2.47
2.56,3.72,7.58,nan,-2988.59,2.51
2.56,3.72,7.55,nan,-2996.66,2.49
2.56,3.72,7.48,nan,-1853.41,2.48
2.56,3.71,7.29,nan,-1164.77,2.49
2.56,3.70,7.07,nan,-747.82,2.50
2.56,3.68,6.64,nan,-489.58,2.50
2.56,3.66,6.26,nan,-320.11,2.50
2.56,3.64,5.59,nan,-212.51,2.59
2.56,3.63,5.08,nan,-147.95,2.41
2.56,3.61,4.24,nan,-123.74,2.52
2.56,3.59,3.62,nan,-91.46,2.48
2.56,3.57,2.64,nan,-69.94,2.52
2.56,3.55,1.94,nan,-59.18,2.48
2.56,3.53,0.84,nan,-61.87,2.62
2.56,3.51,0.10,nan,-45.73,2.39
2.56,3.49,-0.96,nan,-43.04,2.49
2.56,3.47,-1.61,nan,-51.11,2.52
2.56,3.46,-2.52,nan,-45.73,2.49
2.56,3.43,-3.31,nan,-43.04,3.09
2.14,3.42,-3.76,nan,-45.73,1.88
2.14,3.40,-4.20,nan,-45.73,2.54
2.14,3.38,-4.75,nan,-34.97,2.48
2.14,3.36,-5.06,nan,-40.35,2.47
2.14,3.34,-5.47,nan,-45.73,2.74
2.14,3.32,-5.71,nan,-32.28,2.53
2.14,3.30,-6.02,nan,-40.35,2.27
2.14,3.28,-6.19,nan,-45.73,2.46
2.14,3.26,-6.43,nan,-37.66,2.53
2.14,3.24,-6.55,nan,-37.66,2.48
2.14,3.22,-6.71,nan,-45.73,2.59
2.14,3.20,-6.83,nan,-40.35,2.40
2.14,3.18,-6.95,nan,-34.97,2.49
2.14,3.16,-7.03,nan,-43.04,2.49
2.14,3.14,-7.12,nan,-45.73,2.50
2.14,3.12,-7.17,nan,-40.35,2.55
2.14,3.11,-7.24,nan,-45.73,2.50
2.14,3.09,-7.29,nan,-43.04,2.48
2.14,3.07,-7.34,nan,-34.97,2.52
2.14,3.05,-7.36,nan,-37.66,2.52
2.68,3.03,-7.39,nan,-48.42,2.44
2.68,3.01,-7.41,nan,357.77,2.54
2.68,3.00,-7.43,nan,-190.99,2.56
2.68,2.98,-7.46,nan,-180.23,2.42
2.68,2.96,-7.46,nan,-142.57,2.68
2.68,2.94,-7.46,nan,-107.60,2.31
2.68,2.92,-7.46,nan,-80.70,2.59
2.68,2.90,-7.46,nan,-67.25,2.42
2.68,2.88,-7.43,nan,-64.56,2.53
2.68,2.86,-7.43,nan,-51.11,2.46
2.68,2.84,-7.43,nan,-45.73,2.48
2.68,2.82,-7.43,nan,-51.11,2.51
2.68,2.80,-7.43,nan,-45.73,2.58
2.68,2.78,-7.43,nan,-37.66,2.42
2.68,2.76,-7.43,nan,-45.73,2.56
2.68,2.75,-7.43,nan,-45.73,2.44
2.68,2.73,-7.46,nan,64.56,2.48
2.68,2.71,-7.46,nan,599.87,2.51
2.68,2.69,-7.48,nan,1035.65,2.57
2.68,2.68,-7.48,nan,1191.67,2.48
2.92,2.67,-7.41,nan,973.78,4.11
2.92,2.67,-7.31,nan,1745.81,1.67
2.92,2.68,-7.19,nan,1850.72,1.67
2.92,2.68,-7.03,nan,1293.89,2.56
2.92,2.70,-6.67,nan,831.21,2.44
2.92,2.71,-6.35,nan,532.62,2.56
2.92,2.73,-5.76,nan,336.25,2.44
2.92,2.75,-5.30,nan,223.27,2.50
2.92,2.77,-4.51,nan,158.71,2.50
2.92,2.78,-3.93,nan,118.36,2.49
2.92,2.80,-3.00,nan,78.01,2.51
2.92,2.82,-2.33,nan,61.87,2.50
2.92,2.85,-1.29,nan,51.11,2.52
2.92,2.86,-0.60,nan,43.04,2.71
2.92,2.88,0.41,nan,-204.44,2.64
2.92,2.90,1.08,nan,-642.91,2.15
2.92,2.92,1.99,nan,-1094.83,3.04
2.92,2.93,2.81,nan,-1156.70,2.90
2.92,2.93,3.26,nan,-1059.86,1.55
2.92,2.93,3.65,nan,-801.62,2.55
2.79,2.93,4.05,nan,-556.83,2.52
2.79,2.93,4.22,nan,-1552.13,2.44
2.79,2.92,4.34,nan,-1320.79,2.50
2.79,2.91,4.32,nan,-885.01,2.49
2.79,2.89,4.15,nan,-572.97,2.71
2.79,2.87,3.93,nan,-371.22,2.30
2.79,2.86,3.45,nan,-244.79,2.49
2.79,2.84,3.05,nan,-180.23,2.49
2.79,2.80,1.56,nan,965.71,2.80
2.79,2.79,0.72,nan,1151.32,6.07
2.79,2.78,-0.07,nan,981.85,2.57
2.79,2.78,-0.55,nan,753.20,2.50
2.79,2.78,-1.22,nan,478.82,2.51
2.79,2.78,-1.58,nan,287.83,2.52
2.79,2.78,-2.04,nan,102.22,2.49
2.79,2.79,-2.25,nan,-32.28,2.49
2.79,2.79,-2.45,nan,-137.19,2.68
2.79,2.79,-2.49,nan,-153.33,2.53
2.55,2.79,-2.45,nan,-131.81,2.39
2.55,2.79,-2.37,nan,-1404.18,2.43
2.55,2.78,-2.16,nan,-1517.16,2.52
2.55,2.77,-2.01,nan,-1030.27,2.49
2.55,2.76,-1.82,nan,-675.19,2.44
2.55,2.74,-1.70,nan,-430.40,2.52
2.55,2.72,-1.63,nan,-282.45,2.48
2.55,2.70,-1.65,nan,-199.06,2.89
2.55,2.69,-1.73,nan,-156.02,2.12
2.55,2.67,-1.87,nan,-112.98,2.50
2.55,2.65,-2.13,nan,-80.70,2.48
2.55,2.63,-2.35,nan,-72.63,2.80
2.55,2.61,-2.76,nan,-67.25,2.20
2.55,2.59,-3.05,nan,110.29,2.48
2.55,2.58,-3.55,nan,712.85,2.50
2.55,2.56,-3.88,nan,1073.31,2.53
2.55,2.55,-4.34,nan,1188.98,2.51
2.55,2.55,-4.60,nan,1049.10,2.51
2.55,2.54,-4.92,nan,817.76,2.53
2.55,2.54,-5.06,nan,532.62,2.57
4.73,2.55,-5.13,nan,309.35,2.36
4.73,2.55,-5.11,nan,1355.76,2.51
4.73,2.56,-4.96,nan,1223.95,2.50
4.73,2.57,-4.80,nan,801.62,2.48
4.73,2.59,-4.41,nan,513.79,2.50
4.73,2.60,-4.08,nan,338.94,2.52
4.73,2.62,-3.45,nan,225.96,2.50
4.73,2.64,-2.95,nan,142.57,2.50
4.73,2.66,-2.16,nan,104.91,2.49
4.73,2.68,-1.58,nan,86.08,2.50
4.73,2.70,-0.70,nan,61.87,2.53
4.73,2.72,-0.10,nan,45.73,2.47
4.73,2.74,0.77,nan,43.04,2.52
4.73,2.76,1.34,nan,43.04,2.50
4.73,2.77,2.18,nan,24.21,2.48
4.73,2.79,2.71,nan,29.59,2.52
4.73,2.81,3.43,nan,32.28,2.48
4.73,2.83,3.88,nan,26.90,2.49
4.73,2.85,4.46,nan,21.52,2.51
4.73,2.87,4.82,nan,32.28,2.50
4.73,2.89,5.28,nan,26.90,2.49
1.38,2.91,5.54,nan,18.83,2.52
1.38,2.93,5.90,nan,-2969.76,2.56
1.38,2.93,6.14,nan,-2603.92,3.19
1.38,2.92,6.24,nan,-1866.86,1.74
1.38,2.91,6.24,nan,-1186.29,2.50
1.38,2.90,6.12,nan,-761.27,2.59
1.38,2.88,5.92,nan,-500.34,2.40
1.38,2.87,5.52,nan,-330.87,2.58
1.38,2.85,5.16,nan,-228.65,2.41
1.38,2.83,4.48,nan,-153.33,2.51
1.38,2.81,3.69,nan,-118.36,3.24
1.38,2.79,3.12,nan,-96.84,1.76
1.38,2.77,2.49,nan,-72.63,2.54
1.38,2.75,1.49,nan,-59.18,2.48
1.38,2.74,0.79,nan,-59.18,2.47
1.38,2.72,-0.26,nan,-56.49,2.51
1.38,2.70,-0.96,nan,-43.04,2.49
1.38,2.68,-1.94,nan,-45.73,2.52
1.38,2.66,-2.54,nan,-51.11,2.50
3.32,2.64,-3.33,nan,-37.66,2.55
3.32,2.62,-3.79,nan,2942.86,2.46
3.32,2.62,-4.39,nan,2851.40,2.50
3.32,2.62,-4.68,nan,1829.20,2.51
3.32,2.64,-4.96,nan,1162.08,2.49
3.32,2.65,-5.01,nan,739.75,2.53
3.32,2.66,-4.92,nan,476.13,2.46
3.32,2.68,-4.75,nan,312.04,2.62
3.32,2.70,-4.34,nan,201.75,2.41
3.32,2.72,-3.79,nan,131.81,3.32
3.32,2.74,-3.33,nan,104.91,1.71
3.32,2.76,-2.83,nan,80.70,2.43
3.32,2.77,-1.97,nan,51.11,2.49
3.32,2.79,-1.34,nan,48.42,2.51
3.32,2.81,-0.34,nan,45.73,2.49
3.32,2.83,0.34,nan,34.97,2.55
3.32,2.85,1.34,nan,26.90,2.48
3.32,2.87,1.97,nan,34.97,2.49
3.32,2.89,2.83,nan,26.90,2.49
3.32,2.91,3.33,nan,21.52,2.49
3.32,2.93,4.03,nan,29.59,2.50
2.95,2.95,4.41,nan,29.59,2.53
2.95,2.97,4.94,nan,-2956.31,2.47
2.95,2.97,5.23,nan,-1891.07,2.49
2.95,2.97,5.54,nan,-933.43,2.51
2.95,2.97,5.64,nan,-457.30,2.50
2.95,2.96,5.68,nan,-174.85,2.54
2.95,2.96,5.64,nan,59.18,2.52
2.95,2.96,5.44,nan,164.09,2.46
2.95,2.95,5.25,nan,217.89,2.48
2.95,2.95,4.92,nan,215.20,2.50
2.95,2.95,4.63,nan,180.23,2.51
2.95,2.95,4.17,nan,153.33,2.57
2.95,2.95,3.84,nan,56.49,2.44
2.95,2.95,3.31,nan,26.90,2.58
2.95,2.95,2.93,nan,-18.83,2.44
2.95,2.95,2.40,nan,-24.21,2.51
2.95,2.95,2.09,nan,-37.66,2.67
2.95,2.95,1.65,nan,-24.21,2.34
2.95,2.95,1.41,nan,-13.45,2.53
2.95,2.95,1.13,nan,-10.76,2.58
1.86,2.95,0.98,nan,-2.69,2.38
1.86,2.95,0.79,nan,-1511.78,2.49
1.86,2.94,0.70,nan,-1396.11,2.51
1.86,2.93,0.53,nan,-922.67,2.52
1.86,2.92,0.41,nan,-597.18,2.60
1.86,2.90,0.17,nan,-392.74,2.37
1.86,2.88,0.00,nan,-274.38,2.56
1.86,2.86,-0.36,nan,-190.99,2.54
1.86,2.85,-0.60,nan,-131.81,2.42
1.86,2.83,-1.03,nan,-102.22,2.51
1.86,2.81,-1.34,nan,-94.15,2.47
1.86,2.79,-1.85,nan,-67.25,2.77
1.86,2.77,-2.21,nan,-59.18,2.23
1.86,2.75,-2.76,nan,-56.49,2.51
1.86,2.73,-3.14,nan,-51.11,2.49
1.86,2.71,-3.74,nan,-43.04,2.50
1.86,2.69,-4.10,nan,-48.42,2.49
1.86,2.67,-4.63,nan,-51.11,2.51
1.86,2.65,-4.94,nan,-37.66,2.49
1.86,2.63,-5.37,nan,-43.04,2.55
3.73,2.61,-5.61,nan,-51.11,2.46
3.73,2.60,-5.95,nan,2929.41,2.52
3.73,2.59,-6.12,nan,2773.39,2.56
3.73,2.60,-6.26,nan,1815.75,2.43
3.73,2.61,-6.28,nan,1145.94,2.53
3.73,2.62,-6.14,nan,728.99,2.47
3.73,2.64,-5.97,nan,468.06,2.48
3.73,2.66,-5.54,nan,301.28,2.52
3.73,2.68,-5.18,nan,204.44,2.47
3.73,2.69,-4.51,nan,147.95,2.51
3.73,2.71,-4.00,nan,102.22,2.55
3.73,2.73,-3.14,nan,67.25,2.44
3.73,2.75,-2.52,nan,59.18,2.53
3.73,2.77,-1.51,nan,53.80,2.50
3.73,2.79,-0.82,nan,37.66,2.48
3.73,2.81,0.26,nan,32.28,2.62
3.73,2.83,0.96,nan,40.35,2.39
3.73,2.85,1.92,nan,29.59,2.50
3.73,2.87,2.52,nan,24.21,2.48
3.73,2.89,3.31,nan,32.28,2.52
3.13,2.91,3.79,nan,29.59,2.49
3.13,2.92,4.41,nan,-780.10,2.50
3.13,2.94,4.75,nan,247.48,2.49
3.13,2.95,5.20,nan,255.55,2.51
3.13,2.97,5.47,nan,185.61,2.50
3.13,3.00,5.78,nan,121.05,3.03
3.13,3.01,5.95,nan,91.46,2.02
3.13,3.03,6.19,nan,64.56,2.66
3.13,3.05,6.31,nan,59.18,2.30
3.13,3.08,6.52,nan,43.04,2.61
3.13,3.09,6.57,nan,5.38,2.36
3.13,3.10,6.69,nan,-433.09,2.53
3.13,3.12,6.74,nan,-936.12,2.48
3.13,3.13,6.81,nan,-1164.77,2.53
3.13,3.14,6.83,nan,-1119.04,2.46
3.13,3.14,6.79,nan,-941.50,2.52
3.13,3.14,6.74,nan,-642.91,2.50
3.13,3.14,6.57,nan,-379.29,2.49
3.13,3.14,6.43,nan,-169.47,2.49
3.13,3.14,6.12,nan,-24.21,2.50
2.79,3.14,5.88,nan,72.63,2.54
2.79,3.13,5.44,nan,-1353.07,2.47
2.79,3.12,5.13,nan,-1269.68,2.50
2.79,3.11,4.56,nan,-850.04,2.49
2.79,3.10,4.15,nan,-551.45,2.50
2.79,3.08,3.43,nan,-363.15,2.53
2.79,3.06,2.90,nan,-244.79,2.46
2.79,3.04,2.09,nan,-185.61,2.51
2.79,3.03,1.53,nan,-131.81,2.49
2.79,3.01,0.70,nan,-94.15,2.56
2.79,2.99,-0.10,nan,-83.39,3.13
2.79,2.97,-0.62,nan,-75.32,1.78
2.79,2.95,-1.15,nan,-53.80,2.51
2.79,2.93,-1.89,nan,-48.42,2.50
2.79,2.91,-2.40,nan,-56.49,2.50
2.79,2.89,-3.09,nan,-45.73,2.61
2.79,2.87,-3.55,nan,-37.66,2.41
2.79,2.85,-4.15,nan,-48.42,2.49
2.79,2.83,-4.53,nan,153.33,2.50
3.32,2.82,-5.01,nan,710.16,2.50
3.32,2.81,-5.28,nan,2848.71,2.72
3.32,2.81,-5.61,nan,2321.47,2.73
3.32,2.81,-5.73,nan,1624.76,2.25
3.32,2.82,-5.78,nan,1014.13,2.29
3.32,2.84,-5.71,nan,640.22,2.50
3.32,2.85,-5.44,nan,419.64,2.49
3.32,2.87,-5.18,nan,282.45,2.49
3.32,2.89,-4.63,nan,196.37,2.51
3.32,2.91,-4.20,nan,129.12,2.48
3.32,2.93,-3.45,nan,88.77,2.51
3.32,2.95,-2.88,nan,75.32,2.57
3.32,2.96,-1.94,nan,61.87,2.42
3.32,2.98,-1.27,nan,37.66,2.60
3.32,3.00,-0.24,nan,40.35,2.56
3.32,3.02,0.43,nan,43.04,2.33
3.32,3.04,1.44,nan,26.90,2.50
3.32,3.06,2.06,nan,29.59,2.54
3.32,3.08,2.90,nan,34.97,2.46
3.32,3.10,3.41,nan,26.90,2.50
3.32,3.12,4.08,nan,24.21,2.52
4.33,3.14,4.46,nan,32.28,2.50
4.33,3.16,4.96,nan,29.59,2.54
4.33,3.17,5.25,nan,21.52,2.46
4.33,3.19,5.52,nan,24.21,2.47
4.33,3.21,5.85,nan,32.28,2.55
4.33,3.23,6.14,nan,18.83,2.50
4.33,3.25,6.31,nan,24.21,2.46
4.33,3.27,6.45,nan,26.90,2.48
4.33,3.28,6.64,nan,32.28,2.50
4.33,3.31,6.79,nan,24.21,2.50
4.33,3.33,6.88,nan,24.21,2.50
4.33,3.34,6.95,nan,32.28,2.50
4.33,3.36,7.05,nan,24.21,2.50
4.33,3.39,7.15,nan,29.59,2.56
4.33,3.40,7.19,nan,32.28,2.44
4.33,3.42,7.24,nan,24.21,2.49
4.33,3.45,7.29,nan,26.90,2.52
4.33,3.47,7.34,nan,32.28,2.50
4.33,3.48,7.36,nan,18.83,2.50
4.33,3.51,7.41,nan,26.90,2.56
3.01,3.52,7.43,nan,32.28,2.46
3.01,3.54,7.46,nan,-2956.31,2.50
3.01,3.54,7.46,nan,-2776.08,2.59
3.01,3.54,7.36,nan,-1837.27,2.45
3.01,3.53,7.24,nan,-1172.84,2.47
3.01,3.51,6.93,nan,-761.27,2.55
3.01,3.50,6.67,nan,-486.89,2.43
3.01,3.48,6.12,nan,-317.42,2.50
3.01,3.46,5.68,nan,-223.27,2.50
3.01,3.44,4.94,nan,-161.40,2.55
3.01,3.43,4.36,nan,-121.05,2.47
3.01,3.41,3.45,nan,-83.39,2.54
3.01,3.39,2.81,nan,-72.63,2.77
3.01,3.37,1.75,nan,-72.63,2.28
3.01,3.35,1.03,nan,-51.11,2.40
3.01,3.33,-0.05,nan,-48.42,2.52
3.01,3.31,-0.77,nan,-51.11,2.48
3.01,3.29,-1.75,nan,-45.73,2.53
3.01,3.27,-2.35,nan,-37.66,2.48
3.01,3.25,-3.17,nan,-48.42,2.47
2.98,3.23,-3.62,nan,-43.04,2.53
2.98,3.21,-4.27,nan,-34.97,2.49
2.98,3.20,-4.63,nan,-37.66,2.48
2.98,3.18,-5.11,nan,-40.35,2.52
2.98,3.16,-5.37,nan,-37.66,2.48
2.98,3.14,-5.73,nan,-37.66,2.51
2.98,3.12,-5.95,nan,-45.73,2.53
2.98,3.10,-6.21,nan,-37.66,2.46
2.98,3.08,-6.35,nan,-34.97,2.51
2.98,3.06,-6.57,nan,-45.73,2.49
2.98,3.04,-6.69,nan,-43.04,2.54
2.98,3.02,-6.83,nan,164.09,2.45
2.98,3.01,-6.93,nan,761.27,2.63
2.98,2.99,-7.03,nan,1124.42,2.39
2.98,2.98,-7.07,nan,1207.81,2.50
2.98,2.97,-7.03,nan,785.48,4.88
2.98,2.97,-6.81,nan,408.88,4.05
2.98,2.98,-6.45,nan,69.94,3.62
2.47,2.98,-6.33,nan,-32.28,1.45
2.47,2.98,-5.92,nan,-1673.18,2.56
2.47,2.97,-5.64,nan,-1560.20,2.46
2.47,2.96,-5.18,nan,-1030.27,2.72
2.47,2.95,-4.89,nan,-664.43,2.28
2.47,2.93,-4.48,nan,-435.78,2.71
2.47,2.91,-4.24,nan,-290.52,2.30
2.47,2.89,-3.96,nan,-209.82,2.50
2.47,2.88,-3.79,nan,-145.26,2.49
2.47,2.86,-3.67,nan,-104.91,2.78
2.47,2.84,-3.65,nan,-88.77,2.22
2.47,2.82,-3.72,nan,-78.01,2.51
2.47,2.80,-3.81,nan,-53.80,2.46
2.47,2.78,-4.05,nan,-51.11,2.55
2.47,2.76,-4.27,nan,-59.18,2.46
2.47,2.74,-4.65,nan,-45.73,2.50
2.47,2.72,-4.92,nan,-40.35,2.53
2.47,2.70,-5.28,nan,-48.42,2.51
2.47,2.69,-5.52,nan,-48.42,2.44
2.47,2.67,-5.83,nan,-37.66,2.77
3.35,2.65,-6.02,nan,-45.73,2.27
3.35,2.63,-6.28,nan,2937.48,2.49
3.35,2.63,-6.43,nan,2953.62,2.46
3.35,2.63,-6.52,nan,1850.72,2.50
3.35,2.64,-6.50,nan,1156.70,2.51
3.35,2.66,-6.33,nan,728.99,2.49
3.35,2.67,-6.14,nan,468.06,2.55
3.35,2.68,-5.85,nan,333.56,2.45
3.35,2.71,-5.30,nan,209.82,2.54
3.35,2.72,-4.63,nan,150.64,2.50
3.35,2.74,-4.10,nan,99.53,2.49
3.35,2.76,-3.24,nan,72.63,2.51
3.35,2.78,-2.59,nan,64.56,2.48
3.35,2.80,-1.58,nan,48.42,2.51
3.35,2.82,-0.86,nan,32.28,2.52
3.35,2.84,0.19,nan,37.66,2.46
3.35,2.86,0.89,nan,40.35,2.50
3.35,2.88,1.87,nan,24.21,2.65
3.35,2.90,2.47,nan,29.59,2.36
3.35,2.93,3.53,nan,29.59,4.02
2.79,2.95,4.20,nan,29.59,2.25
2.79,2.96,4.39,nan,-1726.98,1.49
2.79,2.96,4.75,nan,-3104.26,2.24
2.79,2.96,5.16,nan,-2219.25,2.51
2.79,2.95,5.32,nan,-1441.84,2.54
2.79,2.94,5.40,nan,-936.12,2.52
2.79,2.93,5.35,nan,-607.94,2.41
2.79,2.91,5.11,nan,-398.12,2.53
2.79,2.89,4.84,nan,-260.93,2.48
2.79,2.87,4.32,nan,-182.92,2.50
2.79,2.85,3.88,nan,-137.19,2.55
2.79,2.84,3.14,nan,-29.59,2.45
2.79,2.82,2.57,nan,519.17,2.49
2.79,2.80,1.65,nan,987.23,2.50
2.79,2.79,1.01,nan,1116.35,2.51
2.79,2.79,0.02,nan,1062.55,2.57
2.79,2.78,-0.55,nan,847.35,2.46
2.79,2.78,-1.34,nan,607.94,2.67
2.79,2.78,-1.97,nan,317.42,2.66
2.79,2.78,-2.28,nan,150.64,2.49
2.03,2.79,-2.52,nan,-5.38,2.17
2.03,2.79,-2.71,nan,-1683.94,2.57
2.03,2.78,-2.78,nan,-1552.13,2.44
2.03,2.77,-2.78,nan,-1027.58,2.50
2.03,2.76,-2.76,nan,-667.12,2.47
2.03,2.74,-2.71,nan,-433.09,2.50
2.03,2.72,-2.66,nan,-290.52,2.51
2.03,2.70,-2.64,nan,-212.51,2.50
2.03,2.68,-2.64,nan,-150.64,2.49
2.03,2.67,-2.71,nan,-107.60,2.51
2.03,2.65,-2.81,nan,-88.77,2.48
2.03,2.63,-3.02,nan,-83.39,2.52
2.03,2.61,-3.21,nan,-61.87,2.48
2.03,2.59,-3.57,nan,-53.80,2.50
2.03,2.57,-3.84,nan,-56.49,2.50
2.03,2.55,-4.29,nan,-48.42,2.52
2.03,2.53,-4.58,nan,-40.35,2.50
2.03,2.51,-5.01,nan,-48.42,2.46
2.03,2.49,-5.28,nan,-45.73,2.52
2.03,2.44,-6.07,nan,-34.97,3.48
3.31,2.43,-6.16,nan,-37.66,4.67
3.31,2.42,-6.40,nan,2929.41,2.60
3.31,2.41,-6.57,nan,2560.88,3.04
3.31,2.43,-6.50,nan,876.94,5.62
3.31,2.45,-6.21,nan,524.55,3.30
3.31,2.47,-5.92,nan,368.53,1.79
3.31,2.48,-5.56,nan,250.17,2.48
3.31,2.50,-4.92,nan,177.54,2.52
3.31,2.52,-4.41,nan,115.67,2.52
3.31,2.54,-3.57,nan,83.39,2.53
3.31,2.56,-2.95,nan,69.94,2.50
3.31,2.58,-1.97,nan,56.49,2.45
3.31,2.60,-1.27,nan,37.66,2.49
3.31,2.62,-0.17,nan,40.35,2.51
3.31,2.64,0.53,nan,43.04,2.49
3.31,2.66,1.56,nan,26.90,2.51
3.31,2.68,2.18,nan,29.59,2.56
3.41,2.69,3.02,nan,37.66,2.46
3.41,2.71,3.53,nan,26.90,2.50
3.41,2.75,4.58,nan,24.21,4.59
3.41,2.76,4.75,nan,29.59,1.06
3.41,2.77,5.08,nan,26.90,1.84
3.41,2.79,5.37,nan,21.52,2.49
3.41,2.81,5.76,nan,29.59,2.57
3.41,2.83,5.97,nan,26.90,2.41
3.41,2.85,6.26,nan,18.83,2.57
3.41,2.87,6.43,nan,26.90,2.43
3.41,2.89,6.64,nan,32.28,2.55
3.41,2.91,6.76,nan,18.83,2.46
3.41,2.93,6.91,nan,26.90,2.49
3.41,2.95,7.00,nan,29.59,2.50
3.41,2.97,7.12,nan,24.21,2.52
3.41,2.99,7.17,nan,24.21,2.51
3.41,3.01,7.27,nan,32.28,2.50
3.41,3.03,7.31,nan,24.21,2.48
3.41,3.04,7.36,nan,18.83,2.51
3.41,3.06,7.41,nan,29.59,2.65
4.54,3.08,7.43,nan,26.90,2.38
4.54,3.10,7.46,nan,18.83,2.44
4.54,3.12,7.48,nan,26.90,2.51
4.54,3.14,7.51,nan,32.28,2.49
4.54,3.16,7.53,nan,18.83,2.60
4.54,3.18,7.53,nan,24.21,2.41
4.54,3.20,7.55,nan,32.28,2.49
4.54,3.22,7.55,nan,21.52,2.49
4.54,3.24,7.55,nan,24.21,2.50
4.54,3.26,7.55,nan,32.28,2.50
4.54,3.27,7.55,nan,24.21,2.50
4.54,3.29,7.55,nan,24.21,2.51
4.54,3.31,7.58,nan,32.28,2.48
4.54,3.33,7.58,nan,26.90,2.50
4.54,3.35,7.58,nan,18.83,2.53
4.54,3.37,7.58,nan,29.59,2.47
4.54,3.39,7.58,nan,29.59,2.54
4.54,3.41,7.58,nan,18.83,2.48
4.54,3.43,7.58,nan,24.21,2.53
4.54,3.45,7.58,nan,32.28,2.44
2.73,3.47,7.58,nan,18.83,2.51
2.73,3.48,7.58,nan,-2474.80,2.49
2.73,3.49,7.55,nan,-2956.31,2.50
2.73,3.48,7.48,nan,-2014.81,2.49
2.73,3.47,7.36,nan,-1299.27,2.50
2.73,3.46,7.07,nan,-774.72,2.51
2.73,3.44,6.64,nan,-505.72,2.51
2.73,3.43,6.28,nan,-336.25,2.49
2.73,3.41,5.61,nan,-223.27,2.50
2.73,3.39,5.11,nan,-172.16,2.52
2.73,3.37,4.56,nan,-118.36,2.47
2.73,3.35,3.67,nan,-96.84,2.50
2.73,3.33,2.66,nan,-67.25,2.51
2.73,3.31,1.97,nan,-61.87,2.53
2.73,3.29,0.89,nan,-64.56,2.54
2.73,3.28,0.14,nan,-48.42,2.44
2.73,3.26,-0.89,nan,-45.73,2.52
2.73,3.24,-1.56,nan,-48.42,2.50
2.73,3.22,-2.47,nan,-48.42,2.52
2.73,3.20,-3.26,nan,-37.66,2.88
3.31,3.18,-3.72,nan,-45.73,2.60
3.31,3.16,-4.15,nan,2466.73,1.98
3.31,3.16,-4.68,nan,2940.17,2.52
3.31,3.16,-4.94,nan,1966.39,2.47
3.31,3.17,-5.18,nan,1266.99,2.51
3.31,3.18,-5.23,nan,807.00,2.50
3.31,3.20,-5.13,nan,521.86,2.50
3.31,3.23,-4.70,nan,247.48,4.65
3.31,3.24,-4.39,nan,193.68,1.55
3.31,3.25,-4.20,nan,147.95,1.29
3.31,3.27,-3.55,nan,-75.32,2.50
3.31,3.28,-3.05,nan,-632.15,2.52
3.31,3.30,-2.23,nan,-1035.65,2.50
3.31,3.31,-1.63,nan,-1089.45,2.49
3.31,3.31,-0.72,nan,-1000.68,2.54
3.31,3.31,-0.12,nan,-785.48,2.47
3.31,3.31,0.67,nan,-554.14,2.50
3.31,3.31,1.13,nan,-306.66,2.52
3.31,3.31,1.65,nan,-107.60,2.54
3.31,3.31,2.01,nan,21.52,2.50
2.12,3.31,2.16,nan,80.70,2.46
2.12,3.30,2.23,nan,-1323.48,2.49
2.12,3.30,2.23,nan,-1272.37,2.50
2.12,3.28,2.13,nan,-844.66,2.50
2.12,3.27,1.87,nan,-548.76,2.51
2.12,3.25,1.61,nan,-371.22,2.48
2.12,3.24,1.13,nan,-255.55,2.65
2.12,3.22,0.74,nan,-174.85,2.37
2.12,3.20,0.14,nan,-123.74,2.49
2.12,3.18,-0.24,nan,-102.22,2.50
2.12,3.16,-0.86,nan,-86.08,2.49
2.12,3.14,-1.29,nan,-59.18,2.50
2.12,3.12,-1.92,nan,-61.87,2.59
2.12,3.10,-2.35,nan,-59.18,2.38
