setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
2.12,3.09,-2.78,nan,-56.49,2.52
2.12,3.06,-3.41,nan,-43.04,2.49
2.12,3.04,-3.98,nan,-45.73,2.54
2.12,3.03,-4.36,nan,-43.04,2.46
2.12,3.01,-4.84,nan,-34.97,2.61
2.12,2.98,-5.28,nan,-48.42,2.42
2.95,2.97,-5.52,nan,-45.73,2.50
2.95,2.95,-5.76,nan,2942.86,2.48
2.95,2.95,-6.02,nan,1683.94,2.50
2.95,2.95,-6.14,nan,578.35,2.48
2.95,2.95,-6.21,nan,290.52,2.72
2.95,2.95,-6.19,nan,180.23,2.30
2.95,2.95,-6.04,nan,24.21,2.51
2.95,2.95,-5.88,nan,-51.11,2.51
2.95,2.95,-5.59,nan,-64.56,2.52
2.95,2.95,-5.32,nan,-112.98,2.46
2.95,2.96,-4.92,nan,-99.53,2.50
2.95,2.96,-4.60,nan,-83.39,2.49
2.95,2.96,-4.10,nan,-43.04,2.50
2.95,2.95,-3.74,nan,0.00,2.79
2.95,2.95,-3.19,nan,5.38,2.50
2.95,2.95,-2.83,nan,0.00,2.21
2.95,2.95,-2.35,nan,21.52,2.53
2.95,2.95,-2.06,nan,0.00,2.64
2.95,2.95,-1.68,nan,0.00,2.32
2.95,2.95,-1.46,nan,0.00,2.50
2.25,2.95,-1.20,nan,0.00,2.49
2.25,2.95,-1.06,nan,-1242.78,2.50
2.25,2.95,-0.89,nan,-1388.04,2.53
2.25,2.93,-0.82,nan,-930.74,2.49
2.25,2.92,-0.79,nan,-602.56,2.53
2.25,2.90,-0.84,nan,-398.12,2.46
2.25,2.88,-0.96,nan,-271.69,2.56
2.25,2.86,-1.08,nan,-199.06,2.63
2.25,2.85,-1.34,nan,-134.50,2.32
2.25,2.83,-1.56,nan,-107.60,2.47
2.25,2.81,-1.94,nan,-86.08,2.51
2.25,2.79,-2.21,nan,-80.70,2.50
2.25,2.77,-2.52,nan,-64.56,2.51
2.25,2.75,-3.00,nan,-51.11,2.51
2.25,2.74,-3.33,nan,-53.80,2.47
2.25,2.72,-3.86,nan,-53.80,2.50
2.25,2.69,-4.39,nan,-40.35,2.54
2.25,2.67,-4.70,nan,-48.42,2.54
2.25,2.66,-5.16,nan,-40.35,2.44
2.25,2.64,-5.42,nan,-40.35,2.72
3.77,2.62,-5.76,nan,-45.73,2.29
3.77,2.60,-5.97,nan,2924.03,2.47
3.77,2.60,-6.21,nan,2754.56,2.59
3.77,2.60,-6.31,nan,1829.20,2.43
3.77,2.61,-6.31,nan,1145.94,2.50
3.77,2.63,-6.24,nan,734.37,2.49
3.77,2.64,-5.95,nan,465.37,2.52
3.77,2.66,-5.66,nan,309.35,2.48
3.77,2.68,-5.11,nan,209.82,2.50
3.77,2.69,-4.68,nan,156.02,2.48
3.77,2.71,-4.17,nan,115.67,2.50
3.77,2.73,-3.33,nan,80.70,2.50
3.77,2.75,-2.40,nan,61.87,2.52
3.77,2.77,-1.73,nan,51.11,2.48
3.77,2.79,-0.67,nan,32.28,2.79
3.77,2.81,0.05,nan,34.97,2.27
3.77,2.83,1.08,nan,37.66,2.48
3.77,2.84,1.75,nan,37.66,2.48
3.77,2.87,2.64,nan,24.21,2.55
3.77,2.89,3.17,nan,34.97,2.60
3.49,2.91,3.88,nan,26.90,2.33
3.49,2.93,4.29,nan,21.52,2.57
3.49,2.95,4.84,nan,26.90,2.49
3.49,2.96,5.16,nan,29.59,2.46
3.49,2.98,5.56,nan,18.83,2.53
3.49,3.00,5.80,nan,24.21,2.47
3.49,3.02,6.12,nan,32.28,2.50
3.49,3.04,6.28,nan,21.52,2.50
3.49,3.06,6.50,nan,24.21,2.49
3.49,3.08,6.64,nan,32.28,2.51
3.49,3.10,6.81,nan,24.21,2.50
3.49,3.12,6.93,nan,29.59,2.98
3.49,3.14,7.03,nan,32.28,2.01
3.49,3.16,7.07,nan,24.21,2.58
3.49,3.18,7.17,nan,24.21,2.44
3.49,3.20,7.22,nan,29.59,2.49
3.49,3.21,7.29,nan,24.21,2.69
3.49,3.24,7.34,nan,21.52,2.65
3.49,3.26,7.39,nan,21.52,3.18
3.49,3.27,7.39,nan,29.59,1.58
2.61,3.29,7.43,nan,18.83,2.57
2.61,3.30,7.43,nan,-2472.11,2.31
2.61,3.31,7.43,nan,-2942.86,2.50
2.61,3.31,7.39,nan,-2028.26,2.49
2.61,3.30,7.29,nan,-1301.96,2.51
2.61,3.28,7.00,nan,-839.28,2.49
2.61,3.27,6.74,nan,-546.07,2.50
2.61,3.25,6.24,nan,-363.15,2.53
2.61,3.24,5.80,nan,-255.55,2.46
2.61,3.22,5.08,nan,-180.23,2.53
2.61,3.20,4.53,nan,-123.74,2.47
2.61,3.18,3.65,nan,-96.84,2.51
2.61,3.16,3.00,nan,-88.77,2.50
2.61,3.14,1.97,nan,-61.87,2.50
2.61,3.12,1.25,nan,-53.80,2.50
2.61,3.10,0.14,nan,-59.18,2.51
2.61,3.08,-0.55,nan,-51.11,2.49
2.61,3.07,-1.56,nan,-37.66,2.51
2.61,3.05,-2.18,nan,-53.80,2.51
2.61,3.03,-3.00,nan,-43.04,2.51
3.72,3.01,-3.50,nan,-34.97,2.50
3.72,2.99,-4.15,nan,2921.34,2.48
3.72,2.99,-4.51,nan,2738.42,2.50
3.72,2.99,-4.92,nan,1826.51,2.54
3.72,3.01,-5.06,nan,1170.15,2.45
3.72,3.02,-5.13,nan,747.82,2.49
3.72,3.03,-5.06,nan,481.51,2.50
3.72,3.05,-4.77,nan,320.11,2.52
3.72,3.07,-4.51,nan,215.20,2.49
3.72,3.09,-3.96,nan,134.50,2.55
3.72,3.10,-3.53,nan,102.22,2.45
3.72,3.12,-2.76,nan,83.39,2.50
3.72,3.14,-2.18,nan,59.18,2.49
3.72,3.16,-1.25,nan,43.04,2.51
3.72,3.18,-0.58,nan,43.04,2.49
3.72,3.20,0.41,nan,40.35,2.52
3.72,3.22,1.08,nan,24.21,2.47
3.72,3.24,2.01,nan,26.90,2.56
3.72,3.26,2.59,nan,32.28,2.46
3.72,3.28,3.36,nan,21.52,2.49
3.68,3.29,3.81,nan,26.90,2.50
3.68,3.31,4.41,nan,32.28,2.50
3.68,3.34,4.92,nan,21.52,2.53
3.68,3.35,5.20,nan,18.83,2.50
3.68,3.37,5.47,nan,29.59,2.47
3.68,3.39,5.83,nan,24.21,2.50
3.68,3.41,6.02,nan,18.83,2.52
3.68,3.43,6.28,nan,24.21,2.52
3.68,3.45,6.43,nan,29.59,2.45
3.68,3.47,6.62,nan,18.83,2.53
3.68,3.49,6.71,nan,26.90,2.47
3.68,3.51,6.86,nan,32.28,2.50
3.68,3.53,6.95,nan,18.83,2.52
3.68,3.55,7.05,nan,24.21,2.47
3.68,3.56,7.12,nan,29.59,2.54
3.68,3.58,7.19,nan,24.21,2.48
3.68,3.60,7.24,nan,18.83,2.52
3.68,3.62,7.29,nan,26.90,2.48
3.68,3.64,7.34,nan,-269.00,2.52
3.68,3.66,7.36,nan,-895.77,2.56
3.72,3.67,7.39,nan,-1121.73,2.39
3.72,3.68,7.39,nan,298.59,2.53
3.72,3.70,7.34,nan,-72.63,2.51
3.72,3.71,7.27,nan,-497.65,2.49
3.72,3.72,7.19,nan,-680.57,2.49
3.72,3.72,7.05,nan,-739.75,2.49
3.72,3.72,6.91,nan,-616.01,2.49
3.72,3.72,6.64,nan,-470.75,2.51
3.72,3.72,6.45,nan,-301.28,2.50
3.72,3.72,6.07,nan,-161.40,2.49
3.72,3.72,5.80,nan,-43.04,2.53
3.72,3.72,5.32,nan,43.04,2.53
3.72,3.72,4.99,nan,51.11,2.44
3.72,3.72,4.48,nan,102.22,2.50
3.72,3.72,4.12,nan,69.94,2.51
3.72,3.72,3.62,nan,45.73,2.52
3.72,3.72,3.29,nan,51.11,2.47
3.72,3.72,2.78,nan,24.21,2.52
3.72,3.72,2.33,nan,8.07,2.53
3.72,3.72,2.06,nan,-16.14,2.48
3.06,3.72,1.80,nan,-16.14,2.50
3.06,3.72,1.49,nan,-1584.41,2.61
3.06,3.71,1.18,nan,-1310.03,2.43
3.06,3.70,0.98,nan,-871.56,2.47
3.06,3.68,0.70,nan,-570.28,2.50
3.06,3.66,0.48,nan,-376.60,2.50
3.06,3.64,0.12,nan,-255.55,2.54
3.06,3.63,-0.12,nan,-174.85,2.77
3.06,3.61,-0.55,nan,-131.81,2.42
3.06,3.59,-0.86,nan,-107.60,2.27
3.06,3.57,-1.34,nan,-75.32,2.63
3.06,3.55,-1.70,nan,-64.56,2.34
3.06,3.52,-2.42,nan,-53.80,4.33
3.06,3.51,-2.81,nan,-48.42,1.39
3.06,3.50,-3.02,nan,-48.42,1.79
3.06,3.47,-3.60,nan,-45.73,2.50
3.06,3.46,-3.98,nan,-48.42,2.49
3.06,3.44,-4.48,nan,-45.73,2.50
3.06,3.42,-4.82,nan,-37.66,2.51
3.06,3.40,-5.25,nan,-51.11,2.51
3.18,3.38,-5.49,nan,-45.73,2.52
3.18,3.36,-5.83,nan,-29.59,2.46
3.18,3.34,-6.02,nan,-37.66,2.53
3.18,3.32,-6.28,nan,-34.97,2.50
3.18,3.30,-6.50,nan,-37.66,2.72
3.18,3.28,-6.62,nan,-34.97,2.25
3.18,3.26,-6.79,nan,-40.35,2.53
3.18,3.24,-6.86,nan,-34.97,2.51
3.18,3.22,-6.98,nan,-29.59,2.46
3.18,3.21,-7.05,nan,355.08,2.51
3.18,3.19,-7.12,nan,938.81,2.55
3.18,3.17,-7.17,nan,1170.15,2.66
3.18,3.17,-7.17,nan,1188.98,2.30
3.18,3.17,-7.15,nan,901.15,2.50
3.18,3.16,-7.07,nan,699.40,2.47
3.18,3.17,-6.88,nan,446.54,2.50
3.18,3.17,-6.71,nan,212.51,2.50
3.18,3.17,-6.40,nan,34.97,2.52
3.18,3.17,-6.00,nan,-69.94,2.52
3.18,3.18,-5.52,nan,-115.67,2.62
3.60,3.18,-5.18,nan,-158.71,2.53
3.60,3.18,-4.82,nan,1148.63,2.32
3.60,3.19,-4.24,nan,1301.96,2.66
3.60,3.20,-3.81,nan,954.95,2.34
3.60,3.21,-3.38,nan,618.70,2.51
3.60,3.23,-2.66,nan,411.57,2.50
3.60,3.24,-2.18,nan,269.00,2.50
3.60,3.27,-1.20,nan,147.95,3.52
3.60,3.29,-0.48,nan,99.53,2.64
3.60,3.31,0.22,nan,80.70,2.69
3.60,3.34,0.91,nan,56.49,2.26
3.60,3.35,1.37,nan,43.04,3.21
3.60,3.37,1.82,nan,43.04,2.35
3.60,3.38,2.28,nan,37.66,1.41
3.60,3.39,2.49,nan,29.59,1.88
3.60,3.42,3.17,nan,32.28,2.50
3.60,3.43,3.57,nan,34.97,2.56
3.60,3.45,4.15,nan,26.90,2.44
3.60,3.47,4.51,nan,24.21,2.55
3.60,3.49,4.99,nan,32.28,2.47
2.31,3.51,5.28,nan,24.21,2.48
2.31,3.53,5.64,nan,-2940.17,2.50
2.31,3.53,5.83,nan,-2864.85,2.50
2.31,3.53,6.02,nan,-1826.51,2.49
2.31,3.51,6.04,nan,-1178.22,2.51
2.31,3.50,5.95,nan,-769.34,2.50
2.31,3.48,5.66,nan,-451.92,2.54
2.31,3.47,5.37,nan,-328.18,2.47
2.31,3.45,5.04,nan,-220.58,2.50
2.31,3.43,4.39,nan,-156.02,2.50
2.31,3.41,3.91,nan,-126.43,2.51
2.31,3.39,3.07,nan,-99.53,2.51
2.31,3.38,2.45,nan,-67.25,2.48
2.31,3.35,1.46,nan,-69.94,2.50
2.31,3.34,0.79,nan,-61.87,2.48
2.31,3.32,-0.26,nan,-45.73,2.50
2.31,3.30,-0.94,nan,-43.04,2.50
2.31,3.28,-1.89,nan,-51.11,2.51
2.31,3.26,-2.76,nan,-40.35,2.69
2.31,3.23,-3.50,nan,-43.04,3.10
2.22,3.22,-3.74,nan,-43.04,1.69
2.22,3.20,-4.34,nan,-37.66,2.51
2.22,3.18,-4.70,nan,-32.28,2.49
2.22,3.16,-5.18,nan,-45.73,2.53
2.22,3.14,-5.44,nan,-40.35,2.47
2.22,3.12,-5.78,nan,-32.28,2.52
2.22,3.11,-6.00,nan,-40.35,2.49
2.22,3.09,-6.26,nan,-43.04,2.50
2.22,3.06,-6.47,nan,-37.66,2.73
2.22,3.05,-6.59,nan,-34.97,2.28
2.22,3.03,-6.71,nan,-48.42,2.48
2.22,3.01,-6.86,nan,-34.97,2.51
2.22,2.99,-6.98,nan,-45.73,2.56
2.22,2.97,-7.05,nan,-37.66,2.45
2.22,2.95,-7.12,nan,-40.35,2.49
2.22,2.93,-7.19,nan,-43.04,2.51
2.22,2.91,-7.27,nan,-32.28,3.30
2.22,2.89,-7.31,nan,-32.28,1.72
2.22,2.87,-7.36,nan,-34.97,2.46
2.22,2.85,-7.41,nan,-43.04,2.54
2.70,2.83,-7.43,nan,-40.35,2.47
2.70,2.82,-7.46,nan,1215.88,2.48
2.70,2.80,-7.48,nan,-392.74,2.53
2.70,2.79,-7.48,nan,-365.84,2.46
2.70,2.77,-7.46,nan,-258.24,2.52
2.70,2.75,-7.43,nan,-185.61,2.48
2.70,2.73,-7.41,nan,102.22,2.54
2.70,2.72,-7.39,nan,731.68,2.44
2.70,2.70,-7.36,nan,1062.55,2.52
2.70,2.69,-7.29,nan,1119.04,2.50
2.70,2.69,-7.17,nan,919.98,2.56
2.70,2.69,-7.05,nan,715.54,2.49
2.70,2.69,-6.91,nan,505.72,2.48
2.70,2.69,-6.62,nan,239.41,2.48
2.70,2.69,-6.38,nan,51.11,2.52
2.70,2.69,-5.97,nan,-13.45,2.50
2.70,2.70,-5.68,nan,-134.50,2.49
2.70,2.70,-5.20,nan,-153.33,2.48
2.70,2.70,-4.87,nan,-134.50,2.51
2.70,2.70,-4.34,nan,-94.15,2.57
2.92,2.70,-3.96,nan,-75.32,2.44
2.92,2.70,-3.41,nan,1463.36,2.49
2.92,2.71,-2.83,nan,1293.89,2.56
2.92,2.72,-2.45,nan,919.98,2.45
2.92,2.73,-2.06,nan,594.49,2.51
2.92,2.75,-1.49,nan,390.05,2.49
2.92,2.77,-0.91,nan,242.10,2.52
2.92,2.78,-0.53,nan,180.23,2.47
2.92,2.81,-0.14,nan,118.36,2.49
2.92,2.82,0.41,nan,86.08,2.54
2.92,2.84,0.82,nan,75.32,2.46
2.92,2.86,1.39,nan,53.80,2.51
2.92,2.88,1.80,nan,-56.49,2.48
2.92,2.90,2.42,nan,-640.22,2.52
2.92,2.91,2.83,nan,-1046.41,2.48
2.92,2.92,3.43,nan,-1172.84,2.51
2.92,2.93,3.79,nan,-1046.41,2.47
2.92,2.93,4.20,nan,-807.00,2.52
2.92,2.93,4.41,nan,-575.66,2.50
2.92,2.93,4.60,nan,-255.55,2.50
2.93,2.93,4.65,nan,-99.53,2.49
2.93,2.93,4.60,nan,142.57,2.52
2.93,2.93,4.51,nan,169.47,2.48
2.93,2.92,4.27,nan,123.74,2.73
2.93,2.92,4.08,nan,129.12,2.30
2.93,2.92,3.72,nan,83.39,2.46
2.93,2.93,3.43,nan,24.21,2.50
2.93,2.92,3.00,nan,-5.38,2.49
2.93,2.93,2.71,nan,-8.07,2.49
2.93,2.93,2.25,nan,-24.21,2.50
2.93,2.93,1.99,nan,-21.52,2.51
2.93,2.93,1.63,nan,-13.45,2.54
2.93,2.93,1.41,nan,-8.07,2.50
2.93,2.93,1.15,nan,-5.38,2.50
2.93,2.93,1.01,nan,-2.69,2.45
2.93,2.93,0.84,nan,-2.69,2.50
2.93,2.93,0.74,nan,-2.69,2.52
2.93,2.93,0.62,nan,-2.69,2.51
2.93,2.93,0.55,nan,-2.69,2.47
2.93,2.93,0.46,nan,-2.69,2.51
3.43,2.93,0.38,nan,-2.69,3.50
3.43,2.93,0.34,nan,876.94,1.49
3.43,2.93,0.31,nan,1560.20,2.53
3.43,2.94,0.29,nan,1084.07,2.47
3.43,2.95,0.31,nan,699.40,2.52
3.43,2.97,0.41,nan,451.92,2.48
3.43,2.99,0.50,nan,306.66,2.49
3.43,3.01,0.72,nan,209.82,2.52
3.43,3.02,0.91,nan,142.57,2.48
3.43,3.04,1.25,nan,94.15,2.52
3.43,3.06,1.51,nan,78.01,2.48
3.43,3.08,1.92,nan,67.25,2.53
3.43,3.10,2.23,nan,48.42,2.48
3.43,3.12,2.73,nan,37.66,2.51
3.43,3.14,3.09,nan,40.35,2.46
3.43,3.16,3.62,nan,34.97,2.50
3.43,3.17,3.98,nan,24.21,2.51
3.43,3.19,4.51,nan,29.59,2.48
3.43,3.21,4.82,nan,29.59,2.52
3.43,3.24,5.37,nan,32.28,3.15
3.24,3.26,5.59,nan,32.28,1.88
3.24,3.27,5.80,nan,-2854.09,2.49
3.24,3.27,6.00,nan,-2143.93,2.50
3.24,3.27,6.14,nan,-1264.30,2.49
3.24,3.27,6.19,nan,-659.05,2.49
3.24,3.26,6.09,nan,-204.44,2.50
3.24,3.25,5.97,nan,115.67,2.50
3.24,3.25,5.68,nan,295.90,2.49
3.24,3.24,5.44,nan,365.84,2.50
3.24,3.24,4.99,nan,349.70,2.51
3.24,3.24,4.65,nan,269.00,2.50
3.24,3.24,4.12,nan,201.75,2.51
3.24,3.24,3.76,nan,123.74,2.48
3.24,3.24,3.19,nan,29.59,2.49
3.24,3.24,2.78,nan,0.00,2.55
3.24,3.24,2.23,nan,-2.69,2.46
3.24,3.24,1.87,nan,-48.42,2.49
3.24,3.24,1.44,nan,-48.42,2.52
3.24,3.24,1.20,nan,-32.28,2.47
3.24,3.24,0.94,nan,-21.52,2.51
3.04,3.24,0.79,nan,-10.76,2.49
3.04,3.24,0.62,nan,-1511.78,2.52
3.04,3.24,0.55,nan,-1393.42,2.47
3.04,3.22,0.41,nan,-928.05,2.50
3.04,3.21,0.31,nan,-602.56,2.50
3.04,3.20,0.10,nan,-403.50,2.52
3.04,3.18,-0.05,nan,-277.07,2.49
3.04,3.16,-0.36,nan,-193.68,2.49
3.04,3.14,-0.60,nan,-137.19,2.50
3.04,3.12,-1.03,nan,-104.91,2.50
3.04,3.10,-1.32,nan,-88.77,2.52
3.04,3.08,-1.82,nan,-67.25,2.47
3.04,3.06,-2.16,nan,379.29,2.49
3.04,3.05,-2.71,nan,893.08,2.51
3.04,3.04,-3.07,nan,1132.49,2.48
3.04,3.03,-3.57,nan,1129.80,2.53
3.04,3.03,-3.88,nan,957.64,2.47
3.04,3.03,-4.24,nan,677.88,2.50
3.04,3.03,-4.39,nan,379.29,2.50
3.04,3.03,-4.51,nan,161.40,2.53
3.17,3.03,-4.53,nan,8.07,2.47
3.17,3.03,-4.44,nan,1315.41,2.51
3.17,3.04,-4.29,nan,1197.05,2.50
3.17,3.06,-3.98,nan,798.93,2.50
3.17,3.07,-3.69,nan,513.79,2.51
3.17,3.09,-3.17,nan,336.25,2.56
3.17,3.10,-2.73,nan,228.65,2.43
3.17,3.12,-2.01,nan,129.12,2.50
3.17,3.14,-1.49,nan,-357.77,2.50
3.17,3.15,-0.72,nan,-868.87,2.49
3.17,3.17,-0.19,nan,-1041.03,2.50
3.17,3.17,0.53,nan,-1070.62,2.58
3.17,3.18,0.98,nan,-914.60,2.41
3.17,3.18,1.58,nan,-677.88,2.52
3.17,3.18,1.92,nan,-403.50,2.49
3.17,3.18,2.33,nan,-196.37,2.56
3.17,3.17,2.52,nan,-45.73,2.45
3.17,3.17,2.69,nan,80.70,2.56
3.17,3.17,2.73,nan,123.74,2.45
3.17,3.17,2.71,nan,126.43,2.74
3.07,3.17,2.61,nan,88.77,2.28
3.07,3.16,2.42,nan,-1441.84,2.46
3.07,3.16,2.23,nan,-1361.14,2.49
3.07,3.15,1.87,nan,-922.67,2.51
3.07,3.13,1.61,nan,-613.32,2.50
3.07,3.11,1.13,nan,-363.15,2.50
3.07,3.10,0.79,nan,228.65,2.50
3.07,3.08,0.26,nan,734.37,2.50
3.07,3.07,-0.05,nan,987.23,2.49
3.07,3.07,-0.55,nan,960.33,2.50
3.07,3.06,-0.86,nan,858.11,2.51
3.07,3.06,-1.27,nan,591.80,2.58
3.07,3.06,-1.51,nan,411.57,2.43
3.07,3.06,-1.80,nan,201.75,2.49
3.07,3.06,-1.97,nan,37.66,2.50
3.07,3.07,-2.16,nan,-64.56,2.48
3.07,3.07,-2.23,nan,-104.91,2.50
3.07,3.07,-2.25,nan,-139.88,2.53
3.07,3.07,-2.21,nan,-86.08,2.49
3.07,3.07,-2.06,nan,-80.70,2.50
3.18,3.07,-1.92,nan,-61.87,2.51
3.18,3.07,-1.68,nan,1482.19,2.49
3.18,3.08,-1.49,nan,1390.73,2.49
3.18,3.09,-1.18,nan,911.91,2.50
3.18,3.12,-0.55,nan,360.46,5.11
3.18,3.13,-0.29,nan,207.13,1.53
3.18,3.14,-0.14,nan,-18.83,0.97
3.18,3.15,0.12,nan,-519.17,2.40
3.18,3.17,0.41,nan,-909.22,2.50
3.18,3.18,0.84,nan,-1011.44,2.62
3.18,3.18,1.13,nan,-965.71,2.38
3.18,3.19,1.51,nan,-774.72,2.52
3.18,3.19,1.75,nan,-540.69,2.49
3.18,3.18,2.04,nan,-328.18,2.48
3.18,3.18,2.21,nan,-104.91,2.52
3.18,3.18,2.42,nan,0.00,2.50
3.18,3.18,2.49,nan,94.15,2.58
3.18,3.18,2.52,nan,91.46,2.40
3.18,3.18,2.49,nan,121.05,2.51
3.18,3.18,2.35,nan,91.46,2.49
2.61,3.18,2.23,nan,99.53,2.56
2.61,3.17,1.97,nan,-1476.81,2.49
2.61,3.17,1.75,nan,-1388.04,2.46
2.61,3.16,1.41,nan,-933.43,2.57
2.61,3.14,1.15,nan,-607.94,2.45
2.61,3.12,0.74,nan,-400.81,2.48
2.61,3.11,0.46,nan,-271.69,2.50
2.61,3.09,0.00,nan,-185.61,2.51
2.61,3.07,-0.31,nan,-145.26,2.48
2.61,3.05,-0.79,nan,-99.53,2.50
2.61,3.04,-1.15,nan,-83.39,2.51
2.61,3.02,-1.68,nan,-75.32,2.50
2.61,3.00,-2.04,nan,-61.87,2.48
2.61,2.98,-2.61,nan,-48.42,2.55
2.61,2.96,-3.00,nan,-51.11,2.46
2.61,2.94,-3.60,nan,-48.42,2.48
2.61,2.92,-3.96,nan,-40.35,2.50
2.61,2.90,-4.48,nan,-43.04,2.52
2.61,2.88,-4.82,nan,-45.73,2.47
2.61,2.86,-5.25,nan,-37.66,2.52
3.16,2.84,-5.52,nan,-37.66,2.49
3.16,2.83,-5.85,nan,2902.51,2.50
3.16,2.82,-6.02,nan,2746.49,2.50
3.16,2.83,-6.19,nan,1856.10,2.50
3.16,2.84,-6.21,nan,1167.46,2.50
3.16,2.85,-6.09,nan,747.82,2.50
3.16,2.87,-5.90,nan,484.20,2.51
3.16,2.88,-5.49,nan,320.11,2.48
3.16,2.90,-5.16,nan,220.58,2.52
3.16,2.92,-4.51,nan,156.02,2.60
3.16,2.94,-4.00,nan,99.53,2.40
3.16,2.96,-3.14,nan,78.01,2.50
3.16,2.97,-2.54,nan,69.94,2.59
3.16,2.99,-1.53,nan,51.11,2.41
3.16,3.01,-0.84,nan,37.66,2.49
3.16,3.04,0.22,nan,43.04,2.58
3.16,3.05,0.89,nan,40.35,2.40
3.16,3.07,1.87,nan,24.21,2.53
3.16,3.09,2.45,nan,29.59,2.49
3.16,3.11,3.26,nan,34.97,2.50
2.63,3.13,3.72,nan,-164.09,2.49
2.63,3.14,4.34,nan,-2934.79,2.56
2.63,3.14,4.68,nan,-2671.17,2.44
2.63,3.14,5.04,nan,-1616.69,2.50
2.63,3.13,5.18,nan,-1148.63,2.52
2.63,3.12,5.20,nan,-747.82,2.49
2.63,3.10,5.11,nan,-486.89,2.49
2.63,3.08,4.82,nan,-322.80,2.55
2.63,3.06,4.34,nan,-209.82,2.48
2.63,3.05,3.96,nan,-158.71,2.46
2.63,3.03,3.50,nan,-129.12,2.50
2.63,3.01,2.73,nan,-94.15,2.53
2.63,2.99,2.13,nan,-69.94,2.49
2.63,2.97,1.20,nan,-69.94,2.49
2.63,2.95,0.53,nan,-61.87,2.51
2.63,2.93,-0.48,nan,-45.73,2.97
2.63,2.92,-1.15,nan,-48.42,2.02
2.63,2.89,-2.09,nan,-51.11,2.52
2.63,2.87,-2.64,nan,-34.97,2.56
2.63,2.85,-3.65,nan,-40.35,3.05
3.52,2.84,-3.86,nan,-45.73,1.88
3.52,2.82,-4.46,nan,2910.58,2.50
3.52,2.82,-4.80,nan,2743.80,2.49
3.52,2.82,-5.16,nan,1815.75,2.50
3.52,2.83,-5.30,nan,1156.70,2.53
3.52,2.85,-5.32,nan,739.75,2.46
3.52,2.86,-5.23,nan,478.82,2.49
3.52,2.88,-4.94,nan,303.97,2.51
3.52,2.90,-4.46,nan,201.75,2.65
3.52,2.92,-4.08,nan,145.26,2.37
3.52,2.93,-3.62,nan,110.29,2.49
3.52,2.95,-2.83,nan,69.94,2.50
3.52,2.97,-2.25,nan,59.18,2.50
3.52,2.99,-1.29,nan,53.80,2.49
3.52,3.01,-0.62,nan,40.35,2.51
3.52,3.03,0.38,nan,32.28,2.51
3.52,3.05,1.06,nan,37.66,2.49
3.52,3.08,2.30,nan,34.97,3.49
3.52,3.09,2.85,nan,26.90,2.01
3.52,3.11,3.36,nan,29.59,1.99
2.95,3.12,3.81,nan,32.28,2.50
2.95,3.14,4.41,nan,-2915.96,2.53
2.95,3.14,4.75,nan,-2759.94,2.46
2.95,3.14,5.11,nan,-1823.82,2.54
2.95,3.13,5.25,nan,-1183.60,2.47
2.95,3.11,5.28,nan,-766.65,2.52
2.95,3.10,5.18,nan,-503.03,2.52
2.95,3.08,4.89,nan,-325.49,2.47
2.95,3.07,4.60,nan,-223.27,2.49
2.95,3.05,4.03,nan,-164.09,2.48
2.95,3.03,3.60,nan,-129.12,2.50
2.95,3.01,2.81,nan,-88.77,2.52
2.95,2.99,2.23,nan,51.11,2.48
2.95,2.97,1.29,nan,602.56,2.50
2.95,2.96,0.62,nan,1030.27,2.57
2.95,2.95,-0.36,nan,1172.84,2.44
2.95,2.94,-0.98,nan,1081.38,2.53
2.95,2.94,-1.80,nan,836.59,2.47
2.95,2.94,-2.25,nan,602.56,2.51
2.95,2.94,-2.76,nan,266.31,2.51
2.57,2.94,-3.00,nan,88.77,2.47
2.57,2.94,-3.21,nan,-1648.97,2.53
2.57,2.94,-3.29,nan,-1568.27,2.48
2.57,2.93,-3.31,nan,-1070.62,2.49
2.57,2.91,-3.29,nan,-699.40,2.58
2.57,2.90,-3.24,nan,-465.37,2.44
2.57,2.88,-3.19,nan,-309.35,2.50
2.57,2.86,-3.12,nan,-207.13,2.51
2.57,2.84,-3.09,nan,-153.33,2.50
2.57,2.82,-3.12,nan,-121.05,2.51
2.57,2.81,-3.17,nan,-94.15,2.49
2.57,2.78,-3.31,nan,-67.25,2.49
2.57,2.77,-3.45,nan,-56.49,2.49
2.57,2.75,-3.76,nan,-59.18,2.51
2.57,2.73,-4.00,nan,-43.04,2.52
2.57,2.71,-4.44,nan,-45.73,2.49
2.57,2.69,-4.70,nan,-48.42,2.51
2.57,2.67,-5.11,nan,-40.35,2.49
2.57,2.65,-5.37,nan,-37.66,2.48
2.57,2.63,-5.71,nan,-43.04,2.53
3.71,2.61,-5.92,nan,8.07,2.48
3.71,2.59,-6.21,nan,3104.26,2.51
3.71,2.59,-6.35,nan,2768.01,2.50
3.71,2.60,-6.45,nan,1783.47,2.50
3.71,2.61,-6.45,nan,1143.25,2.48
3.71,2.62,-6.28,nan,742.44,2.51
3.71,2.64,-6.09,nan,481.51,2.50
3.71,2.66,-5.66,nan,312.04,2.49
3.71,2.67,-5.28,nan,201.75,2.49
3.71,2.69,-4.58,nan,147.95,2.50
3.71,2.71,-4.08,nan,110.29,2.52
