setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
4.25,3.01,7.19,40.35,2.50,nan
4.25,3.02,7.27,32.28,2.50,nan
4.25,3.04,7.29,26.90,2.51,nan
4.25,3.06,7.34,37.66,2.49,nan
4.25,3.08,7.39,32.28,2.53,nan
4.25,3.10,7.41,26.90,2.50,nan
4.25,3.12,7.43,34.97,2.48,nan
4.25,3.14,7.46,40.35,2.52,nan
4.25,3.16,7.48,26.90,2.46,nan
4.25,3.18,7.48,32.28,2.55,nan
4.25,3.20,7.51,37.66,2.49,nan
4.25,3.21,7.51,29.59,2.51,nan
4.25,3.23,7.53,26.90,2.46,nan
3.25,3.25,7.53,37.66,2.50,nan
3.25,3.27,7.53,-3012.80,2.52,nan
3.25,3.27,7.51,-2146.62,2.49,nan
3.25,3.27,7.43,-844.66,2.58,nan
3.25,3.27,7.27,-322.80,2.42,nan
3.25,3.26,7.07,-40.35,2.50,nan
3.25,3.26,6.74,147.95,2.50,nan
3.25,3.26,6.45,255.55,2.50,nan
3.25,3.25,6.00,217.89,2.50,nan
3.25,3.25,5.64,199.06,2.52,nan
3.25,3.25,4.70,107.60,4.55,nan
3.25,3.25,4.70,131.81,0.74,nan
3.25,3.25,4.12,56.49,2.19,nan
3.25,3.25,3.72,26.90,2.50,nan
3.25,3.25,3.09,-32.28,2.48,nan
3.25,3.25,2.71,-48.42,2.51,nan
3.25,3.25,2.18,-32.28,2.50,nan
3.25,3.25,1.87,-18.83,2.50,nan
3.25,3.25,1.51,-8.07,2.52,nan
3.25,3.25,1.29,-2.69,2.50,nan
3.25,3.25,1.06,-2.69,2.48,nan
3.25,3.25,0.94,-2.69,2.50,nan
3.25,3.25,0.77,-2.69,2.50,nan
3.25,3.25,0.70,-2.69,2.50,nan
3.25,3.25,0.58,-2.69,2.50,nan
3.25,3.25,0.53,0.00,2.50,nan
3.25,3.25,0.43,0.00,2.50,nan
3.25,3.25,0.38,0.00,2.50,nan
3.25,3.25,0.34,0.00,2.50,nan
3.25,3.25,0.29,0.00,2.50,nan
3.25,3.25,0.24,0.00,2.53,nan
3.25,3.25,0.22,0.00,2.49,nan
3.25,3.25,0.17,0.00,2.48,nan
3.25,3.25,0.14,0.00,2.50,nan
3.25,3.25,0.12,0.00,2.50,nan
3.25,3.25,0.12,0.00,2.53,nan
3.25,3.25,0.10,0.00,2.50,nan
3.25,3.25,0.07,0.00,2.50,nan
3.25,3.25,0.07,0.00,2.46,nan
3.25,3.25,0.05,0.00,2.54,nan
3.25,3.25,0.05,0.00,2.47,nan
3.25,3.25,0.02,0.00,2.50,nan
3.25,3.25,0.02,0.00,2.50,nan
3.25,3.25,0.02,0.00,2.51,nan
3.03,3.25,0.02,0.00,2.51,nan
3.03,3.25,0.02,-1544.06,2.55,nan
3.03,3.24,0.00,-1412.25,2.46,nan
3.03,3.23,-0.02,-936.12,2.53,nan
3.03,3.22,-0.12,-607.94,2.48,nan
3.03,3.20,-0.22,-390.05,2.48,nan
3.03,3.18,-0.43,-250.17,2.52,nan
3.03,3.17,-0.62,-172.16,2.50,nan
3.03,3.15,-0.94,-137.19,2.47,nan
3.03,3.13,-1.20,-107.60,2.52,nan
3.03,3.11,-1.61,-75.32,2.49,nan
3.03,3.09,-1.92,-67.25,2.50,nan
3.03,3.07,-2.40,-67.25,2.50,nan
3.03,3.06,-2.76,446.54,2.67,nan
3.03,3.04,-3.29,952.26,2.34,nan
3.03,3.03,-3.65,1119.04,2.51,nan
3.03,3.02,-4.12,1121.73,2.51,nan
3.03,3.02,-4.39,866.18,2.50,nan
3.03,3.02,-4.68,656.36,2.48,nan
3.03,3.02,-4.77,379.29,2.51,nan
3.03,3.02,-4.84,182.92,2.48,nan
3.03,3.02,-4.82,10.76,2.50,nan
3.03,3.02,-4.65,-86.08,2.50,nan
3.03,3.03,-4.51,-156.02,2.60,nan
3.03,3.03,-4.20,-139.88,2.40,nan
3.03,3.03,-3.96,-91.46,2.50,nan
3.03,3.03,-3.53,-88.77,2.49,nan
3.03,3.03,-3.24,-32.28,2.51,nan
3.03,3.03,-2.76,-2.69,2.51,nan
3.03,3.03,-2.45,-5.38,2.50,nan
3.03,3.03,-2.01,2.69,2.48,nan
3.03,3.03,-1.77,8.07,2.50,nan
3.03,3.03,-1.41,2.69,2.50,nan
3.03,3.03,-1.22,0.00,2.50,nan
3.03,3.03,-0.98,0.00,2.50,nan
3.03,3.03,-0.86,-2.69,2.50,nan
3.03,3.03,-0.74,0.00,2.50,nan
3.03,3.03,-0.62,0.00,2.51,nan
3.03,3.03,-0.50,0.00,2.50,nan
3.03,3.03,-0.46,-16.14,2.50,nan
3.03,3.03,-0.38,0.00,2.57,nan
3.03,3.03,-0.34,0.00,2.46,nan
3.03,3.03,-0.29,0.00,2.47,nan
3.03,3.03,-0.24,0.00,2.50,nan
4.14,3.03,-0.22,0.00,2.50,nan
4.14,3.03,-0.19,1608.62,2.50,nan
4.14,3.04,-0.12,1285.82,2.53,nan
4.14,3.05,-0.07,836.59,2.50,nan
4.14,3.06,0.00,586.42,2.46,nan
4.14,3.08,0.17,341.63,2.54,nan
4.14,3.10,0.31,247.48,2.46,nan
4.14,3.11,0.60,161.40,2.50,nan
4.14,3.14,0.96,118.36,2.50,nan
4.14,3.15,1.22,86.08,2.51,nan
4.14,3.17,1.65,59.18,2.50,nan
4.14,3.19,1.97,56.49,2.54,nan
4.14,3.21,2.47,56.49,2.49,nan
4.14,3.23,2.83,40.35,2.51,nan
4.14,3.25,3.38,37.66,2.45,nan
4.14,3.27,3.74,40.35,2.55,nan
4.14,3.29,4.27,34.97,2.49,nan
4.14,3.31,4.60,29.59,2.49,nan
4.14,3.32,5.06,34.97,2.51,nan
4.14,3.34,5.30,40.35,2.47,nan
4.14,3.36,5.66,26.90,2.50,nan
4.14,3.38,5.88,34.97,2.53,nan
4.14,3.40,6.14,37.66,2.47,nan
4.14,3.42,6.28,32.28,2.50,nan
4.14,3.44,6.50,32.28,2.51,nan
4.14,3.46,6.59,29.59,2.48,nan
4.14,3.47,6.71,37.66,2.50,nan
4.14,3.49,6.83,32.28,2.50,nan
4.14,3.51,6.93,26.90,2.50,nan
4.14,3.54,7.03,40.35,2.50,nan
4.14,3.55,7.07,37.66,2.50,nan
4.14,3.57,7.15,24.21,2.50,nan
4.14,3.59,7.19,32.28,2.50,nan
4.14,3.61,7.24,26.90,2.50,nan
4.14,3.63,7.29,29.59,2.50,nan
4.14,3.65,7.31,37.66,2.57,nan
4.14,3.67,7.36,32.28,2.45,nan
4.14,3.69,7.39,29.59,2.54,nan
4.14,3.71,7.41,29.59,2.43,nan
4.14,3.73,7.43,37.66,2.51,nan
4.14,3.74,7.43,34.97,2.49,nan
4.14,3.77,7.46,32.28,2.50,nan
4.14,3.78,7.48,34.97,2.50,nan
4.14,3.81,7.48,29.59,2.56,nan
1.73,3.82,7.51,26.90,2.44,nan
1.73,3.84,7.51,-3214.55,2.50,nan
1.73,3.84,7.48,-2601.23,2.51,nan
1.73,3.83,7.41,-1665.11,2.50,nan
1.73,3.82,7.17,-1057.17,2.57,nan
1.73,3.81,6.95,-675.19,2.42,nan
1.73,3.79,6.50,-427.71,2.52,nan
1.73,3.77,6.12,-279.76,2.48,nan
1.73,3.76,5.44,-190.99,2.54,nan
1.73,3.74,4.92,-145.26,2.48,nan
1.73,3.72,4.05,-110.29,2.48,nan
1.73,3.70,3.43,-88.77,2.50,nan
1.73,3.68,2.45,-69.94,2.54,nan
1.73,3.66,1.73,-69.94,2.50,nan
1.73,3.64,0.62,-51.11,2.47,nan
1.73,3.62,-0.07,-51.11,2.51,nan
1.73,3.60,-1.13,-51.11,2.49,nan
1.73,3.59,-1.77,-48.42,2.55,nan
1.73,3.56,-2.66,-40.35,2.45,nan
1.73,3.55,-3.19,-48.42,2.52,nan
1.73,3.53,-3.65,-48.42,2.47,nan
1.73,3.51,-4.27,-37.66,2.54,nan
1.73,3.49,-4.82,-40.35,2.50,nan
1.73,3.47,-5.11,-48.42,2.48,nan
1.73,3.46,-5.40,-48.42,2.49,nan
1.73,3.44,-5.76,-37.66,2.48,nan
1.73,3.41,-6.04,-45.73,2.51,nan
1.73,3.40,-6.21,-48.42,2.50,nan
1.73,3.37,-6.43,-37.66,2.54,nan
1.73,3.35,-6.55,-48.42,2.48,nan
1.73,3.34,-6.67,-45.73,2.49,nan
1.73,3.32,-6.81,-43.04,2.49,nan
1.73,3.30,-6.88,-34.97,2.51,nan
1.73,3.28,-7.00,-48.42,2.56,nan
1.73,3.26,-7.05,-45.73,2.43,nan
1.73,3.24,-7.15,-37.66,2.50,nan
1.73,3.22,-7.17,-40.35,2.50,nan
1.73,3.20,-7.24,-51.11,2.50,nan
1.73,3.19,-7.27,-37.66,2.50,nan
1.73,3.17,-7.31,-40.35,2.50,nan
1.73,3.15,-7.34,-45.73,2.50,nan
1.73,3.13,-7.36,-43.04,2.50,nan
1.73,3.10,-7.39,-43.04,2.52,nan
1.73,3.09,-7.41,-45.73,2.48,nan
3.54,3.07,-7.43,-43.04,2.49,nan
3.54,3.06,-7.46,2975.14,2.50,nan
3.54,3.05,-7.43,2770.70,2.50,nan
3.54,3.06,-7.36,1786.16,2.49,nan
3.54,3.07,-7.22,1119.04,2.50,nan
3.54,3.08,-6.93,634.84,2.55,nan
3.54,3.10,-6.64,449.23,2.45,nan
3.54,3.11,-6.09,287.83,2.50,nan
3.54,3.13,-5.66,199.06,2.50,nan
3.54,3.15,-4.92,145.26,2.50,nan
3.54,3.17,-4.34,102.22,2.51,nan
3.54,3.19,-3.43,75.32,2.51,nan
3.54,3.21,-2.78,64.56,2.48,nan
3.54,3.22,-1.73,59.18,2.49,nan
3.54,3.25,-0.62,40.35,2.54,nan
3.54,3.27,0.07,43.04,2.48,nan
3.54,3.28,0.79,40.35,2.48,nan
3.54,3.30,1.77,29.59,2.54,nan
3.54,3.32,2.66,34.97,2.50,nan
3.54,3.34,3.17,37.66,2.50,nan
3.54,3.36,3.86,24.21,2.50,nan
3.54,3.38,4.27,26.90,2.46,nan
3.54,3.40,4.63,34.97,2.50,nan
3.54,3.42,5.11,29.59,2.51,nan
3.54,3.44,5.49,26.90,2.55,nan
3.54,3.46,5.73,37.66,2.50,nan
3.54,3.47,5.92,37.66,2.44,nan
3.54,3.50,6.19,-5.38,2.53,nan
3.54,3.52,6.43,-500.34,2.49,nan
3.54,3.53,6.55,-973.78,2.51,nan
3.54,3.54,6.67,-1143.25,2.50,nan
3.54,3.55,6.74,-1078.69,2.50,nan
3.54,3.55,6.74,-882.32,2.49,nan
3.54,3.55,6.69,-610.63,2.51,nan
3.54,3.55,6.55,-352.39,2.50,nan
3.54,3.55,6.38,-121.05,2.51,nan
3.54,3.55,6.07,5.38,2.50,nan
3.54,3.55,5.83,78.01,2.50,nan
3.54,3.54,5.40,177.54,2.50,nan
3.54,3.54,5.08,121.05,2.54,nan
3.54,3.54,4.56,86.08,2.46,nan
3.54,3.54,4.20,94.15,2.49,nan
3.54,3.54,3.62,72.63,2.53,nan
3.54,3.54,3.26,-2.69,2.47,nan
3.13,3.54,2.90,-16.14,2.48,nan
3.13,3.54,2.40,-1554.82,2.50,nan
3.13,3.53,2.09,-1414.94,2.52,nan
3.13,3.52,1.63,-928.05,2.48,nan
3.13,3.51,1.34,-597.18,2.50,nan
3.13,3.49,0.91,-384.67,2.50,nan
3.13,3.47,0.62,-258.24,2.50,nan
3.13,3.45,0.17,-172.16,2.52,nan
3.13,3.44,-0.14,-137.19,2.48,nan
3.13,3.42,-0.65,-96.84,2.49,nan
3.13,3.40,-1.15,-86.08,2.53,nan
3.13,3.38,-1.53,-61.87,2.52,nan
3.13,3.36,-1.89,-56.49,2.45,nan
3.13,3.34,-2.49,-53.80,2.50,nan
3.13,3.32,-2.88,-56.49,2.50,nan
3.13,3.31,-3.48,-51.11,2.50,nan
3.13,3.28,-3.86,-37.66,2.53,nan
3.13,3.27,-4.39,-45.73,2.47,nan
3.13,3.25,-4.72,-48.42,2.50,nan
3.13,3.23,-5.16,-37.66,2.50,nan
3.13,3.21,-5.40,-40.35,2.51,nan
3.13,3.18,-5.73,-40.35,2.54,nan
3.13,3.17,-5.92,104.91,2.44,nan
3.13,3.15,-6.19,669.81,2.50,nan
3.13,3.14,-6.40,1127.11,2.52,nan
3.13,3.13,-6.50,1164.77,2.51,nan
3.13,3.12,-6.55,1041.03,2.52,nan
3.13,3.12,-6.57,769.34,2.45,nan
3.13,3.12,-6.52,497.65,2.53,nan
3.13,3.12,-6.38,301.28,2.52,nan
3.13,3.12,-6.21,110.29,2.48,nan
3.13,3.13,-5.90,-21.52,2.47,nan
3.13,3.13,-5.66,-107.60,2.50,nan
3.13,3.13,-5.23,-134.50,2.50,nan
3.13,3.13,-4.72,-131.81,2.55,nan
3.13,3.13,-4.39,-102.22,2.49,nan
3.13,3.13,-4.00,-72.63,2.48,nan
3.13,3.13,-3.45,-32.28,2.97,nan
3.13,3.13,-2.90,10.76,2.04,nan
3.13,3.13,-2.57,29.59,2.46,nan
3.13,3.13,-2.25,18.83,2.50,nan
3.13,3.13,-1.82,5.38,2.56,nan
3.13,3.13,-1.58,0.00,2.44,nan
3.13,3.13,-1.29,0.00,2.50,nan
3.51,3.13,-1.13,13.45,2.50,nan
3.51,3.13,-0.91,1522.54,2.50,nan
3.51,3.14,-0.79,1390.73,2.50,nan
3.51,3.15,-0.60,828.52,2.52,nan
3.51,3.16,-0.48,586.42,2.47,nan
3.51,3.18,-0.22,381.98,2.50,nan
3.51,3.20,-0.02,244.79,2.50,nan
3.51,3.22,0.29,158.71,2.52,nan
3.51,3.24,0.55,123.74,2.48,nan
3.51,3.25,0.96,96.84,2.50,nan
3.51,3.27,1.27,67.25,2.50,nan
3.51,3.29,1.77,53.80,2.50,nan
3.51,3.31,2.11,53.80,2.50,nan
3.51,3.33,2.69,43.04,2.50,nan
3.51,3.35,3.05,32.28,2.50,nan
3.51,3.37,3.62,37.66,2.51,nan
3.51,3.39,4.00,40.35,2.50,nan
3.51,3.41,4.51,29.59,2.55,nan
3.51,3.43,4.82,29.59,2.44,nan
3.51,3.45,5.23,37.66,2.50,nan
3.51,3.47,5.61,-201.75,2.52,nan
3.51,3.48,5.80,-659.05,2.49,nan
3.51,3.50,6.00,-1046.41,2.49,nan
3.51,3.51,6.21,-1140.56,2.50,nan
3.51,3.51,6.31,-1043.72,2.50,nan
3.51,3.52,6.35,-836.59,2.55,nan
3.51,3.52,6.33,-548.76,2.46,nan
3.51,3.51,6.21,-277.07,2.50,nan
3.51,3.51,6.09,-110.29,2.50,nan
3.51,3.51,5.80,10.76,2.55,nan
3.51,3.51,5.56,69.94,2.46,nan
3.51,3.51,5.16,112.98,2.49,nan
3.51,3.51,4.84,126.43,2.50,nan
3.51,3.51,4.34,88.77,2.50,nan
3.51,3.51,3.98,94.15,2.50,nan
3.51,3.51,3.43,59.18,2.50,nan
3.51,3.51,3.07,32.28,2.49,nan
3.51,3.51,2.57,-2.69,2.51,nan
3.51,3.51,2.25,-29.59,2.50,nan
3.51,3.51,1.82,-24.21,2.50,nan
3.51,3.51,1.58,-13.45,2.50,nan
3.51,3.51,1.29,-8.07,2.50,nan
3.51,3.51,1.13,-2.69,2.48,nan
3.51,3.51,0.91,-13.45,2.52,nan
2.29,3.51,0.79,0.00,2.50,nan
2.29,3.51,0.65,-1533.30,2.50,nan
2.29,3.50,0.58,-1414.94,2.51,nan
2.29,3.48,0.43,-858.11,2.50,nan
2.29,3.47,0.31,-607.94,2.48,nan
2.29,3.45,0.10,-400.81,2.50,nan
2.29,3.44,-0.07,-258.24,2.50,nan
2.29,3.42,-0.38,-174.85,2.50,nan
2.29,3.40,-0.62,-129.12,2.51,nan
2.29,3.38,-1.06,-112.98,2.50,nan
2.29,3.36,-1.34,-83.39,2.52,nan
2.29,3.34,-1.82,-61.87,2.50,nan
2.29,3.33,-2.18,-64.56,2.44,nan
2.29,3.31,-2.71,-56.49,2.53,nan
2.29,3.29,-3.09,-45.73,2.50,nan
2.29,3.27,-3.65,-45.73,2.50,nan
2.29,3.25,-4.00,-53.80,2.50,nan
2.29,3.23,-4.51,-40.35,2.50,nan
2.29,3.21,-4.82,-40.35,2.50,nan
2.29,3.19,-5.23,-48.42,2.50,nan
2.29,3.17,-5.49,-48.42,2.50,nan
2.29,3.15,-5.80,-37.66,2.51,nan
2.29,3.13,-6.00,-45.73,2.50,nan
2.29,3.11,-6.24,-37.66,2.54,nan
2.29,3.10,-6.38,-37.66,2.46,nan
2.29,3.08,-6.57,-40.35,2.50,nan
2.29,3.06,-6.69,-51.11,2.53,nan
2.29,3.04,-6.83,-37.66,2.46,nan
2.29,3.02,-6.91,-40.35,2.50,nan
2.29,3.00,-7.03,-48.42,2.52,nan
2.29,2.98,-7.07,-43.04,2.53,nan
2.29,2.96,-7.17,-37.66,2.48,nan
2.29,2.94,-7.22,-45.73,2.50,nan
2.29,2.92,-7.27,-48.42,2.47,nan
2.29,2.91,-7.31,-37.66,2.50,nan
2.29,2.88,-7.36,-40.35,2.50,nan
2.29,2.86,-7.39,-37.66,2.69,nan
2.29,2.85,-7.41,-37.66,2.37,nan
2.29,2.83,-7.43,-40.35,2.44,nan
2.29,2.81,-7.46,-48.42,2.52,nan
2.29,2.78,-7.48,-37.66,2.52,nan
2.29,2.76,-7.51,-45.73,2.53,nan
2.29,2.74,-7.53,-45.73,2.47,nan
2.29,2.73,-7.53,-37.66,2.50,nan
3.93,2.71,-7.55,-40.35,2.49,nan
3.93,2.69,-7.55,2547.43,2.48,nan
3.93,2.69,-7.53,2778.77,2.56,nan
3.93,2.69,-7.48,2009.43,2.44,nan
3.93,2.70,-7.36,1248.16,2.50,nan
3.93,2.72,-7.07,780.10,2.50,nan
3.93,2.73,-6.79,494.96,2.50,nan
3.93,2.75,-6.26,322.80,2.50,nan
3.93,2.76,-5.83,223.27,2.50,nan
3.93,2.78,-5.11,158.71,2.49,nan
3.93,2.80,-4.53,107.60,2.50,nan
3.93,2.82,-3.65,78.01,2.49,nan
3.93,2.84,-2.97,69.94,2.51,nan
3.93,2.86,-1.94,48.42,2.55,nan
3.93,2.88,-1.20,40.35,2.43,nan
3.93,2.89,-0.10,40.35,2.50,nan
3.93,2.92,0.60,45.73,2.50,nan
3.93,2.94,1.61,32.28,2.50,nan
3.93,2.95,2.23,32.28,2.55,nan
3.93,2.97,3.07,37.66,2.45,nan
3.93,2.99,3.55,34.97,2.50,nan
3.93,3.02,4.20,34.97,2.51,nan
3.93,3.03,4.58,34.97,2.49,nan
3.93,3.05,5.06,37.66,2.50,nan
3.93,3.07,5.35,26.90,2.51,nan
3.93,3.09,5.71,32.28,2.50,nan
3.93,3.11,5.92,37.66,2.49,nan
3.93,3.13,6.21,29.59,2.50,nan
3.93,3.15,6.35,29.59,2.50,nan
3.93,3.16,6.57,37.66,2.50,nan
3.93,3.18,6.69,29.59,2.50,nan
3.93,3.20,6.83,29.59,2.50,nan
3.93,3.22,6.95,37.66,2.54,nan
3.93,3.24,7.03,32.28,2.47,nan
3.93,3.26,7.07,26.90,2.56,nan
3.93,3.28,7.15,32.28,2.45,nan
3.93,3.30,7.19,37.66,2.53,nan
3.93,3.32,7.27,26.90,2.51,nan
3.93,3.34,7.29,32.28,2.44,nan
3.93,3.36,7.34,40.35,2.53,nan
3.93,3.38,7.36,32.28,2.50,nan
3.93,3.39,7.39,29.59,2.50,nan
3.93,3.41,7.41,37.66,2.47,nan
3.93,3.43,7.41,34.97,2.50,nan
3.54,3.45,7.43,26.90,2.50,nan
3.54,3.47,7.43,-1842.65,2.50,nan
3.54,3.48,7.43,390.05,2.51,nan
3.54,3.50,7.41,333.56,2.49,nan
3.54,3.51,7.36,-422.33,2.58,nan
3.54,3.52,7.31,-723.61,2.42,nan
3.54,3.53,7.24,-866.18,2.50,nan
3.54,3.54,7.12,-898.46,2.50,nan
3.54,3.54,7.00,-731.68,2.50,nan
3.54,3.54,6.79,-524.55,2.50,nan
3.54,3.54,6.59,-325.49,2.49,nan
3.54,3.54,6.24,-161.40,2.50,nan
3.54,3.54,5.97,24.21,2.50,nan
3.54,3.54,5.52,45.73,2.50,nan
3.54,3.54,5.18,134.50,2.50,nan
3.54,3.54,4.68,112.98,2.54,nan
3.54,3.53,4.32,99.53,2.47,nan
3.54,3.53,3.79,64.56,2.50,nan
3.54,3.53,3.45,53.80,2.49,nan
3.54,3.54,2.93,-5.38,2.50,nan
3.54,3.54,2.61,-29.59,2.50,nan
3.54,3.54,2.16,-21.52,2.50,nan
3.54,3.54,1.89,-13.45,2.54,nan
3.54,3.54,1.53,-8.07,2.46,nan
3.54,3.54,1.34,-2.69,2.50,nan
3.54,3.54,1.08,-2.69,2.60,nan
3.54,3.54,0.94,-2.69,2.41,nan
3.54,3.54,0.77,-2.69,2.50,nan
3.54,3.54,0.70,-2.69,2.50,nan
3.54,3.54,0.58,-2.69,2.49,nan
3.54,3.54,0.50,-2.69,2.50,nan
3.54,3.54,0.43,-2.69,2.50,nan
3.54,3.54,0.38,-2.69,2.57,nan
3.54,3.54,0.31,-2.69,2.49,nan
3.54,3.54,0.29,-2.69,2.44,nan
3.54,3.54,0.24,0.00,2.50,nan
3.54,3.54,0.19,0.00,2.55,nan
3.54,3.54,0.17,0.00,2.45,nan
3.54,3.54,0.14,0.00,2.51,nan
3.54,3.54,0.12,0.00,2.50,nan
3.54,3.54,0.10,0.00,2.55,nan
3.54,3.54,0.10,0.00,2.45,nan
3.54,3.54,0.07,0.00,2.50,nan
3.54,3.54,0.05,0.00,2.49,nan
2.13,3.54,0.05,0.00,2.55,nan
2.13,3.53,0.05,-1517.16,2.45,nan
2.13,3.53,0.02,-1420.32,2.50,nan
2.13,3.51,0.00,-946.88,2.54,nan
2.13,3.50,-0.07,-610.63,2.50,nan
2.13,3.48,-0.24,-400.81,2.50,nan
2.13,3.47,-0.38,-263.62,2.46,nan
2.13,3.45,-0.65,-177.54,2.50,nan
2.13,3.43,-0.86,-131.81,2.50,nan
2.13,3.41,-1.25,-99.53,2.56,nan
2.13,3.39,-1.53,-83.39,2.45,nan
2.13,3.37,-1.99,-64.56,2.53,nan
2.13,3.35,-2.30,-67.25,2.50,nan
2.13,3.33,-2.83,-59.18,2.50,nan
2.13,3.32,-3.19,-51.11,2.49,nan
2.13,3.30,-3.74,-48.42,2.50,nan
2.13,3.28,-4.08,-51.11,2.50,nan
2.13,3.26,-4.58,-43.04,2.51,nan
2.13,3.24,-4.89,-40.35,2.48,nan
2.13,3.22,-5.28,-51.11,2.50,nan
2.13,3.20,-5.52,-48.42,2.51,nan
2.13,3.18,-5.85,-37.66,2.53,nan
2.13,3.16,-6.02,-48.42,2.47,nan
2.13,3.14,-6.26,-45.73,2.50,nan
2.13,3.12,-6.40,-37.66,2.51,nan
2.13,3.11,-6.59,-40.35,2.49,nan
2.13,3.09,-6.69,-48.42,2.49,nan
2.13,3.07,-6.83,-37.66,2.50,nan
2.13,3.05,-6.91,-40.35,2.50,nan
2.13,3.03,-7.03,-51.11,2.50,nan
2.13,3.01,-7.07,-40.35,2.49,nan
2.13,2.99,-7.17,-37.66,2.50,nan
2.13,2.97,-7.22,-48.42,2.50,nan
2.13,2.95,-7.27,-45.73,2.53,nan
2.13,2.93,-7.31,-37.66,2.48,nan
2.13,2.91,-7.36,-37.66,2.54,nan
2.13,2.89,-7.39,-48.42,2.45,nan
2.13,2.87,-7.41,-40.35,2.51,nan
2.13,2.85,-7.43,-37.66,2.52,nan
2.13,2.84,-7.46,-48.42,2.47,nan
2.13,2.82,-7.48,-43.04,2.55,nan
2.13,2.80,-7.51,-37.66,2.45,nan
2.13,2.78,-7.51,-48.42,2.50,nan
2.13,2.76,-7.53,-45.73,2.50,nan
3.06,2.74,-7.55,-40.35,2.50,nan
3.06,2.72,-7.55,2977.83,2.50,nan
3.06,2.72,-7.53,2778.77,2.51,nan
3.06,2.73,-7.46,1823.82,2.50,nan
3.06,2.74,-7.31,1156.70,2.49,nan
3.06,2.75,-7.00,726.30,2.54,nan
3.06,2.77,-6.71,468.06,2.47,nan
3.06,2.78,-6.16,309.35,2.54,nan
3.06,2.80,-5.73,204.44,2.45,nan
3.06,2.82,-4.96,137.19,2.55,nan
3.06,2.84,-4.41,104.91,2.50,nan
3.06,2.86,-3.48,75.32,2.57,nan
3.06,2.87,-2.83,59.18,2.41,nan
3.06,2.89,-1.77,51.11,2.47,nan
3.06,2.91,-1.03,51.11,2.50,nan
3.06,2.93,0.05,40.35,2.55,nan
3.06,2.95,0.77,32.28,2.47,nan
3.06,2.97,1.75,37.66,2.49,nan
3.06,2.99,2.37,40.35,2.48,nan
3.06,3.01,3.19,24.21,2.50,nan
3.06,3.03,3.67,-390.05,2.54,nan
3.06,3.04,4.29,-858.11,2.48,nan
3.06,3.06,4.63,-1156.70,2.49,nan
3.06,3.06,5.06,-1102.90,2.49,nan
3.06,3.07,5.28,-965.71,2.49,nan
3.06,3.07,5.47,-634.84,2.52,nan
3.06,3.07,5.54,-419.64,2.48,nan
3.06,3.07,5.49,-174.85,2.51,nan
3.06,3.06,5.42,21.52,2.50,nan
3.06,3.06,5.18,80.70,2.50,nan
3.06,3.06,4.99,129.12,2.50,nan
3.06,3.06,4.60,142.57,2.49,nan
3.06,3.06,4.32,129.12,2.50,nan
3.06,3.06,3.86,112.98,2.52,nan
3.06,3.06,3.53,51.11,2.48,nan
3.06,3.06,3.02,40.35,2.50,nan
3.06,3.06,2.69,-24.21,2.50,nan
3.06,3.06,2.21,-32.28,2.50,nan
3.06,3.06,1.94,-18.83,2.50,nan
3.06,3.06,1.56,-8.07,2.50,nan
3.06,3.06,1.34,-2.69,2.51,nan
3.06,3.06,1.10,0.00,2.52,nan
3.06,3.06,0.96,0.00,2.50,nan
3.06,3.06,0.79,0.00,2.48,nan
3.81,3.06,0.70,0.00,2.55,nan
3.81,3.06,0.58,1517.16,2.44,nan
3.81,3.07,0.53,1379.97,2.55,nan
3.81,3.08,0.48,909.22,2.45,nan
3.81,3.10,0.50,583.73,2.50,nan
3.81,3.11,0.60,368.53,2.50,nan
3.81,3.13,0.72,247.48,2.55,nan
3.81,3.15,0.94,174.85,2.45,nan
3.81,3.17,1.13,131.81,2.50,nan
3.81,3.18,1.49,88.77,2.50,nan
3.81,3.20,1.75,67.25,2.50,nan
3.81,3.23,2.18,59.18,2.57,nan
3.81,3.24,2.49,51.11,2.48,nan
3.81,3.26,2.97,37.66,2.48,nan
3.81,3.28,3.33,43.04,2.46,nan
3.81,3.30,3.86,45.73,2.55,nan
3.81,3.32,4.22,29.59,2.51,nan
3.81,3.34,4.70,34.97,2.54,nan
3.81,3.36,4.99,43.04,2.44,nan
3.81,3.38,5.37,34.97,2.46,nan
3.81,3.39,5.61,29.59,2.59,nan
3.81,3.41,5.92,40.35,2.42,nan
3.81,3.43,6.09,34.97,2.50,nan
3.81,3.45,6.33,24.21,2.53,nan
3.81,3.47,6.47,32.28,2.53,nan
3.81,3.49,6.64,37.66,2.46,nan
3.81,3.51,6.74,24.21,2.50,nan
3.81,3.53,6.86,34.97,2.49,nan
3.81,3.55,6.95,40.35,2.50,nan
3.81,3.57,7.03,32.28,2.50,nan
3.81,3.59,7.10,24.21,2.53,nan
3.81,3.61,7.17,37.66,2.47,nan
3.81,3.63,7.22,34.97,2.49,nan
3.81,3.64,7.27,26.90,2.56,nan
3.81,3.66,7.29,32.28,2.46,nan
3.81,3.68,7.34,37.66,2.49,nan
3.81,3.70,7.36,24.21,2.51,nan
3.81,3.72,7.39,32.28,2.50,nan
3.81,3.74,7.41,37.66,2.49,nan
3.81,3.76,7.43,-5.38,2.50,nan
3.81,3.78,7.46,-508.41,2.51,nan
