setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
2.65,2.80,-7.58,-32.28,2.57,nan
2.66,2.77,-7.58,-45.73,2.47,nan
2.67,2.76,-7.60,-43.04,2.48,nan
2.68,2.74,-7.60,-34.97,2.48,nan
2.70,2.72,-7.63,295.90,2.52,nan
2.71,2.71,-7.63,1320.79,2.48,nan
2.73,2.70,-7.63,1993.29,2.52,nan
2.75,2.69,-7.58,2251.53,2.48,nan
2.77,2.70,-7.43,1710.84,2.52,nan
2.79,2.71,-7.29,1159.39,2.48,nan
2.82,2.72,-6.93,742.44,2.52,nan
2.85,2.74,-6.62,476.13,2.52,nan
2.87,2.76,-6.04,309.35,2.51,nan
2.90,2.77,-5.59,199.06,2.43,nan
2.93,2.79,-4.80,134.50,2.54,nan
2.96,2.81,-4.22,102.22,2.48,nan
2.99,2.83,-3.26,64.56,2.93,nan
3.05,2.85,-2.25,56.49,2.15,nan
3.05,2.87,-1.53,53.80,2.48,nan
3.09,2.89,-0.79,45.73,2.42,nan
3.12,2.91,0.26,32.28,2.50,nan
3.15,2.93,1.29,37.66,2.53,nan
3.19,2.95,1.94,34.97,2.47,nan
3.22,2.97,2.81,21.52,2.53,nan
3.25,2.98,3.33,21.52,2.50,nan
3.28,3.00,3.79,29.59,2.47,nan
3.31,3.02,4.41,29.59,2.50,nan
3.35,3.04,4.77,18.83,2.50,nan
3.38,3.06,5.23,26.90,2.52,nan
3.40,3.08,5.52,29.59,2.48,nan
3.43,3.10,5.85,18.83,2.51,nan
3.46,3.12,6.04,26.90,2.50,nan
3.48,3.14,6.31,32.28,2.49,nan
3.51,3.16,6.45,24.21,2.50,nan
3.53,3.18,6.64,24.21,2.53,nan
3.55,3.20,6.76,32.28,2.48,nan
3.57,3.21,6.91,24.21,2.50,nan
3.58,3.23,6.98,18.83,2.49,nan
3.60,3.25,7.07,26.90,2.50,nan
3.61,3.27,7.15,24.21,2.51,nan
3.62,3.29,7.22,18.83,2.51,nan
3.63,3.31,7.27,24.21,2.51,nan
3.64,3.33,7.31,29.59,2.49,nan
3.64,3.35,7.34,18.83,2.51,nan
3.64,3.37,7.39,24.21,2.50,nan
3.64,3.39,7.41,32.28,2.48,nan
3.64,3.41,7.43,21.52,2.52,nan
3.63,3.43,7.46,21.52,2.47,nan
3.62,3.45,7.48,29.59,2.52,nan
3.62,3.47,7.48,24.21,2.50,nan
3.60,3.49,7.51,18.83,2.48,nan
3.59,3.51,7.51,29.59,2.50,nan
3.57,3.52,7.53,26.90,2.49,nan
3.55,3.54,7.53,-562.21,2.52,nan
3.53,3.56,7.53,-1729.67,2.51,nan
3.49,3.56,7.51,-2286.50,2.47,nan
3.49,3.56,7.43,-2047.09,2.75,nan
3.46,3.56,7.31,-1506.40,2.25,nan
3.44,3.54,7.05,-981.85,2.52,nan
3.41,3.53,6.79,-632.15,2.48,nan
3.38,3.51,6.28,-411.57,2.53,nan
3.35,3.49,5.66,-247.48,2.49,nan
3.32,3.48,5.16,-182.92,2.50,nan
3.29,3.46,4.60,-139.88,2.50,nan
3.25,3.44,3.72,-107.60,2.58,nan
3.22,3.42,3.09,-75.32,2.41,nan
3.18,3.40,2.06,-64.56,2.53,nan
3.15,3.38,1.34,-64.56,2.47,nan
3.12,3.37,0.26,-51.11,2.51,nan
3.08,3.34,-0.43,-43.04,2.50,nan
3.05,3.33,-1.44,-51.11,2.53,nan
3.01,3.31,-2.04,-43.04,2.45,nan
2.98,3.29,-2.90,-34.97,2.54,nan
2.95,3.27,-3.41,-43.04,2.46,nan
2.92,3.25,-4.05,-45.73,2.52,nan
2.89,3.23,-4.44,-34.97,2.49,nan
2.86,3.21,-4.94,-45.73,2.65,nan
2.83,3.19,-5.25,-45.73,2.34,nan
2.80,3.17,-5.64,-32.28,2.50,nan
2.78,3.15,-5.85,-37.66,2.51,nan
2.75,3.13,-6.14,-45.73,2.49,nan
2.73,3.11,-6.31,-32.28,2.52,nan
2.71,3.09,-6.52,-34.97,2.49,nan
2.70,3.08,-6.64,-45.73,2.50,nan
2.68,3.06,-6.79,-40.35,2.49,nan
2.67,3.04,-6.88,-34.97,2.58,nan
2.66,3.02,-7.00,-45.73,2.42,nan
2.65,3.00,-7.07,-40.35,2.50,nan
2.65,2.98,-7.17,-32.28,2.54,nan
2.64,2.96,-7.22,-43.04,2.46,nan
2.64,2.94,-7.29,-43.04,2.51,nan
2.64,2.92,-7.34,-37.66,2.48,nan
2.65,2.90,-7.39,-37.66,2.58,nan
2.65,2.88,-7.41,-45.73,2.41,nan
2.66,2.86,-7.46,-32.28,2.52,nan
2.68,2.84,-7.48,-37.66,2.49,nan
2.69,2.82,-7.51,-45.73,2.52,nan
2.70,2.80,-7.53,-37.66,2.48,nan
2.72,2.78,-7.55,-37.66,2.50,nan
2.74,2.76,-7.55,225.96,2.51,nan
2.77,2.75,-7.58,1560.20,2.50,nan
2.79,2.74,-7.55,2235.39,2.67,nan
2.82,2.74,-7.51,2135.86,2.34,nan
2.84,2.74,-7.41,1587.10,2.56,nan
2.87,2.76,-7.17,1030.27,2.45,nan
2.90,2.77,-6.79,591.80,2.49,nan
2.94,2.79,-6.45,416.95,2.49,nan
2.97,2.81,-6.04,266.31,2.49,nan
3.00,2.82,-5.35,180.23,2.52,nan
3.04,2.84,-4.80,131.81,2.48,nan
3.07,2.86,-3.93,91.46,2.52,nan
3.11,2.88,-3.29,59.18,2.50,nan
3.14,2.90,-2.25,53.80,2.48,nan
3.18,2.92,-1.53,51.11,2.49,nan
3.22,2.94,-0.43,32.28,2.52,nan
3.25,2.96,0.26,32.28,2.48,nan
3.29,2.97,1.29,37.66,2.53,nan
3.32,3.00,1.94,29.59,2.47,nan
3.35,3.01,2.81,21.52,2.52,nan
3.39,3.03,3.33,26.90,2.48,nan
3.42,3.06,4.00,16.14,2.52,nan
3.45,3.07,4.41,16.14,2.51,nan
3.47,3.09,4.94,21.52,2.47,nan
3.50,3.11,5.23,29.59,2.51,nan
3.53,3.13,5.64,18.83,2.50,nan
3.55,3.15,5.85,24.21,2.50,nan
3.57,3.17,6.14,29.59,2.49,nan
3.58,3.19,6.31,21.52,2.51,nan
3.60,3.21,6.52,24.21,2.60,nan
3.61,3.24,6.81,24.21,3.03,nan
3.62,3.25,6.86,24.21,2.94,nan
3.64,3.26,6.88,16.14,1.36,nan
3.64,3.28,7.00,26.90,2.57,nan
3.64,3.30,7.07,24.21,2.49,nan
3.64,3.32,7.17,16.14,2.52,nan
3.64,3.34,7.22,24.21,2.50,nan
3.63,3.36,7.27,26.90,2.49,nan
3.63,3.38,7.31,16.14,2.55,nan
3.62,3.40,7.36,21.52,2.46,nan
3.60,3.42,7.39,29.59,2.47,nan
3.59,3.44,7.41,18.83,2.52,nan
3.55,3.46,7.43,24.21,2.52,nan
3.55,3.48,7.46,26.90,2.47,nan
3.53,3.50,7.48,18.83,2.49,nan
3.50,3.51,7.48,-1162.08,2.52,nan
3.48,3.53,7.48,-2283.81,2.48,nan
3.45,3.53,7.46,-2429.07,2.51,nan
3.42,3.52,7.39,-1737.74,2.49,nan
3.39,3.51,7.15,-1127.11,2.51,nan
3.35,3.50,6.93,-728.99,2.51,nan
3.32,3.48,6.47,-465.37,2.53,nan
3.29,3.47,6.09,-301.28,2.47,nan
3.25,3.45,5.42,-209.82,2.49,nan
3.18,3.43,4.65,-147.95,2.69,nan
3.18,3.41,4.05,-102.22,2.79,nan
3.14,3.39,3.43,-80.70,2.04,nan
3.10,3.37,2.45,-69.94,2.47,nan
3.06,3.35,1.73,-67.25,2.49,nan
3.03,3.33,0.65,-51.11,2.50,nan
2.99,3.31,-0.05,-45.73,2.50,nan
2.96,3.29,-1.08,-53.80,2.53,nan
2.92,3.28,-1.73,-40.35,2.50,nan
2.89,3.26,-2.61,-37.66,2.50,nan
2.86,3.23,-3.38,-43.04,2.51,nan
2.83,3.22,-3.84,-43.04,2.47,nan
2.80,3.20,-4.24,-34.97,2.51,nan
2.77,3.18,-4.80,-43.04,2.51,nan
2.75,3.16,-5.11,-43.04,2.48,nan
2.73,3.14,-5.52,-34.97,2.51,nan
2.71,3.12,-5.73,-37.66,2.50,nan
2.69,3.10,-6.04,-45.73,2.55,nan
2.68,3.08,-6.21,-34.97,2.45,nan
2.66,3.06,-6.45,-37.66,2.56,nan
2.65,3.04,-6.57,-48.42,2.44,nan
2.65,3.03,-6.74,-37.66,2.51,nan
2.64,3.01,-6.86,-37.66,2.54,nan
2.64,2.99,-6.98,-43.04,2.46,nan
2.64,2.97,-7.05,-37.66,2.50,nan
2.65,2.95,-7.15,-32.28,2.48,nan
2.66,2.93,-7.22,-43.04,2.50,nan
2.67,2.91,-7.29,-40.35,2.52,nan
2.68,2.89,-7.31,-32.28,2.52,nan
2.71,2.87,-7.39,-43.04,2.44,nan
2.71,2.85,-7.41,-43.04,2.52,nan
2.74,2.83,-7.46,-32.28,2.53,nan
2.76,2.81,-7.48,-37.66,2.47,nan
2.78,2.79,-7.51,543.38,2.51,nan
2.81,2.78,-7.53,1807.68,2.50,nan
2.87,2.77,-7.51,2579.71,2.50,nan
2.90,2.77,-7.46,2006.74,2.50,nan
2.90,2.78,-7.29,1345.00,2.51,nan
2.94,2.79,-7.10,850.04,2.51,nan
2.97,2.81,-6.69,548.76,2.53,nan
3.01,2.83,-6.35,357.77,2.45,nan
3.05,2.85,-5.47,196.37,3.06,nan
3.10,2.86,-5.23,150.64,1.95,nan
3.12,2.88,-4.39,110.29,2.51,nan
3.17,2.90,-3.79,86.08,2.54,nan
3.20,2.92,-2.81,61.87,2.53,nan
3.29,2.95,-1.39,43.04,3.90,nan
3.29,2.96,-1.03,45.73,1.42,nan
3.31,2.98,-0.29,40.35,2.14,nan
3.35,3.00,0.77,26.90,2.45,nan
3.35,3.02,1.44,32.28,2.49,nan
3.42,3.04,2.35,34.97,2.51,nan
3.45,3.06,2.93,24.21,2.50,nan
3.48,3.07,3.65,26.90,2.50,nan
3.51,3.09,4.10,32.28,2.54,nan
3.53,3.11,4.65,24.21,2.47,nan
3.55,3.13,4.99,18.83,2.48,nan
3.58,3.15,5.42,29.59,2.50,nan
3.59,3.17,5.66,21.52,2.50,nan
3.61,3.19,6.00,18.83,2.49,nan
3.63,3.21,6.16,26.90,2.57,nan
3.63,3.23,6.40,26.90,2.44,nan
3.64,3.25,6.55,18.83,2.49,nan
3.64,3.27,6.71,29.59,2.57,nan
3.64,3.28,6.81,32.28,2.42,nan
3.64,3.30,6.93,18.83,2.55,nan
3.63,3.32,7.00,24.21,2.45,nan
3.62,3.34,7.10,29.59,2.50,nan
3.61,3.36,7.17,24.21,2.50,nan
3.60,3.38,7.24,21.52,2.50,nan
3.58,3.40,7.27,29.59,2.50,nan
3.56,3.42,7.31,24.21,2.52,nan
3.54,3.44,7.34,21.52,2.49,nan
3.51,3.46,7.39,29.59,2.49,nan
3.49,3.48,7.41,-521.86,2.50,nan
3.46,3.50,7.43,-1877.62,2.73,nan
3.39,3.50,7.41,-2571.64,2.40,nan
3.39,3.50,7.36,-2125.10,2.38,nan
3.36,3.49,7.24,-1396.11,2.48,nan
3.32,3.47,6.98,-828.52,2.66,nan
3.28,3.46,6.71,-575.66,2.36,nan
3.24,3.45,6.21,-376.60,2.53,nan
3.20,3.43,5.80,-263.62,2.44,nan
3.16,3.41,5.08,-182.92,2.53,nan
3.12,3.39,4.53,-123.74,2.50,nan
3.08,3.37,3.65,-96.84,2.50,nan
3.05,3.35,3.00,-86.08,2.50,nan
3.01,3.33,1.97,-64.56,2.51,nan
2.97,3.31,1.25,-53.80,2.47,nan
2.93,3.29,0.17,-59.18,2.50,nan
2.90,3.28,-0.53,-48.42,2.50,nan
2.86,3.26,-1.53,-37.66,2.53,nan
2.83,3.24,-2.13,-45.73,2.45,nan
2.80,3.22,-2.97,-43.04,2.52,nan
2.77,3.20,-3.48,-34.97,2.50,nan
2.75,3.18,-4.12,-37.66,2.53,nan
2.72,3.16,-4.51,-45.73,2.48,nan
2.70,3.14,-5.01,-32.28,2.52,nan
2.68,3.12,-5.30,-37.66,2.48,nan
2.67,3.10,-5.66,-45.73,2.56,nan
2.66,3.08,-5.90,-34.97,2.44,nan
2.65,3.06,-6.16,-37.66,2.50,nan
2.64,3.05,-6.33,-45.73,2.50,nan
2.64,3.03,-6.55,-40.35,2.52,nan
2.64,3.01,-6.67,-32.28,2.48,nan
2.65,2.99,-6.81,-40.35,2.56,nan
2.65,2.97,-6.91,-43.04,2.45,nan
2.66,2.95,-7.03,-34.97,2.53,nan
2.68,2.93,-7.10,-40.35,2.46,nan
2.70,2.91,-7.19,-40.35,2.53,nan
2.72,2.89,-7.24,-34.97,2.48,nan
2.74,2.87,-7.31,-37.66,2.52,nan
2.76,2.85,-7.34,-48.42,2.48,nan
2.79,2.83,-7.39,-34.97,2.52,nan
2.82,2.81,-7.43,971.09,2.48,nan
2.85,2.80,-7.46,2340.30,2.53,nan
2.89,2.80,-7.46,2466.73,2.48,nan
2.92,2.80,-7.36,1761.95,2.49,nan
2.96,2.81,-7.22,1145.94,2.50,nan
3.00,2.83,-6.91,728.99,2.52,nan
3.04,2.84,-6.62,468.06,2.47,nan
3.08,2.86,-6.04,298.59,2.51,nan
3.12,2.88,-5.61,193.68,2.50,nan
3.16,2.90,-4.84,137.19,2.67,nan
3.20,2.92,-4.27,104.91,2.33,nan
3.24,2.93,-3.33,72.63,2.51,nan
3.28,2.95,-2.66,51.11,2.50,nan
3.32,2.97,-1.61,48.42,2.50,nan
3.40,2.99,-0.89,43.04,2.48,nan
3.40,3.01,0.19,26.90,2.51,nan
3.43,3.03,0.89,32.28,2.51,nan
3.46,3.05,1.87,34.97,2.48,nan
3.49,3.07,2.47,24.21,2.50,nan
3.52,3.09,3.29,26.90,2.52,nan
3.55,3.11,3.74,32.28,2.47,nan
3.57,3.13,4.36,24.21,2.52,nan
3.59,3.15,4.72,21.52,2.48,nan
3.61,3.16,5.20,26.90,2.52,nan
3.62,3.18,5.47,24.21,2.48,nan
3.63,3.20,5.83,18.83,2.54,nan
3.64,3.22,6.02,26.90,2.45,nan
3.64,3.24,6.28,29.59,2.52,nan
3.64,3.26,6.43,16.14,2.48,nan
3.64,3.28,6.62,24.21,2.52,nan
3.63,3.30,6.74,29.59,2.48,nan
3.62,3.32,6.86,18.83,2.52,nan
3.61,3.34,6.95,21.52,2.48,nan
3.59,3.36,7.05,29.59,2.49,nan
3.57,3.38,7.12,21.52,2.50,nan
3.55,3.40,7.19,18.83,2.53,nan
3.52,3.42,7.24,29.59,2.47,nan
3.49,3.44,7.29,24.21,2.53,nan
3.46,3.46,7.34,-419.64,2.47,nan
3.43,3.47,7.36,-1928.73,2.52,nan
3.39,3.48,7.39,-2671.17,2.53,nan
3.36,3.47,7.31,-2098.20,2.47,nan
3.32,3.47,7.22,-1353.07,2.48,nan
3.28,3.45,6.95,-866.18,2.52,nan
3.24,3.44,6.69,-559.52,2.50,nan
3.20,3.42,6.19,-365.84,2.50,nan
3.15,3.40,5.76,-247.48,2.48,nan
3.11,3.38,5.04,-182.92,2.52,nan
3.07,3.37,4.48,-131.81,2.48,nan
3.03,3.35,3.60,-91.46,2.55,nan
2.99,3.33,2.95,-78.01,2.45,nan
2.95,3.31,1.92,-72.63,2.50,nan
2.91,3.29,1.22,-53.80,2.50,nan
2.87,3.27,0.12,-45.73,2.52,nan
2.84,3.25,-0.58,-53.80,2.50,nan
2.81,3.23,-1.56,-45.73,2.49,nan
2.78,3.21,-2.18,-34.97,2.50,nan
2.75,3.19,-3.00,-45.73,2.51,nan
2.72,3.17,-3.50,-43.04,2.49,nan
2.70,3.16,-4.15,-34.97,2.50,nan
2.68,3.14,-4.53,-40.35,2.50,nan
2.67,3.12,-5.01,-43.04,2.52,nan
2.66,3.10,-5.30,-34.97,2.48,nan
2.65,3.08,-5.68,-37.66,2.52,nan
2.64,3.06,-5.90,-45.73,2.48,nan
2.64,3.04,-6.19,-32.28,2.55,nan
2.64,3.02,-6.35,-34.97,2.45,nan
2.65,3.00,-6.55,-45.73,2.50,nan
2.66,2.98,-6.67,-37.66,2.50,nan
2.67,2.96,-6.83,-34.97,2.52,nan
2.69,2.94,-6.93,-43.04,2.47,nan
2.71,2.92,-7.05,-40.35,2.52,nan
2.73,2.90,-7.10,-32.28,2.54,nan
2.76,2.88,-7.19,-43.04,2.44,nan
2.79,2.86,-7.24,-43.04,2.50,nan
2.82,2.84,-7.31,-16.14,2.52,nan
2.85,2.83,-7.36,1501.02,2.47,nan
2.89,2.82,-7.39,2738.42,2.52,nan
2.93,2.82,-7.36,2289.19,2.50,nan
2.97,2.83,-7.27,1527.92,2.52,nan
3.01,2.84,-7.12,963.02,2.46,nan
3.05,2.85,-6.76,616.01,2.52,nan
3.09,2.87,-6.45,398.12,2.49,nan
3.14,2.89,-5.85,266.31,2.52,nan
3.18,2.91,-5.40,177.54,2.48,nan
3.22,2.92,-4.60,112.98,2.52,nan
3.27,2.94,-4.03,86.08,2.47,nan
3.31,2.96,-3.07,75.32,2.52,nan
3.35,2.98,-2.37,48.42,2.50,nan
3.39,3.00,-1.32,34.97,2.48,nan
3.43,3.02,-0.58,37.66,2.49,nan
3.46,3.04,0.48,32.28,2.50,nan
3.49,3.06,1.18,21.52,2.50,nan
3.52,3.08,2.13,26.90,2.53,nan
3.55,3.10,2.71,29.59,2.49,nan
3.57,3.11,3.48,16.14,2.51,nan
3.59,3.13,3.93,24.21,2.49,nan
3.61,3.15,4.51,29.59,2.50,nan
3.62,3.17,4.87,18.83,2.50,nan
3.63,3.19,5.30,18.83,2.51,nan
3.64,3.21,5.56,26.90,2.49,nan
3.64,3.23,5.90,21.52,2.50,nan
3.64,3.25,6.09,16.14,2.49,nan
3.63,3.27,6.33,26.90,2.52,nan
3.62,3.29,6.47,21.52,2.48,nan
3.61,3.31,6.67,16.14,2.52,nan
3.60,3.33,6.76,26.90,2.47,nan
3.58,3.34,6.91,24.21,2.52,nan
3.55,3.37,6.98,16.14,2.49,nan
3.53,3.38,7.07,24.21,2.50,nan
3.50,3.40,7.15,29.59,2.53,nan
3.46,3.42,7.22,16.14,2.55,nan
3.43,3.44,7.24,-941.50,2.39,nan
3.39,3.45,7.29,-2485.56,2.51,nan
3.35,3.46,7.29,-2509.77,2.49,nan
3.31,3.45,7.22,-1753.88,2.53,nan
3.27,3.44,7.07,-1140.56,2.47,nan
3.23,3.43,6.76,-739.75,2.51,nan
3.18,3.41,6.47,-476.13,2.50,nan
3.14,3.39,5.95,-303.97,2.51,nan
3.09,3.37,5.49,-209.82,2.47,nan
3.05,3.35,4.75,-153.33,2.50,nan
3.01,3.34,4.17,-121.05,2.50,nan
2.96,3.32,3.26,-83.39,2.52,nan
2.92,3.30,2.61,-67.25,2.48,nan
2.88,3.28,1.56,-67.25,2.50,nan
2.85,3.26,0.84,-56.49,2.50,nan
2.81,3.24,-0.22,-43.04,2.55,nan
2.78,3.22,-0.91,-48.42,2.45,nan
2.75,3.20,-1.89,-45.73,2.52,nan
2.72,3.18,-2.47,-34.97,2.49,nan
2.70,3.16,-3.26,-37.66,2.50,nan
2.68,3.14,-3.72,-45.73,2.51,nan
2.67,3.13,-4.34,-34.97,2.50,nan
2.65,3.11,-4.70,-40.35,2.48,nan
2.65,3.09,-5.18,-45.73,2.51,nan
2.64,3.07,-5.44,-37.66,2.49,nan
2.64,3.05,-5.80,-37.66,2.50,nan
2.65,3.03,-6.00,-43.04,2.51,nan
2.65,3.01,-6.26,-40.35,2.50,nan
2.67,2.99,-6.43,-32.28,2.50,nan
2.68,2.97,-6.62,-45.73,2.52,nan
2.70,2.95,-6.74,-43.04,2.48,nan
2.73,2.93,-6.88,-34.97,2.51,nan
2.75,2.91,-6.98,-43.04,2.48,nan
2.78,2.89,-7.07,-43.04,2.50,nan
2.81,2.87,-7.15,-32.28,2.51,nan
2.85,2.86,-7.24,365.84,2.50,nan
2.89,2.84,-7.27,2001.36,2.49,nan
2.93,2.83,-7.31,2676.55,2.50,nan
2.97,2.84,-7.29,2057.85,2.50,nan
3.01,2.85,-7.15,1318.10,2.53,nan
3.06,2.86,-6.98,839.28,2.49,nan
3.10,2.87,-6.59,535.31,2.51,nan
3.15,2.89,-6.26,347.01,2.49,nan
3.19,2.91,-5.64,225.96,2.49,nan
3.24,2.93,-5.16,161.40,2.50,nan
3.28,2.95,-4.32,118.36,2.49,nan
3.33,2.97,-3.72,80.70,2.50,nan
3.37,2.98,-2.76,59.18,2.52,nan
3.41,3.01,-2.06,53.80,2.48,nan
3.45,3.02,-0.98,43.04,2.50,nan
3.48,3.04,-0.26,26.90,2.50,nan
3.51,3.06,0.79,32.28,2.52,nan
3.54,3.08,1.46,34.97,2.48,nan
3.57,3.10,2.40,18.83,2.48,nan
3.59,3.12,2.95,26.90,2.51,nan
3.61,3.14,3.67,32.28,2.49,nan
3.62,3.16,4.10,21.52,2.50,nan
3.63,3.18,4.68,24.21,2.55,nan
3.64,3.20,5.16,26.90,2.73,nan
3.64,3.22,5.42,26.90,2.32,nan
3.64,3.23,5.66,21.52,2.39,nan
3.63,3.25,5.97,29.59,2.54,nan
3.62,3.27,6.16,24.21,2.46,nan
3.61,3.29,6.40,21.52,2.52,nan
3.59,3.31,6.52,24.21,2.49,nan
3.57,3.33,6.69,26.90,2.50,nan
3.54,3.35,6.81,16.14,2.64,nan
3.51,3.37,6.93,26.90,2.40,nan
3.48,3.39,7.00,32.28,2.45,nan
3.44,3.41,7.10,18.83,2.52,nan
3.40,3.43,7.15,-1170.15,2.50,nan
3.36,3.44,7.22,-2692.69,2.50,nan
3.32,3.44,7.22,-2394.10,2.50,nan
3.28,3.43,7.12,-1624.76,2.50,nan
3.23,3.42,7.00,-1038.34,2.50,nan
3.19,3.41,6.69,-669.81,2.58,nan
3.14,3.39,6.40,-433.09,2.42,nan
3.09,3.37,5.83,-287.83,2.50,nan
3.05,3.35,5.40,-209.82,2.50,nan
3.00,3.34,4.63,-150.64,2.50,nan
2.96,3.32,4.05,-102.22,2.50,nan
2.92,3.30,3.14,-83.39,2.51,nan
2.87,3.28,2.47,-78.01,2.47,nan
2.84,3.26,1.41,-53.80,2.54,nan
2.80,3.24,0.70,-48.42,2.46,nan
2.77,3.22,-0.36,-53.80,2.53,nan
2.74,3.20,-1.06,-45.73,2.47,nan
2.71,3.18,-2.01,-37.66,2.54,nan
2.69,3.16,-2.59,-45.73,2.46,nan
2.67,3.14,-3.36,-43.04,2.53,nan
2.66,3.12,-3.81,-34.97,2.47,nan
2.65,3.11,-4.41,-40.35,2.51,nan
2.64,3.09,-4.77,-45.73,2.49,nan
2.64,3.07,-5.23,-32.28,2.53,nan
2.64,3.05,-5.49,-37.66,2.48,nan
2.65,3.03,-5.85,-45.73,2.58,nan
2.66,3.01,-6.04,-34.97,2.41,nan
2.68,2.99,-6.31,-34.97,2.52,nan
2.70,2.97,-6.45,-43.04,2.47,nan
2.73,2.95,-6.64,-34.97,2.53,nan
2.76,2.93,-6.76,-34.97,2.46,nan
2.79,2.91,-6.91,-43.04,2.59,nan
2.82,2.89,-6.98,-40.35,2.41,nan
2.86,2.87,-7.10,78.01,2.53,nan
2.90,2.86,-7.17,1786.16,2.47,nan
2.94,2.85,-7.22,2781.46,2.50,nan
2.99,2.85,-7.22,2170.83,2.50,nan
3.03,2.86,-7.12,1404.18,2.55,nan
3.08,2.87,-6.95,895.77,2.46,nan
3.13,2.89,-6.62,575.66,2.52,nan
3.17,2.90,-6.28,373.91,2.47,nan
3.22,2.92,-5.71,239.41,2.51,nan
3.27,2.94,-5.23,158.71,2.49,nan
3.31,2.96,-4.44,118.36,2.55,nan
3.36,2.98,-3.84,91.46,2.45,nan
3.40,3.00,-2.88,59.18,2.50,nan
3.44,3.02,-2.21,48.42,2.50,nan
3.48,3.03,-1.13,45.73,2.52,nan
3.51,3.05,-0.41,34.97,2.47,nan
3.54,3.07,0.65,24.21,2.52,nan
3.57,3.09,1.34,32.28,2.47,nan
3.59,3.11,2.28,29.59,2.52,nan
3.61,3.13,2.83,18.83,2.48,nan
3.62,3.15,3.60,26.90,2.53,nan
3.63,3.17,4.03,32.28,2.47,nan
3.64,3.19,4.60,16.14,2.50,nan
3.64,3.21,4.94,21.52,2.49,nan
3.64,3.23,5.37,26.90,2.53,nan
3.63,3.24,5.61,18.83,2.48,nan
3.62,3.26,5.95,21.52,2.52,nan
3.60,3.28,6.14,29.59,2.47,nan
3.58,3.30,6.38,21.52,2.53,nan
3.55,3.32,6.50,21.52,2.48,nan
3.52,3.34,6.69,29.59,2.52,nan
3.49,3.36,6.79,21.52,2.47,nan
3.45,3.38,6.93,18.83,2.52,nan
3.41,3.40,7.00,-10.76,2.48,nan
3.37,3.42,7.10,-1864.17,2.52,nan
3.33,3.43,7.12,-2800.29,2.47,nan
3.28,3.42,7.12,-2146.62,2.52,nan
3.24,3.41,7.07,-1409.56,2.49,nan
3.19,3.40,6.83,-898.46,2.52,nan
3.14,3.39,6.62,-581.04,2.48,nan
3.09,3.37,6.14,-384.67,2.49,nan
3.04,3.35,5.76,-263.62,2.52,nan
3.00,3.33,5.06,-180.23,2.52,nan
2.95,3.31,4.53,-126.43,2.46,nan
2.91,3.30,3.65,-102.22,2.60,nan
2.86,3.28,3.02,-83.39,2.40,nan
2.83,3.26,2.01,-59.18,2.52,nan
2.79,3.24,1.29,-56.49,2.48,nan
2.76,3.22,0.22,-56.49,2.56,nan
2.73,3.20,-0.48,-43.04,2.44,nan
2.70,3.18,-1.49,-40.35,2.50,nan
2.68,3.16,-2.11,-48.42,2.50,nan
2.66,3.14,-2.95,-43.04,2.51,nan
2.65,3.12,-3.45,-34.97,2.50,nan
2.64,3.10,-4.10,-45.73,2.51,nan
2.64,3.08,-4.48,-43.04,2.49,nan
2.64,3.07,-4.99,-34.97,2.51,nan
2.65,3.05,-5.28,-40.35,2.49,nan
2.66,3.03,-5.66,-43.04,2.49,nan
2.68,3.01,-5.88,-32.28,2.50,nan
2.70,2.99,-6.16,-37.66,2.53,nan
2.73,2.97,-6.33,-45.73,2.48,nan
2.76,2.95,-6.55,-34.97,2.51,nan
2.79,2.93,-6.67,-34.97,2.48,nan
2.82,2.91,-6.83,-45.73,2.54,nan
2.87,2.89,-6.93,-40.35,2.46,nan
2.91,2.87,-7.05,1544.06,2.53,nan
2.95,2.86,-7.10,2805.67,2.47,nan
3.00,2.87,-7.12,2302.64,2.53,nan
3.05,2.87,-7.07,1517.16,2.49,nan
3.10,2.89,-6.88,963.02,2.50,nan
3.15,2.90,-6.67,618.70,2.48,nan
3.19,2.92,-6.21,406.19,2.59,nan
3.24,2.93,-5.85,266.31,2.41,nan
3.29,2.95,-5.16,169.47,2.52,nan
3.34,2.97,-4.65,123.74,2.48,nan
3.38,2.99,-3.79,94.15,2.51,nan
3.43,3.01,-3.17,67.25,2.51,nan
3.47,3.03,-2.16,48.42,2.51,nan
3.50,3.05,-1.44,43.04,2.47,nan
3.53,3.07,-0.34,43.04,2.52,nan
3.56,3.08,0.36,24.21,2.48,nan
3.59,3.10,1.39,29.59,2.50,nan
3.64,3.12,2.01,34.97,2.50,nan
3.64,3.14,2.88,24.21,2.53,nan
3.64,3.16,3.62,29.59,2.47,nan
3.64,3.18,4.05,29.59,2.50,nan
3.64,3.20,4.44,26.90,2.51,nan
3.64,3.22,4.96,18.83,2.51,nan
3.64,3.24,5.25,29.59,2.48,nan
3.63,3.26,5.64,24.21,2.50,nan
3.63,3.28,5.85,18.83,2.50,nan
3.63,3.30,6.14,26.90,2.52,nan
3.62,3.31,6.31,29.59,2.54,nan
3.62,3.33,6.52,18.83,2.50,nan
3.62,3.35,6.64,24.21,2.49,nan
3.61,3.37,6.79,29.59,2.48,nan
