setpoint[rad],position[rad],velocity[rad/s],acceleration[rad/s^2],current[mA],delta_t [ms]
2.87,3.22,-4.29,nan,-43.04,2.54
2.87,3.20,-4.65,nan,-32.28,2.44
2.69,3.18,-5.11,nan,-32.28,2.50
2.69,3.16,-5.40,nan,-40.35,2.50
2.69,3.14,-5.76,nan,-34.97,2.53
2.69,3.12,-5.95,nan,-32.28,2.48
2.69,3.10,-6.24,nan,-40.35,2.53
2.69,3.08,-6.38,nan,-37.66,2.46
2.69,3.06,-6.59,nan,-29.59,2.51
2.69,3.05,-6.71,nan,-40.35,2.49
2.69,3.03,-6.86,nan,-37.66,2.50
2.69,3.01,-6.95,nan,-29.59,2.51
2.69,2.99,-7.05,nan,-34.97,2.51
2.69,2.97,-7.12,nan,-40.35,2.49
2.69,2.95,-7.22,nan,-29.59,2.52
2.69,2.93,-7.27,nan,-34.97,2.49
2.69,2.91,-7.34,nan,-43.04,2.49
2.69,2.89,-7.36,nan,-29.59,2.49
2.69,2.87,-7.41,nan,-32.28,2.49
2.69,2.85,-7.46,nan,-40.35,2.51
2.69,2.83,-7.48,nan,-29.59,2.48
2.69,2.81,-7.51,nan,-29.59,2.52
3.29,2.79,-7.53,nan,-43.04,2.49
3.29,2.78,-7.55,nan,2902.51,2.50
3.29,2.77,-7.55,nan,2765.32,2.50
3.29,2.78,-7.51,nan,1834.58,2.53
3.29,2.79,-7.31,nan,1175.53,2.47
3.29,2.80,-7.12,nan,755.89,2.50
3.29,2.82,-6.69,nan,492.27,2.50
3.29,2.83,-6.33,nan,320.11,2.50
3.29,2.85,-5.68,nan,215.20,2.54
3.29,2.87,-5.18,nan,153.33,2.46
3.29,2.89,-4.34,nan,112.98,2.54
3.29,2.91,-3.72,nan,69.94,2.46
3.29,2.93,-2.73,nan,59.18,2.56
3.29,2.95,-2.04,nan,53.80,2.46
3.29,2.97,-0.94,nan,40.35,2.49
3.29,2.98,-0.19,nan,32.28,2.51
3.29,3.00,0.86,nan,37.66,2.52
3.29,3.02,1.53,nan,29.59,2.50
3.29,3.04,2.45,nan,21.52,2.52
3.29,3.06,3.00,nan,26.90,2.45
3.63,3.08,3.74,nan,26.90,2.55
3.63,3.10,4.17,nan,18.83,2.45
3.63,3.12,4.72,nan,24.21,2.50
3.63,3.14,5.04,nan,29.59,2.52
3.63,3.16,5.47,nan,18.83,2.52
3.63,3.18,5.71,nan,21.52,2.46
3.63,3.20,6.02,nan,29.59,2.51
3.63,3.22,6.21,nan,16.14,2.50
3.63,3.23,6.45,nan,24.21,2.50
3.63,3.25,6.57,nan,29.59,2.50
3.63,3.27,6.74,nan,21.52,2.57
3.63,3.29,6.83,nan,21.52,2.43
3.63,3.31,6.98,nan,29.59,2.53
3.63,3.33,7.05,nan,21.52,2.46
3.63,3.35,7.15,nan,18.83,2.52
3.63,3.37,7.19,nan,29.59,2.48
3.63,3.39,7.27,nan,24.21,2.69
3.63,3.41,7.31,nan,18.83,2.33
3.63,3.43,7.36,nan,26.90,2.52
3.63,3.45,7.39,nan,26.90,2.46
3.12,3.47,7.43,nan,16.14,2.51
3.12,3.48,7.46,nan,-2915.96,2.48
3.12,3.49,7.46,nan,-2778.77,2.54
3.12,3.48,7.41,nan,-1888.38,2.50
3.12,3.47,7.24,nan,-1218.57,2.56
3.12,3.46,7.05,nan,-788.17,2.43
3.12,3.45,6.64,nan,-516.48,2.60
3.12,3.43,6.28,nan,-352.39,2.39
3.12,3.41,5.64,nan,-242.10,2.50
3.12,3.39,5.16,nan,-161.40,2.50
3.12,3.37,4.32,nan,-115.67,2.53
3.12,3.35,3.69,nan,-96.84,2.46
3.12,3.33,2.71,nan,-78.01,2.50
3.12,3.32,2.01,nan,-56.49,2.51
3.12,3.30,0.94,nan,-51.11,2.49
3.12,3.28,0.19,nan,-51.11,2.51
3.12,3.26,-0.86,nan,-37.66,2.50
3.12,3.24,-1.53,nan,-37.66,2.51
3.12,3.22,-2.45,nan,-45.73,2.51
3.12,3.20,-2.97,nan,-32.28,2.46
2.64,3.18,-3.72,nan,-34.97,2.50
2.64,3.16,-4.12,nan,-40.35,2.50
2.64,3.14,-4.70,nan,-34.97,2.50
2.64,3.12,-5.01,nan,-34.97,2.50
2.64,3.10,-5.44,nan,-40.35,2.53
2.64,3.08,-5.68,nan,-37.66,2.46
2.64,3.06,-6.02,nan,-32.28,2.50
2.64,3.05,-6.19,nan,-40.35,2.55
2.64,3.03,-6.43,nan,-34.97,2.47
2.64,3.01,-6.57,nan,-29.59,2.49
2.64,2.99,-6.74,nan,-37.66,2.51
2.64,2.97,-6.83,nan,-40.35,2.48
2.64,2.95,-6.98,nan,-29.59,2.52
2.64,2.93,-7.05,nan,-34.97,2.48
2.64,2.91,-7.15,nan,-40.35,2.54
2.64,2.89,-7.22,nan,-29.59,2.47
2.64,2.87,-7.29,nan,-32.28,2.50
2.64,2.85,-7.34,nan,-43.04,2.50
2.64,2.83,-7.39,nan,-29.59,2.50
2.64,2.81,-7.41,nan,-29.59,2.49
3.06,2.79,-7.46,nan,-43.04,2.50
3.06,2.77,-7.48,nan,2875.61,2.53
3.06,2.77,-7.48,nan,2754.56,2.47
3.06,2.78,-7.46,nan,1837.27,2.51
3.06,2.79,-7.27,nan,1180.91,2.50
3.06,2.80,-7.07,nan,766.65,2.50
3.06,2.82,-6.67,nan,497.65,2.49
3.06,2.83,-6.31,nan,325.49,2.50
3.06,2.85,-5.66,nan,217.89,2.53
3.06,2.87,-5.16,nan,156.02,2.50
3.06,2.89,-4.34,nan,118.36,2.51
3.06,2.91,-3.72,nan,75.32,2.46
3.06,2.93,-2.73,nan,61.87,2.50
3.06,2.95,-2.01,nan,56.49,2.51
3.06,2.96,-0.94,nan,43.04,2.48
3.06,2.98,-0.19,nan,29.59,2.51
3.06,3.00,0.86,nan,34.97,2.52
3.06,3.02,1.53,nan,-48.42,2.49
3.06,3.04,2.45,nan,-661.74,2.52
3.06,3.06,3.00,nan,-1046.41,2.47
3.63,3.06,3.69,nan,-1175.53,2.49
3.63,3.07,4.08,nan,586.42,2.50
3.63,3.08,4.53,nan,844.66,2.50
3.63,3.10,4.77,nan,594.49,2.50
3.63,3.12,5.04,nan,398.12,2.53
3.63,3.13,5.18,nan,266.31,2.47
3.63,3.15,5.37,nan,193.68,2.50
3.63,3.17,5.47,nan,129.12,2.50
3.63,3.19,5.59,nan,83.39,2.50
3.63,3.21,5.66,nan,72.63,2.50
3.63,3.22,5.76,nan,61.87,2.53
3.63,3.24,5.78,nan,37.66,2.50
3.63,3.26,5.85,nan,37.66,2.50
3.63,3.28,5.92,nan,40.35,2.46
3.63,3.30,6.04,nan,29.59,2.53
3.63,3.32,6.14,nan,24.21,2.47
3.63,3.34,6.31,nan,32.28,2.50
3.63,3.36,6.43,nan,26.90,2.50
3.63,3.38,6.59,nan,24.21,2.55
3.63,3.40,6.69,nan,26.90,2.45
3.30,3.42,6.83,nan,26.90,2.51
3.30,3.44,6.91,nan,-2897.13,2.50
3.30,3.44,7.00,nan,-2759.94,2.50
3.30,3.43,7.00,nan,-1837.27,2.50
3.30,3.43,6.88,nan,-1210.50,2.53
3.30,3.41,6.74,nan,-798.93,2.46
3.30,3.39,6.35,nan,-527.24,2.54
3.30,3.38,6.04,nan,-347.01,2.45
3.30,3.36,5.44,nan,-228.65,2.50
3.30,3.34,4.96,nan,-18.83,2.50
3.30,3.33,4.15,nan,540.69,2.50
3.30,3.31,3.57,nan,971.09,2.50
3.30,3.30,2.64,nan,1148.63,2.50
3.30,3.29,2.01,nan,1016.82,2.51
3.30,3.29,1.06,nan,841.97,2.50
3.30,3.29,0.46,nan,564.90,2.50
3.30,3.29,-0.34,nan,341.63,2.49
3.30,3.29,-0.77,nan,145.26,2.53
3.30,3.30,-1.29,nan,-13.45,2.47
3.30,3.30,-1.53,nan,-94.15,2.57
3.64,3.30,-1.77,nan,-134.50,2.42
3.64,3.30,-1.82,nan,1310.03,2.50
3.64,3.31,-1.80,nan,1264.30,2.50
3.64,3.33,-1.70,nan,852.73,2.54
3.64,3.34,-1.41,nan,559.52,2.45
3.64,3.36,-1.18,nan,371.22,2.50
3.64,3.38,-0.70,nan,250.17,2.50
3.64,3.39,-0.36,nan,158.71,2.54
3.64,3.41,0.17,nan,118.36,2.48
3.64,3.43,0.58,nan,94.15,2.52
3.64,3.45,1.15,nan,53.80,2.92
3.64,3.47,1.56,nan,45.73,2.06
3.64,3.49,2.13,nan,45.73,2.50
3.64,3.51,2.54,nan,40.35,2.49
3.64,3.53,3.14,nan,24.21,2.49
3.64,3.55,3.55,nan,32.28,2.50
3.64,3.56,4.10,nan,34.97,2.50
3.64,3.59,4.46,nan,21.52,2.52
3.64,3.61,4.94,nan,-344.32,2.81
3.64,3.62,5.23,nan,-763.96,2.15
3.64,3.64,5.59,nan,-1110.97,2.52
3.64,3.64,5.78,nan,-1323.48,2.49
3.64,3.65,6.00,nan,-1135.18,2.50
3.64,3.65,6.07,nan,-833.90,2.53
3.64,3.65,6.07,nan,-516.48,2.46
3.64,3.65,6.00,nan,-223.27,2.50
3.64,3.64,5.80,nan,-8.07,2.53
3.64,3.64,5.61,nan,83.39,2.54
3.64,3.64,5.28,nan,177.54,2.46
3.64,3.64,4.99,nan,174.85,2.48
3.64,3.64,4.51,nan,177.54,2.52
3.64,3.64,4.17,nan,147.95,2.48
3.64,3.64,3.65,nan,129.12,2.46
3.64,3.64,3.26,nan,51.11,2.53
3.64,3.64,2.73,nan,16.14,2.55
3.64,3.64,2.40,nan,-53.80,2.45
3.64,3.64,1.94,nan,-34.97,2.51
3.64,3.64,1.65,nan,-21.52,2.49
3.64,3.64,1.32,nan,-13.45,2.53
3.64,3.64,1.15,nan,-8.07,2.46
3.63,3.64,0.91,nan,-2.69,2.50
3.63,3.64,0.79,nan,-441.16,2.51
3.63,3.63,0.65,nan,-263.62,2.49
3.63,3.63,0.58,nan,-45.73,2.50
3.63,3.63,0.46,nan,78.01,2.50
3.63,3.63,0.38,nan,145.26,2.50
3.63,3.63,0.26,nan,156.02,2.58
3.63,3.62,0.22,nan,139.88,2.43
3.63,3.62,0.12,nan,121.05,2.49
3.63,3.62,0.05,nan,78.01,2.50
3.63,3.62,0.00,nan,45.73,2.51
3.63,3.63,-0.05,nan,10.76,2.50
3.63,3.63,-0.10,nan,-43.04,2.49
3.63,3.63,-0.12,nan,-37.66,2.53
3.63,3.63,-0.14,nan,-21.52,2.50
3.63,3.63,-0.17,nan,-10.76,2.47
3.63,3.63,-0.17,nan,-5.38,2.53
3.63,3.63,-0.17,nan,-18.83,2.46
3.63,3.63,-0.17,nan,-8.07,2.50
3.63,3.63,-0.14,nan,-8.07,2.50
3.61,3.63,-0.12,nan,0.00,2.56
3.61,3.62,-0.10,nan,-831.21,2.43
3.61,3.62,-0.07,nan,-408.88,2.50
3.61,3.62,-0.07,nan,-121.05,2.51
3.61,3.61,-0.10,nan,126.43,2.52
3.61,3.61,-0.14,nan,225.96,2.47
3.61,3.61,-0.19,nan,285.14,2.52
3.61,3.60,-0.24,nan,269.00,2.47
3.61,3.60,-0.31,nan,260.93,2.54
3.61,3.60,-0.36,nan,169.47,2.51
3.61,3.60,-0.41,nan,91.46,2.45
3.61,3.60,-0.43,nan,13.45,2.50
3.61,3.60,-0.48,nan,0.00,2.51
3.61,3.61,-0.50,nan,-69.94,2.51
3.61,3.61,-0.53,nan,-53.80,2.52
3.61,3.61,-0.53,nan,-29.59,2.46
3.61,3.61,-0.50,nan,-16.14,2.50
3.61,3.61,-0.48,nan,-29.59,2.51
3.61,3.61,-0.43,nan,-2.69,2.50
3.61,3.61,-0.41,nan,-2.69,2.50
3.58,3.61,-0.34,nan,-2.69,2.50
3.58,3.60,-0.29,nan,-1065.24,2.50
3.58,3.60,-0.24,nan,-602.56,2.49
3.58,3.59,-0.22,nan,-126.43,2.50
3.58,3.59,-0.22,nan,161.40,2.49
3.58,3.58,-0.24,nan,325.49,2.51
3.58,3.58,-0.31,nan,381.98,2.53
3.58,3.58,-0.36,nan,357.77,2.46
3.58,3.58,-0.46,nan,295.90,2.50
3.58,3.58,-0.50,nan,182.92,2.50
3.58,3.58,-0.55,nan,121.05,2.52
3.58,3.58,-0.60,nan,69.94,2.48
3.58,3.58,-0.65,nan,13.45,2.51
3.58,3.58,-0.67,nan,-64.56,2.49
3.58,3.58,-0.70,nan,-72.63,2.52
3.58,3.58,-0.70,nan,-51.11,2.48
3.58,3.58,-0.67,nan,-37.66,2.50
3.58,3.58,-0.65,nan,-24.21,2.50
3.58,3.58,-0.58,nan,-40.35,2.51
3.58,3.58,-0.53,nan,-37.66,2.50
3.54,3.58,-0.43,nan,5.38,2.48
3.54,3.58,-0.38,nan,-1425.70,2.49
3.54,3.57,-0.31,nan,-911.91,2.51
3.54,3.56,-0.29,nan,-231.34,2.49
3.54,3.55,-0.31,nan,250.17,2.50
3.54,3.55,-0.34,nan,457.30,2.50
3.54,3.54,-0.43,nan,527.24,2.50
3.54,3.54,-0.50,nan,486.89,2.50
3.54,3.54,-0.62,nan,433.09,2.50
3.54,3.54,-0.72,nan,325.49,2.50
3.54,3.54,-0.82,nan,193.68,2.50
3.54,3.54,-0.86,nan,56.49,2.52
3.54,3.54,-0.96,nan,32.28,2.51
3.54,3.54,-0.98,nan,-40.35,2.49
3.54,3.54,-1.03,nan,-75.32,2.51
3.54,3.54,-1.03,nan,-72.63,2.47
3.54,3.54,-1.01,nan,-67.25,2.54
3.54,3.54,-0.96,nan,-48.42,2.46
3.54,3.54,-0.86,nan,-18.83,2.50
3.54,3.54,-0.79,nan,-10.76,2.50
3.49,3.54,-0.67,nan,-2.69,2.51
3.49,3.54,-0.58,nan,-1449.91,2.50
3.49,3.53,-0.48,nan,-1253.54,2.50
3.49,3.52,-0.43,nan,-454.61,2.50
3.49,3.51,-0.43,nan,174.85,2.50
3.49,3.50,-0.48,nan,513.79,2.49
3.49,3.49,-0.58,nan,675.19,2.50
3.49,3.49,-0.67,nan,650.98,2.57
3.49,3.48,-0.82,nan,581.04,2.42
3.49,3.48,-0.94,nan,438.47,2.50
3.49,3.48,-1.06,nan,277.07,2.52
3.49,3.48,-1.15,nan,134.50,2.48
3.49,3.48,-1.25,nan,26.90,2.53
3.49,3.49,-1.29,nan,-59.18,2.47
3.49,3.49,-1.34,nan,-118.36,2.50
3.49,3.49,-1.37,nan,-99.53,2.50
3.49,3.49,-1.34,nan,-64.56,2.50
3.49,3.49,-1.29,nan,-59.18,2.54
3.49,3.49,-1.18,nan,-78.01,2.52
3.49,3.49,-1.08,nan,-51.11,2.45
3.43,3.49,-0.91,nan,10.76,2.49
3.43,3.49,-0.79,nan,-1492.95,2.50
3.43,3.48,-0.65,nan,-1374.59,2.49
3.43,3.47,-0.58,nan,-745.13,2.51
3.43,3.45,-0.55,nan,-8.07,2.53
3.43,3.44,-0.60,nan,462.68,2.46
3.43,3.43,-0.70,nan,758.58,2.54
3.43,3.43,-0.79,nan,823.14,2.46
3.43,3.42,-0.98,nan,739.75,2.50
3.43,3.42,-1.08,nan,554.14,2.50
3.43,3.42,-1.25,nan,347.01,2.51
3.43,3.42,-1.34,nan,172.16,2.49
3.43,3.42,-1.46,nan,40.35,2.52
3.43,3.43,-1.53,nan,-40.35,2.47
3.43,3.43,-1.61,nan,-83.39,2.50
3.43,3.43,-1.63,nan,-137.19,2.50
3.43,3.43,-1.61,nan,-96.84,2.52
3.43,3.43,-1.56,nan,-126.43,2.54
3.43,3.43,-1.41,nan,-91.46,2.49
3.43,3.43,-1.32,nan,-24.21,2.46
3.36,3.43,-1.10,nan,-2.69,2.50
3.36,3.43,-0.98,nan,-1501.02,2.52
3.36,3.42,-0.79,nan,-1361.14,2.49
3.36,3.41,-0.72,nan,-914.60,2.54
3.36,3.39,-0.67,nan,-247.48,2.45
3.36,3.38,-0.67,nan,341.63,2.52
3.36,3.37,-0.79,nan,710.16,2.48
3.36,3.36,-0.89,nan,868.87,2.49
3.36,3.35,-1.08,nan,798.93,2.50
3.36,3.35,-1.20,nan,661.74,2.51
3.36,3.35,-1.39,nan,473.44,2.52
3.36,3.35,-1.51,nan,293.21,2.48
3.36,3.35,-1.65,nan,134.50,2.52
3.36,3.35,-1.73,nan,-5.38,2.47
3.36,3.35,-1.82,nan,-88.77,2.50
3.36,3.36,-1.85,nan,-59.18,2.51
3.36,3.36,-1.85,nan,-88.77,2.49
3.36,3.36,-1.80,nan,-75.32,2.52
3.36,3.36,-1.68,nan,-94.15,2.49
3.36,3.36,-1.56,nan,-48.42,2.52
3.27,3.36,-1.34,nan,-43.04,2.48
3.27,3.35,-1.20,nan,-1492.95,2.51
3.27,3.35,-0.98,nan,-1371.90,2.49
3.27,3.33,-0.89,nan,-938.81,2.50
3.27,3.32,-0.79,nan,-594.49,2.50
3.27,3.31,-0.79,nan,56.49,2.49
3.27,3.29,-0.89,nan,607.94,2.53
3.27,3.28,-1.01,nan,852.73,2.46
3.27,3.27,-1.20,nan,954.95,2.50
3.27,3.27,-1.34,nan,841.97,2.51
3.27,3.26,-1.56,nan,626.77,2.49
3.27,3.27,-1.70,nan,422.33,2.51
3.27,3.27,-1.89,nan,252.86,2.51
3.27,3.27,-1.99,nan,121.05,2.49
3.27,3.27,-2.11,nan,-8.07,2.52
3.27,3.27,-2.16,nan,-59.18,2.46
3.27,3.27,-2.18,nan,-126.43,2.55
3.27,3.27,-2.13,nan,-115.67,2.46
3.27,3.28,-2.01,nan,-115.67,2.53
3.27,3.28,-1.89,nan,-110.29,2.46
3.18,3.28,-1.65,nan,-72.63,2.52
3.18,3.27,-1.49,nan,-1468.74,2.49
3.18,3.27,-1.25,nan,-1363.83,2.50
3.18,3.25,-1.10,nan,-914.60,2.50
3.18,3.24,-0.98,nan,-602.56,2.49
3.18,3.22,-0.96,nan,-193.68,2.51
3.18,3.21,-1.01,nan,406.19,2.52
3.18,3.20,-1.10,nan,833.90,2.49
3.18,3.18,-1.29,nan,1008.75,2.53
3.18,3.18,-1.44,nan,949.57,2.46
3.18,3.17,-1.68,nan,790.86,2.50
3.18,3.17,-1.89,nan,484.20,3.10
3.18,3.18,-2.04,nan,333.56,1.91
3.18,3.18,-2.16,nan,139.88,2.48
3.18,3.18,-2.28,nan,0.00,2.54
3.18,3.18,-2.35,nan,-59.18,2.47
3.18,3.18,-2.37,nan,-99.53,2.53
3.18,3.18,-2.35,nan,-137.19,2.46
3.18,3.18,-2.23,nan,-156.02,2.50
3.18,3.18,-2.11,nan,-104.91,2.54
3.09,3.18,-1.87,nan,-59.18,2.46
3.09,3.18,-1.70,nan,-1452.60,2.50
3.09,3.17,-1.41,nan,-1382.66,2.50
3.09,3.16,-1.27,nan,-938.81,2.51
3.09,3.15,-1.13,nan,-624.08,2.54
3.09,3.13,-1.08,nan,-360.46,2.45
3.09,3.12,-1.10,nan,180.23,2.53
3.09,3.10,-1.20,nan,702.09,2.47
3.09,3.09,-1.37,nan,965.71,2.50
3.09,3.08,-1.53,nan,1008.75,2.50
3.09,3.08,-1.77,nan,874.25,2.50
3.09,3.08,-1.94,nan,656.36,2.51
3.09,3.08,-2.16,nan,416.95,2.50
3.09,3.08,-2.30,nan,236.72,2.49
3.09,3.08,-2.45,nan,69.94,2.52
3.09,3.08,-2.52,nan,-64.56,2.47
3.09,3.08,-2.57,nan,-107.60,2.55
3.09,3.09,-2.54,nan,-121.05,2.45
3.09,3.09,-2.45,nan,-107.60,2.55
3.09,3.09,-2.33,nan,-118.36,2.45
2.99,3.09,-2.09,nan,-102.22,2.50
2.99,3.09,-1.89,nan,-1474.12,2.50
2.99,3.08,-1.61,nan,-1371.90,2.50
2.99,3.06,-1.44,nan,-925.36,2.51
2.99,3.05,-1.27,nan,-610.63,2.52
2.99,3.04,-1.22,nan,-395.43,2.48
2.99,3.02,-1.22,nan,158.71,2.50
2.99,3.01,-1.29,nan,702.09,2.50
2.99,2.99,-1.46,nan,992.61,2.51
2.99,2.98,-1.61,nan,1041.03,2.50
2.99,2.98,-1.85,nan,895.77,2.52
2.99,2.98,-1.99,nan,659.05,2.47
2.99,2.98,-2.21,nan,443.85,2.54
2.99,2.98,-2.35,nan,201.75,2.46
2.99,2.98,-2.52,nan,51.11,2.51
2.99,2.98,-2.59,nan,-69.94,2.50
2.99,2.99,-2.61,nan,-107.60,2.52
2.99,2.99,-2.61,nan,-134.50,2.50
2.99,2.99,-2.49,nan,-147.95,2.48
2.99,2.99,-2.37,nan,-131.81,2.49
2.89,2.99,-2.13,nan,-86.08,2.50
2.89,2.99,-1.94,nan,-1501.02,2.50
2.89,2.98,-1.65,nan,-1363.83,2.50
2.89,2.97,-1.49,nan,-930.74,2.49
2.89,2.95,-1.29,nan,-616.01,2.54
2.89,2.93,-1.25,nan,-336.25,2.46
2.89,2.92,-1.25,nan,274.38,2.50
2.89,2.91,-1.32,nan,772.03,2.50
2.89,2.89,-1.46,nan,976.47,2.50
2.89,2.89,-1.61,nan,1030.27,2.51
2.89,2.88,-1.85,nan,839.28,2.51
2.89,2.88,-1.99,nan,602.56,2.50
2.89,2.88,-2.21,nan,387.36,2.50
2.89,2.88,-2.33,nan,223.27,2.47
2.89,2.88,-2.47,nan,51.11,2.53
2.89,2.89,-2.54,nan,-24.21,2.47
2.89,2.89,-2.57,nan,-126.43,2.52
2.89,2.89,-2.54,nan,-156.02,2.48
2.89,2.89,-2.42,nan,-134.50,2.56
2.89,2.89,-2.30,nan,-134.50,2.44
2.80,2.89,-2.04,nan,-61.87,2.51
2.80,2.89,-1.87,nan,-1452.60,2.50
2.80,2.88,-1.58,nan,-1377.28,2.50
2.80,2.87,-1.41,nan,-928.05,2.53
2.80,2.85,-1.22,nan,-613.32,2.49
2.80,2.84,-1.18,nan,-164.09,2.47
2.80,2.83,-1.18,nan,446.54,2.54
2.80,2.81,-1.25,nan,850.04,2.47
2.80,2.80,-1.39,nan,984.54,2.50
2.80,2.79,-1.53,nan,922.67,2.50
2.80,2.79,-1.73,nan,758.58,2.50
2.80,2.79,-1.87,nan,521.86,2.50
2.80,2.79,-2.06,nan,333.56,2.55
2.80,2.79,-2.18,nan,164.09,2.45
2.80,2.80,-2.30,nan,-8.07,2.51
2.80,2.80,-2.35,nan,-104.91,2.51
2.80,2.80,-2.37,nan,-137.19,2.49
2.80,2.80,-2.35,nan,-129.12,2.50
2.80,2.80,-2.21,nan,-134.50,2.50
2.80,2.80,-2.09,nan,-104.91,2.50
2.73,2.80,-1.85,nan,-67.25,2.50
2.73,2.80,-1.68,nan,-1447.22,2.50
2.73,2.79,-1.41,nan,-1363.83,2.53
2.73,2.78,-1.25,nan,-928.05,2.46
2.73,2.77,-1.10,nan,-349.70,2.50
2.73,2.75,-1.08,nan,282.45,2.50
2.73,2.74,-1.10,nan,718.23,2.50
2.73,2.73,-1.18,nan,917.29,2.50
2.73,2.72,-1.32,nan,882.32,2.49
2.73,2.72,-1.41,nan,739.75,2.50
2.73,2.72,-1.61,nan,546.07,2.51
2.73,2.72,-1.70,nan,349.70,2.50
2.73,2.72,-1.85,nan,123.74,2.48
2.73,2.72,-1.92,nan,2.69,2.50
2.73,2.73,-2.01,nan,-86.08,2.50
2.73,2.73,-2.04,nan,-164.09,2.51
2.73,2.73,-2.04,nan,-112.98,2.49
2.73,2.73,-1.97,nan,-107.60,2.50
2.73,2.73,-1.82,nan,-104.91,2.50
2.73,2.73,-1.70,nan,-69.94,2.51
2.67,2.73,-1.46,nan,0.00,2.50
2.67,2.73,-1.29,nan,-1441.84,2.50
2.67,2.72,-1.08,nan,-1318.10,2.52
2.67,2.71,-0.96,nan,-513.79,2.48
2.67,2.70,-0.86,nan,139.88,2.51
2.67,2.68,-0.84,nan,516.48,2.49
2.67,2.68,-0.89,nan,715.54,2.50
2.67,2.67,-0.94,nan,726.30,2.50
2.67,2.67,-1.06,nan,642.91,2.56
2.67,2.67,-1.15,nan,473.44,2.44
2.67,2.67,-1.27,nan,306.66,2.53
2.67,2.67,-1.34,nan,156.02,2.47
2.67,2.67,-1.41,nan,-8.07,2.50
2.67,2.67,-1.46,nan,-64.56,2.50
2.67,2.67,-1.51,nan,-86.08,2.53
2.67,2.67,-1.51,nan,-99.53,2.47
2.67,2.67,-1.49,nan,-61.87,2.49
2.67,2.67,-1.44,nan,-40.35,2.55
2.67,2.67,-1.29,nan,-45.73,2.48
2.67,2.67,-1.20,nan,-40.35,2.47
2.64,2.67,-1.01,nan,-53.80,2.56
2.64,2.67,-0.89,nan,-1148.63,2.43
2.64,2.67,-0.72,nan,-653.67,2.50
2.64,2.66,-0.62,nan,-115.67,2.50
2.64,2.65,-0.55,nan,185.61,2.54
2.64,2.65,-0.55,nan,347.01,2.47
2.64,2.64,-0.55,nan,454.61,2.50
2.64,2.64,-0.60,nan,411.57,2.53
2.64,2.64,-0.65,nan,298.59,2.52
2.64,2.64,-0.70,nan,225.96,2.45
2.64,2.64,-0.74,nan,112.98,2.50
2.64,2.64,-0.77,nan,51.11,2.49
2.64,2.64,-0.82,nan,-21.52,2.56
2.64,2.64,-0.82,nan,-61.87,2.44
2.64,2.64,-0.84,nan,-67.25,2.52
2.64,2.64,-0.84,nan,-48.42,2.47
2.64,2.64,-0.82,nan,-29.59,2.53
2.64,2.64,-0.77,nan,-18.83,2.47
2.64,2.64,-0.70,nan,-21.52,2.50
2.64,2.64,-0.62,nan,-18.83,2.51
2.65,2.64,-0.53,nan,-8.07,2.50
2.65,2.64,-0.46,nan,118.36,2.52
2.65,2.65,-0.36,nan,64.56,2.47
2.65,2.65,-0.29,nan,10.76,2.50
2.65,2.65,-0.22,nan,-56.49,2.53
2.65,2.65,-0.17,nan,-56.49,2.47
2.65,2.65,-0.12,nan,-53.80,2.52
2.65,2.65,-0.10,nan,-29.59,2.48
2.65,2.65,-0.05,nan,-29.59,2.54
2.65,2.65,-0.05,nan,0.00,2.46
2.65,2.65,-0.02,nan,-2.69,2.50
2.65,2.65,0.00,nan,0.00,2.50
2.65,2.65,0.00,nan,0.00,2.50
2.65,2.65,0.00,nan,0.00,2.55
2.65,2.65,0.02,nan,0.00,2.45
2.65,2.65,0.02,nan,0.00,2.51
2.65,2.65,0.02,nan,0.00,2.51
2.65,2.65,0.02,nan,0.00,2.48
2.65,2.65,0.02,nan,0.00,2.54
2.65,2.65,0.02,nan,0.00,2.47
2.68,2.65,0.00,nan,0.00,2.50
2.68,2.65,0.00,nan,1301.96,2.49
2.68,2.66,0.02,nan,782.79,2.50
2.68,2.66,0.05,nan,212.51,2.49
2.68,2.67,0.10,nan,-182.92,2.50
2.68,2.68,0.17,nan,-400.81,2.50
2.68,2.68,0.29,nan,-478.82,2.50
2.68,2.69,0.38,nan,-492.27,2.51
2.68,2.69,0.50,nan,-414.26,2.49
2.68,2.69,0.58,nan,-274.38,2.50
2.68,2.69,0.70,nan,-174.85,2.51
2.68,2.69,0.74,nan,-56.49,2.57
2.68,2.68,0.82,nan,24.21,2.44
2.68,2.68,0.86,nan,5.38,2.49
2.68,2.68,0.89,nan,37.66,2.53
2.68,2.68,0.91,nan,53.80,2.47
2.68,2.68,0.89,nan,48.42,2.51
2.68,2.68,0.86,nan,24.21,2.49
2.68,2.68,0.77,nan,0.00,2.50
2.68,2.68,0.70,nan,16.14,2.51
2.75,2.68,0.58,nan,5.38,2.52
2.75,2.68,0.50,nan,1436.46,2.47
2.75,2.69,0.41,nan,1355.76,2.51
2.75,2.70,0.38,nan,901.15,2.49
2.75,2.72,0.41,nan,306.66,2.50
2.75,2.73,0.46,nan,-330.87,2.50
2.75,2.74,0.62,nan,-723.61,2.50
2.75,2.75,0.74,nan,-879.63,2.51
2.75,2.76,0.96,nan,-866.18,2.50
2.75,2.76,1.13,nan,-728.99,2.51
2.75,2.76,1.34,nan,-476.13,2.51
