setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
3.85, 2.88, -1.97, nan, 1538.68, 2.50
3.85, 2.89, -1.75, nan, 1409.56, 2.49
3.85, 2.91, -1.41, nan, 839.28, 2.80
3.85, 2.92, -1.15, nan, 597.18, 2.22
3.85, 2.93, -0.74, nan, 387.36, 2.47
3.85, 2.95, -0.43, nan, 255.55, 2.51
3.85, 2.97, 0.00, nan, 174.85, 2.48
3.85, 2.99, 0.31, nan, 137.19, 2.51
3.85, 3.01, 0.79, nan, 110.29, 2.48
3.85, 3.02, 1.13, nan, 86.08, 2.50
3.85, 3.04, 1.65, nan, 69.94, 2.50
3.85, 3.06, 2.04, nan, 67.25, 2.50
3.85, 3.08, 2.59, nan, 61.87, 2.51
3.85, 3.10, 2.97, nan, 48.42, 2.50
3.85, 3.12, 3.57, nan, 53.80, 2.60
3.85, 3.13, 3.93, nan, 59.18, 2.38
3.85, 3.15, 4.46, nan, 48.42, 2.50
3.85, 3.17, 4.77, nan, 45.73, 2.50
3.85, 3.19, 5.18, nan, 51.11, 2.50
2.35, 3.21, 5.42, nan, 51.11, 2.50
2.35, 3.23, 5.76, nan, -2956.31, 2.49
2.35, 3.23, 5.92, nan, -2851.40, 2.50
2.35, 3.22, 6.07, nan, -1786.16, 2.50
2.35, 3.21, 6.07, nan, -1108.28, 2.50
2.35, 3.20, 5.92, nan, -694.02, 2.50
2.35, 3.18, 5.73, nan, -449.23, 2.50
2.35, 3.16, 5.32, nan, -293.21, 2.50
2.35, 3.15, 4.96, nan, -204.44, 2.55
2.35, 3.13, 4.32, nan, -153.33, 2.45
2.35, 3.11, 3.81, nan, -107.60, 2.54
2.35, 3.09, 2.97, nan, -80.70, 2.46
2.35, 3.08, 2.37, nan, -78.01, 2.50
2.35, 3.06, 1.39, nan, -67.25, 2.51
2.35, 3.04, 0.70, nan, -51.11, 2.50
2.35, 3.02, -0.34, nan, -51.11, 2.50
2.35, 3.00, -1.01, nan, -56.49, 2.50
2.35, 2.98, -1.94, nan, -51.11, 2.51
2.35, 2.96, -2.52, nan, -43.04, 2.50
2.35, 2.94, -3.29, nan, -48.42, 2.49
3.22, 2.92, -3.74, nan, -56.49, 2.50
3.22, 2.91, -4.34, nan, 2945.55, 2.49
3.22, 2.91, -4.68, nan, 2751.87, 2.50
3.22, 2.91, -5.01, nan, 1791.54, 2.51
3.22, 2.92, -5.16, nan, 1102.90, 2.49
3.22, 2.94, -5.18, nan, 694.02, 2.51
3.22, 2.95, -5.06, nan, 441.16, 2.49
3.22, 2.97, -4.77, nan, 293.21, 2.50
3.22, 2.99, -4.48, nan, 209.82, 2.48
3.22, 3.01, -3.91, nan, 153.33, 2.51
3.22, 3.02, -3.45, nan, 110.29, 2.53
3.22, 3.04, -2.69, nan, 86.08, 2.47
3.22, 3.06, -2.11, nan, 75.32, 2.51
3.22, 3.08, -1.18, nan, 72.63, 2.49
3.22, 3.10, -0.50, nan, 53.80, 2.50
3.22, 3.12, 0.50, nan, 53.80, 2.50
3.22, 3.13, 1.15, nan, 59.18, 2.50
3.22, 3.15, 2.06, nan, 51.11, 2.50
3.22, 3.17, 2.64, nan, 45.73, 2.50
3.22, 3.19, 3.38, nan, -381.98, 2.49
3.06, 3.21, 3.81, nan, -890.39, 2.50
3.06, 3.22, 4.36, nan, -2735.73, 2.49
3.06, 3.22, 4.68, nan, -2308.02, 2.50
3.06, 3.21, 4.96, nan, -1492.95, 2.49
3.06, 3.20, 5.04, nan, -936.12, 2.50
3.06, 3.18, 4.99, nan, -594.49, 2.51
3.06, 3.16, 4.87, nan, -387.36, 2.50
3.06, 3.15, 4.51, nan, -263.62, 2.49
3.06, 3.13, 4.17, nan, -185.61, 2.50
3.06, 3.11, 3.55, nan, -129.12, 2.50
3.06, 3.09, 3.09, nan, 110.29, 2.51
3.06, 3.08, 2.28, nan, 642.91, 2.50
3.06, 3.06, 1.70, nan, 1022.20, 2.50
3.06, 3.06, 0.79, nan, 1119.04, 2.52
3.06, 3.05, 0.17, nan, 987.23, 2.49
3.06, 3.05, -0.65, nan, 742.44, 2.48
3.06, 3.05, -1.15, nan, 476.13, 2.50
3.06, 3.05, -1.77, nan, 260.93, 2.51
3.06, 3.05, -2.09, nan, 83.39, 2.50
3.06, 3.05, -2.40, nan, -61.87, 2.50
2.57, 3.06, -2.52, nan, -104.91, 2.51
2.57, 3.06, -2.57, nan, -1635.52, 2.50
2.57, 3.05, -2.54, nan, -1466.05, 2.50
2.57, 3.04, -2.45, nan, -954.95, 2.50
2.57, 3.02, -2.37, nan, -605.25, 2.50
2.57, 3.01, -2.28, nan, -400.81, 2.50
2.57, 2.99, -2.21, nan, -271.69, 2.50
2.57, 2.97, -2.18, nan, -193.68, 2.51
2.57, 2.95, -2.21, nan, -137.19, 2.49
2.57, 2.93, -2.33, nan, -99.53, 2.49
2.57, 2.91, -2.45, nan, -80.70, 2.50
2.57, 2.89, -2.73, nan, -78.01, 2.50
2.57, 2.87, -2.95, nan, -59.18, 2.50
2.57, 2.86, -3.36, nan, -56.49, 2.50
2.57, 2.84, -3.67, nan, -59.18, 2.49
2.57, 2.82, -4.12, nan, -56.49, 2.49
2.57, 2.80, -4.44, nan, -45.73, 2.50
2.57, 2.78, -4.87, nan, -45.73, 2.50
2.57, 2.76, -5.13, nan, -53.80, 2.55
2.57, 2.74, -5.49, nan, -45.73, 2.46
3.41, 2.72, -5.73, nan, -45.73, 2.50
3.41, 2.71, -6.02, nan, 2937.48, 2.50
3.41, 2.71, -6.16, nan, 2751.87, 2.58
3.41, 2.71, -6.28, nan, 1807.68, 2.42
3.41, 2.72, -6.26, nan, 1140.56, 2.50
3.41, 2.74, -6.12, nan, 715.54, 2.52
3.41, 2.75, -5.92, nan, 468.06, 2.50
3.41, 2.77, -5.49, nan, 309.35, 2.50
3.41, 2.79, -5.11, nan, 207.13, 2.52
3.41, 2.81, -4.44, nan, 139.88, 2.47
3.41, 2.82, -3.93, nan, 110.29, 2.55
3.41, 2.84, -3.07, nan, 96.84, 2.45
3.41, 2.86, -2.45, nan, 72.63, 2.51
3.41, 2.88, -1.46, nan, 59.18, 2.51
3.41, 2.90, -0.77, nan, 59.18, 2.50
3.41, 2.92, 0.29, nan, 61.87, 2.48
3.41, 2.94, 0.96, nan, 48.42, 2.50
3.41, 2.96, 1.92, nan, 48.42, 2.51
3.41, 2.97, 2.52, nan, 53.80, 2.50
3.41, 2.99, 3.29, nan, 48.42, 2.51
3.14, 3.01, 3.74, nan, 43.04, 2.50
3.14, 3.03, 4.34, nan, -589.11, 2.47
3.14, 3.04, 4.68, nan, 255.55, 2.50
3.14, 3.06, 5.11, nan, 258.24, 2.50
3.14, 3.08, 5.35, nan, 188.30, 2.50
3.14, 3.10, 5.66, nan, 21.52, 2.50
3.14, 3.11, 5.85, nan, -516.48, 2.51
3.14, 3.13, 6.04, nan, -946.88, 2.49
3.14, 3.14, 6.16, nan, -1035.65, 2.50
3.14, 3.14, 6.26, nan, -1019.51, 2.50
3.14, 3.15, 6.26, nan, -785.48, 2.51
3.14, 3.15, 6.21, nan, -554.14, 2.50
3.14, 3.15, 6.12, nan, -293.21, 2.51
3.14, 3.14, 5.88, nan, -118.36, 2.58
3.14, 3.14, 5.68, nan, -2.69, 2.40
3.14, 3.14, 5.32, nan, 75.32, 2.51
3.14, 3.14, 5.06, nan, 169.47, 2.50
3.14, 3.14, 4.60, nan, 118.36, 2.51
3.14, 3.14, 4.29, nan, 83.39, 2.55
3.14, 3.14, 3.79, nan, 72.63, 2.45
2.99, 3.14, 3.45, nan, 10.76, 2.50
2.99, 3.14, 2.93, nan, -1517.16, 2.49
2.99, 3.13, 2.59, nan, -1417.63, 2.49
2.99, 3.12, 2.09, nan, -928.05, 2.50
2.99, 3.10, 1.75, nan, -597.18, 2.51
2.99, 3.09, 1.22, nan, -395.43, 2.50
2.99, 3.07, 0.89, nan, -266.31, 2.50
2.99, 3.05, 0.38, nan, -161.40, 2.50
2.99, 3.04, 0.02, nan, -118.36, 2.52
2.99, 3.02, -0.48, nan, 392.74, 2.46
2.99, 3.00, -0.86, nan, 876.94, 2.54
2.99, 2.99, -1.39, nan, 1084.07, 2.46
2.99, 2.98, -1.75, nan, 1038.34, 2.50
2.99, 2.98, -2.25, nan, 858.11, 2.51
2.99, 2.98, -2.54, nan, 605.25, 2.50
2.99, 2.98, -2.93, nan, 341.63, 2.50
2.99, 2.98, -3.09, nan, 150.64, 2.50
2.99, 2.98, -3.29, nan, 8.07, 2.49
2.99, 2.98, -3.33, nan, -56.49, 2.59
2.99, 2.99, -3.31, nan, -96.84, 2.40
3.22, 2.99, -3.21, nan, -131.81, 2.50
3.22, 2.99, -3.02, nan, 1436.46, 2.51
3.22, 3.00, -2.83, nan, 1318.10, 2.53
3.22, 3.01, -2.45, nan, 863.49, 2.47
3.22, 3.03, -2.13, nan, 548.76, 2.50
3.22, 3.04, -1.61, nan, 363.15, 2.49
3.22, 3.06, -1.22, nan, 247.48, 2.51
3.22, 3.08, -0.62, nan, 182.92, 2.49
3.22, 3.09, -0.22, nan, 134.50, 2.50
3.22, 3.11, 0.36, nan, 94.15, 2.50
3.22, 3.13, 0.77, nan, 80.70, 2.53
3.22, 3.15, 1.39, nan, 78.01, 2.47
3.22, 3.17, 1.80, nan, 61.87, 2.51
3.22, 3.19, 2.42, nan, -217.89, 2.56
3.22, 3.20, 2.83, nan, -750.51, 2.43
3.22, 3.22, 3.43, nan, -1059.86, 2.50
3.22, 3.23, 3.79, nan, -1067.93, 2.50
3.22, 3.23, 4.24, nan, -960.33, 2.54
3.22, 3.23, 4.46, nan, -696.71, 2.46
3.22, 3.23, 4.68, nan, -465.37, 2.51
3.68, 3.23, 4.75, nan, -239.41, 2.52
3.68, 3.23, 4.75, nan, 1603.24, 2.48
3.68, 3.24, 4.68, nan, 1530.61, 2.50
3.68, 3.25, 4.53, nan, 992.61, 2.50
3.68, 3.26, 4.44, nan, 632.15, 2.51
3.68, 3.28, 4.27, nan, 411.57, 2.49
3.68, 3.30, 4.15, nan, 279.76, 2.50
3.68, 3.31, 4.00, nan, 196.37, 2.49
3.68, 3.33, 3.93, nan, 134.50, 2.50
3.68, 3.35, 3.86, nan, 102.22, 2.50
3.68, 3.37, 3.86, nan, 91.46, 2.50
3.68, 3.39, 3.91, nan, 75.32, 2.50
3.68, 3.41, 4.00, nan, 56.49, 2.49
3.68, 3.43, 4.22, nan, 59.18, 2.51
3.68, 3.45, 4.41, nan, 59.18, 2.52
3.68, 3.47, 4.75, nan, 48.42, 2.46
3.68, 3.48, 4.99, nan, 43.04, 2.50
3.68, 3.50, 5.32, nan, 51.11, 2.50
3.68, 3.52, 5.54, nan, 51.11, 2.55
3.68, 3.54, 5.83, nan, 37.66, 2.46
3.08, 3.56, 6.00, nan, 45.73, 2.48
3.08, 3.57, 6.21, nan, -2959.00, 2.51
3.08, 3.58, 6.33, nan, -2792.22, 2.49
3.08, 3.57, 6.40, nan, -1834.58, 2.49
3.08, 3.56, 6.38, nan, -1140.56, 2.53
3.08, 3.55, 6.19, nan, -723.61, 2.47
3.08, 3.53, 6.00, nan, -465.37, 2.50
3.08, 3.51, 5.54, nan, -317.42, 2.50
3.08, 3.50, 5.16, nan, -212.51, 2.50
3.08, 3.48, 4.48, nan, -139.88, 2.51
3.08, 3.46, 3.96, nan, -107.60, 2.55
3.08, 3.44, 3.09, nan, -91.46, 2.44
3.08, 3.42, 2.47, nan, -78.01, 2.50
3.08, 3.40, 1.49, nan, -59.18, 2.50
3.08, 3.38, 0.79, nan, -53.80, 2.51
3.08, 3.37, -0.26, nan, -61.87, 2.50
3.08, 3.35, -0.94, nan, -51.11, 2.49
3.08, 3.33, -1.89, nan, -45.73, 2.50
3.08, 3.31, -2.47, nan, -51.11, 2.49
3.08, 3.29, -3.24, nan, -48.42, 2.58
3.07, 3.27, -3.69, nan, -43.04, 2.44
3.07, 3.25, -4.29, nan, -43.04, 2.49
3.07, 3.23, -4.65, nan, -51.11, 2.49
3.07, 3.22, -5.11, nan, -43.04, 2.50
3.07, 3.20, -5.37, nan, -43.04, 2.52
3.07, 3.18, -5.71, nan, -48.42, 2.48
3.07, 3.16, -5.90, nan, -51.11, 2.52
3.07, 3.14, -6.16, nan, -40.35, 2.49
3.07, 3.12, -6.31, nan, -45.73, 2.49
3.07, 3.10, -6.50, nan, 379.29, 2.50
3.07, 3.09, -6.59, nan, 847.35, 2.51
3.07, 3.07, -6.71, nan, 1135.18, 2.49
3.07, 3.07, -6.76, nan, 1076.00, 2.52
3.07, 3.06, -6.76, nan, 898.46, 2.49
3.07, 3.06, -6.71, nan, 645.60, 2.49
3.07, 3.06, -6.57, nan, 435.78, 2.50
3.07, 3.06, -6.43, nan, 193.68, 2.50
3.07, 3.07, -6.14, nan, 29.59, 2.50
3.07, 3.07, -5.90, nan, -69.94, 2.54
3.07, 3.07, -5.47, nan, -99.53, 2.47
2.84, 3.07, -5.16, nan, -134.50, 2.51
2.84, 3.07, -4.65, nan, -1568.27, 2.49
2.84, 3.06, -4.29, nan, -1428.39, 2.50
2.84, 3.05, -3.79, nan, -936.12, 2.51
2.84, 3.04, -3.48, nan, -597.18, 2.49
2.84, 3.02, -3.12, nan, -392.74, 2.49
2.84, 3.00, -2.93, nan, -269.00, 2.49
2.84, 2.98, -2.73, nan, -190.99, 2.49
2.84, 2.97, -2.69, nan, -131.81, 2.50
2.84, 2.95, -2.73, nan, -96.84, 2.51
2.84, 2.93, -2.83, nan, -86.08, 2.52
2.84, 2.91, -3.05, nan, -75.32, 2.46
2.84, 2.89, -3.24, nan, -29.59, 2.50
2.84, 2.87, -3.60, nan, 473.44, 2.50
2.84, 2.86, -3.88, nan, 933.43, 2.53
2.84, 2.84, -4.29, nan, 1102.90, 2.47
2.84, 2.84, -4.56, nan, 1094.83, 2.50
2.84, 2.83, -4.87, nan, 860.80, 2.51
2.84, 2.83, -4.99, nan, 607.94, 2.50
2.84, 2.83, -5.11, nan, 357.77, 2.50
3.23, 2.84, -5.11, nan, 134.50, 2.50
3.23, 2.84, -5.01, nan, 1382.66, 2.50
3.23, 2.85, -4.87, nan, 1223.95, 2.53
3.23, 2.86, -4.56, nan, 807.00, 2.46
3.23, 2.88, -4.27, nan, 511.10, 2.51
3.23, 2.89, -3.93, nan, 371.22, 2.49
3.23, 2.91, -3.31, nan, 231.34, 2.52
3.23, 2.93, -2.57, nan, 172.16, 2.48
3.23, 2.95, -2.01, nan, 129.12, 2.50
3.23, 2.97, -1.18, nan, 88.77, 2.50
3.23, 2.98, -0.60, nan, 80.70, 2.50
3.23, 3.00, 0.22, nan, 75.32, 2.50
3.23, 3.02, 0.77, nan, 61.87, 2.50
3.23, 3.04, 1.58, nan, 51.11, 2.50
3.23, 3.06, 2.11, nan, 53.80, 2.51
3.23, 3.08, 2.85, nan, 56.49, 2.50
3.23, 3.10, 3.31, nan, 45.73, 2.48
3.23, 3.12, 3.96, nan, 45.73, 2.52
3.23, 3.13, 4.32, nan, 53.80, 2.49
3.23, 3.15, 4.82, nan, 45.73, 2.50
2.99, 3.17, 5.11, nan, 43.04, 2.50
2.99, 3.19, 5.49, nan, -2950.93, 2.50
2.99, 3.19, 5.68, nan, -2854.09, 2.52
2.99, 3.18, 5.88, nan, -1815.75, 2.49
2.99, 3.17, 5.90, nan, -1145.94, 2.50
2.99, 3.16, 5.80, nan, -731.68, 2.50
2.99, 3.14, 5.64, nan, -473.44, 2.50
2.99, 3.13, 5.23, nan, -314.73, 2.50
2.99, 3.11, 4.89, nan, -199.06, 2.49
2.99, 3.09, 4.24, nan, -142.57, 2.49
2.99, 3.08, 3.76, nan, -112.98, 2.50
2.99, 3.06, 3.24, nan, -94.15, 2.49
2.99, 3.04, 2.35, nan, -67.25, 2.52
2.99, 3.02, 1.37, nan, 266.31, 2.48
2.99, 3.00, 0.70, nan, 807.00, 2.53
2.99, 2.99, 0.00, nan, 1070.62, 2.46
2.99, 2.98, -0.96, nan, 1135.18, 2.50
2.99, 2.98, -1.53, nan, 979.16, 2.50
2.99, 2.98, -2.28, nan, 675.19, 2.54
2.99, 2.98, -2.69, nan, 468.06, 2.47
2.64, 2.98, -3.09, nan, 258.24, 2.50
2.64, 2.98, -3.36, nan, -1729.67, 2.50
2.64, 2.97, -3.45, nan, -1423.01, 2.58
2.64, 2.96, -3.50, nan, -922.67, 2.42
2.64, 2.94, -3.53, nan, -591.80, 2.51
2.64, 2.93, -3.50, nan, -392.74, 2.49
2.64, 2.91, -3.50, nan, -266.31, 2.51
2.64, 2.89, -3.48, nan, -199.06, 2.49
2.64, 2.87, -3.45, nan, -121.05, 2.53
2.64, 2.86, -3.48, nan, -99.53, 2.46
2.64, 2.83, -3.53, nan, -88.77, 2.53
2.64, 2.82, -3.62, nan, -75.32, 2.47
2.64, 2.80, -3.79, nan, -61.87, 2.50
2.64, 2.78, -4.08, nan, -61.87, 2.50
2.64, 2.76, -4.29, nan, -59.18, 2.50
2.64, 2.74, -4.53, nan, -53.80, 2.50
2.64, 2.72, -4.92, nan, -51.11, 2.52
2.64, 2.71, -5.18, nan, -53.80, 2.47
2.64, 2.69, -5.52, nan, -5.38, 2.51
2.64, 2.67, -5.83, nan, 637.53, 2.51
3.22, 2.66, -6.00, nan, 973.78, 2.48
3.22, 2.65, -6.14, nan, 2671.17, 2.50
3.22, 2.65, -6.28, nan, 2289.19, 2.50
3.22, 2.65, -6.28, nan, 1476.81, 2.50
3.22, 2.67, -6.19, nan, 941.50, 2.50
3.22, 2.68, -6.02, nan, 597.18, 2.50
3.22, 2.70, -5.64, nan, 344.32, 2.51
3.22, 2.71, -5.30, nan, 252.86, 2.49
3.22, 2.73, -4.70, nan, 177.54, 2.50
3.22, 2.75, -3.96, nan, 131.81, 2.50
3.22, 2.77, -3.38, nan, 104.91, 2.50
3.22, 2.79, -2.47, nan, 72.63, 2.51
3.22, 2.81, -1.82, nan, 69.94, 2.52
3.22, 2.83, -0.79, nan, 64.56, 2.50
3.22, 2.85, -0.10, nan, 48.42, 2.48
3.22, 2.87, 0.89, nan, 51.11, 2.51
3.22, 2.88, 1.53, nan, 56.49, 2.51
3.22, 2.91, 2.42, nan, 48.42, 2.48
3.22, 2.93, 2.97, nan, 40.35, 2.50
3.22, 2.94, 3.69, nan, 48.42, 2.50
3.26, 2.96, 4.10, nan, 51.11, 2.52
3.26, 2.98, 4.65, nan, 37.66, 2.48
3.26, 3.00, 4.96, nan, 45.73, 2.50
3.26, 3.02, 5.37, nan, 51.11, 2.49
3.26, 3.04, 5.61, nan, 43.04, 2.50
3.26, 3.06, 5.92, nan, 40.35, 2.49
3.26, 3.08, 6.09, nan, 45.73, 2.54
3.26, 3.09, 6.33, nan, 48.42, 2.48
3.26, 3.11, 6.47, nan, 34.97, 2.52
3.26, 3.13, 6.64, nan, 45.73, 2.46
3.26, 3.15, 6.74, nan, 51.11, 2.52
3.26, 3.17, 6.86, nan, 40.35, 2.48
3.26, 3.19, 6.93, nan, 37.66, 2.50
3.26, 3.21, 7.00, nan, 45.73, 2.51
3.26, 3.23, 7.07, nan, -282.45, 2.53
3.26, 3.24, 7.12, nan, -750.51, 2.47
3.26, 3.26, 7.15, nan, -1067.93, 2.50
3.26, 3.26, 7.17, nan, -1092.14, 2.54
3.26, 3.27, 7.12, nan, -930.74, 2.46
3.26, 3.27, 7.00, nan, -683.26, 2.51
3.77, 3.27, 6.88, nan, -449.23, 2.50
3.77, 3.27, 6.74, nan, 1245.47, 2.47
3.77, 3.28, 6.43, nan, 1484.88, 2.52
3.77, 3.29, 6.21, nan, 1062.55, 2.48
3.77, 3.30, 5.90, nan, 677.88, 2.50
3.77, 3.32, 5.68, nan, 438.47, 2.50
3.77, 3.34, 5.40, nan, 271.69, 2.51
3.77, 3.35, 5.23, nan, 201.75, 2.49
3.77, 3.37, 5.01, nan, 153.33, 2.51
3.77, 3.39, 4.82, nan, 99.53, 2.51
3.77, 3.41, 4.75, nan, 80.70, 2.49
3.77, 3.43, 4.70, nan, 72.63, 2.50
3.77, 3.45, 4.72, nan, 64.56, 2.51
3.77, 3.47, 4.77, nan, 56.49, 2.49
3.77, 3.48, 4.96, nan, 51.11, 2.50
3.77, 3.50, 5.13, nan, 53.80, 2.50
3.77, 3.52, 5.40, nan, 56.49, 2.50
3.77, 3.54, 5.59, nan, 40.35, 2.50
3.77, 3.56, 5.85, nan, 48.42, 2.50
3.77, 3.58, 6.00, nan, 51.11, 2.51
2.96, 3.60, 6.21, nan, 43.04, 2.50
2.96, 3.61, 6.35, nan, -2929.41, 2.52
2.96, 3.61, 6.50, nan, -2533.98, 2.49
2.96, 3.61, 6.55, nan, -1770.02, 2.48
2.96, 3.60, 6.47, nan, -1129.80, 2.49
2.96, 3.58, 6.24, nan, -645.60, 2.52
2.96, 3.56, 6.00, nan, -419.64, 2.50
2.96, 3.55, 5.52, nan, -277.07, 2.50
2.96, 3.53, 5.11, nan, -196.37, 2.49
2.96, 3.51, 4.39, nan, -145.26, 2.49
2.96, 3.50, 3.86, nan, -115.67, 2.50
2.96, 3.48, 2.97, nan, -80.70, 2.50
2.96, 3.46, 2.35, nan, -75.32, 2.53
2.96, 3.44, 1.34, nan, -67.25, 2.48
2.96, 3.42, 0.62, nan, -53.80, 2.50
2.96, 3.40, -0.41, nan, -51.11, 2.50
2.96, 3.38, -1.10, nan, -56.49, 2.50
2.96, 3.36, -2.04, nan, -48.42, 2.52
2.96, 3.34, -2.59, nan, -45.73, 2.49
2.96, 3.32, -3.36, nan, -53.80, 2.52
2.96, 3.31, -3.79, nan, -51.11, 2.48
3.22, 3.28, -4.39, nan, -40.35, 2.51
3.22, 3.27, -4.72, nan, 1622.07, 2.50
3.22, 3.26, -5.04, nan, -59.18, 2.48
3.22, 3.24, -5.40, nan, 48.42, 2.50
3.22, 3.23, -5.56, nan, 392.74, 2.49
3.22, 3.22, -5.78, nan, 742.44, 2.51
3.22, 3.22, -5.88, nan, 844.66, 2.49
3.22, 3.21, -5.92, nan, 761.27, 2.50
3.22, 3.21, -5.92, nan, 602.56, 2.50
3.22, 3.21, -5.83, nan, 387.36, 2.48
3.22, 3.21, -5.64, nan, 215.20, 2.54
3.22, 3.21, -5.44, nan, 118.36, 2.47
3.22, 3.21, -5.13, nan, -10.76, 2.54
3.22, 3.21, -4.87, nan, -10.76, 2.49
3.22, 3.21, -4.58, nan, -61.87, 2.46
3.22, 3.22, -4.12, nan, -107.60, 2.50
3.22, 3.22, -3.81, nan, -69.94, 2.50
3.22, 3.22, -3.33, nan, -72.63, 2.51
3.22, 3.22, -3.02, nan, -18.83, 2.49
2.69, 3.22, -2.54, nan, -5.38, 2.50
2.69, 3.21, -2.25, nan, -1449.91, 2.50
2.69, 3.20, -1.89, nan, -1361.14, 2.50
2.69, 3.19, -1.61, nan, -833.90, 2.52
2.69, 3.18, -1.49, nan, -581.04, 2.46
2.69, 3.16, -1.41, nan, -384.67, 2.50
2.69, 3.14, -1.41, nan, -263.62, 2.51
2.69, 3.13, -1.49, nan, -177.54, 2.50
2.69, 3.11, -1.65, nan, -123.74, 2.50
2.69, 3.09, -1.92, nan, -102.22, 2.50
2.69, 3.07, -2.13, nan, -78.01, 2.51
2.69, 3.05, -2.52, nan, -64.56, 2.49
2.69, 3.03, -2.81, nan, -67.25, 2.50
2.69, 3.01, -3.29, nan, -61.87, 2.51
2.69, 3.00, -3.60, nan, -56.49, 2.50
2.69, 2.97, -4.10, nan, -51.11, 2.50
2.69, 2.96, -4.44, nan, -48.42, 2.50
2.69, 2.94, -4.87, nan, -45.73, 2.54
2.69, 2.92, -5.13, nan, -48.42, 2.45
2.69, 2.90, -5.40, nan, -45.73, 2.50
3.06, 2.88, -5.73, nan, -51.11, 2.51
3.06, 2.86, -6.00, nan, 2934.79, 2.52
3.06, 2.86, -6.16, nan, 2724.97, 2.48
3.06, 2.87, -6.26, nan, 1761.95, 2.50
3.06, 2.88, -6.26, nan, 1100.21, 2.52
3.06, 2.89, -6.12, nan, 696.71, 2.48
3.06, 2.91, -5.90, nan, 446.54, 2.52
3.06, 2.93, -5.47, nan, 290.52, 2.48
3.06, 2.94, -5.08, nan, 207.13, 2.51
3.06, 2.96, -4.65, nan, 156.02, 2.48
3.06, 2.97, -3.91, nan, 123.74, 2.50
3.06, 2.99, -3.36, nan, 91.46, 2.49
3.06, 3.01, -2.45, nan, 40.35, 2.50
3.06, 3.03, -1.80, nan, -363.15, 2.53
3.06, 3.05, -0.77, nan, -960.33, 2.53
3.06, 3.06, -0.07, nan, -1089.45, 2.44
3.06, 3.06, 0.89, nan, -1092.14, 2.49
3.06, 3.07, 1.49, nan, -893.08, 2.50
3.06, 3.07, 2.21, nan, -650.98, 2.50
3.06, 3.07, 2.57, nan, -363.15, 2.50
2.74, 3.06, 2.97, nan, -107.60, 2.56
2.74, 3.06, 3.14, nan, -1361.14, 2.44
2.74, 3.05, 3.24, nan, -1221.26, 2.52
2.74, 3.04, 3.19, nan, -817.76, 2.48
2.74, 3.03, 3.00, nan, -529.93, 2.50
2.74, 3.01, 2.78, nan, -341.63, 2.50
2.74, 2.99, 2.30, nan, -217.89, 2.55
2.74, 2.97, 1.92, nan, -166.78, 2.45
2.74, 2.95, 1.25, nan, -129.12, 2.51
2.74, 2.94, 0.77, nan, -91.46, 2.49
2.74, 2.92, 0.00, nan, -75.32, 2.50
2.74, 2.89, -0.74, nan, -72.63, 2.58
2.74, 2.88, -1.27, nan, -64.56, 2.43
2.74, 2.86, -1.77, nan, -53.80, 2.50
2.74, 2.84, -2.49, nan, -51.11, 2.50
2.74, 2.82, -2.97, nan, -56.49, 2.51
2.74, 2.80, -3.62, nan, -51.11, 2.50
2.74, 2.78, -4.20, nan, 199.06, 2.52
2.74, 2.76, -4.56, nan, 774.72, 2.49
2.74, 2.75, -5.01, nan, 1143.25, 2.50
3.42, 2.74, -5.25, nan, 1199.74, 2.51
3.42, 2.74, -5.44, nan, 2044.40, 2.48
3.42, 2.74, -5.61, nan, 1917.97, 2.50
3.42, 2.75, -5.64, nan, 1172.84, 2.51
3.42, 2.77, -5.56, nan, 747.82, 2.51
3.42, 2.78, -5.30, nan, 484.20, 2.50
3.42, 2.79, -5.01, nan, 344.32, 2.48
3.42, 2.82, -4.48, nan, 215.20, 2.52
3.42, 2.83, -4.05, nan, 145.26, 2.48
3.42, 2.85, -3.31, nan, 118.36, 2.49
3.42, 2.87, -2.76, nan, 96.84, 2.50
3.42, 2.89, -1.85, nan, 72.63, 2.50
3.42, 2.91, -1.20, nan, 59.18, 2.52
3.42, 2.93, -0.53, nan, 53.80, 2.48
3.42, 2.94, 0.43, nan, 59.18, 2.50
3.42, 2.96, 1.08, nan, 53.80, 2.49
3.42, 2.98, 2.01, nan, 40.35, 2.50
3.42, 3.00, 2.57, nan, 48.42, 2.50
3.42, 3.02, 3.31, nan, 53.80, 2.50
3.42, 3.04, 3.76, nan, 43.04, 2.51
3.30, 3.06, 4.34, nan, 40.35, 2.52
3.30, 3.08, 4.70, nan, 48.42, 2.46
3.30, 3.09, 5.16, nan, 45.73, 2.53
3.30, 3.11, 5.42, nan, 34.97, 2.46
3.30, 3.13, 5.76, nan, 43.04, 2.51
3.30, 3.15, 5.95, nan, 51.11, 2.50
3.30, 3.17, 6.21, nan, 40.35, 2.50
3.30, 3.19, 6.35, nan, 40.35, 2.50
3.30, 3.21, 6.52, nan, 43.04, 2.59
3.30, 3.23, 6.64, nan, 43.04, 2.41
3.30, 3.24, 6.79, nan, 37.66, 2.52
3.30, 3.26, 6.86, nan, -247.48, 2.48
3.30, 3.28, 6.95, nan, -766.65, 2.50
3.30, 3.29, 7.00, nan, -1081.38, 2.50
