setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
3.25,3.25,-0.24,0.00,0.76,nan
3.25,3.25,-0.22,0.00,2.12,nan
3.25,3.25,-0.17,0.00,4.79,nan
3.25,3.25,-0.14,0.00,1.00,nan
3.25,3.25,-0.14,0.00,1.04,nan
3.25,3.25,-0.12,0.00,2.50,nan
3.25,3.25,-0.10,0.00,2.50,nan
3.25,3.25,-0.07,0.00,3.29,nan
4.31,3.25,-0.07,0.00,1.70,nan
4.31,3.25,-0.05,1517.16,2.50,nan
4.31,3.26,-0.05,1388.04,2.50,nan
4.31,3.27,0.00,1011.44,2.50,nan
4.31,3.29,0.07,589.11,2.50,nan
4.31,3.31,0.24,371.22,2.54,nan
4.31,3.32,0.38,244.79,2.47,nan
4.31,3.34,0.65,172.16,2.49,nan
4.31,3.35,0.89,131.81,2.50,nan
4.31,3.37,1.13,99.53,2.50,nan
4.31,3.39,1.53,61.87,2.50,nan
4.31,3.41,1.85,53.80,2.50,nan
4.31,3.44,2.33,45.73,2.52,nan
4.31,3.46,2.88,32.28,2.51,nan
4.31,3.47,3.24,29.59,2.48,nan
4.31,3.49,3.60,37.66,2.50,nan
4.31,3.51,4.15,26.90,2.50,nan
4.31,3.53,4.48,21.52,2.50,nan
4.31,3.55,4.94,29.59,2.50,nan
4.31,3.57,5.35,21.52,2.50,nan
4.31,3.59,5.59,24.21,2.50,nan
4.31,3.61,5.92,32.28,2.54,nan
4.31,3.62,6.09,32.28,2.45,nan
4.31,3.64,6.26,18.83,2.50,nan
4.31,3.66,6.47,26.90,2.50,nan
4.31,3.69,6.67,24.21,2.57,nan
4.31,3.71,6.76,21.52,2.44,nan
4.31,3.73,6.91,29.59,2.54,nan
4.31,3.74,6.98,32.28,2.44,nan
4.31,3.76,7.07,18.83,2.54,nan
4.31,3.78,7.12,18.83,2.46,nan
4.31,3.80,7.22,32.28,2.53,nan
4.31,3.82,7.27,18.83,2.48,nan
4.31,3.84,7.31,24.21,2.55,nan
4.31,3.86,7.34,24.21,2.44,nan
4.31,3.88,7.39,21.52,2.54,nan
4.31,3.90,7.41,16.14,2.46,nan
4.31,3.92,7.46,29.59,2.52,nan
4.31,3.93,7.46,29.59,2.48,nan
4.31,3.96,7.51,18.83,2.52,nan
4.31,3.97,7.51,21.52,2.48,nan
4.31,3.99,7.53,29.59,2.50,nan
4.31,4.02,7.55,18.83,2.50,nan
4.31,4.03,7.55,18.83,2.50,nan
3.35,4.05,7.58,26.90,2.50,nan
3.35,4.07,7.58,-2983.21,2.50,nan
3.35,4.07,7.55,-2840.64,2.51,nan
3.35,4.06,7.51,-1872.24,2.50,nan
3.35,4.05,7.31,-1172.84,2.49,nan
3.35,4.04,7.10,-753.20,2.50,nan
3.35,4.03,6.67,-478.82,2.50,nan
3.35,4.01,6.09,-303.97,2.56,nan
3.35,3.99,5.64,-212.51,2.45,nan
3.35,3.97,4.84,-139.88,2.50,nan
3.35,3.95,4.27,-107.60,2.48,nan
3.35,3.93,3.65,-86.08,2.50,nan
3.35,3.91,2.64,-80.70,2.50,nan
3.35,3.89,1.58,-56.49,2.55,nan
3.35,3.87,0.84,-48.42,2.45,nan
3.35,3.85,-0.26,-53.80,2.55,nan
3.35,3.83,-0.96,-40.35,2.46,nan
3.35,3.81,-1.94,-43.04,2.53,nan
3.35,3.80,-2.54,-45.73,2.46,nan
3.35,3.78,-3.33,-34.97,2.60,nan
3.35,3.76,-3.81,-37.66,2.40,nan
3.35,3.74,-4.41,-48.42,2.54,nan
3.35,3.72,-4.77,-37.66,2.48,nan
3.35,3.70,-5.11,-34.97,2.49,nan
3.35,3.68,-5.52,-45.73,2.50,nan
3.35,3.66,-5.85,-43.04,2.53,nan
3.35,3.64,-6.04,-32.28,2.47,nan
3.35,3.62,-6.24,-34.97,2.50,nan
3.35,3.60,-6.45,-45.73,2.51,nan
3.35,3.58,-6.64,-32.28,2.50,nan
3.35,3.56,-6.76,-40.35,2.49,nan
3.35,3.55,-6.86,-43.04,2.50,nan
3.35,3.53,-6.98,-40.35,2.50,nan
3.35,3.51,-7.05,-34.97,2.50,nan
3.35,3.49,-7.15,-40.35,2.50,nan
3.35,3.47,-7.22,-34.97,2.51,nan
3.35,3.45,-7.27,-37.66,2.55,nan
3.35,3.43,-7.29,-37.66,2.44,nan
3.35,3.41,-7.34,-48.42,2.50,nan
3.35,3.39,-7.39,8.07,2.50,nan
3.35,3.37,-7.41,538.00,2.50,nan
3.35,3.36,-7.43,1008.75,2.50,nan
3.35,3.34,-7.43,1213.19,2.52,nan
3.35,3.34,-7.41,1073.31,2.49,nan
3.70,3.34,-7.31,876.94,2.49,nan
3.70,3.34,-7.15,1810.37,2.54,nan
3.70,3.34,-6.95,1501.02,2.46,nan
3.70,3.36,-6.59,898.46,2.53,nan
3.70,3.37,-6.28,572.97,2.50,nan
3.70,3.39,-5.71,365.84,2.48,nan
3.70,3.40,-5.28,269.00,2.48,nan
3.70,3.43,-4.48,161.40,2.53,nan
3.70,3.44,-3.93,121.05,2.46,nan
3.70,3.47,-3.00,86.08,2.54,nan
3.70,3.48,-2.33,69.94,2.46,nan
3.70,3.50,-1.32,53.80,2.53,nan
3.70,3.52,-0.65,51.11,2.60,nan
3.70,3.54,0.36,34.97,2.44,nan
