setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
0.00,1.57,-7.82,-34.97,2.53,nan
0.00,1.56,-7.82,-45.73,2.47,nan
0.00,1.54,-7.79,-43.04,2.50,nan
0.00,1.52,-7.79,-34.97,2.53,nan
0.00,1.50,-7.79,-43.04,2.50,nan
0.00,1.48,-7.79,-43.04,2.48,nan
0.00,1.46,-7.79,-34.97,2.53,nan
0.00,1.44,-7.79,-43.04,2.48,nan
0.00,1.42,-7.79,-45.73,2.48,nan
0.00,1.40,-7.79,-34.97,2.52,nan
0.00,1.38,-7.79,-40.35,2.50,nan
0.00,1.36,-7.79,-51.11,2.49,nan
0.00,1.34,-7.79,-37.66,2.51,nan
0.00,1.32,-7.79,-45.73,2.73,nan
0.00,1.30,-7.79,-48.42,2.27,nan
0.00,1.28,-7.82,-40.35,2.49,nan
0.00,1.26,-7.82,-37.66,2.51,nan
0.00,1.24,-7.82,-45.73,2.48,nan
0.00,1.22,-7.82,-45.73,2.50,nan
0.00,1.20,-7.82,-34.97,2.51,nan
0.00,1.18,-7.82,-45.73,2.52,nan
0.00,1.17,-7.82,-43.04,2.47,nan
0.00,1.15,-7.82,-34.97,2.51,nan
0.00,1.13,-7.82,-40.35,2.49,nan
0.00,1.11,-7.82,-45.73,2.52,nan
0.00,1.09,-7.82,-34.97,2.48,nan
0.00,1.07,-7.82,-37.66,2.51,nan
0.00,1.05,-7.82,-48.42,2.47,nan
0.00,1.03,-7.82,-32.28,2.52,nan
0.00,1.01,-7.82,-34.97,2.47,nan
0.00,0.98,-7.82,-40.35,2.58,nan
0.00,0.97,-7.82,-34.97,2.44,nan
0.00,0.95,-7.82,-34.97,2.52,nan
0.00,0.93,-7.82,-45.73,2.46,nan
0.00,0.91,-7.82,-34.97,2.60,nan
0.00,0.89,-7.82,-34.97,2.40,nan
0.00,0.87,-7.82,-43.04,2.82,nan
0.00,0.85,-7.79,-43.04,2.19,nan
2.55,0.83,-7.79,-34.97,2.52,nan
2.55,0.82,-7.79,3026.25,2.48,nan
2.55,0.81,-7.75,2794.91,2.52,nan
2.55,0.82,-7.70,1837.27,2.47,nan
2.55,0.83,-7.48,1172.84,2.50,nan
2.55,0.84,-7.27,739.75,2.50,nan
2.55,0.86,-6.83,476.13,2.52,nan
2.55,0.88,-6.45,312.04,2.48,nan
2.55,0.89,-5.78,199.06,2.52,nan
2.55,0.91,-5.25,131.81,2.49,nan
2.55,0.93,-4.39,102.22,2.54,nan
2.55,0.95,-3.76,75.32,2.46,nan
2.55,0.97,-2.76,53.80,2.58,nan
2.55,0.99,-2.04,45.73,2.47,nan
2.55,1.01,-0.91,45.73,2.46,nan
2.55,1.09,2.54,24.21,2.85,nan
2.55,1.11,3.36,32.28,9.88,nan
2.55,1.13,3.84,29.59,2.60,nan
2.55,1.15,4.46,18.83,2.60,nan
2.55,1.17,4.82,26.90,2.40,nan
2.55,1.19,5.30,34.97,2.49,nan
2.55,1.21,5.71,32.28,3.59,nan
2.55,1.23,5.95,26.90,1.41,nan
2.55,1.25,6.14,32.28,2.50,nan
2.55,1.30,6.71,18.83,6.30,nan
2.55,1.30,6.71,26.90,0.86,nan
2.55,1.31,6.76,24.21,0.93,nan
2.55,1.32,6.88,24.21,1.89,nan
2.55,1.35,7.07,32.28,3.29,nan
2.55,1.36,7.12,32.28,1.72,nan
2.55,1.38,7.24,26.90,2.51,nan
2.55,1.40,7.29,21.52,2.52,nan
2.55,1.42,7.39,29.59,2.47,nan
2.55,1.44,7.43,29.59,2.49,nan
2.55,1.46,7.48,18.83,2.51,nan
2.55,1.48,7.53,26.90,2.58,nan
2.55,1.50,7.55,32.28,2.41,nan
3.52,1.52,7.58,18.83,2.49,nan
3.52,1.54,7.63,26.90,2.51,nan
3.52,1.56,7.65,32.28,2.50,nan
3.52,1.58,7.67,21.52,2.49,nan
3.52,1.60,7.67,24.21,2.51,nan
3.52,1.61,7.70,32.28,2.50,nan
3.52,1.63,7.70,24.21,2.54,nan
3.52,1.65,7.72,18.83,2.49,nan
3.52,1.67,7.75,32.28,2.47,nan
3.52,1.69,7.75,24.21,2.50,nan
3.52,1.71,7.77,21.52,2.52,nan
3.52,1.73,7.77,29.59,2.49,nan
3.52,1.75,7.79,26.90,2.51,nan
3.52,1.77,7.79,18.83,2.49,nan
3.52,1.79,7.79,24.21,2.49,nan
3.52,1.81,7.82,32.28,2.50,nan
3.52,1.83,7.82,18.83,2.50,nan
3.52,1.85,7.84,26.90,2.56,nan
3.52,1.87,7.84,32.28,2.44,nan
3.52,1.89,7.84,21.52,2.54,nan
3.52,1.91,7.84,26.90,2.46,nan
3.52,1.92,7.84,34.97,2.52,nan
3.52,1.94,7.87,24.21,2.52,nan
3.52,1.96,7.87,21.52,2.46,nan
3.52,1.98,7.87,29.59,2.56,nan
3.52,2.00,7.87,24.21,2.44,nan
3.52,2.02,7.87,18.83,2.57,nan
3.52,2.04,7.87,29.59,2.45,nan
3.52,2.06,7.87,29.59,2.47,nan
3.52,2.08,7.87,18.83,2.52,nan
3.52,2.10,7.87,24.21,2.53,nan
3.52,2.12,7.87,29.59,2.49,nan
3.52,2.14,7.87,18.83,2.46,nan
3.52,2.16,7.87,26.90,2.50,nan
3.52,2.18,7.87,34.97,2.53,nan
3.52,2.20,7.84,21.52,2.50,nan
3.52,2.22,7.84,24.21,2.46,nan
3.52,2.24,7.84,32.28,2.50,nan
3.52,2.26,7.84,24.21,2.50,nan
3.52,2.28,7.84,21.52,2.53,nan
3.52,2.29,7.84,32.28,2.52,nan
3.52,2.31,7.82,24.21,2.47,nan
3.52,2.33,7.82,21.52,2.51,nan
3.52,2.35,7.82,29.59,2.46,nan
3.52,2.37,7.82,26.90,2.50,nan
3.52,2.39,7.79,18.83,2.53,nan
3.52,2.41,7.79,26.90,2.50,nan
3.52,2.43,7.77,32.28,2.50,nan
3.52,2.45,7.77,18.83,2.50,nan
3.52,2.47,7.77,26.90,2.47,nan
3.52,2.49,7.77,32.28,2.54,nan
3.52,2.51,7.77,21.52,2.49,nan
2.55,2.53,7.75,24.21,2.46,nan
2.55,2.54,7.75,-3012.80,2.53,nan
2.55,2.55,7.72,-1326.17,2.50,nan
2.55,2.55,7.65,-282.45,2.50,nan
2.55,2.55,7.53,-204.44,2.50,nan
2.55,2.55,7.31,-193.68,2.50,nan
2.55,2.55,7.12,-156.02,2.54,nan
2.55,2.55,6.79,-121.05,2.46,nan
2.55,2.55,6.52,-69.94,2.47,nan
2.55,2.55,6.09,-43.04,2.53,nan
2.55,2.55,5.76,5.38,2.50,nan
2.55,2.55,5.25,34.97,2.48,nan
2.55,2.55,4.87,18.83,2.57,nan
2.55,2.55,4.29,5.38,2.44,nan
2.55,2.55,3.91,0.00,2.51,nan
2.55,2.55,3.33,0.00,2.49,nan
2.55,2.55,2.97,0.00,2.50,nan
2.55,2.55,2.49,0.00,2.48,nan
2.55,2.55,2.23,0.00,2.51,nan
2.55,2.55,1.85,0.00,2.50,nan
2.55,2.55,1.63,0.00,2.48,nan
2.55,2.55,1.34,0.00,2.51,nan
2.55,2.55,1.20,0.00,2.51,nan
2.55,2.55,0.98,0.00,2.48,nan
2.55,2.55,0.86,0.00,2.52,nan
2.55,2.55,0.72,0.00,2.48,nan
2.55,2.55,0.65,0.00,2.50,nan
2.55,2.55,0.53,2.69,2.49,nan
2.55,2.55,0.48,0.00,2.55,nan
2.55,2.55,0.38,0.00,2.46,nan
2.55,2.55,0.34,0.00,2.52,nan
2.55,2.55,0.29,0.00,2.48,nan
2.55,2.55,0.24,0.00,2.52,nan
2.55,2.55,0.19,0.00,5.25,nan
2.55,2.55,0.17,0.00,0.92,nan
2.55,2.55,0.14,0.00,1.28,nan
2.55,2.55,0.12,0.00,2.50,nan
2.55,2.55,0.10,0.00,2.51,nan
2.55,2.55,0.10,0.00,2.78,nan
2.55,2.55,0.07,0.00,2.24,nan
2.55,2.55,0.07,0.00,2.52,nan
2.55,2.55,0.05,0.00,2.49,nan
2.55,2.55,0.05,0.00,2.49,nan
2.55,2.55,0.02,0.00,2.79,nan
2.55,2.55,0.02,0.00,2.86,nan
2.55,2.55,0.02,0.00,1.85,nan
2.55,2.55,0.02,0.00,2.58,nan
2.55,2.55,0.02,0.00,2.48,nan
2.55,2.55,0.00,-16.14,2.47,nan
2.55,2.55,0.00,0.00,2.55,nan
2.55,2.55,0.00,0.00,2.43,nan
2.55,2.55,0.00,0.00,2.47,nan
3.16,2.55,0.00,0.00,2.52,nan
3.16,2.55,0.00,1522.54,2.47,nan
3.16,2.56,0.00,1406.87,2.50,nan
3.16,2.57,0.05,930.74,2.49,nan
3.16,2.59,0.12,599.87,2.51,nan
3.16,2.61,0.29,387.36,2.49,nan
3.16,2.62,0.43,250.17,2.50,nan
3.16,2.64,0.70,161.40,2.50,nan
3.16,2.66,0.94,121.05,2.51,nan
3.16,2.68,1.32,94.15,2.50,nan
3.16,2.70,1.61,61.87,2.50,nan
3.16,2.72,2.06,48.42,2.50,nan
3.16,2.74,2.40,48.42,2.50,nan
3.16,2.76,2.93,40.35,2.50,nan
3.16,2.77,3.31,29.59,2.50,nan
3.16,2.79,3.86,34.97,2.50,nan
3.16,2.81,4.22,32.28,2.50,nan
3.16,2.83,4.72,21.52,2.50,nan
3.16,2.85,5.04,29.59,2.51,nan
3.16,2.87,5.44,34.97,2.50,nan
3.16,2.89,5.68,21.52,2.50,nan
3.16,2.91,6.00,24.21,2.51,nan
3.16,2.93,6.19,32.28,2.50,nan
3.16,2.95,6.43,21.52,2.50,nan
3.16,2.97,6.57,24.21,2.50,nan
3.16,2.99,6.74,32.28,2.50,nan
3.16,3.01,6.86,24.21,2.50,nan
3.16,3.03,6.98,21.52,2.50,nan
3.16,3.05,7.05,32.28,2.50,nan
3.16,3.07,7.15,24.21,2.50,nan
3.16,3.09,7.22,21.52,2.50,nan
3.16,3.10,7.29,29.59,2.50,nan
3.16,3.12,7.34,-217.89,2.51,nan
3.16,3.14,7.39,-796.24,2.49,nan
3.16,3.15,7.39,-1084.07,2.50,nan
3.16,3.16,7.39,-1170.15,2.51,nan
3.16,3.17,7.36,-1016.82,2.49,nan
3.16,3.17,7.24,-728.99,2.52,nan
3.16,3.17,7.12,-478.82,2.55,nan
3.16,3.17,6.86,-220.58,2.51,nan
3.16,3.16,6.64,-75.32,2.48,nan
3.16,3.16,6.24,78.01,2.46,nan
3.16,3.16,5.95,131.81,2.50,nan
3.16,3.16,5.44,129.12,2.49,nan
3.16,3.16,5.08,145.26,2.49,nan
3.16,3.16,4.51,137.19,2.50,nan
3.16,3.16,4.12,86.08,2.50,nan
3.16,3.16,3.53,43.04,2.51,nan
3.16,3.16,3.14,-8.07,2.51,nan
3.16,3.16,2.61,-8.07,2.49,nan
3.16,3.16,2.30,-51.11,2.54,nan
3.16,3.16,1.87,-24.21,2.46,nan
3.55,3.16,1.63,-10.76,2.49,nan
3.55,3.16,1.32,1549.44,2.53,nan
3.55,3.17,1.15,1396.11,2.52,nan
3.55,3.18,1.01,925.36,2.48,nan
3.55,3.20,0.96,591.80,2.52,nan
3.55,3.21,0.98,379.29,2.51,nan
3.55,3.23,1.06,242.10,2.47,nan
3.55,3.25,1.22,169.47,2.50,nan
3.55,3.27,1.39,123.74,2.47,nan
3.55,3.29,1.70,86.08,2.54,nan
3.55,3.31,1.94,59.18,2.47,nan
3.55,3.33,2.33,53.80,2.53,nan
3.55,3.34,2.64,48.42,2.52,nan
3.55,3.37,3.12,29.59,2.45,nan
3.55,3.38,3.45,34.97,2.53,nan
3.55,3.40,3.98,37.66,2.48,nan
3.55,3.42,4.32,24.21,2.51,nan
3.55,3.44,4.80,29.59,2.54,nan
3.55,3.46,5.08,37.66,2.44,nan
3.55,3.48,5.47,24.21,2.53,nan
3.55,3.50,5.71,21.52,2.50,nan
3.55,3.52,6.00,-363.15,2.51,nan
3.55,3.53,6.19,-919.98,2.53,nan
3.55,3.55,6.38,-1159.39,2.46,nan
3.55,3.55,6.47,-1183.60,2.47,nan
3.55,3.56,6.57,-919.98,2.56,nan
3.55,3.56,6.55,-672.50,2.45,nan
3.55,3.56,6.45,-425.02,2.50,nan
3.55,3.56,6.33,-207.13,2.50,nan
3.55,3.55,6.04,-8.07,2.50,nan
3.55,3.55,5.83,51.11,2.52,nan
3.55,3.55,5.42,131.81,2.47,nan
3.55,3.55,5.11,153.33,2.51,nan
3.55,3.55,4.60,118.36,2.47,nan
3.55,3.55,4.27,88.77,2.51,nan
3.55,3.55,3.72,59.18,2.50,nan
3.55,3.55,3.33,53.80,2.50,nan
3.55,3.55,2.78,13.45,2.53,nan
3.55,3.55,2.45,-40.35,2.49,nan
3.55,3.55,2.01,-32.28,2.49,nan
3.55,3.55,1.75,-18.83,2.48,nan
3.55,3.55,1.41,-10.76,2.52,nan
3.55,3.55,1.22,-5.38,2.57,nan
3.55,3.55,0.98,-2.69,2.45,nan
3.55,3.55,0.86,-2.69,2.49,nan
3.55,3.55,0.72,-2.69,2.49,nan
3.55,3.55,0.62,-2.69,2.50,nan
3.55,3.55,0.53,-2.69,2.50,nan
3.55,3.55,0.48,-2.69,2.49,nan
3.55,3.55,0.41,-2.69,2.52,nan
3.55,3.55,0.36,-2.69,2.52,nan
3.55,3.55,0.29,-2.69,2.49,nan
3.16,3.55,0.26,-2.69,2.50,nan
3.16,3.55,0.22,-1541.37,2.46,nan
3.16,3.54,0.17,-1428.39,2.54,nan
3.16,3.53,0.10,-957.64,2.50,nan
3.16,3.51,0.02,-624.08,2.46,nan
3.16,3.50,-0.14,-408.88,2.53,nan
3.16,3.48,-0.31,-263.62,2.50,nan
3.16,3.46,-0.60,-182.92,2.51,nan
3.16,3.44,-0.82,-145.26,2.52,nan
3.16,3.43,-1.22,-107.60,2.48,nan
3.16,3.41,-1.51,-78.01,2.52,nan
3.16,3.39,-1.97,-67.25,2.46,nan
3.16,3.37,-2.30,-69.94,2.49,nan
3.16,3.35,-2.83,-45.73,2.53,nan
3.16,3.33,-3.19,-45.73,2.54,nan
3.16,3.31,-3.74,-53.80,2.46,nan
3.16,3.29,-4.10,-43.04,2.47,nan
3.16,3.27,-4.60,-40.35,2.52,nan
3.16,3.25,-4.92,-48.42,2.53,nan
3.16,3.23,-5.32,-45.73,2.45,nan
3.16,3.21,-5.56,-37.66,2.50,nan
3.16,3.19,-5.90,325.49,2.52,nan
3.16,3.18,-6.07,898.46,2.53,nan
3.16,3.16,-6.31,1156.70,2.46,nan
3.16,3.16,-6.40,1159.39,2.53,nan
3.16,3.15,-6.50,946.88,2.47,nan
3.16,3.15,-6.50,659.05,2.50,nan
3.16,3.15,-6.43,438.47,2.50,nan
3.16,3.15,-6.31,204.44,2.55,nan
3.16,3.16,-6.04,45.73,2.44,nan
3.16,3.16,-5.83,-75.32,2.54,nan
3.16,3.16,-5.44,-118.36,2.54,nan
3.16,3.16,-5.13,-153.33,2.50,nan
3.16,3.16,-4.65,-126.43,2.42,nan
3.16,3.16,-4.29,-112.98,2.55,nan
3.16,3.16,-3.74,-56.49,2.47,nan
3.16,3.16,-3.38,-43.04,2.47,nan
3.16,3.16,-2.83,-2.69,2.53,nan
3.16,3.16,-2.49,18.83,2.50,nan
3.16,3.16,-2.04,10.76,2.50,nan
3.16,3.16,-1.77,2.69,2.47,nan
3.16,3.16,-1.44,0.00,2.52,nan
3.16,3.16,-1.25,0.00,2.50,nan
3.16,3.16,-1.01,0.00,2.50,nan
3.16,3.16,-0.89,0.00,2.48,nan
3.16,3.16,-0.72,0.00,2.50,nan
3.16,3.16,-0.65,0.00,2.51,nan
3.16,3.16,-0.53,0.00,2.51,nan
3.16,3.16,-0.48,0.00,2.50,nan
3.16,3.16,-0.41,0.00,2.53,nan
3.16,3.16,-0.36,0.00,2.46,nan
3.16,3.16,-0.29,-8.07,2.49,nan
2.85,3.16,-0.26,0.00,2.49,nan
2.85,3.16,-0.22,-1527.92,2.53,nan
2.85,3.15,-0.19,-1406.87,2.48,nan
2.85,3.14,-0.22,-933.43,2.51,nan
2.85,3.12,-0.26,-605.25,2.51,nan
2.85,3.11,-0.41,-395.43,2.49,nan
2.85,3.09,-0.53,-274.38,2.49,nan
2.85,3.07,-0.79,-190.99,2.51,nan
2.85,3.05,-1.01,-126.43,2.47,nan
2.85,3.04,-1.37,-96.84,2.54,nan
2.85,3.02,-1.63,-91.46,2.47,nan
2.85,3.00,-2.09,-75.32,2.51,nan
2.85,2.98,-2.42,-56.49,2.56,nan
2.85,2.96,-2.95,-56.49,2.49,nan
2.85,2.94,-3.31,-53.80,2.59,nan
2.85,2.92,-3.86,-40.35,2.37,nan
2.85,2.90,-4.22,-29.59,2.49,nan
2.85,2.88,-4.70,529.93,2.50,nan
2.85,2.87,-5.01,1019.51,2.52,nan
2.85,2.85,-5.40,1167.46,2.50,nan
2.85,2.85,-5.59,1124.42,2.47,nan
2.85,2.84,-5.80,879.63,2.59,nan
2.85,2.84,-5.88,624.08,2.42,nan
2.85,2.85,-5.88,344.32,2.51,nan
2.85,2.85,-5.80,99.53,2.48,nan
2.85,2.85,-5.59,-21.52,2.51,nan
2.85,2.85,-5.42,-80.70,2.54,nan
2.85,2.85,-5.06,-107.60,2.45,nan
2.85,2.85,-4.77,-156.02,2.57,nan
2.85,2.85,-4.32,-129.12,2.44,nan
2.85,2.85,-3.98,-96.84,2.51,nan
2.85,2.85,-3.45,-88.77,2.51,nan
2.85,2.85,-3.09,-29.59,2.48,nan
2.85,2.85,-2.59,24.21,2.53,nan
2.85,2.85,-2.28,32.28,2.49,nan
2.85,2.85,-1.85,18.83,2.49,nan
2.85,2.85,-1.61,18.83,2.48,nan
2.85,2.85,-1.29,0.00,2.50,nan
2.85,2.85,-1.13,0.00,2.55,nan
2.85,2.85,-0.91,0.00,2.46,nan
2.85,2.85,-0.79,0.00,2.48,nan
2.85,2.85,-0.67,32.28,2.50,nan
2.85,2.85,-0.58,0.00,2.51,nan
2.85,2.85,-0.50,-5.38,2.49,nan
2.85,2.85,-0.43,5.38,2.49,nan
2.85,2.85,-0.38,0.00,2.50,nan
2.85,2.85,-0.34,0.00,2.49,nan
2.85,2.85,-0.29,0.00,2.50,nan
2.85,2.85,-0.24,0.00,2.50,nan
2.85,2.85,-0.19,0.00,2.50,nan
2.85,2.85,-0.17,0.00,2.54,nan
2.85,2.85,-0.14,0.00,2.46,nan
3.39,2.85,-0.12,0.00,2.53,nan
3.39,2.85,-0.10,1549.44,2.45,nan
3.39,2.86,-0.07,1393.42,2.56,nan
3.39,2.87,-0.02,925.36,2.55,nan
3.39,2.89,0.05,591.80,2.39,nan
3.39,2.91,0.22,381.98,2.55,nan
3.39,2.92,0.36,247.48,2.47,nan
3.39,2.94,0.65,174.85,2.50,nan
3.39,2.96,0.86,126.43,2.47,nan
3.39,2.98,1.25,88.77,2.53,nan
3.39,3.00,1.53,61.87,2.52,nan
3.39,3.02,2.01,59.18,2.48,nan
3.39,3.04,2.35,48.42,2.46,nan
3.39,3.06,2.88,32.28,2.54,nan
3.39,3.07,3.24,34.97,2.50,nan
3.39,3.09,3.79,40.35,2.53,nan
3.39,3.11,4.15,24.21,2.44,nan
3.39,3.13,4.65,29.59,2.55,nan
3.39,3.15,4.96,34.97,2.48,nan
3.39,3.17,5.37,26.90,2.50,nan
3.39,3.19,5.61,24.21,2.47,nan
3.39,3.21,5.92,34.97,2.51,nan
3.39,3.23,6.12,26.90,2.50,nan
3.39,3.25,6.35,24.21,2.50,nan
3.39,3.27,6.50,32.28,2.54,nan
3.39,3.29,6.67,29.59,2.46,nan
3.39,3.31,6.79,21.52,2.61,nan
3.39,3.32,6.91,26.90,2.40,nan
3.39,3.34,6.98,32.28,2.49,nan
3.39,3.36,7.10,-406.19,2.50,nan
3.39,3.38,7.15,-952.26,2.50,nan
3.39,3.39,7.19,-1140.56,2.50,nan
3.39,3.40,7.22,-1124.42,2.57,nan
3.39,3.40,7.17,-925.36,2.43,nan
3.39,3.40,7.07,-699.40,2.53,nan
3.39,3.40,6.91,-406.19,2.50,nan
3.39,3.40,6.71,-174.85,2.45,nan
3.39,3.40,6.38,-2.69,2.50,nan
3.39,3.40,6.12,61.87,2.53,nan
3.39,3.40,5.68,123.74,2.48,nan
3.39,3.39,5.35,150.64,2.54,nan
3.39,3.39,4.80,145.26,2.46,nan
3.39,3.39,4.44,102.22,2.52,nan
3.39,3.39,3.84,61.87,2.50,nan
3.39,3.39,3.45,32.28,2.47,nan
3.39,3.39,2.90,-21.52,2.51,nan
3.39,3.39,2.54,-37.66,2.54,nan
3.39,3.39,2.09,-24.21,2.46,nan
3.39,3.39,1.82,-16.14,2.48,nan
3.39,3.39,1.46,-10.76,2.56,nan
3.39,3.39,1.27,-5.38,2.48,nan
3.39,3.39,1.03,-2.69,2.51,nan
3.25,3.39,0.91,-2.69,2.45,nan
3.25,3.39,0.74,-1538.68,2.51,nan
3.25,3.38,0.65,-1409.56,2.51,nan
3.25,3.37,0.50,-930.74,2.52,nan
3.25,3.36,0.36,-602.56,2.48,nan
3.25,3.34,0.14,-395.43,2.50,nan
3.25,3.32,-0.02,-274.38,2.47,nan
3.25,3.31,-0.36,-193.68,2.56,nan
3.25,3.29,-0.62,134.50,2.46,nan
3.25,3.27,-1.03,761.27,2.52,nan
3.25,3.26,-1.32,1092.14,2.46,nan
3.25,3.25,-1.77,1129.80,2.50,nan
3.25,3.24,-2.09,995.30,2.50,nan
3.25,3.24,-2.47,718.23,2.54,nan
3.25,3.24,-2.73,457.30,2.51,nan
3.25,3.24,-3.02,231.34,2.46,nan
3.25,3.25,-3.17,40.35,2.48,nan
3.25,3.25,-3.26,-67.25,2.50,nan
3.25,3.25,-3.26,-107.60,2.54,nan
3.25,3.25,-3.19,-131.81,2.46,nan
3.25,3.25,-3.07,-129.12,2.50,nan
3.25,3.25,-2.83,-115.67,2.66,nan
3.25,3.25,-2.64,-75.32,2.35,nan
3.25,3.25,-2.28,-45.73,2.52,nan
3.25,3.25,-2.04,-8.07,2.60,nan
3.25,3.25,-1.70,34.97,2.36,nan
3.25,3.25,-1.49,21.52,2.50,nan
3.25,3.25,-1.20,24.21,2.51,nan
3.25,3.25,-1.03,2.69,2.54,nan
3.25,3.25,-0.82,0.00,2.49,nan
3.25,3.25,-0.70,0.00,2.47,nan
3.25,3.25,-0.58,2.69,2.53,nan
3.25,3.25,-0.50,8.07,2.46,nan
3.25,3.25,-0.41,0.00,2.50,nan
3.25,3.25,-0.36,0.00,2.66,nan
3.25,3.25,-0.31,0.00,2.35,nan
3.25,3.25,-0.29,0.00,2.50,nan
3.25,3.25,-0.24,0.00,2.49,nan
3.25,3.25,-0.22,0.00,2.52,nan
3.25,3.25,-0.17,0.00,2.51,nan
3.25,3.25,-0.14,0.00,2.46,nan
3.25,3.25,-0.12,0.00,2.52,nan
3.25,3.25,-0.12,0.00,2.51,nan
3.25,3.25,-0.10,0.00,2.47,nan
3.25,3.25,-0.07,0.00,2.54,nan
3.25,3.25,-0.07,0.00,2.51,nan
3.25,3.25,-0.05,0.00,2.49,nan
3.25,3.25,-0.05,0.00,2.48,nan
3.25,3.25,-0.05,13.45,2.50,nan
3.25,3.25,-0.02,0.00,2.53,nan
3.25,3.25,-0.02,0.00,2.46,nan
3.25,3.25,-0.02,0.00,2.52,nan
4.31,3.25,-0.02,0.00,2.50,nan
4.31,3.25,0.00,1509.09,2.49,nan
4.31,3.26,0.00,1390.73,2.51,nan
4.31,3.27,0.02,925.36,2.50,nan
4.31,3.29,0.10,591.80,2.46,nan
4.31,3.30,0.24,373.91,2.53,nan
4.31,3.32,0.38,247.48,2.48,nan
4.31,3.34,0.67,174.85,2.53,nan
4.31,3.36,0.89,129.12,2.50,nan
4.31,3.38,1.27,88.77,2.48,nan
4.31,3.40,1.53,64.56,2.49,nan
4.31,3.42,1.99,59.18,2.49,nan
4.31,3.43,2.33,45.73,2.50,nan
4.31,3.45,2.85,34.97,2.54,nan
4.31,3.47,3.21,37.66,2.51,nan
