setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
0.00,2.11,-7.72,-48.42,2.52,nan
0.00,2.09,-7.75,-34.97,2.48,nan
0.00,2.07,-7.75,-40.35,2.50,nan
0.00,2.05,-7.75,-48.42,2.50,nan
0.00,2.03,-7.77,-32.28,2.52,nan
0.00,2.01,-7.77,-37.66,2.47,nan
0.00,1.99,-7.77,-51.11,2.53,nan
0.00,1.97,-7.79,-37.66,2.46,nan
0.00,1.95,-7.79,-37.66,2.53,nan
0.00,1.94,-7.79,-43.04,2.57,nan
0.00,1.91,-7.79,-40.35,2.44,nan
0.00,1.90,-7.79,-32.28,2.46,nan
0.00,1.88,-7.82,-45.73,2.53,nan
0.00,1.86,-7.82,-43.04,2.47,nan
0.00,1.84,-7.82,-34.97,2.53,nan
0.00,1.82,-7.82,-43.04,2.48,nan
0.00,1.80,-7.82,-45.73,2.54,nan
0.00,1.78,-7.82,-34.97,2.46,nan
0.00,1.76,-7.82,-37.66,2.50,nan
0.00,1.74,-7.82,-48.42,2.50,nan
0.00,1.72,-7.82,-34.97,2.53,nan
0.00,1.70,-7.82,-37.66,2.48,nan
0.00,1.68,-7.82,-48.42,2.51,nan
0.00,1.66,-7.82,-37.66,2.50,nan
0.00,1.64,-7.82,-37.66,2.49,nan
0.00,1.63,-7.82,-45.73,2.49,nan
0.00,1.61,-7.82,-40.35,2.51,nan
0.00,1.59,-7.82,-34.97,2.48,nan
0.00,1.57,-7.82,-43.04,2.51,nan
0.00,1.55,-7.82,-40.35,2.49,nan
0.00,1.53,-7.82,-32.28,2.53,nan
0.00,1.51,-7.79,-40.35,2.47,nan
0.00,1.49,-7.79,-43.04,2.53,nan
0.00,1.47,-7.79,-32.28,2.48,nan
0.00,1.45,-7.79,-40.35,2.50,nan
0.00,1.43,-7.79,-48.42,2.51,nan
0.00,1.42,-7.79,-37.66,2.49,nan
0.00,1.40,-7.79,-37.66,2.50,nan
0.00,1.38,-7.79,-51.11,2.51,nan
0.00,1.36,-7.79,-34.97,2.53,nan
0.00,1.34,-7.79,-34.97,2.63,nan
0.00,1.32,-7.79,-43.04,2.34,nan
3.07,1.30,-7.79,-40.35,2.52,nan
3.07,1.28,-7.79,3015.49,2.49,nan
3.07,1.28,-7.77,2802.98,2.54,nan
3.07,1.29,-7.70,1821.13,2.45,nan
3.07,1.29,-7.51,1162.08,2.59,nan
3.07,1.31,-7.29,739.75,2.43,nan
3.07,1.32,-6.83,470.75,2.51,nan
3.07,1.34,-6.45,301.28,2.49,nan
3.07,1.36,-5.78,199.06,2.53,nan
3.07,1.38,-5.28,145.26,2.46,nan
3.07,1.40,-4.39,110.29,2.54,nan
3.07,1.42,-3.76,72.63,2.46,nan
3.07,1.43,-2.73,59.18,2.53,nan
3.07,1.45,-2.01,56.49,2.47,nan
3.07,1.47,-0.89,43.04,2.52,nan
3.07,1.49,-0.14,32.28,2.47,nan
3.07,1.51,0.94,37.66,2.54,nan
3.07,1.53,1.63,37.66,2.46,nan
3.07,1.55,2.54,24.21,2.52,nan
3.07,1.57,3.12,29.59,2.50,nan
3.07,1.59,3.86,37.66,2.49,nan
3.07,1.61,4.29,21.52,2.50,nan
3.07,1.63,4.84,29.59,2.52,nan
3.07,1.64,5.18,34.97,2.49,nan
3.07,1.66,5.61,24.21,2.49,nan
3.07,1.68,5.85,26.90,2.50,nan
3.07,1.70,6.19,32.28,2.52,nan
3.07,1.72,6.35,26.90,2.50,nan
3.07,1.74,6.62,21.52,2.48,nan
3.07,1.76,6.74,34.97,2.50,nan
3.07,1.78,6.93,29.59,2.50,nan
3.07,1.80,7.03,21.52,2.51,nan
3.07,1.82,7.17,26.90,2.49,nan
3.07,1.84,7.24,32.28,2.50,nan
3.07,1.86,7.34,21.52,2.51,nan
3.07,1.88,7.39,29.59,2.48,nan
3.07,1.90,7.46,34.97,2.50,nan
3.07,1.91,7.51,21.52,2.50,nan
3.07,1.94,7.55,26.90,2.50,nan
3.07,1.95,7.58,32.28,2.49,nan
3.07,1.97,7.63,26.90,2.53,nan
3.07,1.99,7.65,24.21,2.46,nan
3.07,2.01,7.67,34.97,2.53,nan
3.07,2.03,7.70,26.90,2.49,nan
3.07,2.05,7.70,24.21,2.52,nan
3.07,2.07,7.72,32.28,2.48,nan
3.07,2.09,7.75,26.90,2.52,nan
3.07,2.11,7.75,21.52,2.48,nan
3.07,2.13,7.77,29.59,2.52,nan
3.07,2.15,7.77,32.28,2.46,nan
3.07,2.17,7.77,16.14,2.54,nan
3.07,2.19,7.79,26.90,2.47,nan
3.07,2.21,7.79,32.28,2.53,nan
3.07,2.23,7.79,21.52,2.48,nan
3.07,2.25,7.79,24.21,2.52,nan
3.07,2.27,7.79,32.28,2.47,nan
3.07,2.29,7.79,26.90,2.50,nan
3.07,2.31,7.79,24.21,2.50,nan
3.07,2.33,7.79,34.97,2.52,nan
3.07,2.35,7.79,26.90,2.47,nan
3.07,2.36,7.79,21.52,2.53,nan
2.55,2.38,7.79,29.59,2.48,nan
2.55,2.40,7.77,-1129.80,2.52,nan
2.55,2.41,7.77,357.77,2.48,nan
2.55,2.43,7.72,360.46,2.51,nan
2.55,2.45,7.67,239.41,2.51,nan
2.55,2.47,7.63,156.02,2.49,nan
2.55,2.48,7.60,118.36,2.50,nan
2.55,2.50,7.53,37.66,2.49,nan
2.55,2.52,7.51,-519.17,2.50,nan
2.55,2.54,7.46,-1022.20,2.52,nan
2.55,2.54,7.41,-1145.94,2.48,nan
2.55,2.55,7.31,-1081.38,2.52,nan
2.55,2.56,7.22,-866.18,2.48,nan
2.55,2.56,7.00,-572.97,2.52,nan
2.55,2.55,6.83,-373.91,2.53,nan
2.55,2.55,6.50,-139.88,2.45,nan
2.55,2.55,6.26,-5.38,2.50,nan
2.55,2.55,5.85,118.36,2.49,nan
2.55,2.55,5.54,102.22,2.50,nan
2.55,2.54,5.06,139.88,2.52,nan
2.55,2.54,4.70,145.26,2.49,nan
2.55,2.54,4.12,86.08,2.51,nan
2.55,2.54,3.74,43.04,2.49,nan
2.55,2.55,3.19,24.21,2.52,nan
2.55,2.55,2.83,-29.59,2.52,nan
2.55,2.55,2.33,-24.21,2.47,nan
2.55,2.55,2.04,-13.45,2.50,nan
2.55,2.55,1.65,-8.07,2.50,nan
2.55,2.55,1.44,-2.69,2.48,nan
2.55,2.55,1.15,-2.69,2.50,nan
2.55,2.55,1.01,-2.69,2.49,nan
2.55,2.55,0.82,-2.69,2.53,nan
2.55,2.55,0.72,-2.69,2.48,nan
2.55,2.55,0.60,0.00,2.52,nan
2.55,2.55,0.53,0.00,2.48,nan
2.55,2.54,0.46,0.00,2.52,nan
2.55,2.55,0.41,0.00,2.48,nan
2.55,2.55,0.34,0.00,2.52,nan
2.55,2.55,0.29,0.00,2.47,nan
2.55,2.55,0.24,0.00,2.51,nan
2.55,2.55,0.22,0.00,2.52,nan
2.55,2.55,0.17,0.00,2.50,nan
2.55,2.55,0.14,0.00,2.48,nan
2.55,2.55,0.12,0.00,2.51,nan
2.55,2.55,0.12,0.00,2.49,nan
2.55,2.55,0.10,2.69,2.50,nan
2.55,2.55,0.07,0.00,2.49,nan
2.55,2.55,0.07,0.00,2.53,nan
2.55,2.55,0.05,0.00,2.47,nan
2.55,2.55,0.05,0.00,2.52,nan
2.55,2.55,0.05,0.00,2.50,nan
2.55,2.55,0.02,0.00,2.48,nan
2.55,2.55,0.02,0.00,2.50,nan
2.55,2.55,0.02,0.00,2.59,nan
2.55,2.55,0.02,0.00,2.41,nan
2.55,2.55,0.00,0.00,2.50,nan
2.55,2.55,0.00,0.00,2.50,nan
2.55,2.55,0.00,0.00,2.52,nan
2.55,2.55,0.00,0.00,2.48,nan
2.55,2.55,0.00,2.69,2.52,nan
2.55,2.55,0.00,0.00,2.54,nan
2.55,2.55,0.00,0.00,2.45,nan
2.55,2.55,0.00,0.00,2.49,nan
2.55,2.55,0.00,0.00,2.51,nan
2.55,2.55,0.00,0.00,2.50,nan
2.55,2.55,0.00,0.00,2.49,nan
2.55,2.55,0.00,0.00,2.62,nan
2.55,2.55,0.00,0.00,2.38,nan
2.55,2.55,0.00,0.00,2.49,nan
2.55,2.55,0.00,0.00,2.51,nan
2.55,2.55,0.00,0.00,2.50,nan
2.55,2.55,0.00,0.00,2.49,nan
2.55,2.55,0.00,0.00,2.50,nan
2.55,2.55,0.00,0.00,2.54,nan
2.55,2.55,0.00,0.00,2.44,nan
2.55,2.55,0.00,0.00,2.51,nan
2.55,2.55,0.00,0.00,2.49,nan
2.55,2.55,0.00,0.00,2.50,nan
2.55,2.55,0.00,0.00,2.56,nan
2.55,2.55,0.00,0.00,2.43,nan
2.55,2.55,0.00,0.00,2.77,nan
2.55,2.55,0.00,0.00,2.23,nan
3.52,2.55,0.00,0.00,2.50,nan
3.52,2.55,0.00,1525.23,2.50,nan
3.52,2.56,0.00,1396.11,2.49,nan
3.52,2.57,0.05,909.22,2.50,nan
3.52,2.58,0.12,578.35,2.50,nan
3.52,2.60,0.29,381.98,2.54,nan
3.52,2.62,0.43,260.93,2.46,nan
3.52,2.64,0.72,180.23,2.50,nan
3.52,2.66,0.94,115.67,2.50,nan
3.52,2.67,1.32,86.08,2.50,nan
3.52,2.69,1.61,78.01,2.50,nan
3.52,2.71,2.06,56.49,2.50,nan
3.52,2.73,2.40,40.35,2.50,nan
3.52,2.75,2.93,43.04,2.50,nan
3.52,2.77,3.31,40.35,2.50,nan
3.52,2.79,3.86,24.21,2.51,nan
3.52,2.81,4.22,32.28,2.50,nan
3.52,2.83,4.72,37.66,2.50,nan
3.52,2.85,5.04,26.90,2.50,nan
3.52,2.87,5.44,29.59,2.56,nan
3.52,2.89,5.68,34.97,2.44,nan
3.52,2.91,6.00,26.90,2.50,nan
3.52,2.93,6.19,24.21,2.49,nan
3.52,2.95,6.43,34.97,2.51,nan
3.52,2.96,6.57,26.90,2.53,nan
3.52,2.98,6.74,21.52,2.47,nan
3.52,3.00,6.86,29.59,2.50,nan
3.52,3.02,6.98,32.28,2.50,nan
3.52,3.04,7.05,21.52,2.54,nan
3.52,3.06,7.17,29.59,2.47,nan
3.52,3.08,7.22,34.97,2.51,nan
3.52,3.10,7.29,21.52,2.50,nan
3.52,3.12,7.31,29.59,2.49,nan
3.52,3.14,7.36,34.97,2.51,nan
3.52,3.16,7.41,24.21,2.49,nan
3.52,3.18,7.43,26.90,2.53,nan
3.52,3.20,7.46,32.28,2.46,nan
3.52,3.21,7.48,24.21,2.52,nan
3.52,3.23,7.51,21.52,2.52,nan
3.52,3.25,7.51,32.28,2.50,nan
3.52,3.27,7.53,26.90,2.47,nan
3.52,3.29,7.53,21.52,2.53,nan
3.52,3.31,7.53,32.28,2.47,nan
3.52,3.33,7.55,32.28,2.50,nan
3.52,3.35,7.55,18.83,2.57,nan
3.52,3.37,7.55,29.59,2.44,nan
3.52,3.39,7.55,34.97,2.49,nan
3.52,3.41,7.55,24.21,2.55,nan
3.52,3.43,7.55,26.90,2.45,nan
3.52,3.45,7.55,34.97,2.50,nan
3.52,3.47,7.58,24.21,2.50,nan
3.52,3.48,7.58,-422.33,2.51,nan
3.52,3.50,7.58,-938.81,2.50,nan
3.52,3.51,7.55,-1156.70,2.56,nan
3.52,3.52,7.53,-1162.08,2.45,nan
3.52,3.53,7.41,-903.84,2.54,nan
3.52,3.53,7.31,-640.22,2.44,nan
3.52,3.53,7.07,-416.95,2.58,nan
3.52,3.52,6.88,-131.81,2.44,nan
3.52,3.52,6.52,0.00,2.53,nan
3.52,3.52,6.24,67.25,2.47,nan
3.52,3.52,5.76,129.12,2.51,nan
3.52,3.51,5.42,145.26,2.46,nan
3.52,3.52,4.87,145.26,2.56,nan
3.52,3.51,4.46,94.15,2.45,nan
3.52,3.51,3.88,67.25,2.50,nan
3.52,3.51,3.48,37.66,2.49,nan
3.52,3.51,2.90,8.07,2.52,nan
3.52,3.52,2.57,-37.66,2.48,nan
3.52,3.52,2.09,-37.66,2.53,nan
3.52,3.52,1.82,-24.21,2.46,nan
3.52,3.52,1.49,-26.90,2.52,nan
3.52,3.52,1.29,-29.59,2.48,nan
3.52,3.52,1.06,-2.69,2.50,nan
3.52,3.52,0.91,2.69,2.50,nan
3.52,3.52,0.77,0.00,2.50,nan
3.52,3.52,0.67,0.00,2.50,nan
3.52,3.52,0.55,0.00,2.55,nan
3.52,3.52,0.50,0.00,2.47,nan
3.52,3.52,0.43,0.00,2.49,nan
3.52,3.52,0.38,0.00,2.50,nan
3.52,3.52,0.31,0.00,2.51,nan
2.55,3.52,0.29,0.00,2.49,nan
2.55,3.51,0.24,-1535.99,2.53,nan
2.55,3.51,0.19,-1414.94,2.47,nan
2.55,3.50,0.10,-941.50,2.54,nan
2.55,3.48,0.02,-605.25,2.44,nan
2.55,3.46,-0.14,-392.74,2.51,nan
2.55,3.45,-0.29,-266.31,2.49,nan
2.55,3.43,-0.58,-193.68,2.53,nan
2.55,3.41,-0.82,-139.88,2.47,nan
2.55,3.39,-1.20,-102.22,2.57,nan
2.55,3.37,-1.49,-80.70,2.43,nan
2.55,3.35,-1.94,-78.01,2.50,nan
2.55,3.33,-2.28,-53.80,2.49,nan
2.55,3.31,-2.81,-51.11,2.51,nan
2.55,3.29,-3.17,-56.49,2.51,nan
2.55,3.28,-3.74,-45.73,2.50,nan
2.55,3.26,-4.10,-40.35,2.50,nan
2.55,3.24,-4.58,-48.42,2.52,nan
2.55,3.22,-4.89,-43.04,2.47,nan
2.55,3.20,-5.30,-34.97,2.56,nan
2.55,3.18,-5.54,-43.04,2.44,nan
2.55,3.16,-5.88,-45.73,2.54,nan
2.55,3.14,-6.07,-37.66,2.50,nan
2.55,3.12,-6.31,-37.66,2.50,nan
2.55,3.10,-6.45,-48.42,2.48,nan
2.55,3.08,-6.64,-34.97,2.52,nan
2.55,3.06,-6.76,-37.66,2.47,nan
2.55,3.04,-6.88,-45.73,2.53,nan
2.55,3.03,-6.98,-37.66,2.46,nan
2.55,3.01,-7.07,-37.66,2.51,nan
2.55,2.99,-7.15,-45.73,2.50,nan
2.55,2.97,-7.22,-43.04,2.52,nan
2.55,2.95,-7.27,-34.97,2.47,nan
2.55,2.93,-7.34,-45.73,2.56,nan
2.55,2.91,-7.36,-45.73,2.45,nan
2.55,2.89,-7.41,-34.97,2.50,nan
2.55,2.87,-7.43,-43.04,2.51,nan
2.55,2.85,-7.48,-45.73,2.49,nan
2.55,2.83,-7.48,-34.97,2.50,nan
2.55,2.81,-7.53,-37.66,2.52,nan
2.55,2.79,-7.53,-51.11,2.47,nan
2.55,2.77,-7.55,-34.97,2.56,nan
2.55,2.75,-7.58,-37.66,2.44,nan
2.55,2.73,-7.60,-48.42,2.54,nan
2.55,2.71,-7.60,-37.66,2.51,nan
2.55,2.69,-7.60,-37.66,2.46,nan
2.55,2.68,-7.63,-45.73,2.59,nan
2.55,2.66,-7.63,-40.35,2.41,nan
2.55,2.64,-7.65,-34.97,2.51,nan
2.55,2.62,-7.65,-43.04,2.50,nan
2.55,2.60,-7.65,8.07,2.48,nan
2.55,2.58,-7.65,597.18,2.51,nan
2.55,2.56,-7.67,1059.86,2.50,nan
2.55,2.55,-7.65,1210.50,2.52,nan
2.55,2.54,-7.60,1102.90,2.49,nan
2.55,2.54,-7.48,844.66,2.50,nan
2.55,2.54,-7.36,659.05,2.48,nan
2.55,2.54,-7.12,325.49,2.53,nan
2.55,2.55,-6.91,104.91,2.47,nan
2.55,2.55,-6.50,-26.90,2.51,nan
2.55,2.55,-6.21,-131.81,2.49,nan
2.55,2.55,-5.71,-131.81,2.54,nan
2.55,2.55,-5.35,-126.43,2.45,nan
2.55,2.55,-4.80,-75.32,2.50,nan
2.55,2.55,-4.39,-67.25,2.51,nan
2.55,2.55,-3.79,-69.94,2.54,nan
2.55,2.55,-3.41,-21.52,2.49,nan
2.55,2.55,-2.83,5.38,2.50,nan
2.55,2.55,-2.49,13.45,2.45,nan
2.55,2.55,-2.04,2.69,2.52,nan
2.55,2.55,-1.77,0.00,2.49,nan
2.55,2.55,-1.44,0.00,2.51,nan
2.55,2.55,-1.25,0.00,2.48,nan
2.55,2.55,-1.01,-16.14,2.49,nan
2.55,2.55,-0.89,-2.69,2.49,nan
2.55,2.55,-0.74,0.00,2.52,nan
2.55,2.55,-0.65,-13.45,2.48,nan
2.55,2.55,-0.55,0.00,2.51,nan
2.55,2.55,-0.48,0.00,2.49,nan
2.55,2.55,-0.41,-13.45,2.52,nan
2.55,2.55,-0.36,0.00,2.49,nan
2.55,2.55,-0.29,0.00,2.51,nan
3.16,2.55,-0.26,0.00,2.48,nan
3.16,2.55,-0.22,1519.85,2.52,nan
3.16,2.56,-0.17,1398.80,2.48,nan
3.16,2.58,-0.10,919.98,2.50,nan
3.16,2.59,0.00,589.11,2.50,nan
3.16,2.61,0.14,384.67,2.50,nan
3.16,2.62,0.31,250.17,2.49,nan
3.16,2.64,0.60,158.71,2.52,nan
3.16,2.66,0.84,121.05,2.48,nan
3.16,2.68,1.25,94.15,2.52,nan
3.16,2.70,1.53,64.56,2.48,nan
3.16,2.72,1.99,48.42,2.51,nan
3.16,2.74,2.35,51.11,2.48,nan
3.16,2.76,2.88,40.35,2.52,nan
3.16,2.77,3.26,29.59,2.47,nan
3.16,2.79,3.81,32.28,2.55,nan
3.16,2.81,4.17,34.97,2.45,nan
3.16,2.83,4.68,21.52,2.53,nan
3.16,2.85,4.99,26.90,2.53,nan
3.16,2.87,5.40,32.28,2.47,nan
3.16,2.89,5.64,21.52,2.50,nan
3.16,2.91,5.97,26.90,2.50,nan
3.16,2.93,6.16,34.97,2.48,nan
3.16,2.95,6.40,24.21,2.59,nan
3.16,2.97,6.55,21.52,2.40,nan
3.16,2.99,6.74,32.28,2.51,nan
3.16,3.01,6.83,26.90,2.50,nan
3.16,3.03,6.98,21.52,2.51,nan
3.16,3.05,7.05,26.90,2.48,nan
3.16,3.07,7.15,29.59,2.54,nan
3.16,3.08,7.19,18.83,2.46,nan
3.16,3.10,7.27,26.90,2.52,nan
3.16,3.12,7.31,-177.54,2.48,nan
3.16,3.14,7.36,-755.89,2.52,nan
3.16,3.15,7.39,-1108.28,2.47,nan
3.16,3.16,7.39,-1183.60,2.53,nan
3.16,3.17,7.36,-1027.58,2.47,nan
3.16,3.17,7.24,-750.51,2.50,nan
3.16,3.17,7.12,-503.03,2.50,nan
3.16,3.17,6.86,-250.17,2.53,nan
3.16,3.17,6.64,-59.18,2.49,nan
3.16,3.16,6.26,18.83,2.51,nan
3.16,3.16,5.95,107.60,2.49,nan
3.16,3.16,5.47,169.47,2.51,nan
3.16,3.16,5.11,156.02,2.49,nan
3.16,3.16,4.53,115.67,2.51,nan
3.16,3.16,4.15,75.32,2.47,nan
3.16,3.16,3.55,51.11,2.51,nan
3.16,3.16,3.17,-8.07,2.50,nan
3.16,3.16,2.64,-21.52,2.50,nan
3.16,3.16,2.30,-32.28,2.50,nan
3.16,3.16,1.87,-21.52,2.50,nan
3.16,3.16,1.63,-13.45,2.49,nan
3.16,3.16,1.32,-8.07,2.52,nan
3.16,3.16,1.15,-5.38,2.50,nan
3.16,3.16,0.94,-2.69,2.52,nan
3.16,3.16,0.82,-2.69,2.46,nan
3.16,3.16,0.67,-2.69,2.53,nan
3.16,3.16,0.60,-2.69,2.48,nan
3.16,3.16,0.50,-2.69,2.59,nan
3.16,3.16,0.46,-18.83,2.41,nan
3.16,3.16,0.38,0.00,2.53,nan
3.16,3.16,0.34,0.00,2.47,nan
3.16,3.16,0.29,0.00,2.51,nan
3.16,3.16,0.24,0.00,2.54,nan
3.16,3.16,0.22,0.00,2.46,nan
3.16,3.16,0.19,0.00,2.49,nan
3.16,3.16,0.14,0.00,2.56,nan
3.16,3.16,0.12,-13.45,2.44,nan
3.16,3.16,0.10,0.00,2.49,nan
3.16,3.16,0.10,0.00,2.51,nan
3.16,3.16,0.07,0.00,2.53,nan
3.16,3.16,0.07,0.00,2.46,nan
3.16,3.16,0.05,0.00,2.69,nan
3.16,3.16,0.05,0.00,2.30,nan
3.16,3.16,0.02,0.00,2.51,nan
3.16,3.16,0.02,0.00,2.50,nan
3.16,3.16,0.02,0.00,2.52,nan
3.16,3.16,0.02,0.00,2.47,nan
3.16,3.16,0.02,0.00,2.53,nan
3.16,3.16,0.00,0.00,2.48,nan
3.16,3.16,0.00,0.00,2.54,nan
3.55,3.16,0.00,0.00,2.44,nan
3.55,3.16,0.00,1544.06,2.51,nan
3.55,3.17,0.00,1396.11,2.50,nan
3.55,3.18,0.05,928.05,2.50,nan
3.55,3.20,0.12,594.49,2.50,nan
3.55,3.21,0.29,381.98,2.51,nan
3.55,3.23,0.43,244.79,2.48,nan
3.55,3.25,0.70,172.16,2.53,nan
3.55,3.27,0.91,129.12,2.46,nan
3.55,3.29,1.29,88.77,2.51,nan
3.55,3.31,1.56,61.87,2.50,nan
3.55,3.32,2.04,56.49,2.54,nan
3.55,3.34,2.35,53.80,2.46,nan
3.55,3.36,2.88,37.66,2.50,nan
3.55,3.38,3.24,37.66,2.49,nan
3.55,3.40,3.79,37.66,2.53,nan
3.55,3.42,4.15,29.59,2.46,nan
3.55,3.44,4.65,24.21,2.57,nan
3.55,3.46,4.96,34.97,2.45,nan
3.55,3.48,5.37,29.59,2.53,nan
3.55,3.50,5.61,21.52,2.46,nan
3.55,3.52,5.92,-363.15,2.52,nan
3.55,3.53,6.12,-882.32,2.47,nan
3.55,3.55,6.33,-1170.15,2.50,nan
3.55,3.55,6.43,-1194.36,2.52,nan
3.55,3.56,6.52,-928.05,2.49,nan
3.55,3.56,6.52,-650.98,2.52,nan
3.55,3.56,6.43,-411.57,2.47,nan
3.55,3.56,6.31,-212.51,2.50,nan
3.55,3.55,6.04,-21.52,2.50,nan
3.55,3.55,5.83,72.63,2.50,nan
3.55,3.55,5.42,115.67,2.54,nan
3.55,3.55,5.11,153.33,2.48,nan
3.55,3.55,4.63,96.84,2.48,nan
3.55,3.55,4.27,104.91,2.50,nan
3.55,3.55,3.72,86.08,2.53,nan
3.55,3.55,3.36,56.49,2.47,nan
3.55,3.55,2.81,-16.14,2.51,nan
3.55,3.55,2.47,-13.45,2.50,nan
3.55,3.55,2.01,-21.52,2.49,nan
3.55,3.55,1.75,-16.14,2.49,nan
3.55,3.55,1.41,-10.76,2.54,nan
3.55,3.55,1.22,-5.38,2.47,nan
3.55,3.55,1.01,-2.69,2.53,nan
3.55,3.55,0.89,-2.69,2.51,nan
3.55,3.55,0.72,-2.69,2.47,nan
3.55,3.55,0.65,-2.69,2.48,nan
3.55,3.55,0.53,-2.69,2.54,nan
3.55,3.55,0.48,-2.69,2.46,nan
3.55,3.55,0.41,-2.69,2.50,nan
3.55,3.55,0.36,-2.69,2.50,nan
3.55,3.55,0.29,-2.69,2.53,nan
3.55,3.55,0.26,-2.69,2.47,nan
3.55,3.55,0.22,-2.69,2.53,nan
3.55,3.55,0.19,0.00,2.46,nan
3.55,3.55,0.17,0.00,2.53,nan
3.55,3.55,0.14,0.00,2.47,nan
3.55,3.55,0.12,0.00,2.53,nan
3.55,3.55,0.10,0.00,2.48,nan
3.55,3.55,0.07,0.00,2.49,nan
3.55,3.55,0.07,0.00,2.50,nan
3.55,3.55,0.05,0.00,2.49,nan
3.55,3.55,0.05,0.00,2.51,nan
3.55,3.55,0.05,0.00,2.53,nan
3.55,3.55,0.02,0.00,2.46,nan
3.55,3.55,0.02,0.00,2.52,nan
3.55,3.55,0.02,0.00,2.49,nan
3.55,3.55,0.02,0.00,2.53,nan
3.55,3.55,0.00,0.00,2.46,nan
3.55,3.55,0.00,0.00,2.50,nan
3.55,3.55,0.00,0.00,2.50,nan
3.55,3.55,0.00,0.00,2.62,nan
3.55,3.55,0.00,0.00,2.39,nan
3.55,3.55,0.00,0.00,2.53,nan
3.55,3.55,0.00,0.00,2.46,nan
3.55,3.55,0.00,0.00,2.53,nan
3.55,3.55,0.00,0.00,2.46,nan
3.55,3.55,0.00,0.00,2.55,nan
3.55,3.55,0.00,0.00,2.46,nan
3.55,3.55,0.00,0.00,2.54,nan
3.55,3.55,0.00,0.00,2.60,nan
3.55,3.55,0.00,0.00,2.38,nan
3.16,3.55,0.00,0.00,2.47,nan
3.16,3.55,0.00,-1546.75,2.53,nan
3.16,3.54,0.00,-1420.32,2.47,nan
3.16,3.53,-0.05,-949.57,2.51,nan
3.16,3.51,-0.12,-616.01,2.49,nan
3.16,3.50,-0.26,-398.12,2.53,nan
3.16,3.48,-0.41,-263.62,2.63,nan
3.16,3.46,-0.70,-185.61,2.36,nan
3.16,3.44,-0.91,-142.57,2.49,nan
3.16,3.43,-1.29,-107.60,2.69,nan
3.16,3.41,-1.56,-78.01,2.34,nan
3.16,3.39,-2.01,-67.25,2.50,nan
3.16,3.37,-2.35,-67.25,2.45,nan
3.16,3.35,-2.69,-61.87,2.50,nan
