setpoint [rad], position [rad], velocity [rad/s], acceleration [rad/s^2], current [mA], delta_t [ms]
3.75, 3.75, 0.00, nan, 0.00, 2.52
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.48
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.53
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.47
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.75, 3.75, 0.00, nan, 0.00, 2.56
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.59
3.75, 3.75, 0.00, nan, 0.00, 2.38
3.75, 3.75, 0.00, nan, 0.00, 2.55
3.75, 3.75, 0.00, nan, 0.00, 2.45
3.75, 3.75, 0.00, nan, 0.00, 2.54
3.75, 3.75, 0.00, nan, 0.00, 2.49
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.46
3.75, 3.75, 0.00, nan, 0.00, 2.51
3.75, 3.75, 0.00, nan, 0.00, 2.50
3.41, 3.75, 0.00, nan, 0.00, 2.55
3.41, 3.75, 0.00, nan, -1530.61, 2.50
3.41, 3.74, 0.00, nan, -1404.18, 2.45
3.41, 3.73, -0.02, nan, -928.05, 2.51
3.41, 3.71, -0.14, nan, -597.18, 2.48
3.41, 3.70, -0.24, nan, -390.05, 2.52
3.41, 3.68, -0.46, nan, -269.00, 2.49
3.41, 3.66, -0.65, nan, -185.61, 2.47
3.41, 3.64, -0.98, nan, -129.12, 2.52
3.41, 3.62, -1.22, nan, -99.53, 2.47
3.41, 3.60, -1.65, nan, -88.77, 2.50
3.41, 3.59, -1.94, nan, -67.25, 2.50
3.41, 3.56, -2.45, nan, -53.80, 2.50
3.41, 3.55, -2.81, nan, -56.49, 2.56
3.41, 3.53, -3.33, nan, -51.11, 2.48
3.41, 3.51, -3.72, nan, -43.04, 2.48
3.41, 3.49, -4.24, nan, -43.04, 2.53
3.41, 3.47, -4.58, nan, -51.11, 2.44
3.41, 3.45, -5.04, nan, 69.94, 2.54
3.41, 3.43, -5.30, nan, 683.26, 2.50
3.41, 3.42, -5.64, nan, 1105.59, 2.50
3.41, 3.41, -5.83, nan, 1135.18, 2.49
3.41, 3.40, -6.04, nan, 1057.17, 2.48
3.41, 3.40, -6.12, nan, 820.45, 2.50
3.41, 3.40, -6.14, nan, 591.80, 2.50
3.41, 3.40, -6.09, nan, 309.35, 2.51
3.41, 3.40, -5.90, nan, 72.63, 2.50
3.41, 3.41, -5.73, nan, -24.21, 2.52
3.41, 3.41, -5.40, nan, -110.29, 2.49
3.41, 3.41, -5.13, nan, -174.85, 2.52
3.41, 3.41, -4.70, nan, -115.67, 2.51
3.41, 3.41, -4.36, nan, -96.84, 2.45
3.41, 3.41, -3.84, nan, -67.25, 2.50
3.41, 3.41, -3.48, nan, -48.42, 2.49
3.41, 3.41, -2.95, nan, 0.00, 2.56
3.41, 3.41, -2.61, nan, 18.83, 2.48
3.41, 3.41, -2.13, nan, 16.14, 2.46
3.41, 3.41, -1.87, nan, 5.38, 2.51
3.41, 3.41, -1.51, nan, 0.00, 2.49
3.41, 3.41, -1.32, nan, 0.00, 2.56
3.41, 3.41, -1.06, nan, 0.00, 2.45
3.41, 3.41, -0.94, nan, 0.00, 2.53
3.41, 3.41, -0.77, nan, 0.00, 2.50
3.41, 3.41, -0.67, nan, 0.00, 2.49
3.41, 3.41, -0.55, nan, 0.00, 2.49
3.41, 3.41, -0.50, nan, 0.00, 2.48
3.41, 3.41, -0.43, nan, 0.00, 2.50
3.41, 3.41, -0.38, nan, 0.00, 2.49
3.41, 3.41, -0.31, nan, 0.00, 2.50
3.41, 3.41, -0.26, nan, 0.00, 2.50
3.41, 3.41, -0.22, nan, 0.00, 2.51
3.41, 3.41, -0.19, nan, 0.00, 2.50
3.41, 3.41, -0.17, nan, 0.00, 2.50
3.41, 3.41, -0.14, nan, 0.00, 2.55
3.41, 3.41, -0.12, nan, 0.00, 2.53
3.41, 3.41, -0.10, nan, 0.00, 2.42
3.41, 3.41, -0.07, nan, 0.00, 2.53
3.41, 3.41, -0.07, nan, 0.00, 2.45
3.41, 3.41, -0.05, nan, 0.00, 2.51
3.41, 3.41, -0.05, nan, 0.00, 2.51
3.41, 3.41, -0.05, nan, 0.00, 2.53
3.41, 3.41, -0.02, nan, 0.00, 2.54
3.41, 3.41, -0.02, nan, 0.00, 2.43
3.41, 3.41, -0.02, nan, 0.00, 2.49
3.41, 3.41, -0.02, nan, 0.00, 2.51
3.41, 3.41, -0.02, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.54
3.41, 3.41, 0.00, nan, 0.00, 2.47
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.47
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.54
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.56
3.41, 3.41, 0.00, nan, 0.00, 2.44
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.47
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.54
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.47
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.55
3.41, 3.41, 0.00, nan, 0.00, 2.45
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.54
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.47
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.53
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.53
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 10.76, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.53
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.53
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.53
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.56
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.47
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.55
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.55
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.57
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.45
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.48
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.52
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.46
3.41, 3.41, 0.00, nan, 0.00, 2.49
3.41, 3.41, 0.00, nan, 0.00, 2.51
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.50
3.41, 3.41, 0.00, nan, 0.00, 2.56
3.41, 3.41, 0.00, nan, 0.00, 2.45
2.61, 3.41, 0.00, nan, 0.00, 2.50
2.61, 3.41, 0.00, nan, -1530.61, 2.50
2.61, 3.40, 0.00, nan, -1412.25, 2.51
2.61, 3.39, -0.02, nan, -930.74, 2.51
2.61, 3.37, -0.14, nan, -597.18, 2.50
2.61, 3.35, -0.24, nan, -395.43, 2.46
2.61, 3.34, -0.46, nan, -269.00, 2.55
2.61, 3.32, -0.65, nan, -180.23, 2.46
2.61, 3.30, -0.98, nan, -129.12, 2.50
2.61, 3.28, -1.22, nan, -99.53, 2.51
2.61, 3.26, -1.65, nan, -88.77, 2.49
2.61, 3.24, -1.97, nan, -61.87, 2.50
2.61, 3.22, -2.45, nan, -53.80, 2.51
2.61, 3.21, -2.81, nan, -59.18, 2.49
2.61, 3.19, -3.36, nan, -51.11, 2.50
2.61, 3.17, -3.72, nan, -40.35, 2.59
2.61, 3.15, -4.24, nan, -48.42, 2.43
2.61, 3.13, -4.58, nan, -48.42, 2.47
2.61, 3.11, -5.04, nan, -37.66, 2.54
2.61, 3.09, -5.30, nan, -43.04, 2.49
2.61, 3.07, -5.66, nan, -48.42, 2.49
2.61, 3.05, -5.88, nan, -37.66, 2.49
2.61, 3.03, -6.14, nan, -40.35, 2.49
2.61, 3.01, -6.31, nan, -48.42, 2.50
2.61, 3.00, -6.52, nan, -37.66, 2.50
2.61, 2.97, -6.64, nan, -40.35, 2.51
2.61, 2.96, -6.79, nan, -48.42, 2.51
2.61, 2.94, -6.88, nan, -45.73, 2.51
2.61, 2.92, -7.00, nan, -34.97, 2.52
2.61, 2.90, -7.07, nan, -43.04, 2.48
2.61, 2.88, -7.17, nan, -40.35, 2.50
2.61, 2.86, -7.22, nan, -40.35, 2.47
2.61, 2.84, -7.29, nan, -43.04, 2.51
2.61, 2.82, -7.34, nan, -45.73, 2.50
2.61, 2.80, -7.39, nan, -34.97, 2.49
2.61, 2.78, -7.41, nan, -40.35, 2.51
2.61, 2.76, -7.43, nan, -48.42, 2.51
2.61, 2.74, -7.46, nan, -37.66, 2.49
2.61, 2.72, -7.51, nan, -37.66, 2.54
2.61, 2.70, -7.51, nan, -45.73, 2.45
2.61, 2.68, -7.53, nan, -43.04, 2.52
2.61, 2.67, -7.55, nan, -34.97, 2.48
2.61, 2.65, -7.55, nan, 260.93, 2.54
2.61, 2.63, -7.58, nan, 836.59, 2.49
2.61, 2.62, -7.55, nan, 1164.77, 2.50
2.61, 2.61, -7.55, nan, 1199.74, 2.50
2.61, 2.60, -7.46, nan, 971.09, 2.51
2.61, 2.60, -7.36, nan, 774.72, 2.46
2.61, 2.60, -7.17, nan, 449.23, 2.52
2.61, 2.60, -6.98, nan, 185.61, 2.48
2.61, 2.61, -6.62, nan, 34.97, 2.51
2.61, 2.61, -6.35, nan, -94.15, 2.52
2.61, 2.61, -5.88, nan, -164.09, 2.50
2.61, 2.61, -5.54, nan, -131.81, 2.48
2.61, 2.61, -4.99, nan, -104.91, 2.51
2.61, 2.61, -4.60, nan, -99.53, 2.51
2.61, 2.61, -4.00, nan, -59.18, 2.50
2.61, 2.61, -3.62, nan, -16.14, 2.48
2.61, 2.61, -3.05, nan, 26.90, 2.49
2.61, 2.61, -2.69, nan, 16.14, 2.55
2.61, 2.61, -2.21, nan, 2.69, 2.46
2.61, 2.61, -1.92, nan, 0.00, 2.50
2.61, 2.61, -1.56, nan, 0.00, 2.55
2.61, 2.61, -1.34, nan, 0.00, 2.47
2.61, 2.61, -1.10, nan, 0.00, 2.46
2.61, 2.61, -0.96, nan, 0.00, 2.52
2.61, 2.61, -0.79, nan, 0.00, 2.57
2.61, 2.61, -0.70, nan, 0.00, 2.45
2.61, 2.61, -0.58, nan, 0.00, 2.46
2.61, 2.61, -0.53, nan, 0.00, 2.53
2.61, 2.61, -0.43, nan, 0.00, 2.48
2.61, 2.61, -0.38, nan, 0.00, 2.49
2.61, 2.61, -0.34, nan, 0.00, 2.51
2.61, 2.61, -0.29, nan, 0.00, 2.49
2.61, 2.61, -0.24, nan, 0.00, 2.52
2.61, 2.61, -0.22, nan, 0.00, 2.48
2.61, 2.61, -0.17, nan, 0.00, 2.51
2.61, 2.61, -0.14, nan, 0.00, 2.51
2.61, 2.61, -0.12, nan, 0.00, 2.47
2.61, 2.61, -0.10, nan, 0.00, 2.50
2.61, 2.61, -0.10, nan, 0.00, 2.52
2.61, 2.61, -0.07, nan, 0.00, 2.54
2.61, 2.61, -0.07, nan, 0.00, 2.50
2.61, 2.61, -0.05, nan, 0.00, 2.49
2.61, 2.61, -0.05, nan, 0.00, 2.45
2.61, 2.61, -0.02, nan, 0.00, 2.50
2.61, 2.61, -0.02, nan, 0.00, 2.55
2.61, 2.61, -0.02, nan, 0.00, 2.46
2.61, 2.61, -0.02, nan, 0.00, 2.50
2.61, 2.61, -0.02, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.55
2.61, 2.61, 0.00, nan, 0.00, 2.44
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.54
2.61, 2.61, 0.00, nan, 10.76, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.46
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.57
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 0.00, 2.46
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 13.45, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.55
2.61, 2.61, 0.00, nan, -8.07, 2.45
2.61, 2.61, 0.00, nan, 0.00, 2.54
2.61, 2.61, 0.00, nan, 0.00, 2.44
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 13.45, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.55
2.61, 2.61, 0.00, nan, 0.00, 2.45
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 10.76, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.53
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.49
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.56
2.61, 2.61, 0.00, nan, 0.00, 2.41
2.61, 2.61, 0.00, nan, 0.00, 2.54
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.57
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.51
2.61, 2.61, 0.00, nan, 0.00, 2.45
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.47
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.50
2.61, 2.61, 0.00, nan, 0.00, 2.56
2.61, 2.61, 0.00, nan, -18.83, 2.45
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.52
2.61, 2.61, 0.00, nan, 0.00, 2.48
2.61, 2.61, 0.00, nan, 0.00, 2.52
4.13, 2.61, 0.00, nan, 0.00, 2.47
4.13, 2.61, 0.00, nan, 1527.92, 2.51
4.13, 2.62, 0.00, nan, 1404.18, 2.48
4.13, 2.63, 0.02, nan, 914.60, 2.51
4.13, 2.65, 0.14, nan, 586.42, 2.51
4.13, 2.70, 0.74, nan, 153.33, 8.26
4.13, 2.71, 0.86, nan, 134.50, 0.77
4.13, 2.73, 1.22, nan, 94.15, 2.91
4.13, 2.75, 1.51, nan, 75.32, 2.17
4.13, 2.77, 1.80, nan, 64.56, 2.52
4.13, 2.79, 2.28, nan, 45.73, 2.51
4.13, 2.81, 2.64, nan, 37.66, 2.46
4.13, 2.83, 3.17, nan, 43.04, 2.49
4.13, 2.84, 3.55, nan, 34.97, 2.53
4.13, 2.86, 4.10, nan, 26.90, 2.47
4.13, 2.88, 4.44, nan, 34.97, 2.50
4.13, 2.90, 4.92, nan, 34.97, 2.50
4.13, 2.92, 5.20, nan, 21.52, 2.50
4.13, 2.94, 5.59, nan, 29.59, 2.54
4.13, 2.96, 5.80, nan, 34.97, 2.50
4.13, 2.98, 6.09, nan, 21.52, 2.45
4.13, 3.00, 6.26, nan, 26.90, 2.49
4.13, 3.02, 6.50, nan, 34.97, 2.57
4.13, 3.04, 6.62, nan, 26.90, 2.46
4.13, 3.06, 6.79, nan, 26.90, 2.47
4.13, 3.08, 6.88, nan, 32.28, 2.53
4.13, 3.10, 7.00, nan, 26.90, 2.47
4.13, 3.11, 7.07, nan, 21.52, 2.54
4.13, 3.13, 7.17, nan, 29.59, 2.50
4.13, 3.15, 7.22, nan, 32.28, 2.47
4.13, 3.17, 7.29, nan, 18.83, 2.49
4.13, 3.19, 7.31, nan, 29.59, 2.51
4.13, 3.21, 7.36, nan, 34.97, 2.50
4.13, 3.23, 7.41, nan, 21.52, 2.55
4.13, 3.25, 7.43, nan, 26.90, 2.44
4.13, 3.27, 7.46, nan, 34.97, 2.60
4.13, 3.29, 7.48, nan, 26.90, 2.40
4.13, 3.31, 7.48, nan, 24.21, 2.50
4.13, 3.33, 7.51, nan, 34.97, 2.55
4.13, 3.35, 7.51, nan, 24.21, 2.46
4.13, 3.37, 7.51, nan, 21.52, 2.49
4.13, 3.39, 7.53, nan, 29.59, 2.53
4.13, 3.40, 7.53, nan, 29.59, 2.49
4.13, 3.42, 7.53, nan, 21.52, 2.51
4.13, 3.44, 7.53, nan, 29.59, 2.47
4.13, 3.46, 7.55, nan, 32.28, 2.50
4.13, 3.48, 7.55, nan, 21.52, 2.49
4.13, 3.50, 7.55, nan, 24.21, 2.52
4.13, 3.52, 7.55, nan, 34.97, 2.48
4.13, 3.54, 7.55, nan, 26.90, 2.53
4.13, 3.56, 7.55, nan, 26.90, 2.47
4.13, 3.58, 7.55, nan, 32.28, 2.53
4.13, 3.60, 7.55, nan, 26.90, 2.47
4.13, 3.62, 7.58, nan, 21.52, 2.54
4.13, 3.64, 7.58, nan, 32.28, 2.50
4.13, 3.65, 7.58, nan, 29.59, 2.50
4.13, 3.67, 7.58, nan, 21.52, 2.47
4.13, 3.70, 7.58, nan, 29.59, 2.51
4.13, 3.71, 7.58, nan, 32.28, 2.60
4.13, 3.73, 7.58, nan, 18.83, 2.49
4.13, 3.75, 7.58, nan, 29.59, 2.40
4.13, 3.77, 7.58, nan, 34.97, 2.50
4.13, 3.79, 7.60, nan, 26.90, 2.50
4.13, 3.81, 7.60, nan, 24.21, 2.54
4.13, 3.83, 7.60, nan, 34.97, 2.46
4.13, 3.85, 7.60, nan, 29.59, 2.50
4.13, 3.87, 7.60, nan, 21.52, 2.50
4.13, 3.89, 7.60, nan, 29.59, 2.51
4.13, 3.91, 7.60, nan, 29.59, 2.50
4.13, 3.93, 7.60, nan, 21.52, 2.52
