setpoint[rad],position[rad],velocity[rad/s],current[mA],delta_t[ms],acceleration[rad/s^2]
4.81,4.03,7.51,32.28,2.52,nan
4.81,4.05,7.51,40.35,2.49,nan
4.81,4.07,7.51,43.04,2.52,nan
3.22,4.09,7.51,32.28,2.48,nan
3.22,4.10,7.51,-3020.87,2.49,nan
3.22,4.10,7.48,-2789.53,2.59,nan
3.22,4.10,7.39,-1794.23,2.44,nan
3.22,4.09,7.24,-1132.49,2.49,nan
3.22,4.07,6.93,-718.23,2.57,nan
3.22,4.06,6.64,-457.30,2.43,nan
3.22,4.04,6.07,-295.90,2.52,nan
3.22,4.02,5.64,-193.68,2.48,nan
3.22,4.01,4.87,-142.57,2.52,nan
3.22,3.99,4.32,-115.67,2.53,nan
3.22,3.97,3.38,-83.39,2.44,nan
3.22,3.95,2.71,-67.25,2.51,nan
3.22,3.93,1.68,-69.94,2.49,nan
3.22,3.91,0.94,-59.18,2.51,nan
3.22,3.89,-0.14,-48.42,2.49,nan
3.22,3.87,-0.84,-51.11,2.51,nan
3.22,3.85,-1.82,-56.49,2.50,nan
3.22,3.83,-2.42,-43.04,2.57,nan
3.22,3.82,-3.21,-40.35,2.48,nan
3.22,3.80,-3.69,-51.11,2.48,nan
3.22,3.78,-4.29,-48.42,2.44,nan
3.22,3.76,-4.65,-40.35,2.51,nan
3.22,3.74,-5.13,-45.73,2.54,nan
3.22,3.72,-5.40,-51.11,2.44,nan
3.22,3.70,-5.73,-40.35,2.50,nan
3.22,3.68,-5.92,-43.04,2.50,nan
3.22,3.66,-6.19,-53.80,2.54,nan
3.22,3.64,-6.33,-43.04,2.45,nan
3.22,3.62,-6.52,-40.35,2.50,nan
3.22,3.61,-6.64,-48.42,2.50,nan
3.22,3.59,-6.76,-45.73,2.55,nan
3.22,3.57,-6.86,-40.35,2.49,nan
3.22,3.55,-6.95,-40.35,2.48,nan
3.22,3.53,-7.03,-51.11,2.59,nan
3.22,3.51,-7.10,-45.73,2.38,nan
3.22,3.49,-7.15,-43.04,2.62,nan
3.22,3.47,-7.19,-48.42,2.43,nan
3.22,3.45,-7.24,-48.42,2.45,nan
3.22,3.43,-7.29,-40.35,2.60,nan
3.22,3.42,-7.31,-45.73,2.40,nan
3.22,3.40,-7.34,-51.11,2.50,nan
3.22,3.38,-7.36,-40.35,2.51,nan
3.22,3.36,-7.39,-43.04,2.52,nan
3.22,3.34,-7.39,-51.11,2.58,nan
3.22,3.32,-7.41,-45.73,2.44,nan
3.22,3.30,-7.43,-40.35,2.44,nan
3.22,3.28,-7.43,-53.80,2.53,nan
3.22,3.26,-7.46,21.52,2.53,nan
3.22,3.24,-7.46,575.66,2.48,nan
3.22,3.23,-7.46,1003.37,2.51,nan
3.22,3.22,-7.43,1132.49,2.48,nan
3.22,3.21,-7.39,1081.38,2.50,nan
3.22,3.21,-7.29,817.76,2.50,nan
3.22,3.21,-7.17,562.21,2.48,nan
3.22,3.21,-6.93,330.87,2.54,nan
3.22,3.21,-6.71,137.19,2.47,nan
3.22,3.21,-6.35,18.83,2.54,nan
3.22,3.21,-6.07,-64.56,2.49,nan
3.22,3.22,-5.59,-142.57,2.49,nan
3.22,3.22,-5.25,-129.12,2.51,nan
3.22,3.22,-4.70,-88.77,2.49,nan
3.22,3.22,-4.32,-78.01,2.48,nan
3.22,3.22,-3.72,-29.59,2.53,nan
3.22,3.22,-3.33,2.69,2.50,nan
3.22,3.22,-2.81,18.83,2.48,nan
3.22,3.22,-2.47,13.45,2.52,nan
3.22,3.22,-2.01,5.38,2.50,nan
3.22,3.22,-1.75,0.00,2.50,nan
3.22,3.22,-1.41,0.00,2.50,nan
3.22,3.22,-1.25,0.00,2.49,nan
3.22,3.22,-1.01,0.00,2.52,nan
3.22,3.22,-0.89,0.00,2.50,nan
3.22,3.22,-0.72,-10.76,2.49,nan
3.22,3.22,-0.65,0.00,2.51,nan
3.22,3.22,-0.53,-10.76,2.48,nan
3.22,3.22,-0.48,0.00,2.51,nan
3.22,3.22,-0.41,0.00,2.50,nan
3.22,3.22,-0.36,0.00,2.47,nan
3.22,3.22,-0.29,0.00,2.51,nan
3.22,3.22,-0.26,0.00,2.50,nan
3.22,3.22,-0.22,0.00,2.51,nan
3.22,3.22,-0.19,0.00,2.51,nan
3.22,3.22,-0.14,0.00,2.49,nan
1.96,3.22,-0.14,0.00,2.51,nan
1.96,3.22,-0.12,-1525.23,2.47,nan
1.96,3.21,-0.10,-1409.56,2.50,nan
1.96,3.20,-0.14,-914.60,2.52,nan
1.96,3.18,-0.19,-578.35,2.49,nan
1.96,3.16,-0.34,-387.36,2.54,nan
1.96,3.14,-0.48,-260.93,2.44,nan
1.96,3.13,-0.77,-172.16,2.52,nan
1.96,3.11,-0.98,-121.05,2.47,nan
1.96,3.09,-1.34,-94.15,2.55,nan
1.96,3.07,-1.63,-88.77,2.46,nan
1.96,3.05,-2.06,-64.56,2.52,nan
1.96,3.03,-2.40,-59.18,2.53,nan
1.96,3.02,-2.93,-59.18,2.47,nan
1.96,3.00,-3.29,-56.49,2.49,nan
1.96,2.98,-3.84,-45.73,2.50,nan
1.96,2.96,-4.17,-48.42,2.52,nan
1.96,2.94,-4.68,-56.49,2.49,nan
1.96,2.92,-4.96,-43.04,2.47,nan
1.96,2.90,-5.35,-43.04,2.53,nan
1.96,2.88,-5.59,-48.42,2.57,nan
1.96,2.86,-5.90,-51.11,2.43,nan
1.96,2.84,-6.07,-40.35,2.47,nan
1.96,2.83,-6.31,-45.73,2.53,nan
1.96,2.81,-6.45,-53.80,2.49,nan
1.96,2.79,-6.62,-37.66,2.48,nan
1.96,2.77,-6.71,-43.04,2.50,nan
1.96,2.75,-6.86,-53.80,2.52,nan
1.96,2.73,-6.93,-45.73,2.50,nan
1.96,2.71,-7.03,-40.35,2.50,nan
1.96,2.69,-7.07,-51.11,2.47,nan
1.96,2.67,-7.17,-48.42,2.52,nan
1.96,2.65,-7.19,-40.35,2.50,nan
1.96,2.63,-7.27,-43.04,2.50,nan
1.96,2.62,-7.29,-53.80,2.48,nan
1.96,2.60,-7.34,-40.35,2.49,nan
1.96,2.58,-7.36,-43.04,2.50,nan
1.96,2.56,-7.41,-48.42,2.52,nan
1.96,2.54,-7.43,-48.42,2.50,nan
1.96,2.52,-7.46,-40.35,2.50,nan
1.96,2.50,-7.46,-45.73,2.49,nan
1.96,2.48,-7.48,-48.42,2.51,nan
1.96,2.46,-7.51,-37.66,2.47,nan
1.96,2.44,-7.51,-43.04,2.53,nan
1.96,2.42,-7.53,-51.11,2.51,nan
1.96,2.41,-7.53,-45.73,2.49,nan
1.96,2.39,-7.55,-37.66,2.52,nan
1.96,2.37,-7.55,-48.42,2.47,nan
1.96,2.35,-7.58,-48.42,2.50,nan
1.96,2.33,-7.58,-40.35,2.50,nan
1.96,2.31,-7.58,-40.35,2.47,nan
1.96,2.29,-7.60,-53.80,2.53,nan
1.96,2.27,-7.60,-40.35,2.54,nan
1.96,2.25,-7.60,-43.04,2.46,nan
1.96,2.24,-7.60,-51.11,2.50,nan
1.96,2.22,-7.60,-48.42,2.49,nan
1.96,2.19,-7.60,-40.35,2.48,nan
1.96,2.17,-7.63,-45.73,2.50,nan
1.96,2.16,-7.63,-53.80,2.50,nan
1.96,2.14,-7.63,-40.35,2.51,nan
1.96,2.12,-7.63,-43.04,2.51,nan
1.96,2.10,-7.63,-51.11,2.49,nan
1.96,2.08,-7.63,-43.04,2.60,nan
1.96,2.06,-7.63,-40.35,2.41,nan
1.96,2.04,-7.63,-48.42,2.50,nan
1.96,2.02,-7.65,-48.42,2.49,nan
1.96,2.00,-7.65,91.46,2.48,nan
1.96,1.99,-7.65,675.19,2.52,nan
1.96,1.97,-7.65,1100.21,2.50,nan
1.96,1.96,-7.60,1186.29,2.47,nan
1.96,1.96,-7.55,1016.82,2.53,nan
1.96,1.95,-7.43,766.65,2.48,nan
1.96,1.95,-7.29,486.89,2.51,nan
1.96,1.96,-7.03,271.69,2.50,nan
1.96,1.96,-6.81,75.32,2.48,nan
1.96,1.96,-6.40,-67.25,2.51,nan
1.96,1.96,-5.92,-107.60,2.57,nan
1.96,1.96,-5.59,-142.57,2.46,nan
1.96,1.97,-5.23,-102.22,2.46,nan
1.96,1.96,-4.68,-69.94,2.50,nan
1.96,1.97,-4.27,-69.94,2.51,nan
1.96,1.96,-3.67,-43.04,2.50,nan
1.96,1.97,-3.29,5.38,2.51,nan
1.96,1.96,-2.73,16.14,2.48,nan
4.18,1.96,-2.40,16.14,2.48,nan
4.18,1.97,-1.94,1546.75,2.52,nan
4.18,1.97,-1.70,1406.87,2.49,nan
4.18,1.98,-1.32,914.60,2.49,nan
4.18,2.00,-1.08,581.04,2.53,nan
4.18,2.02,-0.70,381.98,2.50,nan
4.18,2.03,-0.43,247.48,2.46,nan
4.18,2.05,0.00,161.40,2.50,nan
4.18,2.07,0.29,126.43,2.50,nan
4.18,2.09,0.77,102.22,2.59,nan
4.18,2.11,1.10,75.32,2.41,nan
4.18,2.12,1.65,61.87,2.51,nan
4.18,2.14,2.01,56.49,2.50,nan
4.18,2.17,2.61,45.73,2.76,nan
4.18,2.19,3.21,45.73,2.74,nan
4.18,2.20,3.62,43.04,2.17,nan
4.18,2.22,4.00,51.11,2.32,nan
4.18,2.24,4.53,40.35,2.51,nan
4.18,2.26,4.87,34.97,2.53,nan
4.18,2.28,5.30,43.04,2.46,nan
4.18,2.30,5.54,43.04,2.50,nan
4.18,2.32,5.88,32.28,2.54,nan
4.18,2.34,6.07,40.35,2.44,nan
4.18,2.36,6.33,45.73,2.53,nan
4.18,2.37,6.47,40.35,2.48,nan
4.18,2.39,6.67,32.28,2.50,nan
4.18,2.41,6.79,43.04,2.52,nan
4.18,2.43,6.93,43.04,2.50,nan
4.18,2.45,7.00,32.28,2.50,nan
4.18,2.47,7.10,40.35,2.50,nan
4.18,2.49,7.17,45.73,2.47,nan
4.18,2.51,7.24,37.66,2.50,nan
4.18,2.53,7.29,34.97,2.53,nan
4.18,2.54,7.34,45.73,2.47,nan
4.18,2.56,7.39,40.35,2.50,nan
4.18,2.58,7.41,34.97,2.50,nan
4.18,2.60,7.43,40.35,2.50,nan
4.18,2.62,7.48,45.73,2.53,nan
4.18,2.64,7.48,32.28,2.46,nan
4.18,2.66,7.51,40.35,2.50,nan
4.18,2.68,7.53,43.04,2.55,nan
4.18,2.70,7.53,37.66,2.46,nan
4.18,2.72,7.55,34.97,2.50,nan
4.18,2.74,7.55,43.04,2.52,nan
4.18,2.76,7.55,40.35,2.50,nan
4.18,2.77,7.55,32.28,2.54,nan
4.18,2.79,7.55,37.66,2.44,nan
4.18,2.81,7.55,43.04,2.53,nan
4.18,2.83,7.55,37.66,2.50,nan
4.18,2.85,7.55,34.97,2.51,nan
4.18,2.87,7.55,45.73,2.50,nan
4.18,2.89,7.55,37.66,2.48,nan
4.18,2.91,7.55,32.28,2.50,nan
4.18,2.93,7.55,43.04,2.51,nan
4.18,2.95,7.55,45.73,2.48,nan
4.18,2.97,7.53,34.97,2.53,nan
4.18,2.98,7.53,37.66,2.47,nan
4.18,3.01,7.53,43.04,2.54,nan
4.18,3.02,7.53,37.66,2.47,nan
4.18,3.04,7.53,34.97,2.49,nan
4.18,3.06,7.53,40.35,2.52,nan
4.18,3.08,7.53,43.04,2.51,nan
4.18,3.10,7.53,32.28,2.46,nan
4.18,3.12,7.53,37.66,2.53,nan
4.18,3.14,7.51,45.73,2.52,nan
4.18,3.15,7.51,37.66,2.48,nan
4.18,3.17,7.51,32.28,2.50,nan
4.18,3.19,7.51,43.04,2.50,nan
4.18,3.21,7.51,40.35,2.48,nan
4.18,3.23,7.51,32.28,2.52,nan
4.18,3.25,7.51,37.66,2.47,nan
4.18,3.27,7.51,45.73,2.53,nan
4.18,3.29,7.51,34.97,2.50,nan
4.18,3.31,7.51,37.66,2.50,nan
4.18,3.33,7.51,45.73,2.51,nan
4.18,3.35,7.51,40.35,2.49,nan
4.18,3.37,7.51,32.28,2.47,nan
4.18,3.38,7.51,40.35,2.52,nan
4.18,3.40,7.51,45.73,2.48,nan
4.18,3.42,7.51,32.28,2.53,nan
4.18,3.44,7.51,37.66,2.50,nan
4.18,3.46,7.51,45.73,2.48,nan
4.18,3.48,7.53,40.35,2.50,nan
4.18,3.50,7.53,34.97,2.52,nan
3.59,3.52,7.53,45.73,2.50,nan
3.59,3.53,7.51,-2579.71,2.50,nan
3.59,3.54,7.51,255.55,2.53,nan
3.59,3.56,7.43,365.84,2.48,nan
3.59,3.57,7.39,-177.54,2.53,nan
3.59,3.58,7.27,-597.18,2.46,nan
3.59,3.59,7.17,-726.30,2.51,nan
3.59,3.59,7.00,-731.68,2.48,nan
3.59,3.60,6.86,-616.01,2.50,nan
3.59,3.60,6.57,-457.30,2.48,nan
3.59,3.60,6.38,-277.07,2.50,nan
3.59,3.60,6.00,-121.05,2.53,nan
3.59,3.59,5.71,2.69,2.50,nan
3.59,3.59,5.23,64.56,2.50,nan
3.59,3.59,4.89,102.22,2.48,nan
3.59,3.59,4.39,96.84,2.52,nan
3.59,3.59,4.05,69.94,2.49,nan
3.59,3.59,3.55,67.25,2.49,nan
3.59,3.59,3.21,59.18,2.50,nan
3.59,3.59,2.73,13.45,2.50,nan
3.59,3.59,2.42,-18.83,2.51,nan
3.59,3.59,2.01,-21.52,2.50,nan
3.59,3.59,1.77,-10.76,2.47,nan
3.59,3.59,1.44,-2.69,2.52,nan
3.59,3.59,1.27,0.00,2.50,nan
3.59,3.59,1.03,0.00,2.49,nan
3.59,3.59,0.89,0.00,2.50,nan
3.59,3.59,0.74,-13.45,2.52,nan
3.59,3.59,0.65,0.00,2.50,nan
3.59,3.59,0.55,0.00,2.50,nan
3.59,3.59,0.48,0.00,2.48,nan
3.59,3.59,0.41,0.00,2.56,nan
3.59,3.59,0.36,0.00,2.44,nan
3.59,3.59,0.31,0.00,2.52,nan
3.59,3.59,0.26,0.00,2.47,nan
3.59,3.59,0.22,0.00,2.52,nan
3.59,3.59,0.19,0.00,2.49,nan
3.59,3.59,0.17,0.00,2.52,nan
3.59,3.59,0.14,0.00,2.47,nan
3.59,3.59,0.12,0.00,2.53,nan
3.59,3.59,0.10,0.00,2.50,nan
3.59,3.59,0.07,0.00,2.47,nan
3.59,3.59,0.07,0.00,2.50,nan
3.59,3.59,0.05,-13.45,2.52,nan
3.59,3.59,0.05,0.00,2.50,nan
3.59,3.59,0.05,0.00,2.50,nan
3.59,3.59,0.02,0.00,2.50,nan
3.59,3.59,0.02,0.00,2.49,nan
3.59,3.59,0.02,0.00,2.50,nan
3.59,3.59,0.02,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.57,nan
3.59,3.59,0.00,0.00,2.41,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.57,nan
3.59,3.59,0.00,0.00,2.43,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.58,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.46,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.54,nan
3.59,3.59,0.00,0.00,2.45,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.55,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.46,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,10.76,2.48,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.67,nan
3.59,3.59,0.00,0.00,2.35,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.44,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.54,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.45,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.52,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.55,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.47,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.53,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.48,nan
3.59,3.59,0.00,0.00,2.50,nan
3.59,3.59,0.00,0.00,2.55,nan
3.59,3.59,0.00,0.00,2.44,nan
3.59,3.59,0.00,0.00,2.56,nan
3.59,3.59,0.00,0.00,2.49,nan
3.59,3.59,0.00,0.00,2.51,nan
3.59,3.59,0.00,0.00,2.44,nan
3.59,3.59,0.00,0.00,2.53,nan
3.97,3.59,0.00,0.00,2.49,nan
3.97,3.59,0.00,1525.23,2.54,nan
3.97,3.60,0.00,1379.97,2.48,nan
3.97,3.61,0.05,906.53,2.52,nan
3.97,3.63,0.12,575.66,2.49,nan
3.97,3.64,0.29,363.15,2.51,nan
3.97,3.66,0.43,244.79,2.65,nan
3.97,3.68,0.70,172.16,2.32,nan
3.97,3.70,0.91,134.50,2.50,nan
3.97,3.72,1.29,94.15,2.48,nan
3.97,3.74,1.58,75.32,2.48,nan
3.97,3.75,2.04,69.94,2.49,nan
3.97,3.77,2.35,64.56,2.51,nan
3.97,3.79,2.88,45.73,2.49,nan
3.97,3.81,3.24,45.73,2.68,nan
3.97,3.83,3.79,51.11,2.37,nan
3.97,3.85,4.12,45.73,2.45,nan
3.97,3.87,4.63,37.66,2.59,nan
3.97,3.89,4.92,45.73,2.39,nan
3.97,3.91,5.32,48.42,2.51,nan
3.97,3.93,5.54,34.97,2.52,nan
3.97,3.94,5.85,-398.12,2.47,nan
3.97,3.96,6.04,-893.08,2.50,nan
3.97,3.97,6.26,-1140.56,2.49,nan
3.97,3.98,6.35,-1081.38,2.53,nan
3.97,3.98,6.43,-887.70,2.47,nan
3.97,3.98,6.43,-618.70,2.50,nan
3.97,3.98,6.33,-365.84,2.53,nan
3.97,3.98,6.21,-115.67,2.50,nan
3.97,3.98,5.95,8.07,2.52,nan
3.97,3.97,5.71,67.25,2.49,nan
3.97,3.97,5.32,172.16,2.46,nan
3.97,3.97,5.01,134.50,2.54,nan
3.97,3.97,4.53,126.43,2.50,nan
3.97,3.97,4.17,88.77,2.46,nan
3.97,3.97,3.65,24.21,2.53,nan
3.97,3.97,3.26,2.69,2.47,nan
3.97,3.97,2.76,-5.38,2.53,nan
3.97,3.97,2.42,-13.45,2.50,nan
3.97,3.97,1.99,-5.38,2.48,nan
3.97,3.97,1.73,0.00,2.53,nan
3.97,3.97,1.39,0.00,2.47,nan
3.97,3.97,1.22,0.00,2.49,nan
3.97,3.97,0.98,2.69,2.56,nan
3.97,3.97,0.86,16.14,2.54,nan
3.97,3.97,0.72,0.00,2.46,nan
3.97,3.97,0.65,0.00,2.47,nan
3.97,3.97,0.53,0.00,2.50,nan
3.97,3.97,0.48,0.00,2.47,nan
3.97,3.97,0.41,0.00,2.59,nan
3.97,3.97,0.36,0.00,2.42,nan
3.97,3.97,0.29,0.00,2.50,nan
3.97,3.97,0.26,0.00,2.48,nan
3.97,3.97,0.22,0.00,2.50,nan
3.97,3.97,0.19,0.00,2.52,nan
3.97,3.97,0.14,0.00,2.51,nan
3.97,3.97,0.14,0.00,2.49,nan
3.97,3.97,0.12,0.00,2.51,nan
3.97,3.97,0.10,0.00,2.47,nan
3.97,3.97,0.07,0.00,2.53,nan
3.97,3.97,0.07,0.00,2.48,nan
3.97,3.97,0.05,0.00,2.50,nan
3.97,3.97,0.05,0.00,2.50,nan
3.97,3.97,0.05,0.00,2.49,nan
3.97,3.97,0.02,0.00,2.53,nan
3.97,3.97,0.02,0.00,2.50,nan
3.97,3.97,0.02,0.00,2.47,nan
3.97,3.97,0.02,0.00,2.52,nan
3.97,3.97,0.00,0.00,2.47,nan
3.97,3.97,0.00,0.00,2.53,nan
3.97,3.97,0.00,0.00,2.47,nan
3.97,3.97,0.00,0.00,2.52,nan
3.97,3.97,0.00,0.00,2.50,nan
3.97,3.97,0.00,0.00,2.47,nan
3.97,3.97,0.00,0.00,2.52,nan
3.97,3.97,0.00,0.00,2.48,nan
3.97,3.97,0.00,0.00,2.49,nan
3.97,3.97,0.00,0.00,2.53,nan
3.97,3.97,0.00,0.00,2.49,nan
3.97,3.97,0.00,0.00,2.50,nan
3.97,3.97,0.00,0.00,2.49,nan
3.97,3.97,0.00,0.00,2.51,nan
3.97,3.97,0.00,0.00,2.51,nan
3.97,3.97,0.00,0.00,2.52,nan
5.42,3.97,0.00,0.00,2.60,nan
5.42,3.97,0.00,1522.54,2.36,nan
5.42,3.98,0.00,1385.35,2.54,nan
5.42,4.00,0.05,911.91,2.50,nan
5.42,4.01,0.12,578.35,2.46,nan
5.42,4.03,0.29,368.53,2.50,nan
5.42,4.05,0.43,244.79,2.48,nan
5.42,4.06,0.70,177.54,2.52,nan
5.42,4.08,0.91,134.50,2.48,nan
5.42,4.10,1.29,94.15,2.52,nan
5.42,4.12,1.58,72.63,2.50,nan
5.42,4.14,2.04,69.94,2.49,nan
5.42,4.16,2.37,64.56,2.50,nan
5.42,4.18,2.90,48.42,2.48,nan
5.42,4.19,3.26,51.11,2.55,nan
5.42,4.21,3.81,53.80,2.47,nan
5.42,4.23,4.17,45.73,2.50,nan
5.42,4.25,4.65,40.35,2.49,nan
5.42,4.27,4.96,45.73,2.51,nan
5.42,4.29,5.37,48.42,2.54,nan
5.42,4.31,5.61,37.66,2.50,nan
5.42,4.33,5.92,40.35,2.51,nan
5.42,4.35,6.09,51.11,2.45,nan
5.42,4.37,6.33,40.35,2.51,nan
5.42,4.39,6.47,37.66,2.50,nan
5.42,4.41,6.64,45.73,2.48,nan
5.42,4.42,6.76,45.73,2.52,nan
5.42,4.44,6.88,34.97,2.50,nan
5.42,4.46,6.95,43.04,2.50,nan
5.42,4.48,7.07,48.42,2.50,nan
5.42,4.50,7.12,40.35,2.47,nan
5.42,4.52,7.19,37.66,2.53,nan
5.42,4.54,7.24,45.73,2.47,nan
5.42,4.56,7.29,43.04,2.53,nan
5.42,4.58,7.34,37.66,2.50,nan
5.42,4.60,7.39,43.04,2.48,nan
5.42,4.62,7.41,51.11,2.52,nan
5.42,4.63,7.43,40.35,2.50,nan
5.42,4.65,7.46,40.35,2.49,nan
5.42,4.67,7.48,48.42,2.51,nan
5.42,4.69,7.51,43.04,2.47,nan
5.42,4.71,7.53,37.66,2.53,nan
5.42,4.73,7.55,45.73,2.50,nan
5.42,4.75,7.58,48.42,2.50,nan
5.42,4.77,7.58,34.97,2.50,nan
5.42,4.79,7.60,40.35,2.50,nan
5.42,4.81,7.60,45.73,2.47,nan
5.42,4.83,7.63,40.35,2.53,nan
5.42,4.85,7.63,37.66,2.49,nan
5.42,4.86,7.65,45.73,2.50,nan
5.42,4.88,7.65,43.04,2.50,nan
5.42,4.90,7.67,34.97,2.50,nan
5.42,4.92,7.67,43.04,2.48,nan
5.42,4.94,7.70,48.42,2.52,nan
5.42,4.96,7.70,37.66,2.47,nan
5.42,4.98,7.72,37.66,2.51,nan
5.42,5.00,7.72,48.42,2.52,nan
5.42,5.02,7.72,40.35,2.49,nan
5.42,5.04,7.72,34.97,2.52,nan
5.42,5.06,7.75,43.04,2.47,nan
5.42,5.07,7.75,48.42,2.52,nan
5.42,5.09,7.75,34.97,2.49,nan
5.42,5.11,7.75,43.04,2.49,nan
5.42,5.13,7.75,48.42,2.52,nan
5.42,5.15,7.75,40.35,2.50,nan
5.42,5.17,7.75,37.66,2.51,nan
5.42,5.19,7.75,45.73,2.50,nan
5.42,5.21,7.75,45.73,2.56,nan
5.42,5.23,7.75,34.97,2.45,nan
5.42,5.25,7.75,40.35,2.47,nan
5.42,5.27,7.75,45.73,2.50,nan
5.42,5.29,7.75,40.35,2.53,nan
5.42,5.31,7.75,34.97,2.46,nan
5.42,5.32,7.75,45.73,2.53,nan
5.42,5.34,7.75,40.35,2.48,nan
5.42,5.36,7.75,32.28,2.51,nan
5.42,5.38,7.75,-24.21,2.52,nan
5.42,5.40,7.75,-532.62,2.53,nan
5.42,5.41,7.72,-973.78,2.45,nan
5.42,5.42,7.70,-1191.67,2.53,nan
5.42,5.43,7.65,-1067.93,2.48,nan
5.42,5.43,7.53,-860.80,2.49,nan
5.42,5.43,7.41,-529.93,2.52,nan
5.42,5.43,7.15,-320.11,2.50,nan
