time[s],setpoint[rad],position[rad],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2] 
0.0,0.0,0.0,,0.0,-115.2315
0.0,-0.03319,0.0,,-0.36635295,-93.87727
0.0025,-0.03319,0.0,,-0.5983,-84.07132
0.005,-0.03319,0.0,,-0.733925,-72.835594
0.0075,-0.03319,-0.00346,,-0.87114286,-43.677376
0.01,-0.03319,-0.00657,,-1.031,-21.313776
0.0125,-0.03319,-0.00937,,-1.076,-1.2440306
0.015,-0.03319,-0.01189,,-0.968,17.093878
0.0175,-0.03319,-0.01416,,-0.87128574,30.2
0.02,-0.03319,-0.0162,,-0.78385717,33.514286
0.0225,-0.03319,-0.01803,,-0.7052857,30.146938
0.025,-0.03319,-0.01969,,-0.6348571,27.140816
0.0275,-0.03319,-0.02117,,-0.5714286,24.416327
0.03,-0.03319,-0.02251,,-0.5141429,21.981632
0.0325,-0.03319,-0.02372,,-0.46242857,19.797958
0.035,-0.03319,-0.0248,,-0.41628572,17.820408
0.0375,-0.03319,-0.02577,,-0.37442857,16.026531
0.04,-0.03319,-0.02665,,-0.33685714,14.428572
0.0425,-0.03319,-0.02744,,-0.30314285,13.002041
0.045,-0.03319,-0.02815,,-0.27285713,11.716327
0.0475,-0.03319,-0.02879,,-0.24514286,16.897959
0.05,-0.03319,-0.02936,,-0.22042857,19.4
0.0525,-0.03319,-0.02988,,-0.198,18.65102
0.055,-0.03319,-0.03034,,-0.030142857,14.377551
0.0575,-0.03319,-0.03076,,-0.028,6.6387753
0.06,-0.03319,-0.03113,,-0.045857143,-4.2918367
0.0625,-0.03319,-0.02802,,-0.08271429,-17.746939
0.065,-0.03319,-0.03099,,-0.13714285,-15.759184
0.0675,-0.03319,-0.03143,,-0.20857143,-11.346939
0.07,-0.03319,-0.03187,,-0.29342857,-4.8265305
0.0725,-0.03319,-0.03233,,-0.18871428,2.1734693
0.075,-0.03319,-0.03283,,-0.18785714,7.897959
0.0775,-0.03319,-0.03334,,-0.16814286,10.208163
0.08,-0.03319,-0.0338,,-0.14857143,6.926531
0.0825,-0.03319,-0.03419,,-0.12771429,7.1040816
0.085,-0.03319,-0.03423,,-0.109,5.926531
0.0875,-0.03319,-0.03458,,-0.09314286,4.9061227
0.09,-0.03319,-0.03484,,-0.085285716,3.989796
0.0925,-0.03319,-0.03506,,-0.08357143,3.5612245
0.095,-0.03319,-0.03519,,-0.071428575,3.2918367
0.0975,-0.03319,-0.03538,,-0.06285714,3.2040815
0.1,-0.03319,-0.03553,,-0.050714284,2.9183674
0.1025,-0.03319,-0.03568,,-0.046285715,2.2428572
0.105,-0.03319,-0.03578,,-0.042285714,1.6306123
0.1075,-0.03319,-0.03575,,-0.04042857,1.1489795
0.11,-0.03319,-0.03594,,-0.036857143,1.2591836
0.1125,-0.03319,-0.03607,,-0.036,1.3632653
0.115,-0.03319,-0.03616,,-0.032571428,1.3346939
0.1175,-0.03319,-0.03618,,-0.024857143,1.1326531
0.12,-0.03319,-0.03626,,-0.022285715,1.2061224
0.1225,-0.03319,-0.03626,,-0.022714285,1.0857143
0.125,-0.03319,-0.03636,,-0.022714285,0.9204082
0.1275,-0.03319,-0.03643,,-0.015142857,0.86734694
0.13,-0.03319,-0.03649,,-0.013571428,0.78979594
0.1325,-0.03319,-0.0365,,-0.011714286,0.46530613
0.135,-0.03319,-0.03641,,-0.0124285715,0.13830712
0.1375,-0.03319,-0.03652,,-0.012285714,0.2606342
0.14,-0.03319,-0.0366,,-0.014142857,0.46349072
0.1425,-0.03319,-0.03664,,-0.011344262,0.5107278
0.145,-0.03319,-0.03662,,-0.0071652173,0.4905004
0.1475,-0.03319,-0.03665,,-0.004722222,0.37046245
0.1525,-0.03319,-0.03663,,-0.0061584157,0.081695646
0.1525,-0.03319,-0.03669,,-0.0073404256,-0.09196659
0.155,-0.03319,-0.03669,,-0.008390805,-0.041529402
0.1575,-0.03319,-0.03674,,-0.008175,0.19053157
0.16,-0.03319,-0.03672,,-0.0064285714,0.16090858
0.1625,-0.03319,-0.03677,,-0.0052857143,0.15440182
0.165,-0.03319,-0.03675,,-0.0047142855,0.058520406
0.1675,-0.03319,-0.03679,,-0.007,0.22857143
0.17,-0.03319,-0.03677,,-0.006142857,0.3857143
0.1725,-0.03319,-0.03681,,-0.0064285714,0.45714286
0.175,-0.03319,-0.03685,,0.00014285714,0.4020408
0.1775,-0.03319,-0.03684,,0.00028571428,0.12857144
0.18,-0.03319,-0.03684,,-0.001,-0.18163265
0.1825,-0.03319,-0.03673,,-0.0032857142,-0.5632653
0.185,-0.03319,-0.03682,,-0.004857143,-0.40816328
0.1875,-0.03319,-0.03689,,-0.006142857,-0.1
0.19,-0.03319,-0.0369,,-0.0074285716,0.33877552
0.1925,-0.03319,-0.03686,,-0.004,2.8081632
0.195,-0.03319,-0.03687,,-0.002,7.8612247
