time[s],setpoint[rad],position[rad],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2] 
0.0,0.0,0.0,,0.3309091,63.493767
0.0,-0.03319,0.0007,,0.4837647,57.235798
0.0025,-0.03319,0.0007,,0.6096,59.291023
0.005,-0.03319,0.0021,,0.7161,51.32498
0.0075,-0.03319,0.00418,,0.8331429,42.722126
0.01,-0.03319,0.00672,,1.0247142,39.644897
0.0125,-0.03319,0.00961,,1.0011429,37.38959
0.015,-0.03319,0.01266,,1.1167142,35.93061
0.0175,-0.03319,0.01576,,1.2115715,36.642857
0.02,-0.03319,0.01576,,1.3055714,44.232655
0.0225,-0.03319,0.02216,,1.4141428,39.632652
0.025,-0.03319,0.02559,,1.5414286,36.54694
0.0275,-0.03319,0.02932,,1.6825714,33.577553
0.03,-0.03319,0.03334,,1.6488571,30.287756
0.0325,-0.03319,0.03762,,1.746,27.281633
0.035,-0.03319,0.04213,,1.832,16.118368
0.0375,-0.03319,0.04684,,1.906,14.318367
0.04,-0.03319,0.05172,,1.968,11.82449
0.0425,-0.03319,0.05674,,1.7925714,13.732653
0.045,-0.03319,0.06187,,1.9065714,19.083673
0.0475,-0.03319,0.06708,,2.01,33.3
0.05,-0.03319,0.06708,,2.1035714,47.540817
0.0525,-0.03319,0.07764,,2.1884286,24.32449
0.055,-0.03319,0.08295,,2.4154286,5.677551
0.0575,-0.03319,0.08825,,2.5031428,-18.35102
0.06,-0.03319,0.09353,,2.0414286,-42.006123
0.0625,-0.03319,0.10227,,2.079,-51.761223
0.065,-0.03319,0.10554,,1.873,-41.21144
0.0675,-0.03319,0.10554,,1.7112857,-15.794159
0.07,-0.03319,0.11593,,1.7917143,-30.06335
0.0725,-0.03319,0.11593,,1.8305901,-35.78837
0.075,-0.03319,0.12089,,1.8656,-72.44607
0.0775,-0.03319,0.13038,,1.342687,-87.98702
0.0825,-0.03319,0.13499,,1.2059317,-92.12248
0.0825,-0.03319,0.13499,,0.36015385,-18.099972
0.0875,-0.03319,0.13499,,0.5211585,20.56807
0.0875,-0.03319,0.13499,,0.6533298,53.570576
