time[ms],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2]
282.778,0.0,0.0905,0.0,0.0,-1.2428555,-38.780777
284.035,0.02301,0.0905,0.0,-408.88,-1.4013205,-37.50668
286.602,0.02301,0.0905,0.0,-494.96,-1.5031073,-36.34055
289.132,0.02301,0.08744,0.0,-325.49,-1.6157693,-32.1709
291.591,0.02301,0.0813,0.0,-199.06,-1.6842378,-25.450066
294.088,0.02301,0.0767,-0.048,-69.94,-1.699237,-18.658028
296.584,0.02301,0.0721,-0.096,-2.69,-1.8282379,-6.9990306
299.084,0.02301,0.0675,-0.168,18.83,-1.9033478,5.010326
301.583,0.02301,0.06136,-0.216,56.49,-1.8639066,17.673496
304.092,0.02301,0.05676,-0.336,83.39,-1.739999,29.114775
306.6,0.02301,0.05369,-0.408,83.39,-1.6341653,39.161102
309.088,0.02301,0.04755,-0.528,94.15,-1.4939735,48.843525
311.59,0.02301,0.04449,-0.624,96.84,-1.3325939,53.789234
314.097,0.02301,0.04142,-0.743,96.84,-1.1601185,53.96334
316.589,0.02301,0.03988,-0.815,78.01,-1.0210526,51.37295
319.085,0.02301,0.03682,-0.935,64.56,-0.8982916,48.154045
321.617,0.02301,0.03528,-1.007,56.49,-0.74204534,43.77595
324.09,0.02301,0.03375,-1.079,51.11,-0.6580514,39.201584
326.587,0.02301,0.03221,-1.127,59.18,-0.5968262,34.703987
329.084,0.02301,0.03068,-1.151,40.35,-0.53512985,30.872171
331.587,0.02301,0.02915,-1.151,51.11,-0.45178267,27.403273
334.083,0.02301,0.02915,-1.151,51.11,-0.3846105,23.548555
336.623,0.02301,0.02761,-1.127,34.97,-0.31222463,21.432047
339.08,0.02301,0.02608,-1.079,37.66,-0.2675832,19.535437
341.613,0.02301,0.02608,-1.055,53.8,-0.22330453,17.171318
344.079,0.02301,0.02608,-0.983,53.8,-0.18445264,14.608969
346.615,0.02301,0.02608,-0.935,43.04,-0.18444078,12.081392
349.079,0.02301,0.02608,-0.863,37.66,-0.13408786,9.753674
351.618,0.02301,0.02454,-0.815,26.9,-0.100699864,8.182841
354.079,0.02301,0.02454,-0.743,18.83,-0.08950847,6.550059
356.581,0.02301,0.02454,-0.695,10.76,-0.07275118,5.1364923
359.08,0.02301,0.02301,-0.624,5.38,-0.078184366,4.0746436
361.614,0.02301,0.02454,-0.576,5.38,-0.07249226,2.15031
364.08,0.02301,0.02454,-0.528,0.0,-0.055612992,1.1334155
366.612,0.02301,0.02454,-0.48,0.0,-0.0611584,0.90478987
369.08,0.02301,0.02454,-0.408,0.0,-0.061166648,1.6464245
371.653,0.02301,0.02301,-0.384,0.0,-0.055654027,3.3413951
374.079,0.02301,0.02301,-0.336,0.0,-0.077963606,4.776452
376.631,0.02301,0.02301,-0.312,0.0,-0.066860445,5.502154
379.079,0.02301,0.02301,-0.264,0.0,-0.05018853,5.8530707
381.612,0.02301,0.02301,-0.24,0.0,-7.541753e-05,5.4499025
384.082,0.02301,0.02301,-0.216,0.0,0.050173398,4.455593
386.612,0.02301,0.02301,-0.192,0.0,0.06678922,3.5629094
389.081,0.02301,0.02301,-0.168,0.0,0.050044235,2.0418262
391.586,0.02301,0.02301,-0.144,0.0,0.033363804,-0.078875266
394.082,0.02301,0.02454,-0.12,-2.69,0.016654076,-2.0446687
396.628,0.02301,0.02454,-0.096,0.0,2.4245087e-06,-3.056176
399.087,0.02301,0.02454,-0.096,0.0,0.011126921,-2.832486
401.629,0.02301,0.02301,-0.072,0.0,0.016678803,-1.3373443
404.084,0.02301,0.02301,-0.072,0.0,-0.011144665,0.018284177
406.628,0.02301,0.02301,-0.048,0.0,-0.011183769,1.050382
409.086,0.02301,0.02301,-0.048,0.0,-0.011177483,1.5962677
411.616,0.02301,0.02454,-0.048,0.0,-0.005628946,1.5156515
414.089,0.02301,0.02454,-0.024,0.0,0.033362936,1.9003786
416.619,0.02301,0.02301,-0.024,0.0,0.03891392,2.1038017
419.096,0.02301,0.02454,-0.024,0.0,0.038913272,0.9538465
421.62,0.02301,0.02301,0.0,0.0,0.03327762,0.20569691
424.095,0.02301,0.02301,0.0,0.0,0.022214336,-1.3213854
426.622,0.02301,0.02454,0.0,0.0,0.038845822,-3.3749506
429.096,0.02301,0.02454,0.0,0.0,0.02785543,-3.9664347
431.631,0.02301,0.02454,0.0,0.0,-0.010949353,-4.256291
434.292,0.02301,0.02454,0.0,0.0,0.011296591,-4.2250767
436.633,0.02301,0.02454,0.0,0.0,-0.027659014,-3.8886898
439.095,0.02301,0.02454,0.0,0.0,-0.06674758,-2.7915037
441.624,0.02301,0.02301,0.0,0.0,-0.04458849,-1.035627
444.102,0.02301,0.02301,0.0,0.0,-0.050218865,0.30676365
446.612,0.02301,0.02454,0.0,0.0,-0.050247494,0.63622665
449.095,0.02301,0.02301,0.0,0.0,-0.044574734,1.7991033
451.686,0.02301,0.02301,0.0,0.0,-0.005658983,2.5096488
454.094,0.02301,0.02454,0.0,0.0,0.0054897256,3.9721847
456.622,0.02301,0.02301,0.0,0.0,-0.011196059,11.29976
459.105,0.02301,0.02301,0.0,0.0,-0.027890252,27.115726
461.622,0.02301,0.02301,0.0,0.0,-0.011202853,52.120564
464.117,0.02301,0.02454,0.0,0.0,0.005476504,86.0486
466.624,0.02301,0.02301,0.0,0.0,0.10022522,127.89475
469.152,0.02301,0.02301,0.0,0.0,0.42959008,173.29723
471.624,0.02301,0.02301,0.0,0.0,0.9986553,216.95883
474.111,0.3927,0.02301,0.0,0.0,1.7138302,254.94687
476.624,0.3927,0.02454,0.0,1546.75,2.5459046,282.66812
479.096,0.3927,0.02915,0.0,1417.63,3.4677505,294.69354
481.624,0.3927,0.04142,0.024,1016.82,4.328467,288.7253
484.114,0.3927,0.05983,0.096,688.64,5.121953,266.41217
486.627,0.3927,0.07517,0.192,443.85,5.85208,234.21071
489.097,0.3927,0.09204,0.408,279.76,6.441151,193.70464
491.621,0.3927,0.10891,0.6,193.68,6.8545012,149.527
494.102,0.3927,0.12425,0.911,145.26,7.1186953,104.77626
496.622,0.3927,0.14113,1.151,110.29,7.2460384,59.424065
499.107,0.3927,0.16107,1.559,88.77,7.3686876,14.2628
501.638,0.3927,0.18101,1.847,88.77,7.334164,-28.188004
504.095,0.3927,0.20095,2.326,-16.14,7.2457156,-66.61957
506.62,0.3927,0.22243,2.662,-161.4,7.0538793,-100.92181
509.155,0.3927,0.2393,3.213,-274.38,6.7097287,-129.19836
511.622,0.3927,0.25617,3.573,-341.63,6.236034,-152.03462
514.118,0.3927,0.26845,4.101,-357.77,5.730093,-166.87802
516.638,0.3927,0.28379,4.412,-336.25,5.2243347,-175.41249
519.1,0.3927,0.29606,4.796,-312.04,4.710556,-176.41406
521.627,0.3927,0.3068,5.012,-317.42,4.300229,-170.85332
524.12,0.3927,0.316,5.252,-303.97,3.8805075,-161.0192
526.621,0.3927,0.3252,5.372,-255.55,3.5037725,-150.55591
529.144,0.3927,0.33441,5.468,-247.48,3.1080575,-139.95322
531.656,0.3927,0.34054,5.516,-215.2,2.7910867,-129.33087
534.113,0.3927,0.34821,5.492,-215.2,2.4959865,-119.95736
536.625,0.3927,0.35282,5.444,-172.16,2.2233572,-109.83436
539.098,0.3927,0.35742,5.276,-153.33,1.9387846,-99.98498
541.622,0.3927,0.36202,5.156,-147.95,1.6892931,-89.67021
544.094,0.3927,0.36662,4.916,-123.74,1.4904685,-80.813034
546.62,0.3927,0.36969,4.724,-115.67,1.2911785,-71.95514
549.095,0.3927,0.37276,4.46,-99.53,1.1407914,-63.52639
551.602,0.3927,0.37429,4.245,-94.15,0.99617666,-55.201935
554.357,0.3927,0.37736,3.933,-83.39,0.86935157,-47.989674
556.608,0.3927,0.37889,3.741,-67.25,0.76969767,-41.690845
559.102,0.3927,0.38043,3.429,-53.8,0.6810431,-35.618046
561.657,0.3927,0.38196,3.213,-43.04,0.58667994,-30.60963
564.161,0.3927,0.3835,2.926,-40.35,0.52602416,-26.297962
566.621,0.3927,0.38503,2.734,-43.04,0.47055373,-22.938547
569.118,0.3927,0.38656,2.47,-32.28,0.42422923,-20.321857
571.634,0.3927,0.38656,2.302,-32.28,0.39654982,-18.141651
574.115,0.3927,0.38656,2.086,-26.9,0.35785484,-16.646725
576.612,0.3927,0.3881,1.918,-21.52,0.3131402,-16.408371
579.098,0.3927,0.38963,1.727,-24.21,0.26840577,-16.510193
581.618,0.3927,0.38963,1.583,-18.83,0.22932729,-16.509144
584.106,0.3927,0.39117,1.415,-10.76,0.20134616,-16.419079
586.595,0.3927,0.39117,1.319,-40.35,0.15653953,-15.382142
589.088,0.3927,0.39117,1.151,-32.28,0.095059305,-13.755482
591.599,0.3927,0.39117,1.079,-18.83,0.050374996,-11.79335
594.101,0.3927,0.39117,0.935,-8.07,0.027977945,-9.681845
596.597,0.3927,0.39117,0.863,-2.69,3.348495e-15,-7.4446507
599.098,0.3927,0.39117,0.767,-2.69,3.2160164e-15,-4.9845467
601.588,0.3927,0.39117,0.695,-2.69,3.2189558e-15,-2.7688222
604.119,0.3927,0.39117,0.6,0.0,3.4244873e-15,-1.3241966
606.59,0.3927,0.39117,0.552,0.0,3.4152915e-15,-0.50915223
609.085,0.3927,0.39117,0.48,0.0,3.4219038e-15,4.75999e-15
611.585,0.3927,0.39117,0.432,0.0,3.3211391e-15,2.9093462e-15
614.084,0.3927,0.39117,0.36,0.0,3.4166414e-15,7.6180026e-16
616.582,0.3927,0.39117,0.336,0.0,3.4093809e-15,-9.741306e-17
619.085,0.3927,0.39117,0.264,0.0,3.3463748e-15,2.0546133e-15
621.616,0.3927,0.39117,0.24,0.0,3.4135028e-15,2.1215702e-15
624.08,0.3927,0.39117,0.192,0.0,3.2703506e-15,2.7715608e-15
626.581,0.3927,0.39117,0.168,0.0,3.3975034e-15,3.8526365e-16
629.08,0.3927,0.39117,0.144,0.0,3.5012687e-15,1.2763185e-15
631.585,0.3927,0.39117,0.12,0.0,3.4766018e-15,2.023792e-15
634.126,0.3927,0.39117,0.096,0.0,3.3835532e-15,-1.921909e-15
636.583,0.3927,0.39117,0.096,0.0,3.4010793e-15,-3.047075e-15
639.082,0.3927,0.39117,0.072,0.0,3.3507387e-15,-3.650312e-15
641.584,0.3927,0.39117,0.072,0.0,3.422429e-15,-5.921141e-15
644.086,0.3927,0.39117,0.048,0.0,3.4243598e-15,-5.236546e-15
646.577,0.3927,0.39117,0.048,0.0,3.2449339e-15,-2.3900568e-15
649.092,0.3927,0.39117,0.024,0.0,3.2991268e-15,-1.344159e-15
651.588,0.3927,0.39117,0.024,0.0,3.4769027e-15,-0.50866467
