time[ms],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s]
369.405,-0.2393,-0.23777,-0.288,0.0,0.1305242,-17.58927,0.0
370.653,-0.2393,-0.2393,-0.264,0.0,0.042895004,-0.09959951,0.0
371.934,-0.2393,-0.2393,-0.264,0.0,-0.044263408,-0.107591346,0.0
373.131,-0.2393,-0.23777,-0.24,0.0,-0.13187668,-17.574368,0.0
374.405,-0.2393,-0.2393,-0.216,0.0,0.08596031,-2.5915604,0.0
375.653,-0.2393,-0.2393,-0.216,0.0,-0.001734528,2.4623933,0.0
376.931,-0.2393,-0.2393,-0.192,0.0,-0.08862107,-3.7128754,0.0
378.131,-0.2393,-0.23777,-0.192,0.0,-0.0009515168,-22.37448,0.0
379.405,-0.2393,-0.2393,-0.168,0.0,-0.044660874,-4.933722,0.0
380.653,-0.2393,-0.2393,-0.168,0.0,-0.08850038,5.065905,0.0
381.93,-0.2393,-0.2393,-0.168,0.0,-0.13142659,5.0567837,0.0
383.132,-0.2393,-0.2393,-0.144,0.0,-1.2392739e-14,12.524278,0.0
384.408,-0.2393,-0.2393,-0.144,0.0,-1.269224e-14,14.994299,0.0
385.656,-0.2393,-0.2393,-0.12,0.0,-1.2514168e-14,11.233649,0.0
386.951,-0.2393,-0.2393,-0.12,0.0,-1.2533811e-14,-1.2698841e-14,0.0
388.157,-0.2393,-0.2393,-0.12,0.0,-1.2519311e-14,1.3919826e-14,0.0
389.383,-0.2393,-0.2393,-0.096,0.0,-1.2809043e-14,1.0544799e-14,0.0
390.643,-0.2393,-0.2393,-0.096,0.0,-1.2461554e-14,6.1658167e-15,0.0
391.914,-0.2393,-0.2393,-0.096,0.0,-1.2475555e-14,11.242878,0.0
393.135,-0.2393,-0.2393,-0.072,0.0,-1.24513886e-14,26.113815,0.0
394.405,-0.2393,-0.2393,-0.072,0.0,-1.2620043e-14,27.458225,0.0
395.654,-0.2393,-0.2393,-0.072,0.0,0.13118689,17.52217,0.0
396.936,-0.2393,-0.2393,-0.072,0.0,0.21824302,-1.1804268,0.0
398.132,-0.2393,-0.2393,-0.048,0.0,0.13042435,-26.162104,0.0
399.407,-0.2393,-0.23777,-0.048,0.0,0.043751583,-54.82878,0.0
400.653,-0.2393,-0.23777,-0.048,0.0,-0.04396765,-55.039806,0.0
401.932,-0.2393,-0.2393,-0.048,0.0,-0.13079993,-26.227701,0.0
403.131,-0.2393,-0.2393,-0.024,0.0,-0.21706337,-1.0984218,0.0
404.393,-0.2393,-0.2393,-0.024,0.0,-0.13211569,17.606138,0.0
405.645,-0.2393,-0.2393,-0.024,0.0,-1.2554749e-14,27.622816,0.0
406.98,-0.2393,-0.2393,-0.024,0.0,-1.2603551e-14,26.289993,0.0
408.067,-0.2393,-0.2393,-0.024,0.0,-1.2601894e-14,11.318325,0.0
409.397,-0.2393,-0.2393,-0.024,0.0,-1.2644763e-14,8.928543e-15,0.0
410.635,-0.2393,-0.2393,-0.024,0.0,-1.2386907e-14,1.5654218e-15,0.0
411.941,-0.2393,-0.2393,-0.024,0.0,-1.2583235e-14,6.3331455e-15,0.0
413.126,-0.2393,-0.2393,-0.024,0.0,-1.2535107e-14,-1.6443576e-14,0.0
414.403,-0.2393,-0.2393,-0.024,0.0,-1.2649272e-14,-2.2338939e-14,0.0
415.653,-0.2393,-0.2393,-0.024,0.0,-1.2474502e-14,-2.3274005e-15,0.0
416.932,-0.2393,-0.2393,0.0,0.0,-1.2754789e-14,-2.1923773e-15,0.0
418.127,-0.2393,-0.2393,0.0,0.0,-1.255034e-14,-2.9405424e-15,0.0
419.405,-0.2393,-0.2393,0.0,0.0,-1.256307e-14,-8.938449e-15,0.0
420.655,-0.2393,-0.2393,0.0,0.0,-1.2591049e-14,9.686496e-15,0.0
421.937,-0.2393,-0.2393,0.0,0.0,-1.2667892e-14,1.8462061e-15,0.0
423.128,-0.2393,-0.2393,0.0,0.0,-1.2620954e-14,1.134161e-15,0.0
424.405,-0.2393,-0.2393,0.0,0.0,-1.25581605e-14,2.7502988e-15,0.0
425.653,-0.2393,-0.2393,0.0,0.0,-1.2521321e-14,5.8066603e-15,0.0
426.92,-0.2393,-0.2393,0.0,0.0,-1.2632262e-14,-1.7310918e-15,0.0
428.149,-0.2393,-0.2393,0.0,0.0,-1.2615403e-14,-1.2874218e-14,0.0
429.396,-0.2393,-0.2393,0.0,0.0,-1.2578774e-14,-1.42013984e-14,0.0
430.648,-0.2393,-0.2393,0.0,0.0,-1.2596144e-14,-1.05135246e-14,0.0
431.944,-0.2393,-0.2393,0.0,0.0,-1.2676006e-14,8.7659074e-16,0.0
433.133,-0.2393,-0.2393,0.0,0.0,-1.2663551e-14,11.235607,0.0
434.388,-0.2393,-0.2393,0.0,0.0,-1.26896166e-14,14.88726,0.0
435.656,-0.2393,-0.2393,0.0,0.0,-1.2508694e-14,12.422743,0.0
436.946,-0.2393,-0.2393,0.0,0.0,0.13061932,4.9465747,0.0
438.132,-0.2393,-0.2393,0.0,0.0,0.08561056,-6.2594156,0.0
439.407,-0.2393,-0.2393,0.0,0.0,0.04315922,-19.91053,0.0
440.654,-0.2393,-0.23777,0.0,0.0,-0.00045541598,-34.15733,0.0
441.992,-0.2393,-0.2393,0.0,0.0,-0.043877814,-19.39659,0.0
443.131,-0.2393,-0.2393,0.0,0.0,-0.08790565,-5.9108567,0.0
444.407,-0.2393,-0.2393,0.0,0.0,-0.122895665,5.064035,0.0
445.64,-0.2393,-0.2393,0.0,0.0,1.38914776e-14,13.180189,0.0
446.944,-0.2393,-0.2393,0.0,0.0,1.3668311e-14,34.588615,0.0
448.692,-0.2393,-0.2393,0.0,0.0,1.5825772e-14,15.618828,0.0
449.925,-0.2393,-0.2393,0.0,0.0,0.17409526,2.230092,0.0
450.969,-0.2393,-0.2393,0.0,0.0,0.08730983,-7.364246,0.0
451.949,-0.2393,-0.2393,0.0,0.0,0.04294039,-25.074282,0.0
453.135,-0.2393,-0.23777,0.0,0.0,-0.0060007293,-41.023052,0.0
454.407,-0.2393,-0.2393,0.0,0.0,-0.048881263,-20.269642,0.0
455.658,-0.2393,-0.2393,0.0,0.0,-0.08896798,-5.8719087,0.0
456.971,-0.2393,-0.2393,0.0,0.0,-0.13229822,5.6583276,0.0
458.133,-0.2393,-0.2393,0.0,0.0,-1.2581149e-14,12.885428,0.0
459.393,-0.2393,-0.2393,0.0,0.0,-1.2638352e-14,15.095347,0.0
460.63,-0.2393,-0.2393,0.0,0.0,-1.2545271e-14,11.2727165,0.0
461.959,-0.2393,-0.2393,0.0,0.0,-1.2575048e-14,2.3262555e-12,0.0
463.133,-0.2393,-0.2393,0.0,0.0,-1.2503961e-14,17.437386,0.0
464.383,-0.2393,-0.2393,0.0,0.0,-1.17962586e-14,23.816889,0.0
465.657,-0.2393,-0.2393,0.0,0.0,1.4013331e-14,29.815578,0.0
466.98,-0.2393,-0.2393,0.0,0.0,0.20259467,3.2304819,0.0
468.654,-0.2393,-0.2393,0.0,0.0,0.15332147,-31.482788,0.0
469.96,-0.2393,-0.23777,0.0,0.0,0.024187794,-73.02869,0.0
470.952,-0.2393,-0.23777,0.0,0.0,-0.030779094,-57.19524,0.0
471.922,-0.2393,-0.2393,0.0,0.0,-0.1362685,-28.442873,0.0
473.096,-0.2393,-0.2393,0.0,0.0,-0.2252779,26.375942,0.0
474.404,-0.2393,-0.2393,0.0,0.0,-0.12884316,96.176056,0.0
475.653,-0.2393,-0.2393,0.0,0.0,-1.2396344e-14,191.86209,0.0
476.881,-0.2393,-0.2393,0.0,0.0,0.2602399,290.98468,0.0
478.128,0.17181,-0.2393,0.0,0.0,0.69970274,407.9695,0.0
479.438,0.17181,-0.2393,0.0,422.33,1.3548856,508.10684,0.13831307
480.629,0.17181,-0.23623,0.0,1514.47,1.9640579,575.69006,0.71499527
481.926,0.17181,-0.23317,0.0,1597.86,2.9620495,594.5292,1.7241683
483.132,0.17181,-0.22856,0.0,1361.14,3.7097824,580.5803,2.6163068
484.408,0.17181,-0.2255,0.024,1180.91,4.4500914,527.59625,3.4272208
485.734,0.17181,-0.21629,0.048,885.01,5.044607,435.7888,4.1120734
486.937,0.17181,-0.21169,0.072,750.51,5.6168923,362.3129,4.6039557
488.129,0.17181,-0.20249,0.144,562.21,5.9202814,293.46014,4.9951463
489.403,0.17181,-0.19635,0.192,486.89,6.1723523,261.00287,5.3292847
490.648,0.17181,-0.18715,0.24,368.53,6.4825068,234.12386,5.5955343
491.969,0.17181,-0.18101,0.312,325.49,6.7302475,217.973,5.824734
493.134,0.17181,-0.17027,0.456,252.86,7.145802,176.49965,5.993179
494.412,0.17181,-0.1626,0.552,223.27,7.3471537,120.346664,6.1453023
495.654,0.17181,-0.15186,0.647,180.23,7.465865,61.057953,6.270589
496.91,0.17181,-0.14266,0.743,150.64,7.3701944,-8.390624,6.374482
498.131,0.17181,-0.13346,0.983,134.5,7.347886,-28.877832,6.461521
499.376,0.17181,-0.12579,1.103,110.29,7.297599,-29.686666,6.537712
500.653,0.17181,-0.11505,1.223,94.15,7.1196895,-8.430793,6.6029797
501.878,0.17181,-0.10738,1.367,94.15,7.2673798,9.424048,6.6606464
503.133,0.17181,-0.09664,1.631,78.01,7.265774,29.487528,6.7146616
504.378,0.17181,-0.0905,1.799,80.7,7.337537,43.35732,6.76406
505.653,0.17181,-0.07823,1.942,72.63,7.38331,24.462244,6.812934
506.964,0.17181,-0.07056,2.11,59.18,7.4451723,5.229579,6.856135
508.128,0.17181,-0.05983,2.422,64.56,7.4696426,-15.200286,6.8921432
509.387,0.17181,-0.05216,2.59,59.18,7.380808,-34.581318,6.9310904
510.64,0.17181,-0.04142,2.782,48.42,7.2676353,-45.546825,6.964796
511.946,0.17181,-0.03375,2.95,40.35,7.257875,-53.75588,6.993779
513.126,0.17181,-0.02301,3.309,-32.28,7.173231,-65.37397,6.99616
514.383,0.17181,-0.01687,3.477,-80.7,7.155802,-81.3718,6.960656
515.664,0.17181,-0.0046,3.669,-139.88,7.022472,-115.95288,6.890015
516.915,0.17181,0.00153,3.837,-193.68,6.8143015,-144.28915,6.7856946
518.126,0.17181,0.01227,4.173,-225.96,6.6656427,-170.73752,6.6586485
519.415,0.17181,0.01841,4.341,-260.93,6.361108,-176.59955,6.501748
520.655,0.17181,0.02761,4.508,-287.83,6.1327133,-176.92989,6.3316326
521.883,0.17181,0.03375,4.652,-301.28,5.9090667,-176.20432,6.150776
523.163,0.17181,0.04295,4.916,-306.66,5.7458277,-174.95628,5.956235
524.405,0.17181,0.04755,5.036,-322.8,5.5135446,-188.689,5.7607875
525.645,0.17181,0.05676,5.156,-309.35,5.30152,-203.6165,5.5648212
526.905,0.17181,0.06136,5.252,-314.73,5.0074186,-209.89679,5.368236
528.166,0.17181,0.06903,5.444,-293.21,4.6769495,-210.96884,5.176583
529.387,0.17181,0.07363,5.516,-295.9,4.413165,-208.14758,4.996757
530.644,0.17181,0.07977,5.588,-279.76,4.2440457,-196.41722,4.815856
531.938,0.17181,0.08283,5.635,-263.62,3.9496982,-181.85606,4.6400723
533.16,0.17181,0.0905,5.731,-266.31,3.7163968,-179.43954,4.478179
534.407,0.17181,0.09357,5.779,-252.86,3.5078316,-163.16112,4.3163276
535.628,0.17181,0.09817,5.803,-234.03,3.3387136,-137.53159,4.1677046
536.93,0.17181,0.10124,5.803,-234.03,3.0671487,-113.85236,4.015351
538.147,0.17181,0.10584,5.827,-215.2,3.0578787,-101.6754,3.8786726
539.405,0.17181,0.10891,5.827,-199.06,2.9358053,-103.10128,3.7483878
540.656,0.17181,0.11351,5.803,-188.3,2.8636215,-112.69386,3.6272411
541.932,0.17181,0.11658,5.779,-196.37,2.6794174,-125.19247,3.5045314
543.127,0.17181,0.11965,5.707,-185.61,2.4589853,-129.02779,3.3904147
544.377,0.17181,0.12272,5.683,-164.09,2.242983,-131.54121,3.2811337
545.655,0.17181,0.12579,5.635,-158.71,2.1953738,-113.575356,3.177999
546.904,0.17181,0.12732,5.564,-153.33,2.022914,-88.34463,3.0805645
548.127,0.17181,0.13039,5.444,-150.64,1.8585339,-79.923256,2.9876256
549.403,0.17181,0.13346,5.372,-145.26,1.8287606,-83.81274,2.8932335
550.819,0.17181,0.13499,5.3,-126.43,1.7949667,-74.52006,2.7970552
551.924,0.17181,0.13652,5.228,-112.98,1.6261983,-61.196045,2.7309182
553.143,0.17181,0.13959,5.036,-104.91,1.4935122,-54.817867,2.6645162
554.395,0.17181,0.14113,4.964,-102.22,1.4597481,-36.5258,2.5996845
555.651,0.17181,0.14266,4.868,-104.91,1.489806,-11.809042,2.5346458
556.974,0.17181,0.14419,4.772,-107.6,1.4462711,-1.2920555,2.464358
558.158,0.17181,0.14573,4.556,-94.15,1.4888399,-9.246752,2.4046402
559.384,0.17181,0.1488,4.46,-91.46,1.496302,-40.17096,2.3477507
560.639,0.17181,0.15033,4.365,-72.63,1.4549997,-64.583145,2.2962673
561.93,0.17181,0.15186,4.245,-67.25,1.3595072,-94.138855,2.251121
563.133,0.17181,0.1534,4.029,-61.87,1.0929635,-109.63643,2.2122884
564.398,0.17181,0.15493,3.933,-64.56,1.0092512,-115.10668,2.1723049
565.64,0.17181,0.15647,3.837,-64.56,0.8362295,-99.73423,2.132213
566.921,0.17181,0.15647,3.741,-64.56,0.74231374,-69.876,2.0908623
568.13,0.17181,0.158,3.525,-61.87,0.6097498,-49.782013,2.0526488
569.375,0.17181,0.158,3.429,-59.18,0.61136335,-25.875336,2.014972
570.688,0.17181,0.15953,3.333,-51.11,0.61486745,-10.057692,1.9787694
571.937,0.17181,0.15953,3.237,-51.11,0.615213,1.0824331,1.9468511
573.129,0.17181,0.16107,3.046,-40.35,0.6164545,-10.93412,1.9195961
574.371,0.17181,0.16107,2.95,-34.97,0.6190881,-15.397936,1.8962092
575.621,0.17181,0.1626,2.854,-37.66,0.61663556,-24.392914,1.8735124
576.89,0.17181,0.1626,2.758,-34.97,0.48230746,-31.920582,1.8504705
578.126,0.17181,0.16414,2.59,-24.21,0.5261417,-33.300343,1.8321838
579.377,0.17181,0.16414,2.494,-26.9,0.4386443,-24.351908,1.8161992
580.628,0.17181,0.16414,2.422,-21.52,0.3946418,-14.228514,1.8010559
581.871,0.17181,0.16567,2.35,-18.83,0.39341828,-24.142523,1.7885171
583.125,0.17181,0.16567,2.182,-24.21,0.43609726,-26.417622,1.775024
584.375,0.17181,0.16567,2.11,-21.52,0.39169914,-26.076178,1.7607335
585.627,0.17181,0.1672,2.038,-10.76,0.26204452,-29.540648,1.7506298
586.901,0.17181,0.1672,1.966,-8.07,0.21911487,-24.395512,1.7446325
588.152,0.17181,0.1672,1.823,-18.83,0.26370567,-10.607064,1.7362195
589.367,0.17181,0.1672,1.775,-10.76,0.22079976,10.392646,1.7272315
590.618,0.17181,0.1672,1.703,-10.76,0.2655957,17.73233,1.7205012
591.896,0.17181,0.16874,1.631,-16.14,0.26525074,9.920598,1.7119066
593.121,0.17181,0.16874,1.535,-13.45,0.35179192,5.889016,1.7028446
594.369,0.17181,0.16874,1.463,-10.76,0.35155234,-6.721903,1.6952912
595.618,0.17181,0.16874,1.415,-13.45,0.26314044,-21.719496,1.6877315
596.869,0.17181,0.17027,1.367,-13.45,0.26234066,-44.008728,1.6793185
598.119,0.17181,0.17027,1.247,-29.59,0.21898365,-48.975697,1.6658685
599.369,0.17181,0.17027,1.223,-32.28,0.1312999,-43.83016,1.6465342
600.619,0.17181,0.17027,1.175,-26.9,1.2634109e-14,-38.75416,1.6280404
601.854,0.17181,0.17027,1.127,-21.52,1.2541028e-14,-26.245527,-0.014949675
603.119,0.17181,0.17027,1.031,-13.45,1.2596691e-14,-11.237091,-0.011059263
604.369,0.17181,0.17027,0.983,-8.07,1.2590977e-14,-9.1782246e-15,-0.006725
605.622,0.17181,0.17027,0.959,-5.38,1.26169555e-14,-4.1830625e-15,-0.0042132125
606.868,0.17181,0.17027,0.911,-2.69,1.2573519e-14,9.802918e-17,-0.002513805
608.118,0.17181,0.17027,0.839,-2.69,1.2498238e-14,8.377556e-15,-0.00168125
609.369,0.17181,0.17027,0.815,0.0,1.2563397e-14,1.9308246e-14,-0.0008412975
610.659,0.17181,0.17027,0.767,0.0,1.2655003e-14,2.365043e-14,0.0
611.903,0.17181,0.17027,0.743,0.0,1.2666379e-14,9.164887e-15,0.0
613.119,0.17181,0.17027,0.671,0.0,1.2728434e-14,-6.066642e-15,0.0
614.368,0.17181,0.17027,0.647,0.0,1.2661419e-14,-2.4380646e-14,0.0
615.619,0.17181,0.17027,0.624,0.0,1.2514143e-14,-2.859509e-14,0.0
616.857,0.17181,0.17027,0.6,0.0,1.2587987e-14,-2.0284372e-14,0.0
618.118,0.17181,0.17027,0.528,0.0,1.2496747e-14,-3.4520057e-15,0.0
619.374,0.17181,0.17027,0.504,0.0,1.25130365e-14,1.4251187e-14,0.0
