time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s]
0.259253,0.0,0.11812,0.0,0.0,-0.420416,-213.86954,0.0
0.260049,-0.06136,0.11812,0.0,-217.89,-0.65489566,-271.92303,-0.035062794
0.261368,-0.06136,0.11812,0.0,-782.79,-0.81261575,-329.65613,-0.30142888
0.262613,-0.06136,0.11658,0.0,-1261.61,-1.185041,-371.16232,-0.8144166
0.263995,-0.06136,0.11505,0.0,-1232.02,-1.7814789,-408.92392,-1.50697
0.265045,-0.06136,0.11351,0.0,-1119.04,-2.436452,-437.6976,-1.99238
0.266379,-0.06136,0.10891,0.0,-919.98,-3.1044407,-437.8444,-2.5311797
0.26765,-0.06136,0.10431,-0.024,-780.1,-3.5270488,-404.84286,-2.9637244
0.268994,-0.06136,0.09971,-0.048,-718.23,-3.9741461,-351.92017,-3.3600664
0.270104,-0.06136,0.09357,-0.096,-599.87,-4.485884,-284.8534,-3.645989
0.271356,-0.06136,0.0905,-0.12,-508.41,-4.830114,-245.73654,-3.9183137
0.272603,-0.06136,0.08283,-0.168,-381.98,-5.078171,-162.38673,-4.1270413
0.274051,-0.06136,0.07363,-0.264,-220.58,-5.1507263,-27.66412,-4.2905264
0.275105,-0.06136,0.06903,-0.312,-137.19,-5.4224534,103.464584,-4.3589835
0.276356,0.1488,0.06289,-0.384,-72.63,-5.1340246,266.1282,-4.405477
0.277858,0.1488,0.05522,-0.432,893.08,-4.523672,461.65616,-4.1428895
0.279066,0.1488,0.04755,-0.6,1622.07,-3.9899843,641.74066,-3.5196216
0.280113,0.1488,0.04449,-0.671,1624.76,-3.002088,740.7999,-2.8252287
0.281373,0.1488,0.04295,-0.767,1544.06,-1.7886208,808.453,-2.0098271
0.282606,0.1488,0.03988,-0.839,1347.69,-0.66261274,831.24664,-1.2865386
0.284006,0.1488,0.03988,-0.935,1264.3,0.16887093,776.5838,-0.5443205
0.285068,0.1488,0.04142,-1.079,1175.53,1.0919458,677.66003,-0.01971125
0.286368,0.1488,0.04295,-1.151,1145.94,2.1844966,580.5735,0.5907562
0.287618,0.1488,0.04602,-1.223,989.92,2.818658,467.7838,1.1285807
