time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s]
0.288828,0.0,-2.82406,0.0,0.0,0.8433063,348.3021,0.0
0.290063,0.1488,-2.82406,0.0,414.26,1.4398293,415.0415,0.12813188
0.291379,0.1488,-2.82252,0.0,1277.75,1.9295096,496.91864,0.6834702
0.292653,0.1488,-2.82099,0.0,1605.93,2.1666892,543.02466,1.5935975
0.293935,0.1488,-2.81639,0.0,1417.63,3.137743,570.5024,2.542699
0.295129,0.1488,-2.81179,0.0,1240.09,4.199262,572.92334,3.3088768
0.296366,0.1488,-2.80872,0.024,1057.17,5.0048513,553.61194,3.9793096
0.297616,0.1488,-2.79951,0.072,850.04,5.400719,426.5166,4.5252137
0.298968,0.1488,-2.79031,0.096,677.88,5.8709345,294.97516,4.9777317
0.30013,0.1488,-2.78418,0.144,599.87,6.4091916,220.88687,5.2916775
0.301392,0.1488,-2.77804,0.192,513.79,6.3561635,195.33046,5.5763574
0.302614,0.1488,-2.76884,0.312,419.64,6.400598,158.00761,5.7917852
0.303961,0.1488,-2.7581,0.408,320.11,6.7666326,108.75189,5.9625278
0.305131,0.1488,-2.75196,0.48,285.14,7.085636,104.81203,6.0697
0.306371,0.1488,-2.74429,0.576,239.41,7.1172643,84.39653,6.1563354
0.307614,0.1488,-2.73355,0.767,204.44,6.9377713,46.83229,6.2197075
0.309028,0.1488,-2.72282,0.887,193.68,7.1174245,40.3648,6.2777195
0.310127,0.1488,-2.71515,1.007,174.85,7.205361,92.14058,6.314332
0.311399,0.1488,-2.70901,1.127,180.23,7.235552,160.11945,6.348079
0.312657,0.1488,-2.69827,1.391,164.09,7.3911166,168.022,6.3729835
0.314007,0.1488,-2.68753,1.535,137.19,7.8570113,136.91054,6.389771
0.315336,0.1488,-2.6768,1.679,137.19,8.273269,80.763115,6.394158
0.316387,0.1488,-2.66913,1.847,110.29,8.147907,-1.294155,6.389828
0.317616,0.1488,-2.65685,2.182,99.53,7.8814783,-100.43543,6.3769364
0.318979,0.1488,-2.64612,2.35,88.77,7.734617,-150.393,6.353924
0.320129,0.1488,-2.63845,2.518,69.94,7.5692167,-114.39445,6.327853
0.321366,0.1488,-2.63078,2.686,78.01,7.3154554,-49.871113,6.2937202
0.322616,0.1488,-2.62004,3.07,64.56,7.211649,-21.61337,6.2551336
0.324083,0.1488,-2.6093,3.261,53.8,7.3688483,-7.9742203,6.207855
0.325132,0.1488,-2.60163,3.429,64.56,7.6569147,14.57071,6.174783
0.326374,0.1488,-2.59396,3.621,53.8,7.403753,29.721544,6.137579
0.327614,0.1488,-2.58322,4.005,56.49,7.2688756,16.369976,6.1020274
0.328965,0.1488,-2.57095,4.173,75.32,7.434551,12.129078,6.065571
0.330276,0.1488,-2.56482,4.341,72.63,7.6417365,66.12522,6.0329576
0.3314,0.1488,-2.55715,4.532,78.01,7.5567713,69.05201,6.0073323
0.332656,0.1488,-2.54487,4.844,83.39,7.5687695,16.929052,5.9791965
0.333979,0.1488,-2.53414,4.988,72.63,7.93637,-9.435737,5.9491897
0.335116,0.1488,-2.52647,5.132,69.94,7.7530437,-11.302112,5.9227304
0.336365,0.1488,-2.51726,5.276,69.94,7.4203343,-22.535355,5.892558
0.33762,0.1488,-2.50652,5.516,61.87,7.556685,-41.494457,5.860669
0.339034,0.1488,-2.49732,5.635,72.63,7.596589,-25.56884,5.8257403
0.340098,0.1488,-2.48965,5.755,83.39,7.591464,-11.291141,5.8045025
0.341408,0.1488,-2.47738,5.971,86.08,7.496027,-21.738926,5.78374
0.343038,0.1488,-2.46664,6.067,96.84,7.385011,7.642532,5.764869
0.344012,0.1488,-2.45897,6.163,107.6,7.4384317,19.178019,5.7565885
0.34512,0.1488,-2.4513,6.235,102.22,7.4835863,20.565462,5.7492204
0.346388,0.1488,-2.44363,6.331,104.91,7.794004,18.02111,5.7385774
0.347638,0.1488,-2.43136,6.475,91.46,7.6006866,-21.011427,5.7238803
0.348961,0.1488,-2.42062,6.547,83.39,7.4825726,-62.097893,5.704395
0.350131,0.1488,-2.41142,6.595,83.39,7.5310764,-64.11108,5.684312
0.35139,0.1488,-2.40528,6.667,67.25,7.2723074,4.798215,5.6602535
0.352643,0.1488,-2.39608,6.763,69.94,7.1277924,59.239075,5.6343393
0.353992,0.1488,-2.38381,6.811,69.94,7.421828,72.57762,5.6054883
0.355122,0.1488,-2.37614,6.859,59.18,7.8348985,105.77012,5.5817566
0.356391,0.1488,-2.36847,6.906,78.01,7.9213796,77.64545,5.5560412
0.357615,0.1488,-2.35619,6.978,75.32,7.7124424,6.8770022,5.532611
0.358963,0.1488,-2.34546,7.026,67.25,7.955116,-47.787506,5.508891
0.360123,0.1488,-2.33625,7.05,80.7,7.7156324,-49.40364,5.4906545
0.361408,0.1488,-2.32858,7.098,64.56,7.574684,-18.488255,5.46901
0.36264,0.1488,-2.31631,7.146,61.87,7.501062,-18.117035,5.4438357
0.363952,0.1488,-2.31018,7.194,61.87,7.60443,7.0919323,5.4129395
0.365122,0.1488,-2.2979,7.218,48.42,7.7995315,1.1429507,5.3824005
0.366365,0.1488,-2.29023,7.242,59.18,7.678267,3.7319164,5.3480763
0.367616,0.1488,-2.2795,7.29,56.49,7.6314535,-1.9445608,5.3144236
0.369151,0.1488,-2.26722,7.314,53.8,7.487323,-18.787489,5.276043
0.370065,0.1488,-2.26109,7.338,67.25,7.691811,-6.113094,5.2554193
0.371392,0.1488,-2.25342,7.362,67.25,7.7313504,3.1572843,5.229375
0.37264,0.1488,-2.24115,7.386,67.25,7.536688,-8.356338,5.2092357
0.373979,0.1488,-2.23041,7.41,80.7,7.5998225,-51.46933,5.191373
0.375122,0.1488,-2.2212,7.41,83.39,7.655815,-66.174385,5.178388
0.376392,0.1488,-2.21507,7.434,83.39,7.470403,-30.046917,5.165532
0.377614,0.1488,-2.20433,7.458,86.08,7.2207346,-18.557919,5.153882
0.378964,0.1488,-2.19359,7.482,80.7,7.2111654,-9.359525,5.1407065
0.380124,0.1488,-2.18439,7.482,78.01,7.5936,21.033405,5.1285353
0.381401,0.1488,-2.17825,7.506,80.7,7.514575,68.18876,5.1148086
0.382717,0.1488,-2.16751,7.506,78.01,7.3961854,49.06327,5.1010385
0.383963,0.1488,-2.15524,7.53,86.08,7.5045557,-12.448179,5.0890555
0.385121,0.1488,-2.14757,7.53,88.77,7.898947,-21.071316,5.0794334
0.386394,0.1488,-2.1399,7.53,86.08,7.5901093,-41.88175,5.0701947
0.387644,0.1488,-2.12917,7.554,91.46,7.236614,-65.16946,5.059802
0.388963,0.1488,-2.11689,7.554,80.7,7.3539634,-74.16052,5.047211
0.390199,0.1488,-2.11076,7.554,75.32,7.237799,5.885522,5.0339284
0.391387,0.1488,-2.10309,7.554,78.01,7.2696238,72.014046,5.0198345
0.392627,0.1488,-2.09235,7.578,67.25,7.2493987,81.857765,5.003763
0.393926,0.1488,-2.08468,7.578,72.63,7.677322,86.59149,4.9855266
0.395134,0.1488,-2.07241,7.578,75.32,7.850511,54.101345,4.9683833
0.396395,0.1488,-2.06474,7.578,61.87,7.752463,15.044683,4.9507184
0.397612,0.1488,-2.054,7.578,69.94,7.7158437,-40.375103,4.933827
0.398963,0.1488,-2.04326,7.578,78.01,7.570064,-62.013084,4.915175
0.400117,0.1488,-2.03559,7.578,64.56,7.541156,-33.595127,4.899262
0.401411,0.1488,-2.02639,7.578,75.32,7.475906,-27.10414,4.881366
0.402642,0.1488,-2.01565,7.578,69.94,7.369219,-6.5950036,4.8642206
0.40389,0.1488,-2.00798,7.578,67.25,7.6245,6.179259,4.8460755
0.405114,0.1488,-1.99724,7.578,69.94,7.4230027,15.998374,4.826764
0.406393,0.1488,-1.98957,7.602,59.18,7.5219812,46.26907,4.805998
0.40764,0.1488,-1.9773,7.602,67.25,7.5645137,47.059723,4.7862315
0.40895,0.1488,-1.97117,7.602,69.94,7.5664787,77.370995,4.7671304
0.410112,0.1488,-1.95889,7.602,69.94,7.903994,60.494637,4.752829
0.411393,0.1488,-1.95122,7.602,86.08,7.8416057,54.878822,4.741448
0.41264,0.1488,-1.94049,7.602,86.08,8.003839,32.694267,4.733767
0.413952,0.1488,-1.92821,7.602,83.39,7.8506517,-31.878798,4.7279253
0.415133,0.1488,-1.92054,7.602,91.46,7.986939,-44.55362,4.723451
0.416377,0.1488,-1.91134,7.602,83.39,7.892716,-52.10674,4.7183375
0.417619,0.1488,-1.9006,7.602,78.01,7.5028257,-47.06023,4.712111
0.418985,0.1488,-1.88986,7.602,86.08,7.639674,-61.66347,4.704289
0.420121,0.1488,-1.88066,7.602,80.7,7.6995826,-44.57295,4.6973543
0.421413,0.1488,-1.87452,7.602,78.01,7.5794396,-19.746317,4.689384
0.422655,0.1488,-1.86225,7.602,83.39,7.407879,-61.105522,4.681995
0.423967,0.1488,-1.85151,7.602,75.32,7.4516487,-79.25506,4.674244
