time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s]
0.24072,0.0,-0.85596,0.0,0.0,0.811241,334.89185,0.0
0.242091,-0.06136,-0.85596,0.0,874.25,1.3902589,435.74725,0.31072617
0.24342,-0.06136,-0.85443,0.0,1439.15,1.7173505,536.3292,1.1068895
0.244658,-0.06136,-0.85289,0.0,1498.33,2.168453,590.61334,2.035247
0.246067,-0.06136,-0.84829,0.0,1269.68,3.3050027,654.2237,3.0005352
0.247145,-0.06136,-0.84522,0.0,1102.9,4.45736,676.38934,3.6543589
0.248406,-0.06136,-0.83909,0.024,981.85,5.3238373,609.6016,4.3257375
0.249652,-0.06136,-0.82988,0.072,798.93,5.9062796,456.45465,4.8857937
0.251028,-0.06136,-0.82068,0.096,629.46,6.4935923,317.60117,5.3783207
0.252147,-0.06136,-0.81454,0.144,532.62,6.6567883,230.22098,5.7011423
0.253394,-0.06136,-0.80687,0.192,443.85,6.7279453,165.22614,5.9989
0.254643,-0.06136,-0.79614,0.312,349.7,6.9582977,85.76182,6.2395267
0.255968,-0.06136,-0.78847,0.408,303.97,7.22561,31.842194,6.4441895
0.257156,-0.06136,-0.77926,0.48,234.03,7.2335143,-26.281925,6.590293
0.258598,-0.06136,-0.76852,0.671,201.75,6.965006,-77.75293,6.72931
0.260015,-0.06136,-0.75779,0.791,164.09,6.8165164,-106.91215,6.835475
0.261029,-0.06136,-0.75165,0.911,139.88,6.5944605,-75.313484,6.897463
0.262158,-0.06136,-0.74551,1.031,129.12,6.593471,20.108152,6.9566417
0.263408,-0.06136,-0.73784,1.151,112.98,6.5433455,62.793964,7.0135427
0.26466,-0.06136,-0.72864,1.415,104.91,6.738446,116.04534,7.0619216
0.266054,-0.06136,-0.7179,1.559,86.08,7.2326155,49.960144,7.105524
0.270939,-0.06136,-0.68262,2.326,64.56,6.9439564,18.168634,7.2214026
0.272249,-0.06136,-0.67495,2.47,69.94,6.730037,174.63545,7.248382
0.27357,-0.06136,-0.66421,2.83,61.87,7.157192,155.91048,7.2735543
0.27498,-0.06136,-0.65654,2.998,72.63,7.575247,147.79422,7.2979836
0.275947,-0.06136,-0.64887,3.165,56.49,7.629864,150.75337,7.3131804
0.277252,-0.06136,-0.6366,3.357,53.8,7.687877,77.14503,7.3315496
0.27854,-0.06136,-0.62433,3.717,59.18,7.875218,1.6091077,7.347129
0.279956,-0.06136,-0.61819,3.909,45.73,7.9842124,-6.174755,7.361148
0.280945,-0.06136,-0.60899,4.077,51.11,7.681327,-9.910651,7.3689036
0.28229,0.1488,-0.59825,4.245,51.11,7.4519043,-17.593374,7.3766246
0.283496,0.1488,-0.58598,4.58,40.35,7.7643127,-8.177018,7.380663
0.284933,0.1488,-0.57831,4.724,40.35,7.8068357,44.965454,7.38373
0.285955,0.1488,-0.57217,4.868,37.66,7.749258,69.96474,7.3854523
0.287251,0.1488,-0.5599,5.012,29.59,7.7128487,16.28164,7.387059
0.288544,0.1488,-0.54763,5.276,34.97,8.038523,-31.075462,7.387988
0.289963,0.1488,-0.53843,5.396,34.97,8.120439,-42.536396,7.3881936
0.290947,0.1488,-0.53076,5.516,34.97,7.627541,-41.569,7.387813
0.292284,0.1488,-0.52002,5.612,37.66,7.371261,-42.672405,7.3865805
0.293514,0.1488,-0.50928,5.827,34.97,7.590602,-31.452517,7.38469
0.294952,0.1488,-0.50161,5.923,32.28,7.7429028,16.795067,7.3815203
0.295938,0.1488,-0.49394,6.019,34.97,7.7910185,18.233955,7.3787274
0.297258,0.1488,-0.48167,6.091,26.9,7.5057907,-42.49446,7.37417
0.298505,0.1488,-0.47093,6.259,26.9,7.666321,-64.521034,7.3689747
0.299997,0.1488,-0.46019,6.331,34.97,7.616172,-44.889496,7.3619866
0.300954,0.1488,-0.45713,6.403,24.21,7.209188,14.996602,7.3574038
0.302247,0.1488,-0.44485,6.475,34.97,7.3396006,-5.770797,7.3511586
0.303497,0.1488,-0.43412,6.619,37.66,7.5206738,15.656009,7.34513
0.30496,0.1488,-0.42645,6.667,24.21,7.846069,32.879475,7.3381805
