time[s],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s] 
  0.356507,-0.01074,-0.01534,-0.456,00303.97,nan,nan,nan
  0.358065,-0.09664,-0.01227,-0.504,00295.90,nan,nan,nan
  0.359011,-0.09664,-0.01227,-0.504,00260.93,nan,nan,nan
  0.360272,-0.09664,-0.01227,-0.528,-0355.08,nan,nan,nan
  0.361523,-0.09664,-0.01227,-0.528,-0540.69,nan,nan,nan
  0.363026,-0.09664,-0.01381,-0.528,-0505.72,nan,nan,nan
  0.363971,-0.09664,-0.01534,-0.528,-0489.58,nan,nan,nan
  0.365569,-0.00307,-0.01687,-0.528,-0443.85,nan,nan,nan
  0.367004,-0.00307,-0.01994,-0.528,-0231.34,nan,nan,nan
  0.368037,-0.05522,-0.02301,-0.528,00352.39,nan,nan,nan
  0.369044,-0.05522,-0.02761,-0.528,00349.70,nan,nan,nan
  0.370249,-0.05522,-0.02915,-0.552,00123.74,nan,nan,nan
  0.371519,-0.05522,-0.03221,-0.576,00016.14,nan,nan,nan
  0.373075,0.05829,-0.03682,-0.600,00018.83,nan,nan,nan
  0.374046,0.05829,-0.03835,-0.624,00279.76,nan,nan,nan
  0.375251,0.05829,-0.03988,-0.671,00804.31,nan,nan,nan
  0.376504,0.05829,-0.03988,-0.695,01022.20,nan,nan,nan
  0.378149,0.03835,-0.03835,-0.719,00984.54,nan,nan,nan
  0.379004,0.03835,-0.03682,-0.743,00860.80,nan,nan,nan
  0.380409,0.03835,-0.03528,-0.767,00667.12,nan,nan,nan
  0.382101,0.03835,-0.02915,-0.767,00408.88,nan,nan,nan
  0.383034,-0.04755,-0.02608,-0.743,00312.04,nan,nan,nan
  0.384066,-0.04755,-0.02454,-0.743,00061.87,nan,nan,nan
  0.385265,-0.04755,-0.01994,-0.719,-0381.98,nan,nan,nan
  0.386537,-0.04755,-0.01687,-0.695,-0602.56,nan,nan,nan
  0.388061,-0.09817,-0.01381,-0.624,-0578.35,nan,nan,nan
  0.389028,-0.09817,-0.01381,-0.624,-0562.21,nan,nan,nan
  0.390209,-0.09817,-0.01381,-0.552,-0828.52,nan,nan,nan
  0.391522,-0.09817,-0.01381,-0.528,-0898.46,nan,nan,nan
  0.393023,0.00000,-0.01534,-0.480,-0820.45,nan,nan,nan
  0.393999,0.00000,-0.01534,-0.480,-0774.72,nan,nan,nan
  0.395257,0.00000,-0.01841,-0.432,00000.00,nan,nan,nan
  0.396511,0.00000,-0.02148,-0.408,00258.24,nan,nan,nan
  0.398011,0.07977,-0.02454,-0.408,00347.01,nan,nan,nan
  0.399775,0.07977,-0.02915,-0.384,00793.55,nan,nan,nan
  0.400992,0.07977,-0.02915,-0.360,00922.67,nan,nan,nan
  0.401970,0.07977,-0.02915,-0.360,00909.22,nan,nan,nan
  0.403256,0.02608,-0.02761,-0.312,00866.18,nan,nan,nan
  0.404127,0.02608,-0.02454,-0.288,00739.75,nan,nan,nan
  0.405255,0.02608,-0.02301,-0.264,00473.44,nan,nan,nan
  0.406517,0.02608,-0.01994,-0.240,00306.66,nan,nan,nan
  0.408012,-0.08437,-0.01381,-0.192,00169.47,nan,nan,nan
  0.408982,-0.08437,-0.00920,-0.144,-0112.98,nan,nan,nan
  0.410255,-0.08437,-0.00614,-0.024,-0801.62,nan,nan,nan
  0.411498,-0.08437,-0.00460,00.000,-0914.60,nan,nan,nan
  0.413024,0.02301,-0.00307,00.048,-0919.98,nan,nan,nan
  0.414041,0.02301,-0.00460,00.144,-0433.09,nan,nan,nan
  0.415269,0.02301,-0.00614,00.192,-0075.32,nan,nan,nan
  0.416523,0.02301,-0.00767,00.216,00061.87,nan,nan,nan
  0.418009,-0.01074,-0.01074,00.240,00115.67,nan,nan,nan
  0.419032,-0.01074,-0.01381,00.240,00061.87,nan,nan,nan
  0.420334,-0.01074,-0.01534,00.240,-0059.18,nan,nan,nan
  0.421829,-0.01074,-0.01687,00.240,00024.21,nan,nan,nan
  0.423747,0.03221,-0.01534,00.216,00169.47,nan,nan,nan
  0.426885,0.03221,-0.00767,00.168,00459.99,nan,nan,nan
  0.428697,-0.09664,-0.00307,00.192,00330.87,nan,nan,nan
  0.430143,-0.09664,0.00000,00.216,-0392.74,nan,nan,nan
  0.430992,-0.09664,0.00000,00.216,-0672.50,nan,nan,nan
  0.432180,-0.09664,0.00000,00.264,-1000.68,nan,nan,nan
  0.433215,-0.05216,0.00000,00.312,-1008.75,nan,nan,nan
  0.434456,-0.05216,-0.00153,00.336,-0882.32,nan,nan,nan
  0.435711,-0.05216,-0.00460,00.360,-0524.55,nan,nan,nan
  0.437166,-0.05216,-0.00767,00.408,-0325.49,nan,nan,nan
  0.438160,0.01074,-0.01227,00.408,-0242.10,nan,nan,nan
  0.439487,0.01074,-0.01687,00.384,00314.73,nan,nan,nan
  0.441984,0.01074,-0.01994,00.360,00473.44,nan,nan,nan
  0.443308,-0.06289,-0.02148,00.312,00470.75,nan,nan,nan
  0.444567,-0.06289,-0.02148,00.264,00129.12,nan,nan,nan
  0.446080,-0.06289,-0.02301,00.168,-0131.81,nan,nan,nan
  0.447049,-0.06289,-0.02301,00.168,-0145.26,nan,nan,nan
  0.448326,-0.02915,-0.02148,00.096,-0123.74,nan,nan,nan
  0.449577,-0.02915,-0.01994,00.072,00029.59,nan,nan,nan
  0.450953,-0.02915,-0.01841,00.048,00131.81,nan,nan,nan
  0.452054,-0.02915,-0.01841,00.000,00142.57,nan,nan,nan
  0.458130,-0.09357,-0.02148,-0.024,-0110.29,nan,nan,nan
  0.459067,0.04295,-0.02301,-0.048,-0209.82,nan,nan,nan
  0.460984,0.04295,-0.02761,-0.096,00333.56,nan,nan,nan
  0.462358,0.04295,-0.02761,-0.120,00586.42,nan,nan,nan
  0.463319,-0.09357,-0.02915,-0.168,00626.77,nan,nan,nan
  0.464163,-0.09357,-0.02915,-0.192,00328.18,nan,nan,nan
