time[ms],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2]
288.404,0.0,-0.33134,0.0,0.0,1.0413805,443.069
289.116,0.00153,-0.33134,0.0,376.6,2.052497,453.50317
291.729,0.00307,-0.32981,0.0,1611.31,3.0629292,455.2926
294.188,0.00307,-0.3252,0.0,1275.06,3.825127,435.76242
296.685,0.0046,-0.31293,0.048,890.39,5.18428,353.92374
299.182,0.0046,-0.29606,0.096,642.91,6.306462,296.1485
301.69,0.00614,-0.27918,0.264,468.06,7.0268025,219.99376
305.103,0.00614,-0.25004,0.48,279.76,7.257233,121.83147
306.712,0.00614,-0.24083,0.695,217.89,7.2708,60.673897
309.217,0.00614,-0.22243,0.935,161.4,7.303823,31.931871
311.684,0.00614,-0.20555,1.319,118.36,7.239189,19.779049
314.189,0.00614,-0.18715,1.607,18.83,7.518269,-4.8287315
316.701,-0.00307,-0.1672,2.086,-104.91,7.5791745,-55.318752
319.207,-0.00307,-0.1488,2.422,-274.38,7.421157,-128.17632
321.708,-0.00307,-0.12732,2.95,-376.6,6.967128,-212.24632
324.205,-0.00307,-0.11045,3.333,-430.4,6.22661,-267.5916
326.696,-0.00307,-0.09664,3.909,-446.54,5.3077016,-276.62527
329.2,-0.00307,-0.08437,4.245,-427.71,4.4749107,-253.37701
331.698,-0.00307,-0.07517,4.7,-400.81,3.8552067,-191.23422
334.36,-0.00307,-0.0675,4.94,-338.94,3.5786426,-157.19014
336.685,-0.00307,-0.05829,5.204,-285.14,3.282709,-149.81717
340.894,-0.00307,-0.04449,5.396,-269.0,2.9841602,-165.01578
342.05,-0.00307,-0.03988,5.42,-250.17,2.5342734,-184.00589
344.186,-0.00307,-0.03682,5.444,-239.41,1.868805,-177.02264
346.84,-0.00307,-0.03221,5.396,-225.96,1.2676908,-146.28798
349.178,-0.01381,-0.03068,5.348,-169.47,1.025929,-88.672386
351.694,-0.01534,-0.02915,5.156,-196.37,1.0148832,-40.398182
354.178,-0.01534,-0.02608,4.988,-177.54,1.0598633,-18.049978
356.674,-0.01841,-0.02454,4.676,-137.19,1.1112794,-25.739347
359.168,-0.01841,-0.01994,4.46,-129.12,1.0272808,-51.350952
362.826,-0.02148,-0.01534,4.005,-118.36,0.8073573,-76.5746
364.164,-0.02608,-0.01534,3.885,-123.74,0.55275345,-88.66703
366.667,-0.02608,-0.01534,3.549,-158.71,0.2141619,-83.45812
369.164,-0.02608,-0.01534,3.333,-137.19,-5.603347e-16,-68.09978
371.689,-0.02761,-0.01534,2.998,-102.22,-0.06557243,-50.209198
374.16,-0.02761,-0.01534,2.782,-88.77,-0.109350964,-37.716843
376.66,-0.03068,-0.01534,2.446,-64.56,-0.1973252,-34.497337
379.16,-0.03068,-0.01687,2.254,-72.63,-0.3071875,-35.147427
381.665,-0.03375,-0.01687,1.942,-64.56,-0.41653502,-34.469326
384.162,-0.03375,-0.01841,1.775,-69.94,-0.504332,-28.422161
386.657,-0.03682,-0.01994,1.535,-56.49,-0.5481573,-20.252068
389.162,-0.03682,-0.02148,1.367,-45.73,-0.61403006,-12.441986
391.658,-0.03988,-0.02301,1.151,-29.59,-0.6119341,-6.494823
394.157,-0.03988,-0.02454,1.007,-26.9,-0.61271375,-2.8284879
396.656,-0.04295,-0.02608,0.815,-21.52,-0.6131907,-0.09777246
399.221,-0.04295,-0.02761,0.671,-24.21,-0.6135235,-0.21611878
401.656,-0.04602,-0.02915,0.504,-13.45,-0.61420184,2.6932056
404.156,-0.04602,-0.03068,0.384,-5.38,-0.6145319,3.7132359
406.66,-0.04909,-0.03221,0.24,0.0,-0.61542916,5.9933887
409.157,-0.04909,-0.03375,0.168,0.0,-0.5480675,5.106321
411.655,-0.05216,-0.03528,0.048,-2.69,-0.56995225,4.535475
414.156,-0.05216,-0.03682,0.0,-13.45,-0.52586067,0.16040008
416.655,-0.05522,-0.03682,-0.096,-21.52,-0.5693371,-4.2439456
419.156,-0.05522,-0.03988,-0.144,-37.66,-0.5468463,-2.076884
421.66,-0.06136,-0.03988,-0.216,-29.59,-0.6126615,-2.1146007
424.157,-0.06136,-0.04295,-0.264,-56.49,-0.6116273,2.2156842
426.681,-0.06443,-0.04295,-0.312,-53.8,-0.5469563,2.1560621
429.157,-0.06443,-0.04602,-0.336,-51.11,-0.5686513,1.5045803
431.71,-0.06443,-0.04602,-0.384,-43.04,-0.5250823,-3.8793561
434.158,-0.06443,-0.04755,-0.408,-24.21,-0.5694543,-7.607856
436.696,-0.0675,-0.04909,-0.432,-16.14,-0.6131028,-6.3673368
439.177,-0.0675,-0.05062,-0.456,-24.21,-0.65821785,-4.465443
