time[ms],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2],velocity_integrated[rad/s]
365.015,-0.2393,-0.23623,-1.966,45.73,-0.2587206,68.5757,-1.4832791
366.266,-0.2393,-0.23623,-1.847,64.56,-0.21664283,53.01543,-1.4487993
367.515,-0.2393,-0.23623,-1.775,69.94,-0.13018154,28.385656,-1.4068179
368.875,-0.2393,-0.23623,-1.727,67.25,-1.2600567e-14,-0.6801282,-1.3601913
370.023,-0.2393,-0.23623,-1.655,61.87,-0.13272256,-17.888002,0.037043124
371.27,-0.2393,-0.23623,-1.559,56.49,-0.22135122,-26.45518,0.073927596
372.521,-0.2393,-0.23623,-1.487,51.11,-0.26770046,-17.63975,0.1075665
373.858,-0.2393,-0.23777,-1.439,43.04,-0.2649651,17.627378,0.13902397
375.021,-0.2393,-0.23777,-1.391,40.35,-0.21977915,37.7931,0.16326025
376.266,-0.2393,-0.23777,-1.295,32.28,-0.13327768,44.46035,0.18585761
377.535,-0.2393,-0.23777,-1.247,29.59,-2.492835e-14,28.07713,0.20547828
378.841,-0.2393,-0.23777,-1.199,21.52,-2.5257452e-14,0.44524193,0.016680967
380.003,-0.2393,-0.23777,-1.151,18.83,-2.507926e-14,-26.96962,0.011717146
381.285,-0.2393,-0.23777,-1.055,16.14,-0.1298034,-43.572567,0.011203555
382.534,-0.2393,-0.23777,-1.007,16.14,-0.21817385,-37.62332,0.021279091
383.863,-0.2393,-0.23777,-0.983,10.76,-0.26108667,-17.637402,0.030213162
385.003,-0.2393,-0.2393,-0.935,8.07,-0.26021022,28.877735,0.03557764
386.257,-0.2393,-0.2393,-0.863,8.07,-0.21762902,63.922634,0.040635575
387.5,-0.2393,-0.2393,-0.815,2.69,-0.129489,71.5119,0.043977953
388.84,-0.2393,-0.2393,-0.791,2.69,0.13028978,55.95258,0.045779556
390.003,-0.2393,-0.2393,-0.767,0.0,0.21739377,25.037117,0.04656137
391.287,-0.2393,-0.2393,-0.695,0.0,0.13231324,-14.652867,0.04656137
392.535,-0.2393,-0.23777,-0.671,0.0,0.044713646,-55.06307,0.04656137
393.807,-0.2393,-0.23777,-0.624,0.0,-0.04230218,-54.90389,0.0
395.002,-0.2393,-0.2393,-0.6,0.0,-0.12997974,-26.047178,0.0
396.285,-0.2393,-0.2393,-0.552,0.0,-0.21796156,-1.2793777,0.0
397.503,-0.2393,-0.2393,-0.528,0.0,-0.12996191,17.396492,0.0
398.838,-0.2393,-0.2393,-0.504,0.0,-1.27291645e-14,27.273926,0.0
400.003,-0.2393,-0.2393,-0.48,0.0,-1.2668677e-14,26.226244,0.0
401.306,-0.2393,-0.2393,-0.432,0.0,-1.27221215e-14,22.538067,0.0
402.525,-0.2393,-0.2393,-0.408,0.0,-1.2464136e-14,15.108738,0.0
403.772,-0.2393,-0.2393,-0.384,0.0,-1.2738396e-14,12.478042,0.0
405.002,-0.2393,-0.2393,-0.36,0.0,0.13136709,5.000439,0.0
406.293,-0.2393,-0.2393,-0.336,0.0,0.08790945,4.9966884,0.0
407.54,-0.2393,-0.2393,-0.312,0.0,0.044073854,-4.9996314,0.0
408.789,-0.2393,-0.23777,-0.288,0.0,0.00038368208,-22.488602,0.0
410.002,-0.2393,-0.2393,-0.288,0.0,0.08786722,-3.823426,0.0
411.285,-0.2393,-0.2393,-0.24,0.0,0.00057767786,2.4259741,0.0
412.535,-0.2393,-0.2393,-0.24,0.0,-0.086875506,8.655877,0.0
413.78,-0.2393,-0.23777,-0.216,0.0,0.13116096,-2.6265812,0.0
415.003,-0.2393,-0.2393,-0.216,-2.69,0.044036042,12.343242,-0.00082214974
416.285,-0.2393,-0.2393,-0.192,-2.69,0.08763665,16.086779,-0.0017236238
417.535,-0.2393,-0.23777,-0.168,-2.69,-0.043835346,-8.797136,-0.0016806005
418.777,-0.2393,-0.2393,-0.168,-2.69,0.13062109,1.2257537,-0.0016698446
420.003,-0.2393,-0.23777,-0.168,-2.69,0.13049816,-1.2015488,-0.0033181775
421.285,-0.2393,-0.2393,-0.144,-2.69,-0.042825755,8.816078,-0.0050418014
422.535,-0.2393,-0.23777,-0.12,-2.69,0.08794016,-4.837531,-0.0016806005
423.82,-0.2393,-0.23777,-0.12,-2.69,0.04439536,2.6132324,-0.0017276573
425.004,-0.2393,-0.2393,-0.12,-2.69,0.13231239,14.971292,-0.0015918647
426.285,-0.2393,-0.23777,-0.096,-2.69,0.045046903,-3.798052,-0.0033141442
427.554,-0.2393,-0.23777,-0.096,-2.69,0.089003675,-8.931142,-0.0017061456
428.794,-0.2393,-0.23777,-0.072,-2.69,0.13172919,-16.400433,-0.0016671557
430.003,-0.2393,-0.23777,-0.072,0.0,-2.5263505e-14,-23.946646,-0.002479894
431.285,-0.2393,-0.23777,-0.072,0.0,-2.5130644e-14,-30.272001,0.0
432.535,-0.2393,-0.23777,-0.048,0.0,-2.5092482e-14,-35.05172,0.0
433.775,-0.2393,-0.23777,-0.048,0.0,-0.13105412,-19.900759,0.0
435.002,-0.2393,-0.23777,-0.048,0.0,-0.08762164,-17.3865,0.0
436.284,-0.2393,-0.23777,-0.048,0.0,-0.1749573,0.13417992,0.0
437.534,-0.2393,-0.2393,-0.024,0.0,-0.08688771,17.685417,0.0
438.783,-0.2393,-0.23777,-0.024,0.0,-0.13046463,20.215597,0.0
440.005,-0.2393,-0.2393,-0.024,0.0,0.0014637668,23.84428,0.0
441.287,-0.2393,-0.23777,-0.024,0.0,0.0020304476,4.0149465,0.0
442.534,-0.2393,-0.2393,-0.024,0.0,0.0020693175,7.550552,0.0
443.842,-0.2393,-0.23777,-0.024,0.0,0.0020998807,-8.8565235,0.0
445.007,-0.2393,-0.2393,-0.024,0.0,-0.12948444,-7.7439303,0.0
446.288,-0.2393,-0.23777,0.0,0.0,0.04418286,-12.796366,0.0
447.536,-0.2393,-0.2393,0.0,0.0,-0.087550595,-6.5513287,0.0
448.84,-0.2393,-0.2393,0.0,0.0,-0.044248793,8.511425,0.0
450.015,-0.2393,-0.23777,0.0,0.0,-0.13199633,-0.04775572,0.0
451.288,-0.2393,-0.2393,0.0,0.0,-0.044871483,27.540274,0.0
452.52,-0.2393,-0.2393,0.0,0.0,0.04330121,28.992807,0.0
453.84,-0.2393,-0.2393,0.0,0.0,-0.04345091,33.933544,0.0
455.007,-0.2393,-0.2393,0.0,0.0,0.17519802,23.926586,0.0
456.312,-0.2393,-0.23777,0.0,0.0,0.0894427,1.4346572,0.0
457.536,-0.2393,-0.2393,0.0,0.0,0.1336145,-0.13805799,0.0
458.825,-0.2393,-0.23777,0.0,0.0,0.133226,-16.450552,0.0
460.007,-0.2393,-0.2393,0.0,0.0,-0.043258447,-2.8794906,0.0
461.288,-0.2393,-0.23777,0.0,0.0,0.086864494,-16.624256,0.0
462.535,-0.2393,-0.23777,0.0,0.0,0.043025773,-13.026519,0.0
463.852,-0.2393,-0.2393,0.0,0.0,0.12913176,1.9900125,0.0
465.007,-0.2393,-0.23777,0.0,0.0,-0.09035284,-20.303288,0.0
466.287,-0.2393,-0.23777,0.0,0.0,-0.0052858004,-17.747803,0.0
467.567,-0.2393,-0.23777,0.0,0.0,0.08235008,-8.855575,0.0
468.925,-0.2393,-0.2393,0.0,0.0,-0.13487495,6.2566476,0.0
470.013,-0.2393,-0.23777,0.0,0.0,-0.046433803,-14.727867,0.0
471.272,-0.2393,-0.23777,0.0,0.0,0.04127334,-23.483583,0.0
472.539,-0.2393,-0.2393,0.0,0.0,-0.002534983,-2.288519,0.0
473.865,-0.2393,-0.23777,0.0,0.0,-0.17368126,-3.5732038,0.0
475.021,-0.2393,-0.23777,0.0,0.0,-0.17283276,12.41416,0.0
476.289,-0.2393,-0.2393,0.0,0.0,-0.00058404997,44.501957,0.0
477.538,-0.2393,-0.2393,0.0,0.0,-0.0013085706,73.467735,0.0
478.885,-0.2393,-0.2393,0.0,0.0,0.12844157,83.49464,0.0
480.023,-0.2393,-0.23777,0.0,0.0,0.25918376,108.63815,0.0
481.287,0.17181,-0.23777,0.0,0.0,0.34880313,183.95938,0.0
482.536,0.17181,-0.23777,0.0,398.12,0.48296028,280.0252,0.12426494
483.868,0.17181,-0.23777,0.0,1474.12,0.8728825,399.3475,0.74748
485.011,0.17181,-0.23623,0.0,1573.65,1.571363,508.59363,1.6180438
486.286,0.17181,-0.2347,0.0,1398.8,2.3238401,597.12994,2.5651462
487.573,0.17181,-0.2301,0.0,1258.92,3.260846,613.5747,3.4199371
488.858,0.17181,-0.2255,0.0,1092.14,3.9820433,587.9221,4.1749234
490.012,0.17181,-0.22089,0.024,1043.72,4.8106027,532.9015,4.790881
491.286,0.17181,-0.21322,0.072,957.64,5.2836943,476.8512,5.4280677
492.536,0.17181,-0.20709,0.12,890.39,5.9420023,417.10764,6.0053544
493.871,0.17181,-0.19788,0.144,780.1,6.345119,367.9852,6.562665
495.011,0.17181,-0.19175,0.192,675.19,6.8554273,329.09866,6.977262
496.287,0.17181,-0.18101,0.336,546.07,7.11826,264.1578,7.3666935
497.536,0.17181,-0.17334,0.408,451.92,7.5817733,200.7328,7.6781955
498.864,0.17181,-0.16107,0.48,355.08,7.7925186,119.61266,7.9460163
500.011,0.17181,-0.15493,0.576,301.28,7.8111286,48.354134,8.134154
501.287,0.17181,-0.14113,0.791,223.27,7.815089,-36.174995,8.301421
502.536,0.17181,-0.13346,0.887,207.13,7.706037,-70.29613,8.435761
503.867,0.17181,-0.12272,1.031,153.33,7.5961194,-70.837326,8.555658
505.011,0.17181,-0.11505,1.151,134.5,7.3240166,-62.100143,8.637946
506.288,0.17181,-0.10431,1.415,112.98,7.37348,-42.064426,8.716924
507.568,0.17181,-0.09664,1.559,83.39,7.400277,-16.39658,8.779737
508.857,0.17181,-0.0859,1.727,78.01,7.361095,5.360782,8.831729
510.011,0.17181,-0.07823,1.871,69.94,7.344709,-1.3529943,8.874396
511.287,0.17181,-0.0675,2.206,51.11,7.3925786,-8.317042,8.912996
512.534,0.17181,-0.05983,2.374,59.18,7.3918295,-16.393858,8.947366
513.863,0.17181,-0.04909,2.542,51.11,7.353005,-28.138485,8.983995
515.011,0.17181,-0.04142,2.71,45.73,7.2929807,-42.225845,9.011778
516.288,0.17181,-0.03068,3.07,5.38,7.2179265,-45.270493,9.028089
517.536,0.17181,-0.02301,3.261,-45.73,7.1640363,-30.780386,9.015504
518.926,0.17181,-0.01227,3.453,-115.67,7.0921135,-15.184447,8.959439
520.012,0.17181,-0.00614,3.621,-156.02,7.0798,-14.405534,8.885704
521.288,0.17181,0.0046,3.981,-223.27,7.1801248,-41.43386,8.764757
522.537,0.17181,0.01227,4.149,-242.1,7.1716337,-79.07331,8.619501
523.872,0.17181,0.02301,4.317,-298.59,7.0179486,-119.91232,8.439116
525.011,0.17181,0.03068,4.484,-306.66,6.700889,-165.83223,8.266837
526.288,0.17181,0.03988,4.796,-344.32,6.4861813,-202.67273,8.0590925
527.517,0.17181,0.04602,4.94,-352.39,6.294689,-222.64574,7.845111
528.912,0.17181,0.05522,5.06,-390.05,5.9927874,-228.38956,7.586285
530.011,0.17181,0.06136,5.204,-395.43,5.621946,-259.5277,7.370558
531.279,0.17181,0.07056,5.42,-427.71,5.3123636,-278.57486,7.109723
532.545,0.17181,0.07517,5.516,-427.71,5.0335884,-263.73874,6.8390875
533.876,0.17181,0.0813,5.612,-451.92,4.509448,-235.70824,6.5465035
535.011,0.17181,0.0859,5.683,-435.78,4.2342525,-217.05273,6.294716
536.287,0.17181,0.09357,5.803,-425.02,4.1331306,-202.78194,6.020227
537.535,0.17181,0.09511,5.851,-419.64,3.9232414,-165.32646,5.756795
538.865,0.17181,0.10278,5.899,-365.84,3.6358857,-171.2347,5.4957237
540.011,0.17181,0.10584,5.923,-352.39,3.3609002,-185.53693,5.29003
541.288,0.17181,0.11045,5.971,-341.63,3.33758,-181.4676,5.0685496
542.535,0.17181,0.11351,5.971,-314.73,2.9505024,-158.05905,4.8640084
543.866,0.17181,0.11812,5.971,-285.14,2.7068334,-132.65364,4.6644793
545.01,0.17181,0.12118,5.971,-282.45,2.566022,-114.09884,4.502211
546.286,0.17181,0.12425,5.923,-279.76,2.5409517,-88.16261,4.322935
547.57,0.17181,0.12579,5.899,-255.55,2.4668212,-79.07045,4.1511674
548.882,0.17181,0.13039,5.851,-236.72,2.3725426,-98.91678,3.989765
550.011,0.17181,0.13346,5.803,-234.03,2.175597,-124.43533,3.8569472
551.268,0.17181,0.13652,5.707,-231.34,2.1032596,-116.66515,3.710761
552.511,0.17181,0.13806,5.635,-225.96,1.7998654,-92.355446,3.56871
553.917,0.17181,0.13959,5.564,-204.44,1.6173041,-53.37581,3.4174829
555.018,0.17181,0.14266,5.492,-185.61,1.7409028,-29.445396,3.310163
556.274,0.17181,0.14419,5.324,-172.16,1.75612,3.4399219,3.1978667
557.519,0.17181,0.14573,5.228,-158.71,1.8123727,-21.542892,3.0949233
558.898,0.17181,0.15033,5.156,-150.64,1.7095535,-72.77239,2.988316
560.016,0.17181,0.15033,5.036,-145.26,1.7608377,-96.95272,2.905644
561.297,0.17181,0.1534,4.844,-139.88,1.3753572,-130.14912,2.814363
562.531,0.17181,0.15493,4.724,-131.81,1.1586882,-141.65465,2.7305791
566.008,0.17181,0.158,4.412,-107.6,0.79501235,-73.97834,2.5225525
567.336,0.17181,0.15953,4.173,-102.22,0.72999465,-65.07583,2.452919
568.885,0.17181,0.15953,4.077,-99.53,0.65734196,-26.161724,2.3748217
569.894,0.17181,0.16107,3.957,-91.46,0.6114815,-30.075047,2.326663
571.136,0.17181,0.16107,3.837,-86.08,0.6006136,-23.745077,2.271558
572.326,0.17181,0.1626,3.621,-69.94,0.656598,-19.914196,2.2251601
573.587,0.17181,0.1626,3.501,-67.25,0.5158673,-18.152464,2.1819277
575.281,0.17181,0.16414,3.285,-51.11,0.52761084,-14.847577,2.1318216
576.68,0.17181,0.16414,3.189,-45.73,0.5109549,10.835555,2.0979648
577.825,0.17181,0.16567,3.094,-48.42,0.54812497,-7.271932,2.071025
578.823,0.17181,0.16567,2.974,-48.42,0.5034485,-13.0254965,2.0468726
579.815,0.17181,0.16567,2.878,-43.04,0.6236768,-32.364906,2.0241992
581.149,0.17181,0.1672,2.782,-43.04,0.3724503,-53.852543,1.9955026
583.52,0.17181,0.16874,2.518,-40.35,0.3248083,-40.166622,1.9460924
584.823,0.17181,0.1672,2.422,-37.66,0.17741989,4.1048026,1.9206904
587.57,0.17181,0.16874,2.158,-34.97,0.2970396,0.79631007,1.870831
588.802,0.17181,0.16874,2.086,-32.28,0.42470413,-7.0250654,1.850126
590.111,0.17181,0.17027,2.014,-26.9,0.27904832,-55.0226,1.8307668
591.363,0.17181,0.17027,1.847,-34.97,0.21828668,-53.625813,1.811409
592.616,0.17181,0.17027,1.775,-43.04,0.13174088,-58.397926,1.7869818
593.849,0.17181,0.17027,1.727,-43.04,1.2616408e-14,-40.15178,1.7604579
595.109,0.17181,0.17027,1.655,-37.66,1.2589918e-14,-26.22267,-0.025410678
596.357,0.17181,0.17027,1.511,-26.9,1.2591449e-14,-11.275889,-0.020134939
597.611,0.17181,0.17027,1.463,-21.52,1.263535e-14,1.2365217e-15,-0.015173806
598.858,0.17181,0.17027,1.391,-18.83,1.2611412e-14,-2.9847529e-15,-0.012574253
600.105,0.17181,0.17027,1.343,-16.14,1.2612876e-14,-7.408827e-15,-0.010897686
601.359,0.17181,0.17027,1.223,-13.45,1.26088935e-14,-4.622306e-15,-0.009272881
602.605,0.17181,0.17027,1.175,-13.45,1.2550926e-14,5.0308205e-15,-0.008376113
603.855,0.17181,0.17027,1.127,-10.76,1.2562132e-14,6.957409e-15,-0.007562702
605.105,0.17181,0.17027,1.079,-8.07,1.2634933e-14,8.6912526e-16,-0.0058821016
606.355,0.17181,0.17027,0.983,-5.38,1.2670939e-14,-6.321532e-15,-0.004201501
607.605,0.17181,0.17027,0.935,-2.69,1.2624643e-14,-1.9442642e-14,-0.0025209007
608.811,0.17181,0.17027,0.887,-2.69,1.25327605e-14,-1.789836e-14,-0.0016214433
610.104,0.17181,0.17027,0.839,-2.69,1.2499963e-14,-9.90378e-15,-0.0017384131
611.355,0.17181,0.17027,0.767,-2.69,1.24714615e-14,4.1070747e-15,-0.0016819449
612.605,0.17181,0.17027,0.743,-2.69,1.2600135e-14,1.4537572e-14,-0.0016806005
613.854,0.17181,0.17027,0.695,0.0,1.25914395e-14,1.5921616e-14,-0.000839628
615.105,0.17181,0.17027,0.671,0.0,1.25999615e-14,8.5004e-15,0.0
616.355,0.17181,0.17027,0.6,0.0,1.2596723e-14,-4.8293503e-15,0.0
617.605,0.17181,0.17027,0.552,0.0,1.2602287e-14,9.105171e-16,0.0
618.854,0.17181,0.17027,0.528,0.0,1.2567428e-14,-8.708132e-16,0.0
620.108,0.17181,0.17027,0.504,0.0,1.2559015e-14,2.9096564e-15,0.0
621.355,0.17181,0.17027,0.456,0.0,1.26391495e-14,9.871656e-15,0.0
622.607,0.17181,0.17027,0.432,0.0,1.2575964e-14,1.1648176e-14,0.0
623.854,0.17181,0.17027,0.408,0.0,1.26243535e-14,5.8613037e-15,0.0
625.104,0.17181,0.17027,0.384,0.0,1.2673896e-14,-1.4837864e-15,0.0
626.363,0.17181,0.17027,0.336,0.0,1.2631831e-14,5.895741e-15,0.0
627.608,0.17181,0.17027,0.312,0.0,1.2599743e-14,-1.066015e-15,0.0
628.831,0.17181,0.17027,0.288,0.0,1.2603474e-14,-4.078886e-15,0.0
630.113,0.17181,0.17027,0.288,0.0,1.26830716e-14,-6.7887548e-15,0.0
631.359,0.17181,0.17027,0.24,0.0,1.2615012e-14,-3.3477804e-15,0.0
632.609,0.17181,0.17027,0.24,0.0,1.2609499e-14,-1.2562608e-14,0.0
633.805,0.17181,0.17027,0.216,0.0,1.2541749e-14,-4.464581e-15,0.0
635.107,0.17181,0.17027,0.192,0.0,1.2625361e-14,3.911343e-15,0.0
636.363,0.17181,0.17027,0.168,0.0,1.2518752e-14,4.014004e-15,0.0
637.612,0.17181,0.17027,0.168,0.0,1.26888195e-14,1.0126798e-15,0.0
638.817,0.17181,0.17027,0.144,0.0,1.2614577e-14,-1.2917313e-15,0.0
640.108,0.17181,0.17027,0.144,0.0,1.25861e-14,1.5010468e-15,0.0
641.361,0.17181,0.17027,0.12,0.0,1.25475226e-14,-1.6289436e-14,0.0
642.609,0.17181,0.17027,0.12,0.0,1.2625559e-14,-1.402571e-14,0.0
643.81,0.17181,0.17027,0.12,0.0,1.26009415e-14,-9.036993e-15,0.0
645.106,0.17181,0.17027,0.096,0.0,1.2495224e-14,-7.043742e-15,0.0
646.356,0.17181,0.17027,0.096,0.0,1.2494026e-14,-3.615824e-15,0.0
647.605,0.17181,0.17027,0.096,0.0,1.2560373e-14,2.7711214e-15,0.0
648.855,0.17181,0.17027,0.072,0.0,1.2544885e-14,-1.7312843e-12,0.0
650.106,0.17181,0.17027,0.072,0.0,1.259928e-14,-2.7256196e-12,0.0
651.367,0.17181,0.17027,0.072,0.0,1.2547906e-14,-3.180891e-12,0.0
652.617,0.17181,0.17027,0.048,0.0,-7.772611e-15,-3.793761e-12,0.0
653.857,0.17181,0.17027,0.048,0.0,-5.787974e-15,-2.9553254e-12,0.0
655.107,0.17181,0.17027,0.048,0.0,-5.560367e-15,-1.8810576e-12,0.0
658.014,0.17181,0.17027,0.048,0.0,-9.835115e-15,2.092942e-12,0.0
658.819,0.17181,0.17027,0.048,0.0,-8.095049e-15,2.8429453e-12,0.0
660.128,0.17181,0.17027,0.024,0.0,-7.45276e-15,4.5887226e-12,0.0
661.377,0.17181,0.17027,0.024,0.0,1.2098212e-14,3.733984e-12,0.0
662.629,0.17181,0.17027,0.024,0.0,1.2594491e-14,2.8828977e-12,0.0
663.872,0.17181,0.17027,0.024,0.0,1.2204414e-14,1.6948725e-12,0.0
665.148,0.17181,0.17027,0.024,0.0,1.2329823e-14,4.104369e-14,0.0
666.382,0.17181,0.17027,0.024,0.0,1.2489164e-14,3.558225e-14,0.0
667.836,0.17181,0.17027,0.024,0.0,1.2714373e-14,3.615438e-14,0.0
668.928,0.17181,0.17027,0.024,0.0,1.2401106e-14,1.8705493e-14,0.0
670.095,0.17181,0.17027,0.024,0.0,1.2747215e-14,1.023937e-14,0.0
671.42,0.17181,0.17027,0.0,0.0,1.23705494e-14,2.998858e-14,0.0
672.893,0.17181,0.17027,0.0,0.0,1.2613145e-14,1.5994997e-14,0.0
673.878,0.17181,0.17027,0.0,0.0,1.2682801e-14,3.4523394e-15,0.0
675.157,0.17181,0.17027,0.0,0.0,1.2917007e-14,-4.292194e-15,0.0
676.408,0.17181,0.17027,0.0,0.0,1.2374485e-14,-3.4630637e-14,0.0
677.806,0.17181,0.17027,0.0,0.0,1.2686421e-14,-5.994291e-14,0.0
678.849,0.17181,0.17027,0.0,0.0,1.2366721e-14,22.479088,0.0
680.159,0.17181,0.17027,0.0,0.0,1.25024e-14,74.30791,0.0
681.41,0.41417,0.17027,0.0,0.0,1.2253318e-14,163.48315,0.0
682.855,0.41417,0.17027,0.0,917.29,0.2585814,265.3775,0.33124298
683.961,0.41417,0.17027,0.0,1514.47,0.7002991,385.5241,1.0033649
685.136,0.41417,0.17027,0.0,1619.38,1.3594953,505.42856,1.9235777
686.414,0.41417,0.17334,0.0,1388.04,2.0052035,579.7658,2.884077
687.888,0.41417,0.17641,0.0,1116.35,2.8567293,602.11346,3.8065882
688.887,0.41417,0.18101,0.0,1006.06,3.7338111,589.2458,4.3364553
690.151,0.41417,0.18408,0.024,925.36,4.4049673,590.85706,4.9465485
691.392,0.41417,0.19175,0.048,901.15,5.0862,561.46295,5.5130043
692.844,0.41417,0.19942,0.096,882.32,5.74681,502.2444,6.1601534
693.877,0.41417,0.20555,0.12,825.83,6.497996,432.97604,6.601113
695.132,0.41417,0.21322,0.168,734.37,7.022861,324.32742,7.0904365
696.377,0.41417,0.22396,0.264,519.17,7.365788,175.44121,7.48045
697.625,0.41417,0.23317,0.336,390.05,7.4669743,24.379383,7.764017
698.874,0.41417,0.2439,0.432,180.23,7.39032,-101.47028,7.9420185
