time[ms],setpoint[rad],position[rad],velocity[rad/s],current[mA],velocity_computed[rad/s],acceleration_computed[rad/s^2]
289.881,0.0,-0.53996,0.0,0.0,2.955646e-16,370.37167
291.06,0.05522,-0.53996,0.0,371.22,0.43666822,377.64008
293.646,0.05522,-0.53843,0.0,1619.38,1.4199164,421.0814
296.175,0.05522,-0.53076,0.0,1183.6,2.6676805,532.5211
298.616,0.05522,-0.52002,0.024,882.32,4.5024385,624.88434
301.121,0.05522,-0.50468,0.096,626.77,5.990295,623.81537
303.626,0.05522,-0.48627,0.24,449.23,7.3431177,456.51212
306.137,0.05522,-0.4648,0.408,295.9,7.8665543,274.31442
308.604,0.05522,-0.44639,0.695,201.75,8.095654,46.04374
311.142,0.05522,-0.42491,1.079,142.57,7.6530056,-110.59096
313.644,0.05522,-0.40804,1.343,94.15,7.0929375,-149.934
316.135,0.05522,-0.3927,1.631,80.7,7.0291004,-42.65269
318.68,0.05522,-0.37122,2.11,78.01,7.3150563,129.45047
321.116,0.05522,-0.35435,2.446,75.32,8.078075,189.555
323.617,0.05522,-0.33134,2.974,53.8,8.349246,254.48047
326.117,0.05522,-0.30986,3.357,56.49,9.329605,79.801346
328.613,0.05522,-0.28379,3.957,34.97,8.415562,-179.64531
331.109,0.05522,-0.26998,4.341,32.28,7.1578794,-433.06213
333.64,0.05522,-0.25464,4.892,37.66,6.1305523,-157.84288
336.109,0.05522,-0.23777,5.204,51.11,7.448987,129.79666
338.664,0.05522,-0.21322,5.612,78.01,7.8101535,261.60327
341.109,0.05522,-0.19788,5.827,96.84,8.188064,101.4803
343.605,0.05522,-0.17487,6.139,96.84,8.165864,114.20189
346.1,0.05522,-0.1534,6.331,56.49,8.761777,27.659906
348.622,0.05522,-0.13192,6.595,-61.87,8.22179,-116.98584
351.099,0.05522,-0.11351,6.739,-201.75,7.3698645,-281.07785
353.602,0.05522,-0.09817,6.954,-295.9,6.704373,-270.2749
356.1,0.05522,-0.0813,7.05,-328.18,6.1965,-175.65526
358.599,0.05522,-0.0675,7.17,-357.77,6.0756054,-94.06075
361.099,0.05522,-0.05216,7.194,-360.46,5.9610925,-55.780098
363.586,0.05522,-0.03682,7.242,-363.15,5.7705455,-126.06011
366.1,0.05522,-0.02454,7.242,-363.15,5.0897856,-228.04448
368.599,0.05522,-0.01381,7.218,-360.46,4.2872653,-304.38284
371.103,0.05522,-0.0046,7.17,-341.63,3.4963431,-282.25134
373.6,0.05522,0.00153,7.074,-298.59,3.0010414,-210.59421
376.115,0.05522,0.0092,6.954,-263.62,2.6939335,-115.34984
378.616,0.05522,0.01534,6.763,-234.03,2.6352954,-89.650696
381.114,0.05522,0.02148,6.571,-212.51,2.2722292,-116.92158
383.612,0.05522,0.02608,6.283,-209.82,1.8409537,-164.50787
386.117,0.05522,0.02915,6.067,-172.16,1.4081258,-164.78027
388.625,0.05522,0.03221,5.707,-121.05,1.0412086,-139.62944
391.123,0.05522,0.03375,5.468,-102.22,0.79787004,-104.93886
393.613,0.05522,0.03528,5.06,-80.7,0.6154588,-58.650826
396.114,0.05522,0.03682,4.796,-64.56,0.6140169,-22.220486
398.617,0.05522,0.03835,4.388,-40.35,0.61312646,21.583055
401.113,0.05522,0.03988,4.101,-32.28,0.7957193,58.169743
403.629,0.05522,0.04295,3.717,-29.59,1.0385301,60.97615
406.152,0.05522,0.04602,3.453,-34.97,1.0430541,22.883553
408.613,0.05522,0.04755,3.094,-43.04,0.98414457,-1.1811413
411.125,0.05522,0.05062,2.878,-45.73,1.0481061,-19.536917
413.613,0.05522,0.05369,2.566,-56.49,0.85946476,-81.600876
416.118,0.05522,0.05369,2.398,-75.32,0.3667024,-145.20625
418.642,0.05522,0.05369,2.134,-75.32,1.6789835e-15,-117.55666
421.129,0.05522,0.05369,1.966,-56.49,1.6471086e-15,-43.984493
423.64,0.05522,0.05369,1.751,-34.97,1.6966251e-15,22.0886
426.115,0.05522,0.05369,1.631,-18.83,0.18385254,36.761124
428.649,0.05522,0.05522,1.463,-8.07,0.24578504,24.682915
431.116,0.05522,0.05522,1.367,-5.38,0.18460658,-24.474892
433.612,0.05522,0.05522,1.223,-5.38,1.6781849e-15,-59.130695
436.121,0.05522,0.05522,1.127,0.0,-0.18333794,-80.581276
438.632,0.05522,0.05369,1.007,0.0,-0.42727363,-61.11879
441.128,0.05522,0.05216,0.911,0.0,-0.42898875,-0.2240187
443.616,0.05522,0.05216,0.791,8.07,-0.18388164,83.3094
446.121,0.05522,0.05216,0.719,13.45,0.18383992,117.718254
448.617,0.05522,0.05369,0.6,0.0,0.42824075,83.10908
451.119,0.05522,0.05522,0.528,0.0,0.42731655,21.946009
453.636,0.05522,0.05522,0.432,0.0,0.36777824,-46.263462
456.12,0.05522,0.05676,0.384,0.0,0.061668605,-48.750225
458.613,0.05522,0.05522,0.336,-2.69,0.12350054,-56.49514
461.124,0.05522,0.05676,0.288,-5.38,-0.12284478,-2.496274
463.615,0.05522,0.05522,0.24,-5.38,0.1234151,2.4069133
466.132,0.05522,0.05676,0.216,-5.38,0.061926253,34.316776
468.632,0.05522,0.05676,0.192,-5.38,0.18445028,-9.889343
471.139,0.05522,0.05676,0.168,-5.38,1.669538e-15,-36.964172
473.635,0.05522,0.05676,0.144,-5.38,-0.18483081,-37.031612
476.119,0.05522,0.05522,0.144,-5.38,-0.061529927,12.410928
478.619,0.05522,0.05676,0.144,-2.69,0.06204263,49.4236
481.116,0.05522,0.05676,0.12,0.0,0.18490353,12.300982
483.616,0.05522,0.05676,0.12,0.0,1.6707175e-15,-14.837616
486.125,0.05522,0.05676,0.12,0.0,1.6864046e-15,-44.191936
488.626,0.05522,0.05676,0.096,0.0,-0.18402082,-14.700583
491.187,0.05522,0.05522,0.072,0.0,-0.06307207,-31.786146
493.643,-0.57217,0.05676,0.072,0.0,-0.30808645,-136.05232
